Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GBAHH,GBAHA,GBAH,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,EloHome,EloAway
SC1,21/08/04,Clyde,Ross County,1,0,H,0,0,D,2.2,3.5,2.6,2.1,3.45,2.8,2.15,3.4,2.75,2.1,3.2,2.7,2.0,3.4,3.0,2.2,3.4,2.62,2.25,3.4,2.6,2.15,1.52,-0.5,,,,,,,,,,,,,,,,1550.57,1387.14
SC1,21/08/04,Hamilton,Partick,0,1,A,0,1,A,2.6,3.5,2.2,2.6,3.4,2.25,2.6,3.4,2.25,2.6,3.2,2.2,2.5,3.5,2.25,2.5,3.4,2.3,2.6,3.4,2.25,1.47,2.25,0.5,,,,,,,,,,,,,,,,1387.57,1401.04
SC1,21/08/04,Queen of Sth,Falkirk,1,3,A,1,1,D,2.37,3.5,2.37,2.5,3.5,2.3,2.4,3.45,2.4,2.4,3.2,2.3,2.25,3.5,2.5,2.38,3.5,2.38,2.3,3.4,2.5,2.4,1.42,-0.5,,,,,,,,,,,,,,,,1420.42,1443.79
SC1,21/08/04,St Mirren,St Johnstone,2,1,H,0,1,A,2.37,3.5,2.37,2.5,3.5,2.3,2.4,3.45,2.4,2.4,3.2,2.3,2.25,3.5,2.5,2.38,3.5,2.38,2.4,3.4,2.4,2.4,1.42,-0.5,,,,,,,,,,,,,,,,1376.57,1429.6
SC1,28/08/04,Falkirk,Airdrie Utd,5,0,H,2,0,H,1.72,3.6,3.75,1.75,3.5,3.75,1.77,3.5,3.7,1.8,3.3,3.3,1.73,3.5,3.75,1.75,3.6,3.6,1.8,3.6,3.4,1.77,1.8,-0.5,,,,,,,,,,,,,,,,1459.0,1428.62
SC1,28/08/04,Queen of Sth,Clyde,0,1,A,0,1,A,2.75,3.5,2.1,2.5,3.5,2.3,2.6,3.5,2.2,2.6,3.3,2.1,2.62,3.5,2.2,2.62,3.4,2.2,2.7,3.6,2.1,1.49,2.2,0.5,,,,,,,,,,,,,,,,1405.21,1555.07
SC1,28/08/04,Ross County,Partick,0,1,A,0,0,D,2.62,3.4,2.2,2.4,3.45,2.4,2.55,3.5,2.25,2.5,3.3,2.2,2.5,3.5,2.25,2.62,3.4,2.2,2.5,3.6,2.25,1.48,2.25,0.5,,,,,,,,,,,,,,,,1382.64,1416.59
SC1,28/08/04,St Johnstone,Raith Rvs,1,0,H,0,0,D,1.66,3.6,4.0,1.7,3.75,3.75,1.65,3.6,4.2,1.65,3.4,3.8,1.67,3.6,4.0,1.62,3.6,4.33,1.53,4.0,4.5,1.65,1.94,-0.5,,,,,,,,,,,,,,,,1418.78,1301.91
SC1,28/08/04,St Mirren,Hamilton,1,0,H,1,0,H,2.0,3.4,3.0,2.0,3.45,2.95,2.0,3.45,3.0,2.1,3.2,2.7,2.2,3.5,2.62,2.0,3.4,3.0,1.95,3.6,3.0,2.0,1.6,-0.5,,,,,,,,,,,,,,,,1387.39,1372.02
SC1,04/09/04,Airdrie Utd,Queen of Sth,0,1,A,0,1,A,2.0,3.4,3.0,2.1,3.45,2.8,2.1,3.4,2.8,2.0,3.3,2.8,2.0,3.4,3.0,2.1,3.4,2.8,2.1,3.6,2.7,2.1,1.54,-0.5,,,,,,,,,,,,,,,,1420.6,1394.49
SC1,04/09/04,Clyde,St Mirren,0,0,D,0,0,D,1.83,3.5,3.4,1.9,3.5,3.2,1.9,3.4,3.25,1.9,3.3,3.0,1.73,3.5,3.75,1.91,3.4,3.25,1.83,3.75,3.2,1.9,1.66,-0.5,,,,,,,,,,,,,,,,1565.79,1395.89
SC1,04/09/04,Hamilton,St Johnstone,1,1,D,0,0,D,2.5,3.5,2.25,2.5,3.5,2.3,2.4,3.4,2.4,2.4,3.1,2.4,2.2,3.5,2.62,2.5,3.4,2.3,2.37,3.5,2.37,2.4,1.41,-0.5,,,,,,,,,,,,,,,,1363.52,1424.35
SC1,04/09/04,Partick,Falkirk,1,4,A,0,2,A,1.8,3.5,3.5,1.9,3.5,3.2,1.9,3.4,3.25,1.9,3.3,3.0,1.8,3.5,3.5,1.91,3.4,3.25,1.9,3.6,3.1,1.9,1.66,-0.5,,,,,,,,,,,,,,,,1431.44,1467.02
SC1,04/09/04,Raith Rvs,Ross County,1,2,A,0,1,A,2.75,3.5,2.1,2.5,3.5,2.3,2.6,3.4,2.25,2.5,3.3,2.2,2.38,3.5,2.38,2.75,3.5,2.1,2.62,3.6,2.15,1.47,2.25,0.5,,,,,,,,,,,,,,,,1296.34,1367.79
SC1,11/09/04,Clyde,Airdrie Utd,1,2,A,1,1,D,1.5,3.6,5.5,1.5,4.25,4.5,1.4,3.85,6.25,,,,,,,1.44,3.75,6.0,1.44,3.75,6.0,,,,,,,,,,,,,,,,,,,1557.65,1403.75
SC1,11/09/04,Falkirk,Raith Rvs,4,2,H,0,1,A,1.364,4.0,7.0,1.4,4.4,5.5,1.37,4.2,6.5,1.35,4.0,5.8,1.444,4.0,5.5,1.4,3.75,7.0,1.36,4.2,6.5,1.37,2.55,-0.5,,,,,,,,,,,,,,,,1481.81,1282.82
SC1,11/09/04,Queen of Sth,Hamilton,1,1,D,0,1,A,2.2,3.5,2.6,2.3,3.5,2.5,2.25,3.4,2.6,2.2,3.3,2.5,2.2,3.5,2.625,2.25,3.5,2.5,2.2,3.5,2.62,2.25,1.47,-0.5,,,,,,,,,,,,,,,,1411.34,1362.12
SC1,11/09/04,Ross County,St Johnstone,0,1,A,0,1,A,2.25,3.5,2.5,2.4,3.45,2.4,2.35,3.4,2.5,2.3,3.2,2.4,2.25,3.5,2.5,2.37,3.5,2.37,2.3,3.4,2.5,2.35,1.44,-0.5,,,,,,,,,,,,,,,,1381.31,1425.75
SC1,11/09/04,St Mirren,Partick,2,1,H,0,1,A,2.5,3.5,2.25,2.4,3.45,2.4,2.4,3.45,2.4,2.35,3.2,2.35,2.375,3.5,2.375,2.37,3.5,2.37,2.37,3.5,2.37,2.4,1.42,-0.5,,,,,,,,,,,,,,,,1404.03,1416.65
SC1,18/09/04,Airdrie Utd,Ross County,1,2,A,1,1,D,2.5,3.4,2.3,2.2,3.45,2.65,2.35,3.65,2.35,2.3,3.4,2.3,2.2,3.5,2.62,2.38,3.5,2.38,2.5,3.6,2.25,2.35,1.43,-0.5,,,,,,,,,,,,,,,,1424.04,1366.83
SC1,18/09/04,Hamilton,Clyde,0,1,A,0,1,A,2.5,3.5,2.25,2.7,3.5,2.15,2.5,3.35,2.3,2.5,3.3,2.2,2.25,3.5,2.5,2.6,3.4,2.25,2.6,3.4,2.25,1.43,2.3,0.5,,,,,,,,,,,,,,,,1367.18,1537.36
SC1,18/09/04,Partick,Queen of Sth,1,2,A,1,0,H,1.57,3.75,4.5,1.65,3.65,4.15,1.55,3.75,4.7,1.55,3.7,4.2,1.67,3.6,4.0,1.62,3.5,4.5,1.53,4.0,4.5,1.55,2.09,-0.5,,,,,,,,,,,,,,,,1407.23,1406.28
SC1,18/09/04,Raith Rvs,St Mirren,0,3,A,0,1,A,3.4,3.5,1.83,3.6,3.65,1.75,3.15,3.75,1.85,3.0,3.3,1.9,3.0,3.4,2.0,3.4,3.5,1.83,3.2,3.75,1.83,1.71,1.85,-0.5,,,,,,,,,,,,,,,,1279.03,1413.45
SC1,18/09/04,St Johnstone,Falkirk,1,2,A,0,2,A,2.5,3.5,2.25,2.3,3.5,2.5,2.4,3.45,2.4,2.3,3.4,2.3,2.2,3.5,2.62,2.38,3.5,2.38,2.5,3.4,2.3,2.4,1.42,-0.5,,,,,,,,,,,,,,,,1440.23,1485.6
SC1,25/09/04,Falkirk,Clyde,1,1,D,1,0,H,1.83,3.5,3.4,1.9,3.45,3.25,1.9,3.4,3.3,1.9,3.3,3.0,1.91,3.5,3.2,1.91,3.4,3.25,1.95,3.6,3.0,1.9,1.67,-0.5,,,,,,,,,,,,,,,,1500.05,1547.37
SC1,25/09/04,Hamilton,Ross County,1,2,A,1,1,D,2.37,3.5,2.37,2.3,3.45,2.5,2.25,3.5,2.55,2.2,3.3,2.5,2.25,3.5,2.5,2.38,3.5,2.38,2.25,3.6,2.5,2.25,1.48,-0.5,,,,,,,,,,,,,,,,1357.17,1384.63
SC1,25/09/04,Raith Rvs,Queen of Sth,1,2,A,1,1,D,2.6,3.5,2.2,2.6,3.5,2.2,2.7,3.5,2.15,2.8,3.3,2.0,2.88,3.6,2.0,2.8,3.4,2.1,2.8,3.6,2.05,1.52,2.15,0.5,,,,,,,,,,,,,,,,1267.76,1422.31
SC1,25/09/04,St Johnstone,Partick,2,1,H,0,0,D,2.3,3.4,2.5,2.25,3.5,2.55,2.25,3.4,2.6,2.2,3.3,2.5,2.2,3.5,2.62,2.25,3.4,2.6,2.3,3.4,2.5,2.25,1.47,-0.5,,,,,,,,,,,,,,,,1425.78,1391.2
SC1,25/09/04,St Mirren,Airdrie Utd,1,1,D,1,0,H,1.5,3.6,5.5,1.55,3.75,4.75,1.5,3.8,5.2,1.7,3.4,3.6,1.57,3.75,4.5,1.5,3.6,5.5,1.57,3.75,4.5,1.5,2.2,-0.5,,,,,,,,,,,,,,,,1424.72,1406.24
SC1,02/10/04,Airdrie Utd,Hamilton,0,2,A,0,0,D,2.2,3.4,2.62,2.1,3.45,2.8,2.15,3.45,2.7,2.1,3.3,2.6,2.1,3.5,2.75,2.1,3.4,2.8,2.2,3.5,2.62,2.15,1.51,-0.5,,,,,,,,,,,,,,,,1410.34,1342.1
SC1,02/10/04,Clyde,St Johnstone,1,0,H,1,0,H,2.25,3.5,2.5,1.85,3.5,3.4,2.2,3.5,2.6,2.2,3.3,2.5,1.91,3.5,3.2,2.2,3.4,2.62,2.25,3.6,2.5,2.2,1.49,-0.5,,,,,,,,,,,,,,,,1549.25,1433.67
SC1,02/10/04,Partick,Raith Rvs,2,0,H,2,0,H,1.44,3.75,6.0,1.6,3.75,4.3,1.45,4.0,5.5,1.45,3.8,4.5,1.44,4.0,5.5,1.44,3.75,6.0,1.4,4.33,5.5,1.45,2.32,-0.5,,,,,,,,,,,,,,,,1383.31,1257.21
SC1,02/10/04,Queen of Sth,St Mirren,2,1,H,2,0,H,2.37,3.5,2.37,2.6,3.5,2.2,2.55,3.5,2.25,2.35,3.2,2.35,2.5,3.5,2.25,2.6,3.5,2.2,2.62,3.5,2.2,1.48,2.25,0.5,,,,,,,,,,,,,,,,1432.86,1420.62
SC1,02/10/04,Ross County,Falkirk,0,1,A,0,1,A,2.5,3.5,2.25,2.5,3.45,2.3,2.55,3.5,2.25,2.6,3.3,2.1,2.5,3.5,2.25,2.6,3.5,2.2,2.7,3.5,2.15,1.48,2.25,0.5,,,,,,,,,,,,,,,,1399.7,1498.17
SC1,16/10/04,Airdrie Utd,Partick,4,2,H,2,1,H,2.62,3.4,2.2,2.6,3.25,2.35,2.65,3.4,2.2,2.5,3.3,2.2,2.62,3.5,2.2,2.62,3.5,2.2,2.62,3.5,2.2,1.49,2.2,0.5,,,,,,,,,,,,,,,,1392.22,1388.66
SC1,16/10/04,Clyde,Raith Rvs,2,0,H,2,0,H,1.33,4.5,6.5,1.4,4.0,6.25,1.33,4.5,6.5,1.35,3.9,6.0,1.25,5.0,8.0,1.33,4.33,7.0,1.33,4.5,6.5,1.33,2.66,-0.5,,,,,,,,,,,,,,,,1554.86,1251.86
SC1,16/10/04,Hamilton,Falkirk,0,1,A,0,0,D,3.2,3.5,1.9,3.2,3.3,2.0,3.2,3.45,1.92,3.0,3.3,1.9,3.4,3.5,1.83,3.25,3.4,1.91,3.1,3.6,1.9,1.66,1.92,0.5,,,,,,,,,,,,,,,,1360.22,1510.73
SC1,16/10/04,Queen of Sth,St Johnstone,0,1,A,0,0,D,2.25,3.5,2.5,2.2,3.2,2.8,2.32,3.5,2.45,2.35,3.2,2.35,2.25,3.5,2.5,2.25,3.4,2.6,2.37,3.5,2.37,2.32,1.44,-0.5,,,,,,,,,,,,,,,,1441.46,1428.06
SC1,16/10/04,St Mirren,Ross County,3,2,H,1,1,D,1.9,3.4,3.25,2.1,3.0,3.2,2.05,3.3,3.0,2.0,3.3,2.8,2.0,3.4,3.0,1.91,3.5,3.2,2.05,3.6,2.8,2.05,1.57,-0.5,,,,,,,,,,,,,,,,1412.02,1387.14
SC1,23/10/04,Falkirk,St Mirren,0,0,D,0,0,D,1.8,3.5,3.5,1.75,3.5,3.8,1.81,3.5,3.5,1.8,3.3,3.3,1.73,3.5,3.75,1.8,3.4,3.6,1.8,3.5,3.5,1.81,1.75,-0.5,,,,,,,,,,,,,,,,1521.43,1420.21
SC1,23/10/04,Partick,Clyde,0,0,D,0,0,D,2.25,3.5,2.5,2.3,3.45,2.5,2.35,3.35,2.5,2.35,3.2,2.35,2.5,3.25,2.38,2.38,3.5,2.38,2.37,3.5,2.37,2.35,1.43,-0.5,,,,,,,,,,,,,,,,1379.78,1557.1
SC1,23/10/04,Raith Rvs,Hamilton,2,2,D,1,1,D,2.75,3.5,2.1,2.55,3.5,2.25,2.85,3.5,2.05,2.8,3.3,2.1,2.75,3.5,2.1,2.8,3.4,2.1,2.8,3.6,2.05,1.57,2.05,0.5,,,,,,,,,,,,,,,,1249.62,1349.52
SC1,23/10/04,Ross County,Queen of Sth,1,0,H,0,0,D,2.1,3.5,2.75,2.2,3.5,2.6,2.2,3.5,2.6,2.2,3.3,2.6,2.25,3.5,2.5,2.2,3.5,2.6,2.3,3.4,2.5,2.2,1.49,-0.5,,,,,,,,,,,,,,,,1378.95,1425.02
SC1,23/10/04,St Johnstone,Airdrie Utd,1,1,D,0,0,D,1.72,3.6,3.75,1.65,3.5,4.3,1.7,3.5,4.0,1.7,3.4,3.6,1.67,3.6,4.0,1.67,3.6,4.0,1.7,3.6,3.8,1.7,1.87,-0.5,,,,,,,,,,,,,,,,1444.5,1401.1
SC1,30/10/04,Airdrie Utd,Falkirk,1,3,A,0,2,A,3.5,3.5,1.8,4.0,3.5,1.7,3.6,3.45,1.8,3.4,3.3,1.8,3.4,3.5,1.83,3.5,3.5,1.8,3.5,3.5,1.8,1.76,1.8,0.5,,,,,,,,,,,,,,,,1405.98,1514.9
SC1,30/10/04,Clyde,Queen of Sth,2,0,H,2,0,H,1.72,3.6,3.75,1.85,3.5,3.35,1.75,3.5,3.75,1.7,3.4,3.8,1.67,3.4,4.33,1.73,3.5,3.8,1.72,3.6,3.75,1.75,1.81,-0.5,,,,,,,,,,,,,,,,1554.36,1414.44
SC1,30/10/04,Hamilton,St Mirren,2,2,D,1,1,D,2.62,3.4,2.2,2.7,3.35,2.2,2.75,3.4,2.15,2.7,3.3,2.1,2.62,3.5,2.2,2.75,3.5,2.1,2.87,3.5,2.05,1.52,2.15,0.5,,,,,,,,,,,,,,,,1349.52,1426.74
SC1,30/10/04,Partick,Ross County,4,0,H,2,0,H,1.9,3.5,3.2,2.2,3.45,2.65,2.1,3.4,2.85,2.0,3.3,2.9,2.2,3.5,2.62,2.0,3.4,3.0,2.1,3.6,2.7,2.1,1.55,-0.5,,,,,,,,,,,,,,,,1382.52,1389.53
SC1,30/10/04,Raith Rvs,St Johnstone,1,0,H,1,0,H,4.0,3.6,1.66,4.65,3.8,1.55,4.0,3.65,1.67,3.8,3.4,1.7,3.5,3.5,1.8,4.0,3.6,1.67,4.0,3.6,1.66,1.91,1.67,0.5,,,,,,,,,,,,,,,,1249.62,1439.62
SC1,06/11/04,Queen of Sth,Airdrie Utd,1,0,H,0,0,D,1.83,3.4,3.5,1.85,3.4,3.5,2.0,3.5,2.95,2.1,3.3,2.7,1.91,3.5,3.2,2.0,3.4,3.0,2.15,3.6,2.62,2.0,1.6,-0.5,,,,,,,,,,,,,,,,1409.42,1393.8
SC1,06/11/04,St Johnstone,Hamilton,3,0,H,1,0,H,1.72,3.6,3.75,1.7,3.5,4.0,1.75,3.5,3.75,1.8,3.4,3.3,1.73,3.5,3.75,1.73,3.6,3.75,1.8,3.6,3.4,1.75,1.81,-0.5,,,,,,,,,,,,,,,,1423.95,1348.7
SC1,06/11/04,St Mirren,Clyde,0,0,D,0,0,D,2.3,3.4,2.5,2.3,3.4,2.55,2.3,3.45,2.5,2.3,3.2,2.4,2.25,3.4,2.62,2.25,3.4,2.6,2.3,3.4,2.5,2.3,1.45,-0.5,,,,,,,,,,,,,,,,1427.56,1559.38
SC1,13/11/04,Airdrie Utd,Clyde,3,1,H,2,0,H,3.0,3.4,2.0,3.2,3.4,1.95,3.05,3.4,2.0,3.0,3.4,1.9,3.0,3.4,2.0,3.0,3.4,2.0,3.0,3.6,1.95,1.61,2.0,0.5,,,,,,,,,,,,,,,,1385.31,1558.24
SC1,13/11/04,Hamilton,Queen of Sth,1,0,H,0,0,D,2.5,3.4,2.3,2.6,3.4,2.25,2.6,3.4,2.25,2.6,3.3,2.2,2.5,3.5,2.25,2.6,3.4,2.25,2.62,3.5,2.2,1.47,2.25,0.5,,,,,,,,,,,,,,,,1342.02,1417.91
SC1,13/11/04,Partick,St Mirren,0,3,A,0,0,D,2.1,3.5,2.75,2.3,3.2,2.7,2.25,3.4,2.6,2.2,3.3,2.6,2.25,3.4,2.62,2.25,3.3,2.62,2.25,3.6,2.5,2.25,1.47,-0.5,,,,,,,,,,,,,,,,1391.75,1428.7
SC1,13/11/04,Raith Rvs,Falkirk,0,2,A,0,1,A,6.0,3.75,1.44,5.6,3.6,1.5,6.0,3.8,1.44,4.8,3.9,1.45,5.0,3.5,1.57,6.0,3.75,1.44,5.5,4.0,1.44,2.33,1.44,0.5,,,,,,,,,,,,,,,,1265.29,1527.08
SC1,13/11/04,St Johnstone,Ross County,1,1,D,1,0,H,1.9,3.5,3.2,1.8,3.6,3.4,1.83,3.5,3.45,1.9,3.4,3.0,1.91,3.5,3.2,1.91,3.5,3.2,2.05,3.6,2.8,1.83,1.74,-0.5,,,,,,,,,,,,,,,,1430.63,1380.3
SC1,20/11/04,Clyde,Hamilton,2,1,H,1,1,D,1.61,3.6,4.33,1.5,3.9,5.0,1.55,3.8,4.7,1.55,3.6,4.4,1.57,3.75,4.5,1.53,3.6,5.0,1.53,4.0,4.5,1.55,2.1,-0.5,,,,,,,,,,,,,,,,1543.15,1353.65
SC1,20/11/04,Falkirk,St Johnstone,3,1,H,1,1,D,1.72,3.6,3.75,1.75,3.3,4.0,1.73,3.6,3.75,1.75,3.3,3.6,1.62,4.0,4.0,1.67,3.6,4.0,1.72,3.75,3.6,1.73,1.84,-0.5,,,,,,,,,,,,,,,,1534.15,1425.54
SC1,20/11/04,Queen of Sth,Partick,1,0,H,0,0,D,2.3,3.4,2.5,2.3,3.2,2.65,2.3,3.4,2.55,2.3,3.3,2.4,2.0,3.6,2.88,2.3,3.4,2.5,2.4,3.4,2.4,2.3,1.46,-0.5,,,,,,,,,,,,,,,,1406.28,1377.01
SC1,20/11/04,Ross County,Airdrie Utd,1,2,A,1,1,D,1.9,3.5,3.25,2.0,3.25,3.2,2.1,3.6,2.7,2.1,3.3,2.8,2.0,3.4,3.0,2.1,3.5,2.75,2.15,3.6,2.62,2.1,1.54,-0.5,,,,,,,,,,,,,,,,1385.39,1400.4
SC1,20/11/04,St Mirren,Raith Rvs,1,0,H,0,0,D,1.33,4.5,6.5,1.4,3.8,7.0,1.37,4.2,6.5,1.4,4.0,5.4,1.36,4.0,7.0,1.36,4.33,6.0,1.36,4.5,6.0,1.37,2.55,-0.5,,,,,,,,,,,,,,,,1443.44,1258.22
SC1,23/11/04,Falkirk,Partick,3,0,H,0,0,D,1.5,3.6,5.5,1.5,3.7,5.35,1.55,3.75,4.75,1.6,3.5,4.2,1.44,4.0,5.5,1.53,4.0,4.5,1.5,4.0,4.8,1.55,2.1,-0.5,,,,,,,,,,,,,,,,1539.93,1368.96
SC1,23/11/04,Ross County,Raith,1,1,D,1,0,H,1.5,3.6,5.5,1.55,3.45,5.35,1.5,3.6,5.5,1.55,3.6,4.4,1.53,3.75,5.0,1.5,3.8,5.0,1.53,4.0,4.5,1.5,2.18,-0.5,,,,,,,,,,,,,,,,1369.89,1380.0
SC1,27/11/04,Falkirk,Ross County,2,2,D,0,1,A,1.4,3.75,7.0,1.5,3.6,6.0,1.5,3.8,5.2,1.5,3.8,4.4,1.5,3.6,5.5,1.5,3.75,5.25,1.5,4.0,4.8,1.5,2.2,-0.5,,,,,,,,,,,,,,,,1544.27,1366.73
SC1,27/11/04,Hamilton,Airdrie Utd,1,3,A,1,2,A,2.25,3.5,2.5,2.25,3.2,2.8,2.4,3.25,2.5,2.35,3.3,2.35,2.25,3.5,2.5,2.38,3.5,2.38,2.5,3.3,2.37,2.4,1.41,-0.5,,,,,,,,,,,,,,,,1349.68,1415.9
SC1,27/11/04,Raith Rvs,Partick,0,0,D,0,0,D,3.0,3.4,2.0,3.1,3.2,2.1,3.1,3.35,2.0,3.0,3.4,1.9,3.2,3.5,1.91,3.0,3.4,2.0,3.0,3.6,1.95,1.61,2.0,0.5,,,,,,,,,,,,,,,,1254.16,1364.62
SC1,27/11/04,St Johnstone,Clyde,3,0,H,0,0,D,2.37,3.5,2.37,2.35,3.25,2.65,2.45,3.25,2.45,2.4,3.3,2.3,2.5,3.5,2.25,2.5,3.5,2.3,2.5,3.4,2.3,2.45,1.4,-0.5,,,,,,,,,,,,,,,,1419.76,1547.12
SC1,27/11/04,St Mirren,Queen of Sth,2,2,D,0,0,D,1.72,3.6,3.75,1.8,3.35,3.85,1.75,3.5,3.75,1.8,3.3,3.4,1.73,3.5,3.75,1.73,3.75,3.6,1.72,3.75,3.6,1.75,1.81,-0.5,,,,,,,,,,,,,,,,1447.5,1414.33
SC1,04/12/04,Airdrie Utd,St Mirren,3,2,H,1,1,D,2.5,3.4,2.3,2.5,3.2,2.5,2.4,3.45,2.4,2.4,3.1,2.4,2.25,3.5,2.5,2.5,3.4,2.3,2.37,3.5,2.37,2.4,1.42,-0.5,,,,,,,,,,,,,,,,1429.61,1442.93
SC1,04/12/04,Clyde,Falkirk,0,2,A,0,2,A,2.5,3.5,2.25,2.6,3.5,2.25,2.65,3.45,2.2,2.6,3.2,2.2,2.38,3.5,2.38,2.6,3.4,2.25,2.75,3.5,2.1,1.5,2.2,0.5,,,,,,,,,,,,,,,,1533.64,1535.98
SC1,04/12/04,Partick,St Johnstone,0,4,A,0,2,A,2.37,3.5,2.37,2.5,3.4,2.4,2.5,3.4,2.35,2.6,3.2,2.2,2.25,3.5,2.5,2.38,3.5,2.38,2.6,3.4,2.25,1.44,2.35,0.5,,,,,,,,,,,,,,,,1364.24,1433.24
SC1,04/12/04,Queen of Sth,Raith Rvs,2,0,H,1,0,H,1.53,4.0,4.5,1.55,3.7,5.1,1.55,3.7,4.8,1.55,3.7,4.2,1.5,3.6,5.5,1.5,3.8,5.0,1.57,3.75,4.5,1.55,2.09,-0.5,,,,,,,,,,,,,,,,1418.9,1254.54
SC1,04/12/04,Ross County,Hamilton,1,1,D,0,0,D,1.9,3.5,3.2,1.95,3.35,3.3,1.95,3.5,3.1,2.0,3.3,2.9,1.91,3.5,3.2,2.0,3.4,3.0,1.9,3.5,3.2,1.95,1.64,-0.5,,,,,,,,,,,,,,,,1375.02,1335.97
