Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,EloHome,EloAway
SC0,30/10/04,Hearts,Dundee,3,0,H,1,0,H,C Thomson,16,7,8,4,15,8,6,8,2,3,0,1,1.66,3.5,4.5,1.6,3.5,5.0,1.64,3.4,4.8,1.65,3.3,4.4,1.67,3.25,4.5,1.62,3.4,5.0,1.61,3.3,5.0,,,1.64,1.99,-0.5,1.84,2.0,-0.75,1.825,2.025,-0.75,1711.27,1541.59
SC0,30/10/04,Inverness C,Livingston,2,0,H,1,0,H,M McCurry,9,7,4,5,11,9,4,1,2,2,0,0,2.4,3.25,2.62,2.65,3.25,2.35,2.4,3.25,2.6,2.4,3.0,2.6,2.5,3.25,2.4,2.4,3.2,2.6,2.4,3.25,2.5,,,2.4,1.44,-0.5,1.86,1.98,0.0,1.875,1.975,0.0,1552.79,1519.9
SC0,30/10/04,Kilmarnock,Hibernian,3,1,H,3,0,H,S Dougal,8,11,4,3,17,14,5,8,2,2,0,0,2.3,3.25,2.75,2.4,3.2,2.6,2.35,3.25,2.65,2.3,3.0,2.7,2.2,3.25,2.75,2.3,3.2,2.75,2.37,3.1,2.62,,,2.35,1.46,-0.5,1.82,2.02,0.0,1.775,2.075,0.0,1584.09,1603.41
SC0,30/10/04,Motherwell,Celtic,2,3,A,0,1,A,D McDonald,7,8,3,6,16,15,3,2,1,2,0,0,11.0,5.5,1.2,13.0,6.0,1.15,11.0,5.35,1.2,9.0,4.5,1.25,10.0,4.5,1.25,9.0,5.0,1.25,10.0,4.5,1.25,,,,,,1.94,1.9,1.5,1.95,1.9,1.5,1559.53,1957.72
SC0,31/10/04,Rangers,Aberdeen,5,0,H,1,0,H,H Dallas,23,8,10,3,10,13,10,1,2,3,0,0,1.28,5.0,10.0,1.3,4.5,8.25,1.28,4.7,8.35,1.33,4.0,7.5,1.22,5.0,10.0,1.29,4.5,8.5,1.28,4.5,8.0,,,,,,1.92,1.92,-1.5,1.95,1.9,-1.5,1855.29,1597.81
SC0,06/11/04,Celtic,Kilmarnock,2,1,H,1,0,H,S Conroy,13,4,9,2,10,14,16,4,0,0,0,0,1.16,6.0,13.0,1.13,6.4,14.0,1.16,6.0,12.0,1.2,5.0,10.0,1.17,5.5,12.0,1.17,6.0,11.0,1.16,6.0,10.0,,,,,,1.8,2.04,-1.75,1.775,2.075,-1.75,1961.53,1593.74
SC0,06/11/04,Dundee,Dundee United,1,0,H,0,0,D,A Freeland,11,13,6,5,7,13,6,10,2,3,0,2,2.3,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.3,2.9,2.8,2.38,3.0,2.75,2.3,3.2,2.75,2.3,3.0,2.8,1.75,1.95,2.25,1.49,-0.5,2.02,1.82,-0.25,2.1,1.75,-0.25,1537.22,1552.51
SC0,06/11/04,Dunfermline,Inverness C,1,1,D,1,0,H,I Brines,5,13,2,2,16,10,6,5,3,1,0,0,1.72,3.4,4.33,1.9,3.15,3.7,1.83,3.25,3.85,1.85,3.1,3.6,1.8,3.5,3.5,1.83,3.25,3.75,1.83,3.2,3.75,1.9,1.79,1.83,1.76,-0.5,1.82,2.02,-0.5,1.875,1.975,-0.5,1584.78,1560.73
SC0,06/11/04,Hibernian,Motherwell,1,0,H,0,0,D,C Thomson,9,9,3,4,15,13,5,5,3,4,0,0,1.83,3.4,3.75,1.8,3.3,3.9,1.91,3.2,3.6,1.85,3.1,3.6,1.8,3.5,3.5,1.91,3.25,3.5,2.0,3.2,3.2,1.71,2.0,1.91,1.69,-0.5,2.04,1.8,-0.5,2.0,1.85,-0.5,1593.76,1555.72
SC0,07/11/04,Aberdeen,Hearts,0,1,A,0,0,D,S Dougal,3,5,0,2,16,18,2,5,2,4,1,0,2.2,3.3,2.87,2.25,3.2,2.8,2.25,3.2,2.8,2.2,3.0,2.9,2.1,3.2,3.0,2.2,3.2,2.88,2.25,3.2,2.75,1.85,1.85,2.25,1.49,-0.5,1.98,1.86,-0.25,1.975,1.875,-0.25,1594.98,1715.64
SC0,07/11/04,Livingston,Rangers,1,4,A,0,1,A,D McDonald,5,18,3,9,12,8,2,6,1,1,0,0,10.0,5.5,1.25,10.0,5.6,1.2,9.0,5.0,1.25,9.0,4.5,1.25,10.0,4.5,1.25,9.0,5.0,1.25,9.5,5.0,1.22,1.65,2.05,,,,1.88,1.96,1.5,1.875,1.975,1.5,1511.96,1858.12
SC0,13/11/04,Aberdeen,Dunfermline,2,1,H,1,0,H,E Smith,9,6,6,4,16,10,4,6,3,2,0,0,1.8,3.3,4.0,1.8,3.35,3.85,1.8,3.3,3.95,1.8,3.1,3.8,1.8,3.25,3.75,1.73,3.25,4.33,1.8,3.3,3.75,1.79,1.9,1.8,1.8,-0.5,1.86,1.98,-0.5,1.85,2.0,-0.5,1583.22,1580.5
SC0,13/11/04,Celtic,Inverness C,3,0,H,1,0,H,H Dallas,14,9,8,5,14,9,3,1,2,0,0,0,1.12,7.0,13.0,1.13,6.0,16.0,1.12,6.5,15.0,1.12,6.5,13.0,1.12,6.0,15.0,1.12,6.5,15.0,1.12,6.5,12.0,1.4,2.65,1.12,4.53,-0.5,1.78,2.06,-2.0,1.775,2.075,0.0,1963.11,1565.01
SC0,13/11/04,Dundee United,Livingston,1,0,H,0,0,D,C MacKay,12,7,7,4,13,19,5,4,2,3,0,0,2.0,3.3,3.3,2.1,3.2,3.1,2.1,3.2,3.1,2.0,3.1,3.2,2.2,3.25,2.75,2.1,3.25,3.0,2.1,3.2,3.0,1.85,1.85,2.1,1.57,-0.5,1.9,1.94,-0.25,1.875,1.975,-0.25,1543.0,1507.08
SC0,13/11/04,Kilmarnock,Hearts,1,1,D,1,0,H,C Murray,7,13,6,7,24,15,8,6,4,0,0,0,2.5,3.25,2.5,2.4,3.3,2.55,2.5,3.2,2.5,2.7,2.9,2.4,2.4,3.25,2.5,2.5,3.2,2.5,2.62,3.1,2.37,1.85,1.85,2.5,1.4,-0.5,1.92,1.92,0.0,1.9,1.95,0.0,1592.16,1727.4
SC0,13/11/04,Motherwell,Dundee,3,0,H,1,0,H,C Richmond,12,8,7,4,15,7,3,5,2,2,0,0,1.9,3.25,3.6,1.85,3.5,3.5,2.05,3.2,3.2,2.0,3.1,3.2,2.0,3.4,3.0,2.0,3.25,3.25,2.05,3.2,3.1,1.79,1.9,2.05,1.6,-0.5,2.04,1.8,-0.75,2.0,1.85,-0.5,1547.94,1546.73
SC0,14/11/04,Hibernian,Rangers,0,1,A,0,0,D,W Young,19,3,10,1,19,20,10,1,3,1,1,1,7.5,4.33,1.4,7.0,4.4,1.35,7.5,4.2,1.35,5.4,3.8,1.45,8.0,3.75,1.36,7.0,4.0,1.4,8.0,3.75,1.36,1.65,2.05,2.69,1.35,0.5,,,,1.925,1.925,1.25,1601.54,1863.0
SC0,20/11/04,Dundee,Hibernian,1,4,A,0,2,A,K Toner,15,17,5,10,10,12,6,3,0,0,0,0,2.6,3.2,2.4,2.55,3.0,2.6,2.7,3.1,2.4,2.5,3.0,2.5,2.4,3.25,2.5,2.6,3.2,2.4,2.75,3.2,2.25,1.85,1.85,1.44,2.4,0.5,1.98,1.86,0.0,1.975,1.875,0.0,1537.77,1594.46
SC0,20/11/04,Dunfermline,Kilmarnock,4,1,H,2,0,H,M Ritchie,10,4,10,2,9,11,1,7,0,0,0,0,2.3,3.2,2.7,2.35,3.0,2.85,2.5,3.15,2.55,2.5,3.0,2.5,2.4,3.25,2.5,2.38,3.2,2.62,2.5,3.1,2.5,1.95,1.75,2.5,1.41,-0.5,1.76,2.08,0.0,1.825,2.025,0.0,1571.59,1593.42
SC0,20/11/04,Hearts,Motherwell,0,1,A,0,1,A,J Rowbotham,10,11,7,8,11,15,6,7,2,1,1,0,1.66,3.4,4.5,1.65,3.4,4.75,1.73,3.35,4.25,1.65,3.3,4.4,1.67,3.4,4.33,1.67,3.4,4.5,1.7,3.3,4.33,1.85,1.85,1.73,1.87,-0.5,1.96,1.88,-0.75,1.975,1.875,-0.75,1726.14,1556.9
SC0,20/11/04,Livingston,Aberdeen,0,2,A,0,2,A,J Underhill,2,9,2,6,14,6,2,2,0,0,0,0,2.8,3.25,2.2,2.9,3.2,2.2,2.9,3.2,2.2,3.1,3.0,2.1,2.75,3.25,2.2,2.8,3.25,2.2,3.1,3.2,2.05,1.85,1.85,1.52,2.2,0.5,1.96,1.88,0.25,1.95,1.9,0.25,1499.24,1592.13
SC0,20/11/04,Rangers,Celtic,2,0,H,2,0,H,K Clark,15,7,8,4,16,17,6,2,3,4,0,2,2.37,3.0,2.75,2.4,3.1,2.7,2.45,3.1,2.65,2.5,3.0,2.5,2.38,3.2,2.6,2.38,3.2,2.75,2.4,3.1,2.6,1.85,1.85,2.45,1.43,-0.5,1.74,2.1,0.0,1.8,2.05,0.0,1870.08,1964.45
SC0,23/11/04,Inverness C,Dundee United,1,1,D,0,0,D,S Dougal,9,9,5,4,11,9,10,7,2,1,1,0,2.37,3.2,2.62,2.35,3.15,2.65,2.25,3.25,2.75,2.3,3.0,2.7,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75,1.85,1.85,,,2.25,1.49,-0.5,,,,,1563.67,1550.84
SC0,27/11/04,Aberdeen,Dundee United,1,0,H,1,0,H,H Dallas,4,6,2,3,11,11,5,6,3,1,0,0,1.61,3.5,5.0,1.65,3.35,4.8,1.65,3.35,4.85,1.65,3.3,4.4,1.62,3.5,4.5,1.62,3.4,5.0,1.66,3.3,4.5,1.85,1.85,1.65,1.98,-0.5,1.92,1.92,-0.75,1.9,1.95,-0.75,1604.89,1554.76
SC0,27/11/04,Hibernian,Inverness C,2,1,H,1,1,D,S Conroy,9,5,2,1,7,20,2,4,1,0,0,0,1.61,3.5,5.0,1.65,3.4,4.7,1.65,3.35,4.8,1.65,3.3,4.4,1.62,3.25,5.0,1.62,3.4,5.0,1.61,3.3,5.0,1.71,2.0,1.65,1.97,-0.5,1.78,2.06,-0.75,1.825,2.025,-0.75,1608.51,1559.75
SC0,27/11/04,Kilmarnock,Livingston,1,3,A,1,2,A,A Freeland,5,9,2,5,13,23,4,4,1,3,0,0,1.66,3.5,4.5,1.6,3.5,4.9,1.65,3.4,4.7,1.65,3.3,4.4,1.67,3.25,4.5,1.67,3.4,4.5,1.66,3.3,4.5,1.75,1.95,1.65,1.97,-0.5,1.84,2.0,-0.75,1.825,2.025,-0.75,1583.69,1486.48
SC0,27/11/04,Motherwell,Dunfermline,2,1,H,1,0,H,M McCurry,13,10,5,6,14,11,7,3,2,1,0,1,1.9,3.4,3.5,1.9,3.25,3.6,1.9,3.25,3.6,1.9,3.1,3.5,1.8,3.5,3.5,1.91,3.25,3.5,1.83,3.2,3.75,1.85,1.85,1.9,1.71,-0.5,1.94,1.9,-0.5,2.0,1.85,-0.5,1577.52,1581.32
SC0,28/11/04,Dundee,Celtic,2,2,D,1,0,H,C Richmond,9,11,6,8,14,12,4,13,1,1,0,0,10.0,5.5,1.25,10.5,5.5,1.2,9.5,5.35,1.22,9.5,4.8,1.22,11.0,5.0,1.2,9.0,5.0,1.25,9.5,5.0,1.22,,,3.42,1.22,0.5,1.76,2.08,1.75,1.85,2.0,1.75,1523.72,1952.15
SC0,28/11/04,Rangers,Hearts,3,2,H,1,1,D,D McDonald,12,5,7,2,17,19,8,4,1,3,0,0,1.2,5.5,11.0,1.2,5.0,12.5,1.22,5.35,9.5,1.22,4.8,9.5,1.2,5.0,11.0,1.22,5.0,10.0,1.22,5.0,9.5,,,1.22,3.42,-0.5,2.0,1.84,-1.75,2.0,1.85,-1.75,1882.38,1705.52
SC0,04/12/04,Aberdeen,Kilmarnock,3,2,H,2,2,D,K Clark,11,5,5,3,10,29,7,6,1,3,0,1,1.66,3.5,4.5,1.75,3.25,4.25,1.68,3.3,4.55,1.7,3.2,4.2,1.62,3.5,4.5,1.73,3.4,4.2,1.66,3.3,4.5,1.85,1.85,1.68,1.91,-0.5,1.74,2.1,-0.5,2.0,1.85,-0.75,1612.3,1564.77
SC0,04/12/04,Celtic,Hibernian,2,1,H,1,0,H,I Brines,9,7,6,5,18,20,6,5,1,2,0,0,1.2,5.5,11.0,1.2,5.5,10.5,1.2,5.25,11.0,1.25,4.5,9.0,1.2,5.0,11.0,1.2,5.5,10.0,1.22,5.0,9.5,1.9,1.79,1.2,3.55,-0.5,1.96,1.88,-2.0,2.0,1.85,-2.0,1942.93,1615.96
SC0,04/12/04,Dundee United,Motherwell,0,1,A,0,1,A,D McDonald,11,12,7,8,13,14,7,6,0,3,0,0,2.37,3.25,2.62,2.5,3.1,2.55,2.5,3.2,2.5,2.3,3.0,2.7,2.5,3.25,2.4,2.5,3.2,2.5,2.62,3.1,2.37,1.85,1.85,2.5,1.4,-0.5,1.84,2.0,0.0,1.875,1.975,0.0,1547.35,1586.64
SC0,04/12/04,Hearts,Dunfermline,3,0,H,1,0,H,J Underhill,11,6,7,3,8,14,5,2,0,1,0,0,1.66,3.5,4.5,1.7,3.15,4.8,1.68,3.3,4.55,1.7,3.2,4.2,1.62,3.5,4.5,1.67,3.4,4.5,1.66,3.3,4.5,1.65,2.05,1.68,1.91,-0.5,1.85,2.02,-0.75,1.8,2.05,-0.75,1701.3,1572.2
SC0,04/12/04,Livingston,Dundee,1,0,H,1,0,H,I Fyfe,9,5,3,3,24,15,4,7,0,0,0,0,2.2,3.3,2.87,2.3,3.05,2.85,2.25,3.25,2.75,2.2,3.0,2.9,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.75,,,2.25,1.49,-0.5,2.02,1.82,-0.25,2.05,1.8,-0.25,1505.4,1532.94
SC0,05/12/04,Inverness C,Rangers,1,1,D,1,0,H,C Thomson,6,10,4,5,13,11,2,10,2,1,0,0,10.0,5.5,1.25,9.0,5.0,1.25,9.0,5.0,1.25,9.5,4.8,1.22,12.0,5.5,1.17,9.0,5.0,1.25,9.5,5.0,1.22,1.75,1.95,3.21,1.25,0.5,1.82,2.02,1.75,1.8,2.05,1.75,1552.3,1886.6
SC0,11/12/04,Dundee United,Kilmarnock,3,0,H,2,0,H,W Young,13,9,7,5,16,8,5,9,0,2,0,0,2.37,3.2,2.62,2.3,3.15,2.8,2.4,3.15,2.65,2.3,3.0,2.7,2.38,3.2,2.6,2.4,3.2,2.6,2.3,3.2,2.62,1.85,1.85,2.4,1.44,-0.5,1.76,2.08,0.0,1.825,2.025,0.0,1532.69,1557.28
SC0,11/12/04,Hibernian,Aberdeen,2,1,H,1,1,D,J Rowbotham,16,11,7,4,12,8,7,5,2,1,0,1,2.3,3.2,2.7,2.25,3.0,3.0,2.3,3.2,2.75,2.3,3.0,2.7,2.25,3.2,2.75,2.3,3.2,2.75,2.25,3.2,2.75,1.85,1.85,2.3,1.48,-0.5,2.04,1.8,-0.25,2.1,1.75,-0.25,1613.99,1619.79
SC0,11/12/04,Inverness C,Hearts,1,1,D,0,0,D,C Murray,11,4,3,2,13,17,5,2,3,2,0,1,2.9,3.25,2.2,2.75,3.2,2.3,2.75,3.2,2.3,2.7,3.0,2.3,2.75,3.25,2.2,2.8,3.25,2.2,2.75,3.25,2.2,1.9,1.79,1.48,2.3,0.5,1.84,2.0,0.25,1.8,2.05,0.25,1559.65,1706.58
SC0,11/12/04,Motherwell,Livingston,2,0,H,1,0,H,M Ritchie,9,6,5,3,9,16,5,4,0,2,0,0,1.66,3.4,4.5,1.75,3.25,4.25,1.7,3.35,4.5,1.75,3.2,4.0,1.67,3.6,4.0,1.67,3.4,4.5,1.72,3.4,4.0,1.85,1.85,1.7,1.92,-0.5,1.76,2.08,-0.5,1.725,2.125,-0.5,1601.3,1515.33
SC0,11/12/04,Rangers,Dundee,3,0,H,2,0,H,M McCurry,23,8,15,5,15,14,5,3,0,0,0,0,1.14,6.5,12.0,1.12,6.75,14.0,1.15,6.5,11.5,1.15,6.0,12.0,1.14,6.0,12.0,1.14,6.0,13.0,1.12,6.5,12.0,,,1.15,4.15,-0.5,1.7,2.14,-1.75,1.7,2.15,-1.75,1879.25,1523.01
SC0,12/12/04,Dunfermline,Celtic,0,2,A,0,2,A,H Dallas,8,11,4,7,11,12,6,6,1,0,0,0,9.0,5.0,1.25,9.0,5.0,1.25,9.0,5.0,1.25,9.0,4.5,1.25,11.0,5.0,1.2,9.0,5.0,1.25,10.0,4.5,1.25,,,3.21,1.25,0.5,1.96,1.88,1.5,2.0,1.85,1.5,1566.92,1944.9
SC0,18/12/04,Celtic,Dundee United,1,0,H,1,0,H,C Richmond,19,6,9,4,17,12,11,5,0,0,0,0,1.12,7.0,13.0,1.13,6.75,12.5,1.13,6.75,13.0,1.15,6.0,12.0,1.12,6.5,12.0,1.12,6.5,13.0,1.12,6.5,12.0,1.45,2.5,1.13,4.44,-0.5,1.98,1.86,-2.25,1.925,1.925,-2.25,1949.1,1542.52
SC0,18/12/04,Dundee,Aberdeen,1,0,H,0,0,D,S Conroy,6,18,3,12,12,14,7,12,0,0,0,1,2.87,3.3,2.2,2.85,3.25,2.2,2.9,3.2,2.2,3.0,3.1,2.1,2.75,3.25,2.2,2.88,3.2,2.2,3.2,3.2,2.0,1.79,1.9,1.52,2.2,0.5,1.94,1.9,0.25,1.9,1.95,0.25,1521.32,1610.6
SC0,18/12/04,Hibernian,Dunfermline,2,1,H,0,0,D,C MacKay,15,7,7,3,11,13,10,6,0,1,0,0,1.57,3.5,5.5,1.65,3.4,5.0,1.67,3.3,4.75,1.7,3.2,4.2,1.62,3.5,4.5,1.62,3.4,5.0,1.66,3.3,4.5,1.75,1.95,1.67,1.95,-0.5,,,,1.85,2.0,-0.75,1623.18,1562.72
SC0,18/12/04,Motherwell,Inverness C,1,2,A,0,2,A,K Toner,6,9,3,5,15,14,4,3,1,3,1,0,1.57,3.5,5.5,1.6,3.45,5.0,1.62,3.4,5.0,1.7,3.2,4.2,1.67,3.4,4.33,1.62,3.4,5.0,1.61,3.3,5.0,1.85,1.85,1.62,2.02,-0.5,1.76,2.08,-0.75,1.75,2.1,-0.75,1607.68,1561.33
SC0,19/12/04,Kilmarnock,Rangers,0,1,A,0,1,A,D McDonald,5,9,3,4,17,9,2,7,1,1,0,0,10.0,5.5,1.25,8.75,5.0,1.25,10.0,4.75,1.25,9.0,4.5,1.25,10.0,5.0,1.22,9.0,5.0,1.25,10.0,4.5,1.25,1.65,2.05,3.22,1.25,0.5,1.9,1.94,1.5,1.95,1.9,1.5,1547.45,1880.94
SC0,26/12/04,Hearts,Celtic,0,2,A,0,1,A,M McCurry,6,14,2,6,20,17,3,3,4,1,0,0,8.0,4.2,1.4,8.0,4.5,1.31,7.5,4.0,1.37,6.0,3.6,1.4,7.0,3.75,1.4,7.5,4.0,1.36,7.0,3.75,1.4,2.15,1.6,2.61,1.37,0.5,1.84,2.0,1.25,1.75,2.1,1.25,1704.9,1950.38
SC0,27/12/04,Aberdeen,Inverness C,0,0,D,0,0,D,J Underhill,9,9,1,6,10,15,9,0,0,2,0,0,1.61,3.4,5.0,1.55,3.5,5.5,1.67,3.3,4.75,1.7,3.2,4.2,1.73,3.2,4.33,1.62,3.4,5.0,1.66,3.3,4.5,1.85,1.85,1.67,1.95,-0.5,1.88,1.96,-0.75,1.875,1.975,-0.75,1598.49,1578.8
SC0,27/12/04,Dundee United,Hibernian,1,4,A,1,2,A,I Fyfe,11,14,5,10,14,8,9,6,1,1,0,0,2.62,3.2,2.37,2.6,3.3,2.35,2.6,3.2,2.4,2.7,3.0,2.3,2.5,3.25,2.4,2.62,3.2,2.38,2.62,3.1,2.37,1.9,1.79,1.43,2.4,0.5,1.84,2.0,-0.25,2.1,1.75,0.0,1541.24,1630.29
SC0,27/12/04,Dunfermline,Livingston,0,0,D,0,0,D,C Murray,8,3,4,1,12,15,5,2,0,2,0,0,2.1,3.25,3.0,2.0,3.25,3.3,2.05,3.25,3.15,2.0,3.1,3.2,2.0,3.4,3.0,2.1,3.25,3.0,2.05,3.2,3.1,1.71,2.0,2.05,1.6,-0.5,2.08,1.76,0.0,1.8,2.05,-0.25,1555.61,1508.95
SC0,27/12/04,Kilmarnock,Dundee,3,1,H,2,1,H,H Dallas,15,5,9,5,16,18,9,6,1,2,0,0,1.9,3.25,3.5,1.85,3.3,3.7,1.95,3.25,3.4,1.9,3.2,3.4,1.91,3.5,3.2,1.91,3.25,3.5,2.0,3.2,3.2,1.75,1.95,1.95,1.66,-0.5,1.92,1.92,-0.5,2.0,1.85,-0.5,1542.28,1533.43
SC0,27/12/04,Rangers,Motherwell,4,1,H,2,0,H,A Freeland,16,11,9,5,24,10,7,5,3,2,0,0,1.14,6.5,12.0,1.15,6.0,13.0,1.16,6.0,12.0,1.17,5.5,11.0,1.17,5.5,12.0,1.17,6.0,11.0,1.16,6.0,10.0,1.5,2.35,,,,1.92,1.92,-2.0,1.85,2.0,-2.0,1886.11,1590.21
SC0,01/01/05,Dundee United,Rangers,1,1,D,1,0,H,M McCurry,6,10,5,6,19,13,8,12,4,1,0,0,10.0,5.5,1.2,10.0,5.35,1.21,11.0,5.0,1.22,9.5,4.8,1.22,10.0,4.5,1.25,10.0,5.0,1.22,9.5,5.0,1.22,1.65,2.05,,,,2.08,1.76,1.5,2.025,1.825,1.5,1528.35,1888.43
SC0,01/01/05,Dunfermline,Dundee,3,1,H,2,1,H,K Toner,13,9,7,3,11,7,6,4,0,1,0,0,2.0,3.25,3.25,1.9,3.25,3.6,2.0,3.25,3.3,1.85,3.1,3.6,2.1,3.2,3.0,2.1,3.25,3.0,2.0,3.2,3.2,1.9,1.79,2.0,1.64,-0.5,1.98,1.86,-0.5,2.075,1.775,-0.5,1550.63,1524.72
SC0,02/01/05,Celtic,Livingston,2,1,H,1,1,D,C Thomson,8,4,5,2,14,18,8,2,1,2,0,0,1.11,7.0,13.0,1.1,7.5,14.0,1.11,7.25,13.0,1.12,6.5,13.0,1.1,7.0,15.0,1.12,6.5,13.0,1.11,6.5,15.0,1.5,2.35,,,,1.94,1.9,-2.25,1.95,1.9,-2.25,1957.93,1513.93
SC0,02/01/05,Hibernian,Hearts,1,1,D,1,0,H,D McDonald,18,14,7,6,16,16,9,9,2,3,0,0,2.37,3.2,2.9,2.2,3.1,3.0,2.25,3.2,2.85,2.3,3.0,2.7,2.1,3.2,3.0,2.2,3.2,2.88,2.25,3.1,2.8,1.79,1.9,2.25,1.51,-0.5,1.98,1.86,-0.25,1.975,1.875,-0.25,1643.18,1697.35
SC0,03/01/05,Inverness C,Kilmarnock,0,2,A,0,0,D,J Rowbotham,10,9,5,3,4,16,3,8,0,2,0,0,2.3,3.2,2.7,2.2,3.1,3.0,2.2,3.2,2.9,2.1,3.0,3.1,2.2,3.25,2.75,2.2,3.2,2.88,2.2,3.2,2.8,1.79,1.9,2.2,1.52,-0.5,2.025,1.825,-0.25,1.975,1.875,-0.25,1582.94,1550.99
SC0,03/01/05,Motherwell,Aberdeen,0,0,D,0,0,D,I Brines,9,10,4,6,15,24,5,9,1,3,0,0,2.3,3.2,2.7,2.3,3.2,2.75,2.2,3.25,2.85,2.2,3.0,2.9,2.2,3.25,2.75,2.25,3.2,2.8,2.2,3.2,2.8,1.85,1.85,2.2,1.52,-0.5,1.95,1.9,-0.25,1.975,1.875,-0.25,1587.89,1594.35
SC0,15/01/05,Dundee,Inverness C,3,1,H,1,0,H,A Freeland,4,22,2,11,16,9,1,12,0,2,0,0,2.1,3.2,3.2,2.15,3.2,3.0,2.15,3.2,3.0,2.1,3.1,3.0,2.2,3.25,2.75,2.1,3.25,3.0,2.2,3.2,2.8,1.85,1.85,2.15,1.55,-0.5,1.92,1.92,-0.25,1.95,1.9,-0.25,1516.56,1565.91
SC0,15/01/05,Hearts,Dundee United,3,2,H,1,1,D,M Ritchie,10,8,5,5,10,19,7,2,1,2,0,0,1.66,3.5,4.5,1.65,3.4,4.7,1.6,3.3,5.3,1.55,3.5,4.8,1.67,3.4,4.33,1.62,3.4,5.0,1.57,3.3,5.5,1.85,1.85,1.6,2.03,-0.5,1.84,2.0,-0.75,1.825,2.025,-0.75,1698.99,1536.28
SC0,15/01/05,Kilmarnock,Motherwell,2,0,H,2,0,H,C Murray,12,16,10,5,18,16,6,8,2,1,0,0,2.1,3.4,3.0,2.2,3.4,2.75,2.2,3.2,2.85,2.2,3.1,2.8,2.0,3.2,3.2,2.2,3.2,2.88,2.2,3.2,2.8,1.85,1.85,2.2,1.51,-0.5,1.92,1.92,-0.25,1.9,1.95,-0.25,1568.02,1584.6
SC0,15/01/05,Livingston,Hibernian,0,2,A,0,0,D,M McCurry,12,13,7,9,12,11,8,4,1,0,0,0,3.0,3.4,2.1,2.8,3.3,2.2,2.95,3.3,2.1,3.0,3.1,2.1,2.75,3.25,2.2,2.88,3.2,2.2,2.87,3.3,2.1,1.79,1.9,1.56,2.1,0.5,1.9,1.94,0.25,1.925,1.925,0.25,1512.88,1641.54
SC0,15/01/05,Rangers,Dunfermline,3,0,H,2,0,H,C Richmond,12,9,7,6,20,12,7,4,1,0,0,0,1.11,7.0,15.0,1.13,6.75,12.5,1.12,7.0,13.0,1.15,6.0,12.0,1.12,6.0,15.0,1.12,6.5,13.0,1.14,6.5,10.0,,,,,,1.8,2.04,-2.0,1.8,2.05,-2.0,1880.5,1558.79
SC0,16/01/05,Aberdeen,Celtic,0,1,A,0,1,A,K Clark,2,10,1,4,27,20,2,4,1,1,0,0,7.5,4.33,1.4,6.75,4.0,1.4,8.5,4.0,1.33,6.0,3.9,1.4,8.0,3.75,1.36,7.5,4.0,1.36,8.0,4.0,1.33,1.65,2.05,2.72,1.33,0.5,1.88,1.96,1.25,1.85,2.0,1.25,1597.64,1958.98
SC0,22/01/05,Celtic,Motherwell,2,0,H,1,0,H,I Fyfe,7,4,6,1,14,13,9,4,0,0,0,0,1.11,7.0,15.0,1.12,6.5,15.0,1.13,6.4,14.0,1.15,6.0,12.0,1.12,6.0,15.0,1.12,6.5,15.0,1.14,6.0,12.0,,,,,,1.92,1.92,-2.0,1.925,1.925,-2.0,1963.52,1575.04
SC0,22/01/05,Dundee,Hearts,1,1,D,0,0,D,W Young,12,13,8,7,9,18,4,6,0,3,0,0,2.62,3.1,2.5,2.5,3.2,2.5,2.6,3.2,2.4,2.7,3.0,2.3,2.75,3.2,2.25,2.62,3.2,2.38,2.62,3.2,2.3,1.85,1.85,1.43,2.4,0.5,2.02,1.82,0.0,2.05,1.8,0.0,1527.25,1703.51
SC0,22/01/05,Dunfermline,Dundee United,1,1,D,1,0,H,C Thomson,23,6,15,4,4,14,15,7,2,0,0,0,2.1,3.2,3.2,1.9,3.1,3.8,2.05,3.2,3.2,1.9,3.1,3.5,2.1,3.2,3.0,1.91,3.25,3.5,2.0,3.2,3.2,1.85,1.85,2.05,1.6,-0.5,1.78,2.06,-0.25,1.75,2.1,-0.25,1556.76,1531.76
SC0,22/01/05,Hibernian,Kilmarnock,3,0,H,2,0,H,H Dallas,13,9,8,6,15,19,2,7,1,2,0,0,1.66,3.5,4.5,1.65,3.5,4.5,1.7,3.3,4.5,1.7,3.2,4.2,1.73,3.4,4.0,1.67,3.4,4.5,1.7,3.3,4.33,1.75,1.95,1.7,1.9,-0.5,2.02,1.82,-0.75,2.05,1.8,-0.75,1653.01,1577.58
