Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,EloHome,EloAway
SC0,30/04/05,Celtic,Hibernian,1,3,A,0,1,A,K Clark,11,6,4,5,8,18,6,3,1,3,0,0,1.16,6.0,11.0,1.2,5.5,10.5,1.18,5.5,11.0,1.2,5.0,10.0,1.14,6.0,12.0,1.17,5.5,13.0,1.2,5.0,11.0,,,,,,1.96,1.88,-1.75,1.95,1.9,-1.75,1963.4,1645.96
SC0,30/04/05,Dundee,Dundee United,1,2,A,0,0,D,D McDonald,11,9,6,4,7,11,7,7,0,2,1,0,2.3,3.2,2.7,2.3,3.1,2.8,2.25,3.2,2.75,2.2,3.1,2.8,2.38,3.2,2.6,2.3,3.2,2.75,2.25,3.2,2.75,1.95,1.75,2.25,1.48,-0.5,2.06,1.78,-0.25,2.05,1.8,-0.25,1525.05,1538.76
SC0,30/04/05,Hearts,Motherwell,0,0,D,0,0,D,I Brines,17,7,8,4,18,21,6,3,2,2,0,0,1.72,3.5,4.0,1.85,3.2,3.85,1.72,3.3,4.25,1.8,3.2,3.7,1.73,3.5,3.75,1.73,3.25,4.33,1.72,3.25,4.2,1.95,1.75,1.72,1.86,-0.5,1.78,2.06,-0.5,1.8,2.05,-0.5,1673.01,1570.18
SC0,30/04/05,Inverness C,Kilmarnock,1,2,A,1,1,D,E Smith,13,4,5,3,22,21,8,4,2,2,0,0,1.83,3.25,3.75,1.95,3.25,3.4,1.85,3.3,3.6,1.85,3.1,3.6,1.83,3.4,3.5,1.91,3.25,3.5,1.83,3.4,3.5,2.0,1.71,1.85,1.72,-0.5,,,,1.75,2.1,-0.25,1628.76,1540.48
SC0,30/04/05,Livingston,Dunfermline,2,0,H,1,0,H,C Thomson,8,8,5,4,12,13,2,3,1,2,0,0,2.1,3.25,3.0,2.1,3.1,3.2,2.1,3.2,3.1,2.1,3.0,3.1,1.91,3.25,3.4,2.1,3.25,3.0,2.05,3.2,3.1,1.9,1.79,2.1,1.57,-0.5,1.94,1.9,-0.25,1.925,1.925,-0.25,1505.7,1519.86
SC0,01/05/05,Aberdeen,Rangers,1,3,A,1,2,A,H Dallas,7,11,2,8,13,14,1,7,2,0,0,0,7.5,4.0,1.44,6.75,4.0,1.4,7.0,4.0,1.38,5.4,3.8,1.45,6.5,3.6,1.44,7.5,4.0,1.44,7.0,3.75,1.4,1.65,2.05,2.55,1.38,0.5,1.9,1.94,1.0,1.95,1.9,1.0,1622.53,1887.0
SC0,07/05/05,Dundee United,Kilmarnock,1,1,D,1,0,H,M McCurry,13,10,9,5,3,15,13,7,1,0,0,0,2.1,3.25,3.0,2.0,3.25,3.3,1.95,3.25,3.3,1.9,3.3,3.3,2.1,3.4,2.8,2.1,3.25,3.0,1.9,3.3,3.3,1.85,1.85,1.95,1.64,-0.5,,,,1.825,2.025,-0.25,1554.3,1559.16
SC0,07/05/05,Dunfermline,Dundee,5,0,H,4,0,H,A Freeland,8,10,7,6,19,14,7,12,3,2,0,0,2.25,3.25,2.75,2.1,3.2,3.1,2.1,3.15,3.0,2.1,3.1,3.0,2.2,3.25,2.75,2.2,3.2,2.88,2.05,3.3,3.0,1.9,1.79,2.1,1.54,-0.5,1.76,2.08,-0.25,1.825,2.025,-0.25,1510.39,1509.51
SC0,07/05/05,Inverness C,Livingston,0,1,A,0,1,A,B Winter,11,4,5,4,17,12,8,2,2,2,0,0,1.9,3.25,3.5,1.9,3.35,3.45,1.95,3.25,3.25,2.0,3.3,3.0,2.0,3.4,3.0,2.0,3.25,3.25,1.95,3.4,3.1,1.9,1.79,1.95,1.63,-0.5,,,,1.825,2.025,-0.25,1610.08,1515.17
SC0,07/05/05,Motherwell,Hibernian,2,2,D,1,0,H,C Mackay,14,13,6,7,16,10,5,7,1,1,0,0,2.75,3.25,2.25,2.75,3.2,2.3,2.7,3.2,2.25,3.0,3.1,2.1,2.75,3.2,2.25,2.75,3.2,2.3,2.8,3.2,2.2,1.79,1.9,1.46,2.25,0.5,,,,1.925,1.925,0.25,1576.75,1668.89
SC0,07/05/05,Rangers,Hearts,2,1,H,2,0,H,C Richmond,15,3,10,2,17,11,4,2,1,2,0,0,1.2,5.5,10.0,1.2,5.25,11.0,1.2,5.5,9.25,1.22,4.8,9.5,1.17,5.5,12.0,1.2,5.5,10.0,1.2,5.5,9.0,1.6,2.15,1.2,3.45,-0.5,1.98,1.86,-1.75,2.0,1.85,-1.75,1893.99,1666.44
SC0,08/05/05,Celtic,Aberdeen,2,0,H,0,0,D,J Underhill,13,5,8,3,13,13,8,5,0,0,0,0,1.2,6.0,13.0,1.2,5.25,11.0,1.2,5.5,9.25,1.22,4.8,9.5,1.17,5.5,12.0,1.2,6.0,12.0,1.2,5.5,9.0,1.5,2.35,1.2,3.41,-0.5,,,,,,,1940.47,1615.54
SC0,14/05/05,Dundee,Inverness C,1,1,D,0,0,D,C Thomson,11,15,6,4,11,8,4,9,1,0,0,0,1.9,3.4,3.4,1.95,3.3,3.35,1.9,3.35,3.4,1.85,3.2,3.5,1.83,3.4,3.5,1.91,3.4,3.4,1.95,3.3,3.25,1.85,1.74,1.9,1.69,-0.5,,,,1.8,2.05,-0.25,1500.54,1591.22
SC0,14/05/05,Hibernian,Aberdeen,1,2,A,0,1,A,M Ritchie,10,12,7,6,16,13,3,10,2,2,0,0,1.9,3.25,3.5,1.9,3.25,3.6,1.9,3.25,3.5,2.0,3.2,3.1,1.91,3.2,3.5,1.91,3.25,3.5,2.05,3.1,3.2,1.8,1.8,1.9,1.69,-0.5,,,,1.8,2.05,-0.25,1669.17,1613.55
SC0,14/05/05,Kilmarnock,Livingston,2,0,H,0,0,D,I Brines,15,4,5,1,18,22,6,2,0,1,0,0,2.2,3.25,2.8,2.15,3.3,2.9,2.15,3.3,2.9,2.2,3.3,2.6,2.38,3.2,2.6,2.2,3.2,2.88,2.15,3.2,2.9,1.8,1.8,2.15,1.54,-0.5,,,,1.975,1.875,-0.25,1562.5,1534.03
SC0,14/05/05,Rangers,Motherwell,4,1,H,2,0,H,C Murray,18,3,11,0,11,10,6,0,1,3,0,0,1.12,6.5,13.0,1.12,7.0,13.0,1.13,6.5,13.0,1.15,6.0,12.0,1.11,6.5,15.0,1.12,6.5,13.0,1.14,6.0,12.0,1.51,2.2,,,,,,,1.75,2.1,-1.75,1897.28,1576.47
SC0,15/05/05,Dundee United,Dunfermline,0,1,A,0,0,D,S Dougal,10,5,5,2,10,12,9,4,1,3,0,0,1.9,3.25,3.5,1.95,3.25,3.4,1.9,3.25,3.5,2.0,3.1,3.2,1.83,3.4,3.5,1.91,3.25,3.5,1.9,3.2,3.5,1.95,1.71,1.9,1.69,-0.5,,,,2.05,1.8,-0.5,1550.96,1519.36
SC0,15/05/05,Hearts,Celtic,1,2,A,0,1,A,W Young,4,9,3,6,18,17,6,9,3,4,1,0,10.0,5.0,1.28,9.0,5.0,1.25,8.5,4.5,1.3,9.0,4.5,1.25,8.0,5.0,1.25,9.5,5.0,1.29,8.0,4.33,1.3,1.61,2.1,,,,,,,1.85,2.0,1.5,1663.15,1942.46
SC0,21/05/05,Inverness C,Dundee United,0,1,A,0,0,D,A Freeland,8,4,3,3,12,13,2,2,1,2,0,1,2.87,3.2,2.2,2.45,3.5,2.4,2.8,3.0,2.38,,,,2.5,3.5,2.25,2.8,3.0,2.38,2.75,3.1,2.3,1.8,1.8,1.45,2.38,0.5,,,,1.9,1.95,0.25,1591.56,1533.94
SC0,21/05/05,Kilmarnock,Dunfermline,4,0,H,1,0,H,W Young,13,3,7,1,9,19,6,4,1,1,0,0,2.0,3.25,3.25,2.1,3.5,2.85,2.05,3.2,3.2,1.9,3.1,3.5,1.83,3.4,3.5,1.91,3.25,3.5,1.95,3.1,3.5,1.8,1.8,2.0,1.6,-0.5,,,,1.85,2.0,-0.25,1570.58,1536.38
SC0,21/05/05,Livingston,Dundee,1,1,D,1,1,D,J Rowbotham,6,8,4,4,11,18,3,6,3,1,0,0,2.2,3.25,2.75,1.95,3.4,3.25,2.2,3.2,2.9,2.2,3.2,2.7,2.0,3.2,3.2,2.2,3.2,2.88,2.2,3.1,2.87,1.85,1.74,2.2,1.52,-0.5,,,,2.1,1.75,-0.5,1525.95,1500.2
SC0,22/05/05,Aberdeen,Hearts,2,0,H,1,0,H,I Fyfe,15,7,6,1,13,20,9,6,1,2,0,0,1.66,3.4,4.5,1.6,3.7,4.7,1.62,3.45,4.6,1.6,3.4,4.6,1.57,3.5,5.0,1.67,3.4,4.5,1.57,3.6,4.8,1.8,1.8,1.62,1.97,-0.5,,,,1.925,1.925,-1.0,1631.3,1656.58
SC0,22/05/05,Hibernian,Rangers,0,1,A,0,0,D,K Clark,6,7,2,1,11,11,0,3,4,1,0,0,9.0,4.33,1.36,8.25,4.5,1.3,8.5,4.5,1.3,7.5,4.0,1.33,7.0,3.75,1.4,9.0,4.5,1.33,8.0,4.33,1.3,1.61,2.0,,,,,,,1.75,2.1,1.5,1651.42,1899.32
SC0,22/05/05,Motherwell,Celtic,2,1,H,0,1,A,H Dallas,12,12,7,8,14,9,4,12,2,1,0,0,15.0,6.5,1.16,12.0,6.25,1.15,13.0,5.5,1.16,12.0,6.0,1.15,12.0,6.0,1.14,15.0,6.5,1.17,12.0,5.5,1.16,1.51,2.2,,,,,,,1.9,1.95,1.75,1574.43,1949.03
