Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,EloHome,EloAway
I2,05/12/04,Genoa,Crotone,1,0,H,0,0,D,1.36,3.6,9.0,1.3,4.15,9.0,1.33,4.0,8.5,1.35,3.6,7.5,1.33,4.0,8.0,1.33,4.0,8.0,1.35,3.8,8.0,1.74,1.85,1.33,2.72,-0.5,,,,,,,,,,,1568.07,1456.08
I2,05/12/04,Treviso,Catania,0,0,D,0,0,D,2.0,2.75,4.0,2.1,2.6,3.8,2.1,2.65,3.75,2.1,2.6,3.5,2.0,2.75,3.75,2.0,2.7,4.0,2.1,2.7,3.55,1.9,1.7,2.1,1.55,-0.5,,,,,,,,,,,1490.15,1503.02
I2,05/12/04,Verona,Pescara,1,1,D,1,0,H,1.8,2.87,4.5,1.75,2.8,5.15,1.8,2.75,5.0,1.75,2.8,4.5,1.83,2.75,4.5,1.75,2.8,5.0,1.75,2.8,5.0,1.74,1.85,1.8,1.77,-0.5,,,,,,,,,,,1492.23,1418.01
I2,05/12/04,Vicenza,Empoli,2,1,H,1,1,D,2.62,2.62,2.75,2.65,2.65,2.75,2.65,2.65,2.75,2.65,2.6,2.65,2.7,2.6,2.7,2.6,2.7,2.7,2.55,2.65,2.8,1.85,1.74,2.65,1.35,-0.5,,,,,,,,,,,1454.85,1602.07
I2,06/12/04,Triestina,Piacenza,0,2,A,0,0,D,2.25,2.75,3.2,2.25,2.7,3.25,2.25,2.65,3.35,2.2,2.6,3.2,2.3,2.75,3.1,2.25,2.7,3.25,2.15,2.65,3.5,1.95,1.66,2.25,1.48,-0.5,,,,,,,,,,,1511.65,1500.29
I2,10/12/04,Cesena,Genoa,1,1,D,0,0,D,3.0,2.7,2.37,3.3,2.55,2.35,3.0,2.65,2.4,3.0,2.6,2.3,3.2,2.75,2.25,3.1,2.62,2.38,2.95,2.7,2.4,1.74,1.85,1.41,2.4,0.5,,,,,,,,,,,1466.87,1573.77
I2,12/12/04,Empoli,Catania,0,0,D,0,0,D,1.66,2.87,5.5,1.7,2.75,5.85,1.65,2.85,6.0,1.6,3.0,5.2,1.73,2.75,5.5,1.67,2.8,6.0,1.7,2.8,5.5,1.8,1.8,1.65,1.93,-0.5,,,,,,,,,,,1587.88,1506.09
I2,12/12/04,Modena,Vicenza,2,1,H,0,1,A,1.9,2.7,4.33,1.9,2.65,4.55,1.85,2.75,4.5,1.85,2.7,4.2,1.83,2.75,4.5,1.91,2.7,4.33,1.75,2.8,5.0,1.85,1.74,1.85,1.71,-0.5,,,,,,,,,,,1501.87,1469.04
I2,12/12/04,Perugia,Verona,0,2,A,0,1,A,1.72,2.9,5.0,1.75,2.95,4.75,1.75,2.9,4.85,1.75,2.8,4.5,1.8,2.7,5.0,1.75,2.8,5.0,1.7,2.8,5.5,1.74,1.85,1.75,1.81,-0.5,,,,,,,,,,,1607.44,1486.44
I2,12/12/04,Pescara,Ascoli,0,2,A,0,0,D,2.2,2.62,3.4,2.2,2.55,3.65,2.2,2.65,3.4,2.1,2.6,3.5,2.2,2.6,3.6,2.2,2.62,3.5,2.15,2.75,3.35,1.9,1.7,2.2,1.49,-0.5,,,,,,,,,,,1423.8,1504.66
I2,12/12/04,Piacenza,Bari,1,1,D,1,1,D,1.72,2.75,5.5,1.75,2.75,5.4,1.75,2.8,5.1,1.75,2.8,4.5,1.73,2.88,5.0,1.73,2.88,5.0,1.65,2.8,6.0,1.85,1.74,1.75,1.81,-0.5,,,,,,,,,,,1516.66,1445.33
I2,12/12/04,Salernitana,Arezzo,2,0,H,1,0,H,2.1,2.7,3.6,2.15,2.6,3.7,2.1,2.65,3.7,2.1,2.6,3.5,2.0,2.7,4.0,2.1,2.7,3.6,2.0,2.7,3.9,1.85,1.74,2.1,1.54,-0.5,,,,,,,,,,,1444.97,1483.8
I2,12/12/04,Ternana,Albinoleffe,1,0,H,0,0,D,1.9,2.7,4.33,1.95,2.6,4.5,1.95,2.65,4.25,2.0,2.7,3.6,1.91,2.62,4.5,1.91,2.7,4.33,1.9,2.7,4.3,1.95,1.66,1.95,1.63,-0.5,,,,,,,,,,,1484.41,1458.3
I2,12/12/04,Torino,Catanzaro,3,0,H,1,0,H,1.44,3.5,7.0,1.4,3.6,7.75,1.45,3.5,6.75,1.4,3.4,7.0,1.44,3.3,7.5,1.4,3.6,7.5,1.4,3.45,8.0,1.8,1.8,1.45,2.3,-0.5,,,,,,,,,,,1514.64,1438.23
I2,12/12/04,Venezia,Triestina,1,2,A,0,0,D,2.3,2.62,3.2,2.3,2.6,3.3,2.3,2.6,3.3,2.2,2.6,3.2,2.3,2.62,3.25,2.3,2.7,3.1,2.2,2.6,3.45,1.9,1.7,2.3,1.45,-0.5,,,,,,,,,,,1412.02,1495.28
I2,13/12/04,Crotone,Treviso,2,2,D,1,0,H,2.3,2.62,3.2,2.3,2.6,3.3,2.3,2.6,3.3,2.3,2.6,3.0,2.38,2.6,3.1,2.3,2.62,3.25,2.1,2.7,3.55,1.9,1.7,2.3,1.45,-0.5,,,,,,,,,,,1450.38,1487.08
I2,17/12/04,Catania,Salernitana,2,1,H,2,0,H,2.1,2.75,3.5,2.1,2.7,3.65,2.1,2.7,3.6,2.1,2.7,3.3,2.1,2.75,3.6,2.1,2.75,3.5,2.1,2.65,3.65,1.9,1.7,2.1,1.54,-0.5,,,,,,,,,,,1512.09,1455.29
I2,19/12/04,Albinoleffe,Piacenza,3,0,H,1,0,H,2.6,2.62,2.75,2.5,2.7,2.85,2.45,2.75,2.85,2.5,2.7,2.7,2.62,2.8,2.62,2.5,2.75,2.8,2.4,2.75,2.9,1.95,1.66,2.45,1.4,-0.5,,,,,,,,,,,1450.15,1510.95
I2,19/12/04,Arezzo,Perugia,1,2,A,0,2,A,2.5,2.62,2.9,2.5,2.6,3.0,2.5,2.6,2.95,2.5,2.6,2.8,2.6,2.75,2.75,2.5,2.6,2.9,2.45,2.65,2.95,1.9,1.7,2.5,1.38,-0.5,,,,,,,,,,,1473.48,1587.91
I2,19/12/04,Bari,Modena,2,2,D,1,2,A,2.0,2.7,4.0,2.05,2.7,3.8,2.1,2.7,3.6,2.1,2.7,3.3,2.1,2.75,3.6,2.1,2.7,3.6,2.1,2.7,3.55,2.0,1.61,2.1,1.54,-0.5,,,,,,,,,,,1451.04,1509.81
I2,19/12/04,Crotone,Venezia,2,0,H,1,0,H,1.9,2.7,4.33,1.95,2.75,4.1,1.9,2.75,4.3,2.0,2.7,3.6,1.91,2.75,4.33,1.91,2.75,4.2,1.9,2.7,4.3,2.0,1.61,1.9,1.68,-0.5,,,,,,,,,,,1448.13,1398.92
I2,19/12/04,Genoa,Empoli,3,2,H,2,1,H,1.8,2.87,4.5,1.75,2.85,5.0,1.8,2.9,4.5,1.8,2.7,4.4,1.8,2.88,4.5,1.8,2.8,4.75,1.75,2.9,4.75,1.8,1.8,1.8,1.76,-0.5,,,,,,,,,,,1573.52,1581.88
I2,19/12/04,Ternana,Pescara,0,0,D,0,0,D,1.9,2.7,4.33,1.9,2.7,4.45,1.85,2.65,4.85,1.85,2.7,4.2,1.91,2.75,4.33,1.91,2.7,4.33,1.9,2.65,4.5,2.1,1.56,1.85,1.71,-0.5,,,,,,,,,,,1492.56,1410.61
I2,19/12/04,Treviso,Catanzaro,2,0,H,0,0,D,1.66,2.9,5.5,1.8,2.7,5.15,1.75,2.8,5.1,1.7,2.8,4.8,1.73,2.88,5.0,1.75,2.8,5.0,1.8,2.85,4.5,1.95,1.66,1.75,1.81,-0.5,,,,,,,,,,,1489.33,1431.58
I2,19/12/04,Triestina,Torino,0,1,A,0,0,D,2.7,2.6,2.7,2.7,2.6,2.75,2.65,2.6,2.75,2.6,2.6,2.7,2.62,2.62,2.8,2.62,2.6,2.8,2.55,2.6,2.85,1.95,1.66,2.65,1.34,-0.5,,,,,,,,,,,1508.38,1521.29
I2,19/12/04,Verona,Vicenza,5,3,H,0,1,A,1.72,2.87,5.0,1.8,2.7,5.15,1.8,2.8,4.75,1.75,2.8,4.5,1.8,2.88,4.5,1.8,2.8,4.75,1.75,2.9,4.75,1.75,1.85,1.8,1.76,-0.5,,,,,,,,,,,1505.97,1461.1
I2,20/12/04,Ascoli,Cesena,4,0,H,1,0,H,1.72,2.87,5.0,1.75,2.8,5.2,1.8,2.8,4.75,1.75,2.8,4.5,1.8,2.88,4.5,1.8,2.8,4.75,1.7,2.8,5.5,1.9,1.7,1.8,1.76,-0.5,,,,,,,,,,,1517.85,1467.12
I2,06/01/05,Catanzaro,Genoa,1,1,D,1,0,H,3.5,2.75,2.1,3.35,2.65,2.25,3.3,2.75,2.2,3.6,2.7,2.0,3.4,2.8,2.1,3.4,2.8,2.1,,,,1.74,1.85,1.5,2.2,0.5,,,,,,,,,,,1424.4,1582.8
I2,06/01/05,Cesena,Albinoleffe,2,1,H,1,0,H,2.0,2.75,4.0,2.05,2.7,3.8,2.05,2.7,3.8,2.0,2.7,3.6,2.0,2.8,3.75,2.1,2.8,3.4,,,,1.9,1.7,2.05,1.58,-0.5,,,,,,,,,,,1459.73,1461.25
I2,06/01/05,Empoli,Treviso,0,1,A,0,1,A,1.72,2.87,5.0,1.7,2.9,5.35,1.7,2.9,5.25,1.7,2.8,4.8,1.73,2.9,5.0,1.73,2.88,5.0,,,,1.8,1.8,1.7,1.87,-0.5,,,,,,,,,,,1572.6,1496.51
I2,06/01/05,Modena,Catania,1,0,H,1,0,H,2.0,2.75,4.0,2.1,2.65,3.75,2.0,2.7,3.95,1.9,2.7,4.0,2.0,2.7,4.0,2.0,2.75,3.8,,,,1.9,1.7,2.0,1.6,-0.5,,,,,,,,,,,1511.29,1519.3
I2,06/01/05,Perugia,Ascoli,2,0,H,1,0,H,1.8,2.75,5.0,1.8,2.75,5.0,1.8,2.8,4.75,1.8,2.7,4.4,1.83,2.75,4.5,1.85,2.8,4.33,,,,1.8,1.8,1.8,1.76,-0.5,,,,,,,,,,,1599.89,1525.24
I2,06/01/05,Pescara,Bari,2,2,D,1,1,D,2.25,2.62,3.5,2.2,2.65,3.45,2.15,2.65,3.55,2.1,2.7,3.3,2.1,2.75,3.5,2.2,2.7,3.3,,,,2.1,1.56,2.15,1.52,-0.5,,,,,,,,,,,1416.62,1449.56
I2,06/01/05,Piacenza,Crotone,3,0,H,1,0,H,1.72,2.87,5.0,1.65,2.9,5.9,1.65,2.9,5.8,1.7,2.8,4.8,1.7,2.8,5.5,1.67,2.9,5.5,,,,1.8,1.8,1.65,1.93,-0.5,,,,,,,,,,,1499.85,1455.57
I2,06/01/05,Salernitana,Verona,1,2,A,1,1,D,2.2,2.75,3.25,2.35,2.75,3.0,2.25,2.75,3.15,2.4,2.7,2.8,2.3,2.75,3.1,2.3,2.75,3.1,,,,1.74,1.85,2.25,1.47,-0.5,,,,,,,,,,,1448.08,1513.54
I2,06/01/05,Torino,Ternana,2,1,H,1,0,H,1.57,3.5,5.0,1.6,2.9,6.5,1.6,3.0,6.1,1.55,3.1,5.5,1.62,2.9,6.0,1.62,3.0,5.75,,,,1.8,1.8,1.6,2.01,-0.5,,,,,,,,,,,1536.86,1486.55
I2,06/01/05,Venezia,Arezzo,1,2,A,1,1,D,2.37,2.75,3.0,2.4,2.6,3.15,2.4,2.6,3.1,2.3,2.6,3.0,2.38,2.7,3.0,2.38,2.7,3.0,,,,2.0,1.61,2.4,1.41,-0.5,,,,,,,,,,,1391.48,1461.5
I2,06/01/05,Vicenza,Triestina,2,1,H,1,0,H,2.0,2.75,4.0,2.0,2.7,4.0,2.0,2.7,4.0,2.0,2.7,3.6,2.0,2.7,4.0,2.0,2.75,3.8,,,,1.7,1.9,2.0,1.61,-0.5,,,,,,,,,,,1453.53,1492.81
I2,09/01/05,Albinoleffe,Torino,2,1,H,0,1,A,3.0,2.62,2.37,3.15,2.65,2.35,3.0,2.7,2.4,3.0,2.6,2.3,3.1,2.8,2.25,3.0,2.7,2.37,,,,,,1.42,2.4,0.5,,,,,,,,,,,1452.2,1544.27
I2,09/01/05,Ascoli,Salernitana,3,2,H,2,1,H,1.83,2.75,4.5,1.9,2.8,4.2,1.9,2.8,4.2,1.8,2.8,4.2,1.83,2.9,4.33,1.85,2.75,4.5,,,,,,1.9,1.68,-0.5,,,,,,,,,,,1518.54,1434.34
I2,09/01/05,Catania,Venezia,1,1,D,1,0,H,1.53,3.0,7.0,1.55,3.15,6.35,1.5,3.25,6.8,1.55,3.1,5.5,1.5,3.3,6.5,1.57,3.1,6.0,,,,,,1.5,2.2,-0.5,,,,,,,,,,,1510.03,1377.9
I2,09/01/05,Crotone,Pescara,3,0,H,1,0,H,2.1,2.87,3.75,2.15,2.65,3.6,2.1,2.7,3.6,2.1,2.6,3.5,1.9,2.75,4.2,2.1,2.7,3.6,,,,,,2.1,1.54,-0.5,,,,,,,,,,,1447.98,1414.24
I2,09/01/05,Genoa,Piacenza,1,0,H,1,0,H,1.53,3.0,7.0,1.55,3.1,6.5,1.55,3.1,6.5,1.55,3.1,5.5,1.61,3.1,5.5,1.57,3.1,6.0,,,,,,1.55,2.1,-0.5,,,,,,,,,,,1580.72,1507.44
I2,09/01/05,Ternana,Cesena,1,0,H,0,0,D,1.9,2.75,4.33,1.9,2.75,4.3,1.87,2.8,4.3,2.0,2.7,3.6,1.9,2.87,4.0,1.9,2.75,4.2,,,,,,1.87,1.7,-0.5,,,,,,,,,,,1479.14,1468.78
I2,09/01/05,Treviso,Modena,1,2,A,1,1,D,1.83,2.75,4.5,1.9,2.8,4.2,1.85,2.8,4.45,1.85,2.7,4.2,1.83,2.8,4.5,1.83,2.8,4.5,,,,,,1.85,1.72,-0.5,,,,,,,,,,,1514.85,1520.56
I2,09/01/05,Triestina,Perugia,0,0,D,0,0,D,2.75,2.62,2.62,2.8,2.65,2.6,2.8,2.6,2.6,2.75,2.6,2.55,2.7,2.7,2.6,2.8,2.62,2.6,,,,,,1.35,2.6,0.5,,,,,,,,,,,1482.47,1606.59
I2,09/01/05,Verona,Catanzaro,4,1,H,2,0,H,1.44,3.25,8.0,1.45,3.45,7.0,1.45,3.4,7.2,1.45,3.3,6.4,1.44,3.3,7.5,1.44,3.4,7.0,,,,,,1.45,2.31,-0.5,,,,,,,,,,,1527.28,1426.48
I2,10/01/05,Arezzo,Empoli,1,1,D,1,0,H,2.6,2.6,2.8,2.5,2.6,2.95,2.45,2.6,3.0,2.5,2.5,2.9,2.4,2.75,2.9,2.5,2.62,2.9,2.5,2.65,2.85,,,2.45,1.39,-0.5,,,,,,,,,,,1475.08,1554.26
I2,10/01/05,Bari,Vicenza,3,0,H,1,0,H,2.1,2.62,3.75,1.9,2.8,4.2,1.9,2.85,4.1,1.9,2.7,4.0,2.0,2.8,3.75,1.9,2.75,4.2,1.9,2.75,4.2,,,1.9,1.68,-0.5,,,,,,,,,,,1451.94,1463.87
I2,14/01/05,Pescara,Triestina,2,1,H,1,0,H,2.2,2.75,3.25,2.25,2.7,3.25,2.2,2.7,3.35,2.2,2.7,3.1,2.25,2.75,3.2,2.3,2.7,3.1,2.3,2.65,3.15,1.9,1.7,2.4,1.43,-0.5,,,,,,,,,,,1406.33,1483.34
I2,16/01/05,Catanzaro,Ternana,1,4,A,0,3,A,2.2,2.75,3.25,2.25,2.7,3.25,2.25,2.7,3.25,2.2,2.7,3.1,2.2,2.8,3.2,2.25,2.7,3.25,2.3,2.7,3.1,1.9,1.7,2.25,1.47,-0.5,,,,,,,,,,,1420.49,1487.8
I2,16/01/05,Cesena,Catania,1,0,H,0,0,D,2.2,2.75,3.25,2.3,2.65,3.25,2.25,2.7,3.25,2.2,2.6,3.2,2.2,2.8,3.25,2.25,2.7,3.2,2.2,2.65,3.4,1.9,1.7,2.25,1.47,-0.5,,,,,,,,,,,1460.12,1502.73
I2,16/01/05,Empoli,Bari,0,0,D,0,0,D,1.66,3.0,5.0,1.8,2.85,4.7,1.75,2.9,4.8,1.75,2.9,4.3,1.73,2.9,5.0,1.73,2.9,5.0,1.72,2.95,4.75,1.95,1.66,1.75,1.81,-0.5,,,,,,,,,,,1555.01,1461.34
I2,16/01/05,Modena,Ascoli,0,1,A,0,1,A,2.0,2.8,3.75,2.0,2.75,3.9,2.0,2.85,3.65,2.0,2.7,3.6,1.9,2.9,4.0,1.95,2.8,4.0,1.85,2.75,4.5,1.85,1.74,2.0,1.6,-0.5,,,,,,,,,,,1536.37,1524.97
I2,16/01/05,Perugia,Albinoleffe,1,0,H,0,0,D,1.61,3.0,6.0,1.6,3.0,6.15,1.6,3.0,6.0,1.6,3.0,5.2,1.6,3.0,6.0,1.62,3.0,5.75,1.6,3.0,6.0,1.85,1.74,1.6,2.0,-0.5,,,,,,,,,,,1605.72,1464.41
I2,16/01/05,Salernitana,Crotone,1,1,D,0,0,D,1.8,2.87,4.5,1.8,2.9,4.55,1.8,2.9,4.5,1.85,2.8,4.0,1.83,3.0,4.0,1.83,3.0,4.0,1.75,2.85,5.0,1.8,1.8,1.8,1.76,-0.5,,,,,,,,,,,1427.91,1455.89
I2,16/01/05,Torino,Treviso,1,2,A,1,1,D,1.61,3.2,5.0,1.6,3.05,5.9,1.65,3.0,5.5,1.65,2.9,5.0,1.7,3.0,5.0,1.67,3.0,5.2,1.7,3.05,4.75,1.8,1.8,1.65,1.94,-0.5,,,,,,,,,,,1532.06,1499.04
I2,16/01/05,Venezia,Genoa,0,3,A,0,1,A,3.75,2.8,2.0,3.75,2.8,2.0,3.65,2.85,2.0,3.6,2.7,2.0,4.0,2.9,1.9,3.8,2.8,2.0,4.0,2.75,1.95,1.9,1.7,1.6,2.0,0.5,,,,,,,,,,,1385.2,1587.46
I2,16/01/05,Vicenza,Arezzo,1,1,D,1,0,H,1.9,2.87,4.0,2.0,2.8,3.8,1.95,2.8,3.95,2.0,2.8,3.4,1.8,2.9,4.5,1.95,2.8,4.0,2.0,2.7,3.9,1.8,1.8,1.95,1.64,-0.5,,,,,,,,,,,1454.47,1474.33
I2,17/01/05,Piacenza,Verona,1,0,H,0,0,D,2.2,2.75,3.25,2.25,2.75,3.2,2.2,2.7,3.35,2.2,2.7,3.1,2.25,2.88,3.0,2.2,2.8,3.2,2.1,2.7,3.55,1.8,1.8,2.2,1.5,-0.5,,,,,,,,,,,1500.7,1533.27
I2,21/01/05,Genoa,Modena,0,0,D,0,0,D,1.57,3.1,6.0,1.6,2.95,6.45,1.57,3.1,6.0,1.65,3.0,4.8,1.53,3.2,6.5,1.6,3.0,6.0,1.6,3.0,6.0,1.7,1.9,1.57,2.04,-0.5,,,,,,,,,,,1596.38,1519.99
I2,23/01/05,Albinoleffe,Venezia,1,0,H,1,0,H,1.66,3.1,5.0,1.67,3.1,5.0,1.68,3.0,5.1,1.65,3.0,4.8,1.67,3.1,5.0,1.67,3.1,5.0,1.65,2.95,5.5,1.95,1.66,1.68,1.89,-0.5,,,,,,,,,,,1459.42,1376.28
I2,23/01/05,Ascoli,Empoli,1,1,D,0,1,A,2.2,2.75,3.25,2.15,2.75,3.4,2.1,2.8,3.45,2.2,2.6,3.2,2.1,2.8,3.4,2.1,2.8,3.4,2.15,2.8,3.3,1.8,1.8,2.1,1.55,-0.5,,,,,,,,,,,1541.35,1548.68
I2,23/01/05,Bari,Catanzaro,1,1,D,0,1,A,1.57,3.1,6.0,1.55,3.15,6.25,1.57,3.1,6.0,1.55,3.1,5.5,1.53,3.2,6.5,1.57,3.1,6.0,1.55,3.1,6.5,1.9,1.7,1.57,2.04,-0.5,,,,,,,,,,,1467.67,1406.82
I2,23/01/05,Catania,Arezzo,1,1,D,1,0,H,2.2,2.7,3.3,2.2,2.6,3.55,2.15,2.65,3.55,2.2,2.5,3.4,2.1,2.62,3.75,2.2,2.6,3.5,2.2,2.7,3.3,1.95,1.66,2.15,1.52,-0.5,,,,,,,,,,,1492.28,1477.16
I2,23/01/05,Piacenza,Pescara,0,1,A,0,1,A,1.66,2.9,5.5,1.65,2.9,5.9,1.62,3.0,5.7,1.65,3.0,4.8,1.62,3.0,6.0,1.67,3.0,5.2,1.65,2.95,5.5,1.9,1.7,1.62,1.97,-0.5,,,,,,,,,,,1510.8,1418.0
I2,23/01/05,Ternana,Vicenza,1,1,D,0,0,D,1.8,2.87,4.5,1.8,2.95,4.45,1.77,2.9,4.65,1.8,3.0,3.8,1.7,3.0,5.0,1.8,2.88,4.5,1.8,2.75,4.75,1.9,1.7,1.77,1.79,-0.5,,,,,,,,,,,1501.47,1451.64
I2,23/01/05,Treviso,Salernitana,1,0,H,0,0,D,1.66,2.9,5.5,1.65,3.0,5.45,1.7,3.0,4.9,1.7,3.0,4.4,1.62,3.1,5.5,1.67,3.1,5.0,1.65,2.95,5.5,1.8,1.8,1.7,1.86,-0.5,,,,,,,,,,,1516.1,1425.36
I2,23/01/05,Triestina,Cesena,0,2,A,0,1,A,2.0,2.87,3.6,2.0,2.7,4.0,1.95,2.75,4.0,2.0,2.7,3.6,2.0,2.8,3.75,2.0,2.7,4.0,2.0,2.8,3.7,1.9,1.7,1.95,1.63,-0.5,,,,,,,,,,,1471.67,1470.57
I2,23/01/05,Verona,Torino,2,0,H,1,0,H,2.1,2.75,3.5,2.1,2.7,3.65,2.1,2.75,3.5,2.1,2.7,3.3,2.1,2.7,3.6,2.1,2.75,3.5,,,,1.74,1.85,2.1,1.54,-0.5,,,,,,,,,,,1523.17,1515.0
I2,24/01/05,Crotone,Perugia,1,1,D,1,1,D,2.8,2.6,2.6,2.9,2.65,2.5,2.75,2.7,2.55,2.9,2.7,2.4,2.9,2.75,2.4,2.9,2.6,2.5,2.8,2.65,2.55,1.95,1.66,1.36,2.55,0.5,,,,,,,,,,,1458.44,1610.71
I2,28/01/05,Empoli,Verona,1,0,H,1,0,H,2.2,2.62,3.5,2.2,2.65,3.5,2.15,2.65,3.55,2.2,2.7,3.1,2.2,2.8,3.2,2.2,2.75,3.25,2.15,2.65,3.55,,,,,,,,,,,,,,,,1551.94,1531.9
I2,28/01/05,Salernitana,Ternana,1,1,D,1,0,H,2.25,2.62,3.39,2.2,2.75,3.3,2.2,2.7,3.35,2.3,2.7,2.9,2.2,2.8,3.2,2.25,2.75,3.2,2.2,2.7,3.35,,,,,,,,,,,,,,,,1419.11,1496.39
I2,30/01/05,Arezzo,Treviso,0,1,A,0,0,D,2.29,2.7,3.29,2.15,2.6,3.75,2.15,2.65,3.55,2.3,2.6,3.0,2.25,2.75,3.2,2.2,2.75,3.25,2.15,2.65,3.55,,,,,,,,,,,,,,,,1481.16,1522.35
I2,30/01/05,Catanzaro,Triestina,1,0,H,1,0,H,2.1,2.75,3.5,2.0,2.85,3.75,2.15,2.65,3.55,2.1,2.7,3.3,2.1,2.875,3.4,2.1,2.8,3.4,2.15,2.65,3.55,,,,,,,,,,,,,,,,1412.23,1455.63
I2,30/01/05,Cesena,Crotone,1,0,H,1,0,H,1.9,2.87,4.0,1.9,2.75,4.4,1.85,2.75,4.55,1.8,2.7,4.4,1.833,2.875,4.333,1.833,2.875,4.333,1.85,2.75,4.55,,,,,,,,,,,,,,,,1486.61,1460.31
I2,30/01/05,Modena,Albinoleffe,2,2,D,1,1,D,1.61,3.0,6.0,1.55,3.1,6.5,1.65,3.0,5.5,1.6,3.0,5.2,1.615,3.0,6.0,1.615,3.1,5.5,1.65,3.0,5.5,,,,,,,,,,,,,,,,1525.84,1465.88
I2,30/01/05,Perugia,Bari,0,1,A,0,1,A,1.66,3.0,5.5,1.67,2.9,5.75,1.65,2.95,5.6,1.7,2.8,4.8,1.667,2.875,5.5,1.667,3.0,5.2,1.65,2.95,5.6,,,,,,,,,,,,,,,,1608.84,1462.26
I2,30/01/05,Pescara,Genoa,2,2,D,1,2,A,3.2,2.79,2.2,3.5,2.65,2.2,3.35,2.7,2.2,3.5,2.6,2.1,3.2,2.8,2.2,3.3,2.7,2.2,3.35,2.7,2.2,,,,,,,,,,,,,,,,1436.8,1590.53
I2,30/01/05,Torino,Ascoli,2,1,H,1,1,D,1.83,2.87,4.33,1.85,2.85,4.4,1.85,2.75,4.55,1.85,2.8,4.0,1.909,2.875,4.0,1.85,2.8,4.333,1.85,2.75,4.55,,,,,,,,,,,,,,,,1506.27,1538.09
I2,30/01/05,Venezia,Piacenza,1,0,H,0,0,D,2.75,2.75,2.5,2.8,2.75,2.5,2.8,2.8,2.45,2.8,2.7,2.4,2.8,2.875,2.375,2.8,2.75,2.5,2.8,2.8,2.45,,,,,,,,,,,,,,,,1369.82,1492.0
I2,30/01/05,Vicenza,Catania,2,2,D,1,1,D,1.9,2.87,4.0,1.85,2.7,4.75,1.9,2.75,4.25,1.9,2.7,4.0,1.8,2.875,4.5,1.85,2.8,4.333,1.9,2.75,4.25,,,,,,,,,,,,,,,,1456.72,1488.28
I2,02/02/05,Catania,Catanzaro,2,0,H,2,0,H,1.72,3.0,5.0,1.7,2.95,5.2,1.7,2.8,5.5,1.7,2.7,5.0,1.75,2.8,5.0,1.73,2.88,5.0,1.7,2.95,5.0,1.85,1.74,1.7,1.86,-0.5,,,,,,,,,,,1490.71,1422.71
I2,03/02/05,Albinoleffe,Pescara,4,0,H,1,0,H,2.0,2.7,4.0,2.0,2.7,4.05,2.0,2.75,3.8,2.0,2.7,3.6,2.0,2.88,3.6,2.0,2.75,3.8,2.0,2.75,3.8,1.95,1.66,2.0,1.6,-0.5,,,,,,,,,,,1471.26,1438.72
I2,03/02/05,Ascoli,Arezzo,2,2,D,2,0,H,1.8,2.79,5.0,1.9,2.7,4.5,1.8,2.8,4.75,1.65,2.8,5.2,1.83,2.9,4.33,1.8,2.7,5.0,1.8,2.8,4.75,1.85,1.74,1.8,1.76,-0.5,,,,,,,,,,,1528.01,1466.56
I2,03/02/05,Bari,Cesena,1,1,D,1,0,H,1.83,2.79,4.5,1.85,2.8,4.5,1.91,2.8,4.1,1.9,2.7,4.0,1.91,2.75,4.33,1.95,2.75,4.0,1.95,2.8,3.9,1.95,1.66,1.91,1.66,-0.5,,,,,,,,,,,1482.39,1494.76
I2,03/02/05,Crotone,Vicenza,0,1,A,0,0,D,2.1,2.7,3.6,2.15,2.8,3.35,2.1,2.75,3.5,2.1,2.6,3.5,2.1,2.9,3.3,2.1,2.75,3.5,2.15,2.8,3.3,1.8,1.8,2.1,1.54,-0.5,,,,,,,,,,,1452.16,1454.29
I2,03/02/05,Genoa,Torino,0,0,D,0,0,D,1.8,2.79,5.0,1.85,2.75,4.65,1.83,2.8,4.5,1.85,2.7,4.2,1.83,2.8,4.5,1.8,2.8,4.75,1.85,2.75,4.5,1.85,1.74,1.83,1.73,-0.5,,,,,,,,,,,1588.61,1516.35
I2,03/02/05,Piacenza,Modena,1,0,H,0,0,D,2.0,2.7,4.0,2.25,2.75,3.2,2.1,2.75,3.5,2.0,2.8,3.4,2.2,2.8,3.2,2.1,2.75,3.5,2.1,2.75,3.5,1.95,1.66,2.1,1.54,-0.5,,,,,,,,,,,1478.7,1520.46
I2,03/02/05,Ternana,Empoli,1,1,D,1,1,D,2.6,2.6,2.79,2.45,2.65,3.0,2.5,2.7,2.85,2.5,2.6,2.8,2.6,2.7,2.7,2.5,2.7,2.8,2.4,2.7,2.95,2.0,1.61,2.5,1.39,-0.5,,,,,,,,,,,1497.21,1560.29
