Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,EloHome,EloAway
SP1,17/10/04,Zaragoza,Sociedad,2,1,H,1,1,D,1.83,3.25,3.75,1.95,3.25,3.5,1.9,3.3,4.0,1.9,3.1,3.5,1.73,3.2,4.33,1.91,3.25,3.75,1.9,3.1,3.6,1.75,1.95,1.9,1.9,1.6,2.2,-0.25,2.0,1.84,-0.5,2.05,1.85,-0.5,,,,,,1691.46,1684.34
SP1,23/10/04,Malaga,La Coruna,1,1,D,1,0,H,2.4,3.2,2.6,2.55,3.15,2.55,2.5,3.2,2.75,2.5,3.0,2.5,2.4,3.1,2.6,2.4,3.2,2.7,2.5,3.1,2.5,2.05,1.65,2.1,1.7,1.9,1.9,0.0,1.92,1.92,0.0,1.925,1.975,0.0,,,,,,1680.7,1798.28
SP1,23/10/04,Real Madrid,Valencia,1,0,H,1,0,H,2.0,3.25,3.5,1.95,3.25,3.55,2.0,3.25,3.7,1.85,3.1,3.6,1.91,3.2,3.5,2.0,3.2,3.5,1.9,3.25,3.4,1.9,1.79,2.05,1.75,2.0,1.73,-0.5,2.0,1.84,-0.5,2.0,1.9,-0.5,,,,,,1764.73,1823.56
SP1,24/10/04,Albacete,Ath Bilbao,1,0,H,1,0,H,2.37,3.2,2.62,2.2,3.2,3.0,2.4,3.1,2.95,2.3,2.9,2.8,2.38,3.0,2.75,2.4,3.1,2.8,2.37,3.1,2.62,2.05,1.65,2.15,1.66,1.75,2.0,0.0,2.12,1.72,-0.25,2.125,1.775,-0.25,,,,,,1644.27,1708.46
SP1,24/10/04,Barcelona,Osasuna,3,0,H,2,0,H,1.33,4.5,9.0,1.3,4.7,8.25,1.3,4.8,10.0,1.35,4.0,7.0,1.3,4.0,9.0,1.33,4.5,8.0,1.33,4.0,8.0,1.6,2.15,1.7,2.1,1.8,2.0,-1.25,1.9,1.94,-1.25,2.15,1.75,-1.5,,,,,,1861.18,1680.01
SP1,24/10/04,Getafe,Betis,0,2,A,0,0,D,2.25,3.2,2.8,2.1,3.2,3.2,2.25,3.2,3.1,2.3,2.9,2.8,2.2,3.2,2.8,2.3,3.2,2.88,2.25,3.1,2.8,2.0,1.71,2.05,1.75,2.05,1.75,-0.25,2.08,1.76,-0.25,2.125,1.775,-0.25,,,,,,1648.89,1703.6
SP1,24/10/04,Levante,Espanol,0,2,A,0,0,D,2.0,3.2,3.3,2.0,3.25,3.4,2.1,3.25,3.4,2.0,3.0,3.3,1.91,3.2,3.5,2.0,3.25,3.4,2.15,3.1,3.0,2.0,1.71,2.05,1.75,1.8,2.0,-0.25,1.82,2.02,-0.25,1.825,2.075,-0.25,,,,,,1709.32,1670.74
SP1,24/10/04,Santander,Zaragoza,1,0,H,1,0,H,2.25,3.2,2.8,2.3,3.2,2.8,2.35,3.2,2.9,2.3,3.0,2.7,2.38,3.0,2.75,2.38,3.1,2.8,2.2,3.1,2.87,2.0,1.71,2.05,1.75,1.75,2.0,0.0,2.1,1.74,-0.25,2.125,1.775,-0.25,,,,,,1615.33,1700.22
SP1,24/10/04,Sevilla,Ath Madrid,2,1,H,1,0,H,1.9,3.25,3.5,1.9,3.25,3.75,1.95,3.35,3.75,1.85,3.1,3.6,1.8,3.2,4.0,1.91,3.25,3.75,2.0,3.1,3.3,2.05,1.65,2.15,1.66,1.95,1.77,-0.5,2.0,1.84,-0.5,2.025,1.875,-0.5,,,,,,1754.96,1709.16
SP1,24/10/04,Sociedad,Mallorca,2,1,H,1,0,H,1.8,3.25,4.0,1.9,3.25,3.75,1.83,3.25,4.5,1.8,3.1,3.8,1.83,3.2,3.75,1.85,3.25,4.0,1.83,3.2,3.75,2.05,1.65,2.1,1.7,1.83,1.89,-0.5,1.8,2.04,-0.5,1.825,2.075,-0.5,,,,,,1675.58,1665.19
SP1,24/10/04,Villarreal,Numancia,4,0,H,1,0,H,1.66,3.4,4.5,1.7,3.4,4.55,1.67,3.5,5.25,1.65,3.2,4.6,1.62,3.25,5.0,1.57,3.4,6.0,1.66,3.3,4.5,2.0,1.71,2.1,1.7,1.75,2.0,-0.75,2.12,1.72,-1.0,1.8,2.1,-0.75,,,,,,1683.94,1621.98
SP1,30/10/04,Ath Bilbao,Barcelona,1,1,D,1,1,D,4.0,3.25,1.9,4.0,3.2,1.85,4.0,3.3,1.9,3.5,3.1,1.9,4.0,3.2,1.8,3.75,3.25,1.91,3.6,3.1,1.9,1.79,1.9,1.95,1.85,1.81,1.9,0.5,2.0,1.84,0.5,2.025,1.875,0.5,,,,,,1697.24,1865.32
SP1,30/10/04,Valencia,Ath Madrid,1,1,D,0,0,D,1.8,3.1,5.0,1.7,3.4,4.55,1.75,3.3,4.85,1.7,3.2,4.2,1.67,3.2,5.0,1.73,3.4,4.5,1.66,3.3,4.5,1.9,1.79,2.05,1.75,2.0,1.8,-0.75,2.0,1.84,-0.75,2.1,1.8,-0.75,,,,,,1812.53,1701.62
SP1,31/10/04,Betis,Malaga,1,1,D,1,1,D,1.83,3.25,3.75,1.85,3.25,3.95,1.95,3.25,3.85,1.85,3.1,3.6,1.8,3.2,4.0,1.91,3.2,3.8,1.9,3.0,3.75,1.95,1.75,2.15,1.66,1.95,1.76,-0.5,1.98,1.86,-0.5,2.025,1.875,-0.5,,,,,,1717.72,1681.33
SP1,31/10/04,Espanol,Villarreal,0,0,D,0,0,D,2.0,3.25,3.25,2.0,3.25,3.4,2.1,3.25,3.4,2.0,3.1,3.2,1.83,3.0,4.0,2.1,3.2,3.25,1.9,3.1,3.6,2.05,1.65,2.15,1.66,1.8,2.0,-0.25,1.84,2.0,-0.25,1.8,2.1,-0.25,,,,,,1687.98,1691.0
SP1,31/10/04,La Coruna,Albacete,0,0,D,0,0,D,1.44,3.75,6.5,1.4,4.0,7.25,1.47,3.75,7.5,1.45,3.8,5.4,1.4,3.75,7.0,1.44,3.75,7.0,1.44,3.6,6.5,1.85,1.85,2.0,1.8,2.03,1.77,-1.25,2.06,1.78,-1.25,2.075,1.825,-1.25,,,,,,1797.65,1655.49
SP1,31/10/04,Mallorca,Santander,1,2,A,0,1,A,2.0,3.25,3.25,2.0,3.25,3.4,2.1,3.2,3.4,2.1,3.0,3.1,2.1,3.2,3.0,2.1,3.2,3.25,1.95,3.1,3.5,2.0,1.71,2.1,1.7,1.8,2.0,-0.25,1.8,2.04,-0.25,1.85,2.05,-0.25,,,,,,1656.53,1627.29
SP1,31/10/04,Numancia,Sociedad,0,2,A,0,0,D,2.37,3.2,2.62,2.35,3.2,2.75,2.5,3.2,2.75,2.4,2.9,2.7,2.25,3.2,2.75,2.4,3.2,2.7,2.3,3.1,2.75,1.95,1.75,2.15,1.66,1.85,1.95,0.0,1.84,2.0,0.0,1.85,2.05,0.0,,,,,,1614.92,1684.24
SP1,31/10/04,Osasuna,Levante,0,1,A,0,1,A,1.83,3.25,3.75,1.8,3.3,4.1,1.85,3.3,4.25,1.8,3.1,3.8,1.8,3.25,3.75,1.75,3.3,4.5,1.8,3.25,3.8,1.85,1.85,2.05,1.75,1.85,1.86,-0.5,1.8,2.04,-0.5,1.8,2.1,-0.5,,,,,,1675.87,1692.08
SP1,31/10/04,Real Madrid,Getafe,2,0,H,1,0,H,1.2,5.0,12.0,1.2,5.5,11.5,1.2,5.85,13.0,1.2,5.0,10.0,1.2,5.0,11.0,1.2,5.5,12.0,1.16,5.5,12.0,1.6,2.15,1.61,2.25,1.9,1.9,-1.75,1.94,1.9,-1.75,1.975,1.925,-1.75,,,,,,1775.76,1634.77
SP1,31/10/04,Zaragoza,Sevilla,3,0,H,2,0,H,2.25,3.25,2.75,2.0,3.25,3.4,2.35,3.25,2.9,2.3,2.9,2.8,2.25,3.2,2.75,2.3,3.2,2.88,2.3,3.1,2.75,1.9,1.79,2.1,1.7,2.05,1.75,-0.25,2.12,1.72,-0.25,1.725,2.175,0.0,,,,,,1688.26,1762.5
SP1,06/11/04,Albacete,Betis,0,0,D,0,0,D,2.2,3.25,2.8,2.2,3.2,3.0,2.2,3.3,3.1,2.2,2.9,3.0,2.2,3.0,3.0,2.25,3.25,2.9,2.15,3.2,2.9,2.05,1.65,2.2,1.65,2.0,1.8,-0.25,2.0,1.84,-0.25,2.025,1.875,-0.25,,,,,,1663.02,1713.05
SP1,06/11/04,Barcelona,La Coruna,2,1,H,2,1,H,1.53,3.6,7.0,1.55,3.5,5.75,1.61,3.45,5.85,1.6,3.4,4.6,1.57,3.25,5.5,1.57,3.6,5.5,1.57,3.3,5.5,1.75,1.95,1.95,1.85,1.75,2.05,-0.75,1.72,2.12,-0.75,1.725,2.175,-0.75,,,,,,1862.9,1790.12
SP1,07/11/04,Ath Madrid,Zaragoza,1,1,D,0,1,A,1.8,3.25,4.0,1.85,3.25,3.95,1.85,3.3,4.3,1.8,3.1,3.8,1.8,3.2,4.0,1.83,3.3,4.0,1.72,3.2,4.33,2.0,1.71,2.15,1.66,1.85,1.87,-0.5,1.88,1.96,-0.5,1.925,1.975,-0.5,,,,,,1708.4,1699.83
SP1,07/11/04,Getafe,Valencia,1,0,H,1,0,H,3.5,3.25,1.9,3.75,3.25,1.9,3.55,3.35,2.0,3.6,3.0,1.9,3.2,3.2,2.0,3.5,3.2,2.0,3.5,3.2,1.9,1.85,1.85,2.0,1.8,1.72,2.0,0.5,1.94,1.9,0.5,1.925,1.975,0.5,,,,,,1629.77,1805.75
SP1,07/11/04,Levante,Ath Bilbao,1,0,H,0,0,D,2.0,3.25,3.25,2.0,3.25,3.4,2.05,3.25,3.5,2.0,3.0,3.3,1.91,3.2,3.5,2.1,3.1,3.3,2.15,3.1,3.0,1.85,1.85,2.1,1.7,1.85,1.95,-0.25,1.86,1.98,-0.25,1.925,1.975,-0.25,,,,,,1707.54,1699.66
SP1,07/11/04,Malaga,Real Madrid,0,2,A,0,1,A,3.25,3.25,2.0,3.7,3.4,1.85,3.65,3.3,1.97,3.3,3.0,2.0,3.2,3.2,2.0,3.5,3.2,2.0,3.0,3.2,2.1,1.85,1.85,2.05,1.75,1.73,1.97,0.5,1.74,2.1,0.5,1.775,2.125,0.5,,,,,,1686.0,1780.76
SP1,07/11/04,Santander,Numancia,2,0,H,0,0,D,1.66,3.4,4.5,1.75,3.35,4.3,1.7,3.35,5.1,1.65,3.3,4.4,1.67,3.25,4.5,1.67,3.4,5.0,1.7,3.2,4.5,2.0,1.71,2.05,1.75,1.9,1.9,-0.75,1.9,1.94,-0.75,1.925,1.975,-0.75,,,,,,1644.24,1601.32
SP1,07/11/04,Sevilla,Mallorca,1,1,D,0,0,D,1.5,3.5,6.0,1.45,3.8,6.7,1.55,3.5,6.5,1.45,3.8,5.4,1.5,3.4,6.0,1.5,3.75,6.0,1.53,3.4,5.5,1.85,1.85,2.0,1.8,1.95,1.85,-1.0,2.0,1.84,-1.0,2.0,1.9,-1.0,,,,,,1750.93,1639.58
SP1,07/11/04,Sociedad,Espanol,0,2,A,0,0,D,2.0,3.25,3.25,1.95,3.25,3.55,2.05,3.3,3.5,1.9,3.0,3.6,1.83,3.2,3.75,2.1,3.1,3.3,2.0,3.1,3.3,2.05,1.65,2.2,1.65,1.75,2.05,-0.25,1.72,2.12,-0.25,1.775,2.125,-0.25,,,,,,1697.84,1684.58
SP1,07/11/04,Villarreal,Osasuna,3,0,H,2,0,H,1.83,3.25,3.75,1.85,3.25,3.95,1.85,3.3,4.2,1.85,3.1,3.6,1.73,3.2,4.33,1.91,3.25,3.75,1.9,3.0,3.75,1.95,1.75,2.2,1.65,1.85,1.85,-0.5,1.88,1.96,-0.5,1.9,2.0,-0.5,,,,,,1694.4,1660.41
SP1,13/11/04,Ath Bilbao,Villarreal,2,1,H,0,0,D,2.1,3.25,3.0,2.1,3.2,3.2,2.15,3.2,3.3,2.2,2.9,3.0,1.91,3.0,3.75,2.2,3.1,3.1,1.95,3.2,3.3,1.9,1.79,2.2,1.65,1.85,1.95,-0.25,1.84,2.0,-0.25,1.825,2.075,-0.25,,,,,,1690.92,1702.3
SP1,13/11/04,Espanol,Santander,2,1,H,1,0,H,1.8,3.25,4.0,1.8,3.3,4.1,1.85,3.3,4.3,1.8,3.1,3.8,1.8,3.2,4.0,1.85,3.25,4.0,1.72,3.2,4.33,2.05,1.65,2.25,1.61,1.85,1.87,-0.5,1.84,2.0,-0.5,1.9,2.0,-0.5,,,,,,1701.02,1651.87
SP1,13/11/04,Getafe,Malaga,1,0,H,0,0,D,2.1,3.25,3.0,2.0,3.25,3.4,2.25,3.15,3.2,2.2,3.0,2.9,2.0,3.2,3.2,2.2,3.2,3.0,2.05,3.1,3.2,2.0,1.71,2.15,1.66,1.95,1.85,-0.25,1.96,1.88,-0.25,1.975,1.925,-0.25,,,,,,1644.96,1673.31
SP1,13/11/04,La Coruna,Levante,1,0,H,0,0,D,1.66,3.6,5.0,1.7,3.4,4.55,1.7,3.4,5.1,1.7,3.2,4.2,1.73,3.2,4.33,1.62,3.5,5.2,1.61,3.3,5.0,1.85,1.85,1.9,1.9,1.9,1.9,-0.75,1.96,1.88,-0.75,1.975,1.925,-0.75,,,,,,1783.37,1716.28
SP1,13/11/04,Numancia,Sevilla,2,1,H,0,0,D,2.8,3.25,2.2,3.05,3.2,2.15,3.35,3.25,2.1,2.9,3.0,2.2,3.0,3.2,2.1,3.0,3.25,2.2,2.9,3.0,2.25,2.05,1.65,2.2,1.65,2.0,1.8,0.25,2.0,1.84,0.25,2.0,1.9,0.25,,,,,,1593.69,1744.14
SP1,13/11/04,Osasuna,Sociedad,1,0,H,0,0,D,2.1,3.25,3.0,1.95,3.25,3.55,2.1,3.2,3.5,2.2,2.9,3.0,1.91,3.2,3.5,2.1,3.2,3.25,2.0,3.1,3.3,1.95,1.75,2.05,1.75,2.1,1.67,-0.5,2.1,1.74,-0.5,2.15,1.75,-0.5,,,,,,1652.51,1681.4
SP1,13/11/04,Valencia,Zaragoza,0,0,D,0,0,D,1.72,3.25,4.33,1.6,3.5,5.2,1.73,3.4,4.75,1.7,3.2,4.2,1.73,3.2,4.33,1.67,3.4,5.0,1.61,3.3,5.0,1.9,1.79,2.05,1.75,1.95,1.85,-0.75,2.02,1.82,-0.75,2.075,1.825,-0.75,,,,,,1790.56,1703.61
SP1,14/11/04,Betis,Barcelona,2,1,H,0,0,D,4.5,3.4,1.8,4.3,3.35,1.75,4.5,3.4,1.77,3.8,3.0,1.85,4.33,3.2,1.73,4.33,3.25,1.8,4.0,3.1,1.8,1.9,1.79,2.0,1.8,1.94,1.77,0.5,1.76,2.08,0.75,1.85,2.05,0.75,,,,,,1714.84,1869.65
SP1,14/11/04,Mallorca,Ath Madrid,1,1,D,1,0,H,2.37,3.2,2.62,2.55,3.2,2.5,2.5,3.1,2.8,2.7,3.0,2.3,2.38,3.0,2.75,2.5,3.2,2.6,2.5,3.1,2.5,2.05,1.65,2.15,1.66,1.75,2.05,0.0,1.72,2.12,0.0,1.75,2.15,0.0,,,,,,1646.37,1704.62
SP1,14/11/04,Real Madrid,Albacete,6,1,H,3,1,H,1.25,5.5,10.0,1.3,4.7,8.25,1.26,5.3,10.5,1.25,4.5,9.0,1.25,4.5,10.0,1.22,5.25,11.0,1.22,5.0,9.5,1.71,2.0,1.66,2.15,1.85,1.95,-1.5,1.92,1.92,-1.5,2.0,1.9,-1.5,,,,,,1793.45,1661.23
SP1,20/11/04,Barcelona,Real Madrid,3,0,H,2,0,H,2.2,3.2,3.25,2.15,3.25,3.05,2.2,3.2,3.25,2.1,2.9,3.2,2.0,3.2,3.2,2.1,3.25,3.2,2.1,3.0,3.2,1.75,1.95,1.9,1.9,1.95,1.85,-0.25,1.9,1.94,-0.25,1.95,1.95,-0.25,,,,,,1855.19,1798.65
SP1,20/11/04,Malaga,Valencia,0,2,A,0,1,A,2.6,3.2,2.4,2.7,3.2,2.4,2.6,3.2,2.6,2.9,3.0,2.2,2.5,3.2,2.5,2.6,3.2,2.5,2.5,3.1,2.5,2.05,1.65,2.2,1.65,2.05,1.7,0.0,1.74,2.1,0.25,1.75,2.15,0.25,,,,,,1663.35,1784.42
SP1,20/11/04,Villarreal,La Coruna,0,2,A,0,1,A,2.25,3.2,2.8,2.3,3.2,2.8,2.3,3.2,3.0,2.3,2.9,2.8,2.2,3.2,2.8,2.3,3.2,2.88,2.25,3.1,2.8,1.9,1.79,2.1,1.7,1.75,2.05,0.0,1.74,2.1,0.0,2.1,1.8,-0.25,,,,,,1692.92,1790.28
SP1,21/11/04,Albacete,Getafe,1,1,D,0,0,D,2.0,3.2,3.3,2.0,3.25,3.4,2.0,3.2,3.7,1.8,3.1,3.8,2.0,3.2,3.2,2.0,3.2,3.5,1.83,3.2,3.75,2.05,1.65,2.25,1.61,2.0,1.72,-0.5,2.04,1.8,-0.5,2.075,1.825,-0.5,,,,,,1656.03,1654.92
SP1,21/11/04,Ath Madrid,Numancia,2,0,H,0,0,D,1.5,3.5,6.0,1.45,3.8,6.7,1.5,3.8,6.6,1.5,3.5,5.4,1.53,3.5,5.5,1.5,3.75,6.0,1.44,3.6,6.5,2.0,1.71,2.1,1.7,1.85,1.95,-1.0,1.88,1.96,-1.0,1.9,2.0,-1.0,,,,,,1706.11,1607.99
SP1,21/11/04,Levante,Betis,1,2,A,1,1,D,2.1,3.2,3.1,1.95,3.25,3.55,2.15,3.2,3.35,2.1,2.9,3.2,2.1,3.2,3.0,2.1,3.25,3.2,2.15,3.2,2.9,2.05,1.65,2.2,1.65,1.85,1.95,-0.25,1.86,1.98,-0.25,1.875,2.025,-0.25,,,,,,1709.37,1729.3
SP1,21/11/04,Santander,Osasuna,1,1,D,0,1,A,2.1,3.2,3.1,1.9,3.25,3.75,2.1,3.2,3.5,2.2,2.9,3.0,1.91,3.2,3.5,2.0,3.2,3.5,2.05,3.2,3.1,2.05,1.65,2.25,1.61,1.75,2.05,-0.25,1.76,2.08,-0.25,1.8,2.1,-0.25,,,,,,1644.43,1662.49
SP1,21/11/04,Sevilla,Espanol,1,0,H,1,0,H,1.9,3.2,3.6,1.9,3.25,3.75,1.91,3.3,4.0,1.9,3.1,3.5,1.91,3.2,3.5,1.91,3.25,3.75,1.83,3.2,3.75,2.0,1.71,2.15,1.66,1.91,1.81,-0.5,1.92,1.92,-0.5,1.925,1.975,-0.5,,,,,,1729.84,1708.46
SP1,21/11/04,Sociedad,Ath Bilbao,3,2,H,0,2,A,2.25,3.2,3.1,2.1,3.2,3.2,2.25,3.2,3.1,2.2,2.9,3.0,2.1,3.2,3.0,2.2,3.2,3.0,2.15,2.9,3.2,2.05,1.65,2.15,1.66,1.95,1.85,-0.25,1.96,1.88,-0.25,1.975,1.925,-0.25,,,,,,1671.42,1700.3
SP1,21/11/04,Zaragoza,Mallorca,0,1,A,0,1,A,1.66,3.4,4.5,1.6,3.5,5.2,1.73,3.4,4.85,1.7,3.2,4.2,1.62,3.25,5.0,1.67,3.4,5.0,1.61,3.3,5.0,1.95,1.75,2.0,1.8,1.95,1.75,-0.75,1.72,2.12,-0.5,2.0,1.9,-0.75,,,,,,1709.75,1644.88
SP1,27/11/04,Ath Bilbao,Santander,3,0,H,2,0,H,1.9,3.25,3.5,1.95,3.25,3.55,1.9,3.3,4.0,1.85,3.1,3.6,1.8,3.2,4.0,1.91,3.25,3.75,1.83,3.2,3.75,2.0,1.71,2.15,1.66,1.9,1.81,-0.5,1.88,1.96,-0.5,1.9,2.0,-0.5,,,,,,1690.32,1641.54
SP1,27/11/04,Espanol,Ath Madrid,2,1,H,0,0,D,2.25,3.2,3.1,2.0,3.25,3.4,2.2,3.25,3.15,2.1,3.0,3.1,2.0,3.2,3.2,2.2,3.1,3.1,2.05,3.1,3.2,2.05,1.65,2.4,1.53,1.95,1.85,-0.25,1.94,1.9,-0.25,1.975,1.925,-0.25,,,,,,1700.16,1712.17
SP1,27/11/04,Getafe,Barcelona,1,2,A,0,2,A,5.5,3.4,1.57,5.2,3.5,1.6,5.5,3.4,1.65,4.4,3.3,1.65,6.0,3.4,1.5,5.5,3.6,1.57,5.5,3.3,1.57,1.95,1.75,2.0,1.8,1.9,1.9,0.75,,,,1.875,1.975,1.0,,,,,,1658.46,1862.41
SP1,28/11/04,Betis,Villarreal,2,1,H,2,0,H,1.83,3.1,4.0,1.85,3.25,3.95,1.93,3.2,4.0,1.9,3.1,3.5,1.73,3.2,4.33,1.91,3.1,4.0,1.8,3.1,4.0,2.0,1.71,2.2,1.65,1.93,1.78,-0.5,1.7,2.14,-0.25,2.05,1.85,-0.5,,,,,,1744.63,1680.33
SP1,28/11/04,La Coruna,Sociedad,2,2,D,2,1,H,1.57,3.4,5.5,1.55,3.55,5.7,1.65,3.4,5.5,1.55,3.5,4.8,1.62,3.25,5.0,1.57,3.6,5.5,1.61,3.3,5.0,1.95,1.75,2.1,1.7,1.9,1.9,-0.75,1.92,1.92,-0.75,1.95,1.95,-0.75,,,,,,1802.87,1681.4
SP1,28/11/04,Malaga,Albacete,0,2,A,0,1,A,1.9,3.25,3.5,1.8,3.3,4.1,1.93,3.2,4.0,1.9,3.1,3.5,1.8,3.25,3.75,1.83,3.25,4.2,1.72,3.2,4.33,2.05,1.65,2.2,1.65,1.87,1.84,-0.5,1.82,2.02,-0.5,1.85,2.05,-0.5,,,,,,1651.61,1652.49
SP1,28/11/04,Numancia,Zaragoza,2,1,H,2,1,H,2.5,3.2,2.5,2.4,3.2,2.7,2.55,3.2,2.65,2.6,2.8,2.6,2.5,3.2,2.5,2.6,3.2,2.5,2.4,3.1,2.6,2.15,1.6,2.37,1.55,1.9,1.9,0.0,1.96,1.88,0.0,1.95,1.95,0.0,,,,,,1601.93,1691.73
SP1,28/11/04,Osasuna,Sevilla,4,1,H,1,1,D,2.25,3.2,2.8,2.15,3.2,3.1,2.2,3.25,3.15,2.1,3.0,3.1,2.1,3.2,3.0,2.3,3.2,2.88,2.15,3.1,3.0,2.05,1.65,2.25,1.61,1.95,1.85,-0.25,2.06,1.78,-0.25,2.1,1.8,-0.25,,,,,,1665.38,1738.14
SP1,28/11/04,Real Madrid,Levante,5,0,H,1,0,H,1.28,4.5,8.5,1.25,5.25,9.0,1.3,4.6,11.0,1.33,4.0,7.5,1.25,4.5,10.0,1.29,4.6,10.0,1.25,4.5,10.0,1.65,2.05,1.8,2.0,1.6,2.2,-1.25,2.06,1.78,-1.5,2.1,1.8,-1.5,,,,,,1791.43,1694.04
SP1,28/11/04,Valencia,Mallorca,2,0,H,1,0,H,1.5,3.5,6.0,1.4,4.0,7.25,1.57,3.25,7.5,1.45,3.8,5.4,1.57,3.25,5.5,1.44,3.8,7.0,1.53,3.5,5.5,1.85,1.85,2.0,1.8,1.95,1.78,-1.0,2.14,1.7,-1.25,1.8,2.1,-1.0,,,,,,1796.16,1662.9
SP1,04/12/04,Albacete,Valencia,0,1,A,0,0,D,3.0,3.25,2.1,3.1,3.2,2.15,3.15,3.25,2.2,2.9,3.0,2.2,3.0,3.2,2.1,3.1,3.1,2.2,3.0,3.1,2.15,2.05,1.65,2.25,1.61,1.9,1.9,0.25,1.88,1.96,0.25,1.9,2.0,0.25,,,,,,1668.46,1801.34
SP1,04/12/04,Barcelona,Malaga,4,0,H,2,0,H,1.22,5.5,13.0,1.25,5.25,9.0,1.25,5.3,11.0,1.2,5.0,10.0,1.17,5.5,12.0,1.2,5.5,12.0,1.22,5.0,9.5,1.71,2.0,1.75,2.05,1.8,2.0,-1.5,1.82,2.02,-1.5,1.8,2.1,-1.5,,,,,,1871.28,1635.64
SP1,04/12/04,Sociedad,Betis,1,0,H,1,0,H,2.25,3.25,2.75,2.1,3.2,3.2,2.35,3.1,3.0,2.3,2.8,2.9,2.25,3.2,2.75,2.38,3.2,2.75,2.2,3.1,2.87,1.95,1.75,2.1,1.7,2.05,1.77,-0.25,2.1,1.74,-0.25,2.125,1.775,-0.25,,,,,,1688.44,1751.62
SP1,05/12/04,Ath Madrid,Osasuna,3,2,H,2,1,H,1.8,3.25,4.0,1.8,3.3,4.1,1.85,3.3,4.3,1.85,3.1,3.6,1.8,3.2,4.0,1.85,3.25,4.0,1.72,3.2,4.33,2.05,1.65,2.2,1.65,1.85,1.87,-0.5,1.94,1.9,-0.5,1.925,1.975,-0.5,,,,,,1702.77,1676.9
SP1,05/12/04,Levante,Getafe,0,0,D,0,0,D,1.8,3.25,4.0,1.8,3.3,4.1,1.8,3.3,4.5,1.7,3.2,4.2,1.73,3.2,4.33,1.8,3.2,4.33,1.72,3.2,4.33,2.15,1.6,2.2,1.65,1.8,1.9,-0.5,1.8,2.04,-0.5,1.825,2.075,-0.5,,,,,,1687.96,1649.59
SP1,05/12/04,Mallorca,Numancia,3,2,H,0,1,A,1.8,3.25,4.0,1.85,3.25,3.95,1.8,3.3,4.5,1.8,3.1,3.8,1.8,3.2,4.0,1.73,3.4,4.5,1.8,3.1,4.0,2.0,1.71,2.2,1.65,1.8,1.9,-0.5,1.76,2.08,-0.5,1.75,2.15,-0.5,,,,,,1657.72,1614.06
SP1,05/12/04,Santander,La Coruna,2,2,D,1,0,H,2.6,3.2,2.4,2.8,3.2,2.3,2.65,3.25,2.55,2.8,2.9,2.3,2.6,3.2,2.38,2.8,3.1,2.4,2.6,3.1,2.4,2.05,1.65,2.15,1.66,2.05,1.77,0.0,2.08,1.76,0.0,2.075,1.825,0.0,,,,,,1634.09,1795.83
SP1,05/12/04,Sevilla,Ath Bilbao,2,0,H,0,0,D,1.8,3.25,4.0,1.7,3.4,4.55,1.85,3.3,4.3,1.7,3.1,4.4,1.73,3.2,4.33,1.8,3.3,4.2,1.72,3.2,4.33,1.95,1.75,2.05,1.75,1.85,1.87,-0.5,1.92,1.92,-0.5,1.95,1.95,-0.5,,,,,,1726.62,1697.77
SP1,05/12/04,Villarreal,Real Madrid,0,0,D,0,0,D,3.5,3.25,1.9,3.4,3.15,2.05,3.5,3.25,2.05,3.3,3.0,2.0,3.2,3.2,2.0,3.5,3.2,2.0,3.0,3.2,2.1,1.85,1.85,2.0,1.8,1.95,1.85,0.25,1.92,1.92,0.25,1.7,2.2,0.5,,,,,,1673.34,1797.51
SP1,05/12/04,Zaragoza,Espanol,0,1,A,0,1,A,2.2,3.25,2.8,2.1,3.2,3.2,2.2,3.25,3.15,2.2,3.0,2.9,2.1,3.2,3.0,2.2,3.25,3.0,2.1,3.1,3.1,2.0,1.71,2.05,1.75,1.9,1.9,-0.25,1.92,1.92,-0.25,1.95,1.95,-0.25,,,,,,1679.6,1709.56
SP1,11/12/04,Albacete,Barcelona,1,2,A,0,1,A,6.0,3.4,1.61,5.75,3.55,1.55,5.75,3.4,1.63,4.4,3.3,1.65,6.0,3.4,1.5,5.5,3.6,1.62,5.5,3.3,1.57,1.85,1.85,2.0,1.72,1.8,2.0,1.0,1.8,2.04,1.0,1.85,2.05,1.0,,,,,,1657.14,1874.44
SP1,11/12/04,Ath Bilbao,Ath Madrid,1,0,H,1,0,H,2.0,3.25,3.25,2.0,3.3,3.35,2.0,3.3,3.6,2.0,3.0,3.3,1.8,3.2,4.0,2.0,3.25,3.4,1.9,3.2,3.5,1.95,1.75,2.1,1.66,2.0,1.72,-0.5,1.96,1.88,-0.5,2.025,1.875,-0.5,,,,,,1689.7,1710.93
