Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LB,LB.1,LB.2,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,EloHome,EloAway
D2,24/04/05,Saarbrucken,Greuther Furth,2,1,H,1,1,D,2.5,3.1,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.0,2.5,,,,2.5,3.25,2.5,2.4,3.25,2.5,1.71,2.0,2.5,1.4,-0.5,,,,,,,1442.19,1522.21
D2,25/04/05,FC Koln,Unterhaching,1,0,H,1,0,H,1.4,3.75,7.0,1.35,4.4,7.0,1.36,4.25,7.25,1.45,3.8,5.4,1.36,4.0,7.0,1.36,4.33,7.5,1.4,3.9,6.5,1.65,2.05,,,,,,,,,,1579.03,1441.72
D2,27/04/05,Ahlen,Burghausen,1,3,A,1,0,H,1.9,3.25,3.4,1.85,3.4,3.6,1.9,3.25,3.6,1.9,3.1,3.5,,,,1.8,3.4,4.0,1.7,3.5,4.0,1.85,1.85,1.9,1.7,-0.5,,,,,,,1468.3,1523.52
D2,29/04/05,Erfurt,Ein Frankfurt,0,3,A,0,3,A,3.0,3.2,2.1,3.05,3.3,2.1,2.9,3.15,2.15,2.7,3.0,2.3,3.0,3.2,2.1,3.0,3.2,2.2,2.75,3.15,2.25,1.65,2.05,1.51,2.15,0.5,,,,,,,1463.4,1584.4
D2,29/04/05,Greuther Furth,Oberhausen,3,2,H,3,2,H,1.61,3.5,4.5,1.65,3.8,4.1,1.65,3.5,4.3,1.7,3.4,3.9,1.67,3.4,4.33,1.67,3.8,4.2,1.65,3.4,4.5,1.65,2.05,1.65,1.93,-0.5,,,,,,,1510.43,1444.03
D2,29/04/05,Unterhaching,Dresden,1,0,H,0,0,D,1.61,3.5,4.5,1.8,3.4,3.8,1.67,3.25,4.75,1.7,3.2,4.2,1.67,3.25,4.5,1.75,3.5,4.0,1.7,3.5,3.75,1.85,1.85,1.67,1.93,-0.5,,,,,,,1436.64,1501.43
D2,01/05/05,Aachen,Cottbus,4,0,H,3,0,H,1.53,3.6,5.0,1.65,3.35,4.8,1.65,3.4,4.6,1.6,3.4,4.6,,,,1.5,4.0,5.5,1.6,3.4,4.8,1.71,2.0,1.65,1.96,-0.5,,,,,,,1538.08,1500.73
D2,01/05/05,Ahlen,Saarbrucken,2,3,A,1,0,H,1.66,3.5,4.33,1.95,3.2,3.5,1.9,3.2,3.5,1.9,3.1,3.5,,,,1.9,3.3,3.75,1.85,3.3,3.6,1.79,1.9,1.9,1.67,-0.5,,,,,,,1454.2,1453.97
D2,01/05/05,Duisburg,Burghausen,4,3,H,1,3,A,1.5,3.6,5.5,1.5,3.8,5.5,1.5,3.7,5.4,1.55,3.5,4.8,,,,1.5,4.0,5.5,1.45,3.75,6.0,1.79,1.9,1.5,2.2,-0.5,,,,,,,1569.13,1537.62
D2,01/05/05,Ein Trier,Karlsruhe,0,2,A,0,1,A,1.83,3.2,3.75,1.9,3.2,3.65,1.85,3.2,3.6,1.85,3.1,3.6,,,,1.9,3.3,3.75,1.8,3.4,3.6,1.85,1.85,1.85,1.69,-0.5,,,,,,,1471.25,1440.32
D2,01/05/05,Munich 1860,Essen,0,0,D,0,0,D,1.44,3.75,6.0,1.45,3.95,5.9,1.47,3.6,6.0,1.45,3.8,5.4,,,,1.44,4.0,6.5,1.45,3.75,6.0,1.79,1.9,2.15,1.42,-1.5,,,,,,,1590.96,1467.55
D2,02/05/05,Erzgebirge Aue,FC Koln,1,2,A,1,1,D,2.5,3.1,2.5,2.6,3.2,2.4,2.5,3.1,2.5,2.5,3.0,2.5,2.5,3.1,2.5,2.6,3.1,2.6,2.5,3.1,2.5,1.79,1.9,2.5,1.38,-0.5,,,,,,,1551.18,1584.11
D2,06/05/05,Dresden,Erzgebirge Aue,1,0,H,1,0,H,2.0,3.2,3.2,2.05,3.1,3.3,2.0,3.2,3.35,2.0,3.1,3.2,,,,2.0,3.1,3.6,1.85,3.25,3.6,1.71,2.0,3.33,1.15,-1.5,,,,,,,1490.19,1536.3
D2,06/05/05,FC Koln,Ein Trier,1,2,A,0,1,A,1.57,3.5,5.0,1.6,3.7,4.6,1.6,3.6,4.8,1.65,3.5,4.0,,,,1.6,3.75,4.75,1.65,3.5,4.3,1.65,2.05,1.6,2.06,-0.5,,,,,,,1598.99,1454.25
D2,06/05/05,Karlsruhe,Erfurt,2,0,H,1,0,H,1.61,3.5,4.5,1.7,3.4,4.35,1.7,3.5,4.0,1.7,3.2,4.2,,,,,,,1.6,3.6,4.5,1.75,1.95,1.7,1.87,-0.5,,,,,,,1457.32,1451.65
D2,08/05/05,Burghausen,Cottbus,0,0,D,0,0,D,2.0,3.2,3.2,1.95,3.25,3.45,2.0,3.2,3.35,2.0,3.0,3.3,,,,2.0,3.2,3.5,2.15,3.3,2.8,1.71,2.0,2.0,1.64,-0.5,,,,,,,1529.64,1492.93
D2,08/05/05,Essen,Greuther Furth,0,2,A,0,0,D,2.0,3.2,3.2,2.1,3.3,3.0,2.1,3.2,3.1,1.85,3.3,3.4,,,,2.0,3.3,3.4,2.15,3.4,2.75,1.71,2.0,2.1,1.57,-0.5,,,,,,,1474.64,1517.36
D2,08/05/05,Munich 1860,Aachen,3,0,H,1,0,H,2.0,3.2,3.2,2.0,3.4,3.15,2.05,3.3,3.1,2.1,3.2,2.9,,,,2.0,3.3,3.4,2.05,3.3,3.0,1.75,1.95,2.05,1.6,-0.5,,,,,,,1583.87,1545.88
D2,08/05/05,Oberhausen,Ahlen,2,2,D,1,1,D,2.2,3.25,2.75,2.25,3.3,2.75,2.15,3.3,2.9,2.1,3.3,2.8,,,,2.1,3.4,3.0,2.15,3.4,2.75,1.65,2.05,2.15,1.54,-0.5,,,,,,,1437.1,1438.19
D2,08/05/05,Saarbrucken,Unterhaching,0,1,A,0,0,D,2.0,3.0,3.4,2.0,3.1,3.45,2.05,2.9,3.6,2.0,2.8,3.6,,,,2.0,2.9,3.8,1.95,3.15,3.4,1.79,1.9,2.05,1.61,-0.5,,,,,,,1469.98,1447.88
D2,09/05/05,Ein Frankfurt,Duisburg,0,1,A,0,1,A,1.83,3.25,3.6,1.85,3.3,3.7,1.85,3.2,3.85,1.7,3.2,4.2,1.83,3.0,4.0,1.85,3.1,4.2,1.75,3.3,4.0,1.75,1.95,1.85,1.75,-0.5,,,,,,,1596.15,1577.11
D2,15/05/05,Ahlen,Essen,3,1,H,0,1,A,1.9,3.25,3.4,1.95,3.4,3.25,1.95,3.4,3.3,2.0,3.5,2.8,1.9,3.4,3.25,2.0,3.4,3.25,1.85,3.5,3.35,1.95,1.71,1.95,1.67,-0.5,,,,,,,1441.66,1460.1
D2,15/05/05,Burghausen,Aachen,2,3,A,0,1,A,2.75,3.2,2.25,2.5,3.1,2.6,2.45,3.2,2.55,2.2,3.3,2.6,2.6,3.2,2.37,2.5,3.25,2.5,2.3,3.4,2.5,2.0,1.65,2.45,1.42,-0.5,,,,,,,1524.96,1538.1
D2,15/05/05,Cottbus,Ein Frankfurt,0,3,A,0,1,A,3.6,3.25,1.83,3.4,3.25,1.95,3.45,3.25,1.95,3.2,3.1,2.0,3.5,3.2,1.9,3.4,3.3,2.0,3.4,3.15,1.95,2.0,1.65,1.67,1.95,0.5,,,,,,,1497.61,1579.53
D2,15/05/05,Duisburg,Karlsruhe,1,4,A,0,2,A,1.66,3.4,4.33,1.8,3.4,3.8,1.8,3.4,3.85,1.9,3.4,3.2,1.8,3.25,3.75,1.75,3.5,4.0,1.75,3.5,3.75,1.83,1.83,1.8,1.81,-0.5,,,,,,,1593.73,1466.13
D2,15/05/05,Ein Trier,Dresden,2,4,A,0,1,A,1.66,3.4,4.33,1.6,3.6,4.8,1.57,3.6,5.0,1.5,3.9,4.6,1.57,3.5,5.0,1.6,3.75,5.0,1.6,3.3,5.0,1.83,1.83,1.57,2.09,-0.5,,,,,,,1474.34,1500.77
D2,15/05/05,Erfurt,FC Koln,0,1,A,0,0,D,3.1,3.3,2.0,2.85,3.4,2.15,2.85,3.35,2.15,3.1,3.2,2.0,3.0,3.2,2.1,3.5,3.4,1.9,2.65,3.4,2.2,2.1,1.6,1.54,2.15,0.5,,,,,,,1442.84,1578.9
D2,15/05/05,Erzgebirge Aue,Saarbrucken,2,0,H,0,0,D,1.8,3.2,4.0,1.85,3.05,4.1,1.85,3.1,4.0,1.9,2.9,3.8,1.83,3.2,3.75,1.8,3.4,4.0,1.9,3.0,3.8,2.0,1.65,1.85,1.75,-0.5,,,,,,,1525.72,1453.26
D2,15/05/05,Greuther Furth,Munich 1860,2,3,A,1,1,D,2.3,3.2,2.62,2.55,3.2,2.45,2.5,3.2,2.5,2.3,3.2,2.5,2.37,3.2,2.6,2.4,3.25,2.6,2.15,3.3,2.8,2.0,1.65,2.5,1.4,-0.5,,,,,,,1531.9,1591.65
D2,15/05/05,Unterhaching,Oberhausen,0,2,A,0,2,A,1.57,3.5,5.0,1.65,3.5,4.5,1.65,3.5,4.55,1.6,3.5,4.4,1.57,3.5,5.0,1.6,3.75,5.0,1.6,3.15,5.5,2.0,1.65,1.65,1.98,-0.5,,,,,,,1464.6,1433.63
D2,22/05/05,Aachen,Greuther Furth,0,1,A,0,0,D,1.72,3.4,4.0,1.7,3.4,4.35,1.8,3.4,3.8,1.8,3.2,3.7,,,,1.83,3.4,3.9,1.8,3.25,3.8,1.6,2.15,1.8,1.79,-0.5,,,,,,,1553.66,1517.96
D2,22/05/05,Dresden,Erfurt,2,1,H,1,1,D,1.53,3.6,5.0,1.5,3.8,5.5,1.5,3.75,5.5,1.5,3.8,4.8,,,,,,,1.55,3.4,5.5,1.55,2.25,1.5,2.23,-0.5,,,,,,,1515.88,1431.63
D2,22/05/05,Ein Frankfurt,Burghausen,3,0,H,1,0,H,1.22,5.0,9.0,1.25,5.2,8.5,1.25,5.0,9.0,1.22,4.8,9.5,,,,1.2,6.0,10.0,1.25,5.0,8.0,1.5,2.35,1.25,3.21,-0.5,,,,,,,1592.68,1509.4
D2,22/05/05,Essen,Unterhaching,0,1,A,0,0,D,2.2,3.2,2.8,2.1,3.3,3.0,2.25,3.2,2.8,2.2,3.2,2.7,,,,2.3,3.2,2.9,2.25,3.0,2.87,1.65,2.05,2.25,1.49,-0.5,,,,,,,1450.48,1447.6
D2,22/05/05,FC Koln,Duisburg,4,0,H,0,0,D,1.9,3.25,3.4,1.9,3.35,3.5,1.9,3.2,3.7,1.9,3.1,3.5,,,,1.9,3.3,3.75,1.8,3.25,3.75,1.71,2.0,1.9,1.72,-0.5,,,,,,,1590.11,1574.04
D2,22/05/05,Karlsruhe,Cottbus,3,2,H,1,2,A,,,,2.7,2.7,2.7,3.1,2.3,2.8,2.6,2.4,3.0,,,,3.0,2.4,2.8,2.5,2.7,2.8,1.71,2.0,,,,,,,,,,1485.82,1484.46
D2,22/05/05,Munich 1860,Ahlen,3,4,A,2,2,D,1.53,4.0,4.5,1.45,5.3,4.3,1.4,5.5,4.65,1.45,4.5,4.4,,,,1.5,5.5,4.0,1.55,3.9,4.5,1.6,2.15,1.4,2.52,-0.5,,,,,,,1605.59,1451.28
D2,22/05/05,Oberhausen,Erzgebirge Aue,1,1,D,1,0,H,2.3,3.1,2.7,2.5,3.2,2.5,2.35,3.3,2.6,2.3,3.2,2.5,,,,2.6,3.1,2.6,2.3,3.25,2.6,1.6,2.15,2.35,1.45,-0.5,,,,,,,1450.63,1532.48
D2,22/05/05,Saarbrucken,Ein Trier,1,1,D,1,1,D,2.37,2.7,3.0,2.6,2.75,2.75,2.35,2.75,3.1,2.3,2.8,2.9,,,,2.4,2.8,3.0,2.4,2.8,2.85,1.71,2.0,2.35,1.46,-0.5,,,,,,,1446.5,1459.23
