Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,EloHome,EloAway
G1,02/04/05,Chalkidona,AEK,1,1,D,1,0,H,3.6,3.1,1.9,4.05,3.2,1.85,3.6,3.0,1.95,3.6,3.1,1.85,3.75,3.0,1.91,3.5,3.0,2.0,,,,2.1,1.6,1.64,1.95,0.5,,,,,,,,,,,,1497.8,1707.34
G1,02/04/05,PAOK,Xanthi,1,0,H,0,0,D,1.8,3.2,3.8,1.85,3.25,4.0,1.85,3.15,3.7,1.85,3.1,3.6,1.8,3.2,4.0,1.85,3.1,4.0,,,,1.83,1.83,1.85,1.7,-0.5,,,,,,,,,,,,1620.48,1521.1
G1,03/04/05,Egaleo,Iraklis,1,0,H,1,0,H,1.9,3.1,3.6,1.9,3.05,4.1,1.9,3.0,3.7,1.9,3.1,3.5,1.91,3.0,3.75,1.95,3.1,3.6,1.9,3.1,3.6,2.0,1.65,1.9,1.66,-0.5,,,,,,,,,,,,1526.23,1499.23
G1,03/04/05,Ergotelis,OFI,0,1,A,0,0,D,2.3,3.0,2.87,2.3,3.0,3.0,2.3,3.0,2.8,2.4,3.0,2.6,2.25,3.0,2.88,2.3,3.0,2.88,,,,1.95,1.71,2.3,1.45,-0.5,,,,,,,,,,,,1384.03,1435.63
G1,03/04/05,Kalamaria,Kalithea,1,2,A,0,0,D,2.0,3.0,3.4,2.15,2.9,3.45,2.05,3.0,3.25,2.0,2.9,3.4,2.1,3.0,3.2,2.0,3.1,3.4,,,,1.9,1.75,2.05,1.56,-0.5,,,,,,,,,,,,1423.03,1430.16
G1,03/04/05,Kerkyra,Panionios,1,3,A,0,0,D,2.62,2.87,2.5,2.95,2.8,2.5,2.7,2.85,2.45,2.7,2.9,2.4,2.75,3.0,2.4,2.75,3.0,2.4,,,,2.1,1.6,1.39,2.45,0.5,,,,,,,,,,,,1368.81,1533.02
G1,03/04/05,Olympiakos,Ionikos,2,1,H,0,1,A,1.12,6.5,12.0,1.1,8.0,15.0,1.1,7.0,13.0,1.12,6.5,13.0,1.1,7.0,15.0,1.12,6.5,13.0,,,,1.5,2.3,1.1,4.55,-0.5,,,,,,,,,,,,1769.99,1438.19
G1,03/04/05,Panathinaikos,Aris,0,0,D,0,0,D,1.12,6.5,12.0,1.15,6.5,13.0,1.13,6.5,11.0,1.12,6.5,13.0,1.14,6.0,13.0,1.14,6.0,13.0,1.14,5.5,15.0,1.6,2.1,1.13,4.09,-0.5,,,,,,,,,,,,1777.44,1437.26
G1,09/04/05,Iraklis,Kerkyra,5,1,H,0,0,D,,,,1.55,3.4,6.25,1.52,3.5,5.5,1.5,3.7,5.0,1.44,3.75,6.0,1.57,3.5,5.5,,,,1.9,1.75,1.52,2.14,-0.5,,,,,,,,,,,,1491.11,1358.59
G1,09/04/05,Kalithea,Egaleo,1,0,H,0,0,D,,,,2.95,2.6,2.65,2.6,2.8,2.6,2.4,3.0,2.6,2.4,2.8,2.8,2.5,2.85,2.88,,,,2.3,1.5,2.6,1.35,-0.5,,,,,,,,,,,,1445.92,1534.35
G1,10/04/05,AEK,PAOK,2,0,H,1,0,H,,,,1.65,3.4,5.0,1.7,3.2,4.5,1.7,3.2,4.2,1.57,3.4,5.0,1.67,3.3,5.0,1.65,3.25,4.75,1.95,1.71,1.7,1.87,-0.5,,,,,,,,,,,,1703.52,1626.5
G1,10/04/05,Aris,Kalamaria,0,0,D,0,0,D,,,,1.65,3.4,5.1,1.65,3.2,4.8,1.65,3.3,4.4,1.83,3.25,3.6,1.73,3.25,4.75,,,,1.95,1.71,,,,,,,,,,,,,,,1447.92,1407.27
G1,10/04/05,Ionikos,Ergotelis,1,0,H,1,0,H,,,,1.75,3.0,5.2,1.7,3.0,5.0,1.7,3.2,4.2,1.73,3.0,4.5,1.73,3.25,4.75,,,,2.1,1.6,1.7,1.88,-0.5,,,,,,,,,,,,1436.27,1369.8
G1,10/04/05,OFI,Chalkidona,0,1,A,0,1,A,,,,1.95,3.0,3.95,1.95,2.9,3.75,1.85,3.1,3.6,2.0,3.0,3.4,1.91,3.1,4.0,,,,2.0,1.65,1.95,1.64,-0.5,,,,,,,,,,,,1449.86,1501.62
G1,10/04/05,Panathinaikos,Olympiakos,1,0,H,1,0,H,,,,2.35,3.0,3.1,2.4,2.85,2.8,2.3,2.9,2.8,2.4,2.88,2.75,2.35,3.0,2.9,2.4,2.9,2.75,2.0,1.65,2.4,1.41,-0.5,,,,,,,,,,,,1766.78,1771.91
G1,10/04/05,Xanthi,Panionios,3,0,H,2,0,H,,,,1.8,3.15,4.4,1.75,3.15,4.25,1.75,3.2,4.0,1.67,3.25,4.5,1.73,3.3,4.5,,,,2.0,1.65,1.75,1.81,-0.5,,,,,,,,,,,,1515.08,1543.24
G1,16/04/05,Ergotelis,Panathinaikos,1,3,A,1,1,D,8.0,4.33,1.3,8.75,4.9,1.28,8.5,4.5,1.28,8.5,4.0,1.3,8.0,4.5,1.28,9.0,4.5,1.29,,,,2.0,1.65,,,,,,,,,,,,,,,1362.87,1775.95
G1,16/04/05,Panionios,Iraklis,1,2,A,1,2,A,2.1,3.0,3.2,1.95,3.25,3.6,2.1,3.0,3.15,1.9,3.0,3.6,2.1,2.87,3.25,2.1,3.1,3.2,2.0,3.0,3.4,2.0,1.65,2.1,1.54,-0.5,,,,,,,,,,,,1533.29,1496.3
G1,17/04/05,AEK,Xanthi,2,1,H,1,1,D,1.36,3.75,8.0,1.5,3.55,6.7,1.5,3.45,6.0,1.55,3.55,4.8,1.4,3.75,6.5,1.5,3.6,6.0,,,,1.95,1.71,1.5,2.19,-0.5,,,,,,,,,,,,1710.15,1525.03
G1,17/04/05,Chalkidona,Ionikos,0,1,A,0,1,A,1.72,3.2,4.33,1.8,2.95,4.85,1.75,3.3,4.0,1.8,3.0,4.0,1.7,3.25,4.2,1.73,3.4,4.2,,,,2.2,1.55,1.75,1.81,-0.5,,,,,,,,,,,,1515.84,1443.2
G1,17/04/05,Egaleo,Aris,2,1,H,1,0,H,1.83,3.25,3.6,2.05,2.95,3.65,1.85,3.05,3.85,2.0,2.8,3.6,1.83,3.0,4.0,1.75,3.4,4.0,1.8,3.1,4.0,2.3,1.5,1.85,1.7,-0.5,,,,,,,,,,,,1522.27,1443.12
G1,17/04/05,Kalamaria,Olympiakos,0,2,A,0,0,D,8.0,4.0,1.33,8.5,4.15,1.35,7.5,4.0,1.35,8.0,3.8,1.33,7.0,4.0,1.36,8.0,4.2,1.33,,,,1.71,1.95,,,,,,,,,,,,,,,1412.07,1762.74
G1,17/04/05,Kerkyra,Kalithea,0,1,A,0,0,D,,,,3.2,2.7,2.4,2.75,3.0,2.3,3.0,2.7,2.3,3.2,2.75,2.2,3.2,2.88,2.2,,,,1.95,1.71,1.43,2.3,0.5,,,,,,,,,,,,1353.4,1458.0
G1,17/04/05,PAOK,OFI,4,1,H,2,1,H,1.36,3.75,8.0,1.42,4.0,7.0,1.42,3.65,6.75,1.4,3.9,6.0,1.44,3.75,6.0,1.4,4.0,7.0,1.4,3.75,7.0,1.85,1.79,1.42,2.37,-0.5,,,,,,,,,,,,1619.87,1435.64
G1,23/04/05,Ionikos,PAOK,1,1,D,0,1,A,2.87,3.0,2.25,3.0,2.95,2.35,2.8,3.0,2.3,3.0,2.9,2.3,2.8,2.88,2.38,2.88,3.0,2.3,,,,2.0,1.65,,,,,,,,,,,,,,,1461.45,1623.94
G1,23/04/05,Kalamaria,Ergotelis,1,0,H,0,0,D,1.66,3.4,4.33,1.7,3.25,4.8,1.5,3.3,5.5,1.6,3.2,5.0,1.73,3.3,4.1,1.62,3.4,5.0,,,,1.95,1.71,1.45,2.3,0.5,,,,,,,,,,,,1407.29,1359.33
G1,24/04/05,Aris,Kerkyra,2,0,H,1,0,H,1.25,5.0,8.0,1.2,5.75,11.0,1.22,5.0,9.0,1.22,4.8,9.5,1.25,4.8,8.5,,,,,,,1.83,1.83,,,,,,,,,,,,,,,1436.55,1341.07
G1,24/04/05,Kalithea,Panionios,1,1,D,1,1,D,2.0,3.0,3.4,2.05,2.95,3.7,1.9,3.1,3.6,1.9,3.1,3.5,2.0,2.88,3.6,2.0,3.0,3.5,,,,2.1,1.6,1.9,1.67,-0.5,,,,,,,,,,,,1470.33,1516.1
G1,24/04/05,OFI,AEK,2,3,A,0,0,D,4.2,3.25,1.72,4.45,3.0,1.85,4.0,3.1,1.8,3.6,3.1,1.85,,,,4.2,3.25,1.75,4.2,3.2,1.75,2.1,1.6,1.75,1.8,0.5,,,,,,,,,,,,1431.57,1714.21
G1,24/04/05,Olympiakos,Egaleo,3,1,H,1,0,H,1.14,6.0,12.0,1.1,8.0,15.0,1.15,6.0,11.0,1.15,6.0,12.0,1.14,6.0,12.0,1.17,6.0,11.0,1.15,6.0,11.0,1.79,1.85,,,,,,,,,,,,,,,1767.52,1528.84
G1,24/04/05,Panathinaikos,Chalkidona,6,3,H,3,2,H,1.12,6.5,12.0,1.1,8.0,15.0,1.15,6.0,11.0,1.12,6.5,13.0,1.12,6.0,14.0,1.12,6.5,13.0,,,,1.83,1.83,,,,,,,,,,,,,,,1779.49,1497.59
G1,24/04/05,Xanthi,Iraklis,1,0,H,0,0,D,1.72,3.25,4.2,1.75,3.3,4.4,1.7,3.1,4.6,1.7,3.2,4.2,1.73,3.3,4.1,1.75,3.25,4.2,,,,1.83,1.83,1.7,1.85,-0.5,,,,,,,,,,,,1520.97,1513.49
G1,08/05/05,AEK,Ionikos,0,1,A,0,0,D,1.1,7.0,13.0,1.1,7.5,17.0,1.1,6.5,13.5,1.1,7.0,15.0,1.1,7.0,14.0,1.12,7.0,12.0,,,,,,,,,,,,,,,,,,,,1720.68,1463.67
G1,08/05/05,Chalkidona,Kalamaria,2,3,A,2,2,D,1.9,3.4,3.25,2.0,3.45,3.25,2.0,3.5,2.85,1.8,3.1,3.8,2.0,3.4,3.0,,,,,,,,,1.9,1.64,-0.5,,,,,,,,,,,,1495.09,1414.77
G1,08/05/05,Egaleo,Ergotelis,2,0,H,1,0,H,1.28,4.5,8.0,1.25,5.0,10.0,1.25,4.5,8.5,1.25,4.3,9.5,1.25,4.5,10.0,,,,,,,,,1.25,2.94,-0.5,,,,,,,,,,,,1525.73,1351.85
G1,08/05/05,Iraklis,Kalithea,5,1,H,1,0,H,1.83,3.2,3.75,1.9,3.15,3.85,1.9,3.05,3.5,1.85,3.1,3.6,1.83,3.25,3.75,1.91,3.2,3.6,,,,,,1.9,1.63,-0.5,,,,,,,,,,,,1504.74,1468.39
G1,08/05/05,Kerkyra,Olympiakos,1,3,A,1,2,A,13.0,7.0,1.1,18.0,8.2,1.08,13.5,6.5,1.1,15.0,7.0,1.1,14.0,7.0,1.1,15.0,7.0,1.1,,,,,,,,,,,,,,,,,,,,1334.94,1770.63
G1,08/05/05,OFI,Xanthi,1,0,H,1,0,H,,,,1.3,4.5,9.0,1.3,4.2,7.5,1.27,4.2,9.0,1.33,4.0,8.0,,,,,,,,,1.3,2.69,-0.5,,,,,,,,,,,,1425.1,1529.72
G1,08/05/05,Panionios,Aris,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518.04,1442.68
G1,08/05/05,PAOK,Panathinaikos,1,1,D,1,1,D,4.33,3.4,1.66,5.2,3.3,1.65,4.6,3.2,1.65,4.8,3.1,1.65,4.33,3.4,1.66,5.0,3.4,1.62,4.75,3.4,1.6,1.9,1.75,1.89,1.65,0.5,,,,,,,,,,,,1621.72,1781.99
G1,14/05/05,Ergotelis,Kerkyra,1,1,D,0,0,D,,,,1.85,2.9,4.7,1.78,3.2,3.75,1.75,3.2,4.0,,,,,,,,,,1.75,1.9,,,,,,,,,,,,,,,1347.57,1331.78
G1,15/05/05,Aris,Iraklis,1,2,A,1,2,A,1.28,4.33,8.5,1.3,4.5,7.5,1.2,4.75,9.0,,,,1.33,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,1448.5,1512.57
G1,15/05/05,Egaleo,Chalkidona,2,1,H,1,1,D,1.57,3.5,5.0,1.6,3.45,5.5,1.6,3.4,4.5,1.6,3.4,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,1530.01,1476.63
G1,15/05/05,Ionikos,OFI,0,0,D,0,0,D,4.33,3.6,1.61,6.0,3.7,1.5,4.3,3.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485.83,1437.77
G1,15/05/05,Kalamaria,PAOK,2,1,H,0,1,A,1.4,3.75,7.0,1.45,3.9,6.3,1.3,4.75,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1433.23,1623.87
G1,15/05/05,Olympiakos,Panionios,3,0,H,0,0,D,1.1,7.0,13.0,1.09,8.3,16.0,1.1,6.75,15.0,1.1,7.0,15.0,1.1,7.0,13.0,1.1,7.0,15.0,1.1,6.5,15.0,1.65,2.0,,,,,,,,,,,,,,,1773.79,1512.22
G1,15/05/05,Panathinaikos,AEK,0,0,D,0,0,D,1.72,3.4,4.0,1.75,3.55,4.05,1.75,3.4,3.85,1.75,3.2,4.0,1.73,3.5,3.75,1.8,3.4,4.0,1.75,3.25,4.0,2.0,1.65,1.75,1.81,-0.5,,,,,,,,,,,,1779.84,1698.52
G1,15/05/05,Xanthi,Kalithea,1,0,H,0,0,D,1.72,3.2,4.33,1.8,2.65,6.0,1.73,2.75,4.75,1.7,3.1,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,1517.05,1460.56
G1,25/05/05,AEK,Kalamaria,3,0,H,0,0,D,,,,1.16,6.0,14.0,1.17,5.5,11.0,1.17,5.5,11.0,1.14,6.0,13.0,1.14,6.0,13.0,,,,2.1,1.6,1.17,3.67,-0.5,,,,,,,,,,,,1704.51,1448.92
G1,25/05/05,Ionikos,Xanthi,1,1,D,1,0,H,,,,2.5,2.65,3.1,2.4,2.7,3.0,2.45,2.8,2.75,2.3,2.75,3.0,,,,,,,1.71,1.95,,,,,,,,,,,,,,,1480.8,1524.27
G1,25/05/05,Iraklis,Olympiakos,0,1,A,0,0,D,,,,8.5,4.65,1.3,7.5,5.0,1.28,7.5,4.6,1.27,7.0,4.5,1.3,9.0,5.0,1.25,,,,1.79,1.85,3.0,1.28,0.5,,,,,,,,,,,,1526.36,1776.56
G1,25/05/05,Kalithea,Aris,3,1,H,1,1,D,,,,,,,2.0,3.0,3.4,,,,1.9,3.0,3.5,,,,,,,1.6,2.1,,,,,,,,,,,,,,,1453.34,1434.71
G1,25/05/05,Kerkyra,Chalkidona,1,3,A,0,3,A,,,,2.7,2.8,2.7,2.4,2.95,2.7,2.5,2.8,2.7,2.4,3.0,2.6,,,,,,,1.65,2.0,,,,,,,,,,,,,,,1335.8,1469.32
G1,25/05/05,OFI,Panathinaikos,1,2,A,0,1,A,,,,13.0,6.5,1.15,13.0,6.5,1.12,15.0,7.0,1.1,13.0,6.5,1.12,13.0,6.0,1.14,,,,1.79,1.85,4.33,1.12,0.5,,,,,,,,,,,,1442.8,1773.85
G1,25/05/05,Panionios,Ergotelis,2,0,H,1,0,H,,,,1.55,3.3,6.5,1.55,3.2,6.0,,,,1.44,3.6,6.0,,,,,,,1.71,1.95,,,,,,,,,,,,,,,1509.45,1343.55
G1,25/05/05,PAOK,Egaleo,2,4,A,1,2,A,,,,1.85,3.25,3.95,1.8,3.25,3.8,1.8,3.1,3.8,1.73,3.3,4.0,,,,,,,1.71,1.95,,,,,,,,,,,,,,,1608.18,1537.32
