Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,Unnamed: 58,Unnamed: 59,Unnamed: 60,EloHome,EloAway
G1,12/12/10,Asteras Tripolis,Panathinaikos,0,0,D,0,0,D,6.25,3.7,1.57,6.25,3.6,1.55,5.75,3.5,1.55,5.7,3.8,1.5,5.0,3.5,1.57,7.5,3.8,1.5,6.0,3.6,1.6,6.0,3.5,1.57,6.5,3.75,1.57,6.0,3.75,1.5,35,7.5,6.19,3.82,3.58,1.6,1.55,22,2.38,2.24,1.65,1.59,13.0,0.75,2.17,2.13,1.79,1.76,,,,1455.94,1760.17
G1,12/12/10,Ergotelis,Kerkyra,3,0,H,1,0,H,2.0,3.25,3.8,2.0,3.1,3.9,2.0,3.0,3.75,,,,2.0,3.0,3.4,2.0,3.0,4.0,2.05,3.2,3.75,2.0,3.1,3.75,2.05,3.25,3.8,2.1,3.0,3.4,32,2.1,2.0,3.27,3.12,4.38,3.75,21,2.63,2.5,1.53,1.48,15.0,-0.5,2.03,1.99,1.92,1.86,,,,1474.66,1429.23
G1,12/12/10,Olympiakos,Atromitos,2,1,H,2,0,H,1.22,5.5,14.0,1.18,5.75,17.0,1.2,5.5,12.0,1.22,5.3,11.0,1.25,4.5,10.0,1.18,6.5,13.0,1.25,5.0,15.0,1.2,6.0,12.0,1.22,6.0,15.0,1.22,5.5,10.0,34,1.25,1.21,6.19,5.56,17.84,12.83,29,1.85,1.77,2.11,2.0,14.0,-1.5,1.88,1.81,2.16,2.05,,,,1753.5,1479.12
G1,12/12/10,Panserraikos,Panionios,1,1,D,1,0,H,2.45,3.0,3.0,2.45,2.9,3.1,2.4,3.0,2.85,2.4,3.0,2.8,2.38,3.0,2.7,2.4,3.1,2.9,2.55,3.0,2.9,2.5,3.1,2.75,2.5,3.12,3.0,2.3,3.0,3.0,35,2.66,2.45,3.1,2.99,3.1,2.91,22,2.62,2.43,1.55,1.51,23.0,0.0,1.83,1.77,2.12,2.04,,,,1419.98,1472.91
G1,12/12/10,Xanthi,Kavala,1,1,D,0,1,A,2.25,3.1,3.3,2.2,3.0,3.4,2.2,3.0,3.2,2.2,3.0,3.2,2.2,3.0,3.0,2.3,3.0,3.2,2.25,3.0,3.5,2.2,3.1,3.25,2.4,3.1,3.25,2.2,3.0,3.2,35,2.44,2.27,3.13,3.01,3.5,3.21,22,2.75,2.58,1.5,1.44,14.0,0.0,1.68,1.59,2.5,2.25,,,,1504.27,1503.09
G1,18/12/10,Ergotelis,Panserraikos,2,0,H,1,0,H,1.91,3.2,4.33,1.95,3.1,4.05,1.9,3.1,4.0,1.85,3.3,3.9,1.91,3.2,3.5,1.9,3.15,4.2,2.0,3.0,4.2,2.0,3.1,3.75,1.95,3.3,4.33,1.85,3.1,4.2,29,2.0,1.92,3.37,3.17,4.49,4.02,19,2.63,2.47,1.55,1.49,14.0,-0.5,1.95,1.92,1.98,1.92,,,,1482.21,1418.3
G1,18/12/10,Kavala,Atromitos,1,1,D,0,0,D,2.0,3.2,4.0,2.1,3.1,3.6,2.05,3.1,3.5,2.0,3.2,3.4,1.91,3.2,3.5,2.0,3.0,4.0,2.05,3.0,4.0,2.0,3.1,3.75,2.1,3.2,4.0,1.91,3.1,3.9,30,2.1,2.02,3.32,3.11,4.22,3.74,20,2.62,2.43,1.55,1.5,14.0,0.0,1.47,1.41,2.75,2.66,,,,1506.63,1476.52
G1,18/12/10,Panathinaikos,Olympiakos Volou,0,1,A,0,0,D,1.3,4.75,12.0,1.3,4.8,9.5,1.28,4.75,9.0,1.2,5.5,12.0,1.29,4.33,8.5,1.29,4.75,11.0,1.35,4.5,9.5,1.3,5.0,9.0,1.3,5.25,12.0,1.29,4.75,8.5,29,1.35,1.29,5.5,4.88,12.4,9.6,26,2.06,1.95,1.9,1.82,15.0,-1.5,2.11,2.05,1.84,1.81,,,,1753.57,1438.74
G1,18/12/10,Panionios,Asteras Tripolis,0,0,D,0,0,D,2.1,3.1,3.75,1.91,3.1,4.25,2.0,3.1,3.6,1.9,3.3,3.7,2.0,3.2,3.2,2.05,3.1,3.75,2.1,3.0,3.8,1.91,3.1,4.2,2.1,3.1,4.0,2.0,3.0,3.75,30,2.16,2.03,3.2,3.09,4.25,3.71,20,2.63,2.52,1.5,1.47,15.0,-0.5,2.16,2.08,1.82,1.77,,,,1474.59,1462.54
G1,19/12/10,Aris,Xanthi,0,2,A,0,1,A,1.73,3.3,5.5,1.6,3.4,6.25,1.65,3.4,5.0,1.6,3.6,5.0,1.73,3.1,4.5,1.6,3.5,6.0,1.73,3.1,6.0,1.57,3.5,6.0,1.73,3.5,6.0,1.62,3.3,5.5,31,1.75,1.67,3.51,3.37,6.25,5.34,20,2.75,2.53,1.5,1.47,13.0,-0.75,2.03,1.98,1.92,1.89,,,,1559.22,1500.73
G1,19/12/10,Iraklis,AEK,2,0,H,1,0,H,3.6,3.25,2.1,3.5,3.1,2.1,3.3,3.1,2.1,3.4,3.2,2.0,3.2,3.0,2.1,3.6,3.15,2.15,3.75,3.2,2.05,3.25,3.0,2.25,3.6,3.2,2.2,3.1,3.0,2.25,31,3.79,3.47,3.25,3.09,2.25,2.11,21,2.4,2.27,1.65,1.57,14.0,0.0,2.65,2.46,1.57,1.49,,,,1486.58,1643.39
G1,19/12/10,Kerkyra,PAOK,2,1,H,1,1,D,3.75,3.0,2.15,3.4,3.0,2.2,3.1,3.0,2.25,3.1,3.1,2.2,2.8,3.2,2.2,3.6,2.95,2.15,3.6,2.9,2.25,3.25,3.0,2.25,3.75,3.1,2.25,3.3,3.0,2.15,29,3.9,3.39,3.15,3.02,2.3,2.18,19,2.75,2.58,1.5,1.45,14.0,0.0,2.5,2.43,1.57,1.5,,,,1421.68,1648.96
G1,19/12/10,Larisa,Olympiakos,0,1,A,0,1,A,6.5,3.6,1.57,6.5,3.7,1.53,6.0,3.5,1.55,5.7,3.8,1.5,5.5,3.4,1.53,6.75,3.6,1.57,6.0,3.6,1.6,6.5,3.6,1.53,6.5,3.75,1.62,6.5,3.4,1.53,28,7.03,6.13,3.89,3.58,1.62,1.56,19,2.3,2.17,1.66,1.62,12.0,0.75,2.17,2.09,1.81,1.78,,,,1478.93,1756.1
G1,04/01/11,Aris,Kavala,1,0,H,1,0,H,1.73,3.3,5.5,1.7,3.25,5.5,1.7,3.25,5.0,1.7,3.3,4.6,1.72,3.2,4.33,1.65,3.4,5.5,1.75,3.4,5.0,1.67,3.3,5.5,1.75,3.4,5.5,1.75,3.1,4.5,30,1.83,1.74,3.42,3.28,5.5,4.93,17,2.85,2.61,1.47,1.44,15.0,-0.5,1.83,1.76,2.17,2.1,,,,1541.38,1502.16
G1,04/01/11,Atromitos,Larisa,3,0,H,2,0,H,2.1,3.1,3.75,2.2,3.0,3.4,2.15,3.1,3.25,2.0,3.1,3.5,2.0,3.1,3.3,2.2,3.1,3.25,2.2,3.2,3.3,2.1,3.1,3.5,2.2,3.12,3.75,2.0,3.0,3.6,28,2.2,2.12,3.21,3.08,3.94,3.5,16,2.65,2.5,1.55,1.48,12.0,-0.25,1.84,1.81,2.11,2.06,,,,1480.99,1472.3
G1,04/01/11,Xanthi,Panathinaikos,0,2,A,0,1,A,4.75,3.25,1.83,5.35,3.25,1.7,4.33,3.2,1.8,4.6,3.3,1.7,3.75,3.2,1.83,4.6,3.3,1.85,4.5,3.3,1.85,4.33,3.25,1.83,4.75,3.25,1.85,4.2,3.1,1.83,30,5.5,4.41,3.3,3.19,1.93,1.84,17,2.62,2.38,1.57,1.52,15.0,0.5,2.04,1.97,1.93,1.87,,,,1518.57,1730.67
G1,05/01/11,AEK,Kerkyra,0,0,D,0,0,D,1.44,4.0,8.0,1.37,4.2,9.0,1.38,4.0,8.5,1.35,4.3,7.5,1.36,4.0,7.0,1.33,4.3,10.0,1.4,4.2,9.0,1.36,4.2,9.0,1.4,4.2,10.0,1.4,3.8,7.5,30,1.45,1.4,4.3,4.02,10.0,8.4,18,2.2,2.05,1.75,1.7,14.0,-1.0,1.78,1.75,2.2,2.13,,,,1628.86,1438.56
G1,05/01/11,Asteras Tripolis,Ergotelis,3,0,H,1,0,H,2.3,3.0,3.4,2.2,2.9,3.6,2.2,3.0,3.25,2.0,3.2,3.4,2.25,3.1,2.8,2.25,3.1,3.2,2.25,3.2,3.2,2.3,3.1,3.1,2.38,3.0,3.3,2.2,3.0,3.1,29,2.42,2.28,3.2,3.04,3.6,3.18,16,2.73,2.57,1.5,1.45,13.0,-0.25,2.05,2.01,1.91,1.86,,,,1466.44,1489.21
G1,05/01/11,Olympiakos,Iraklis,2,0,H,1,0,H,1.29,4.75,9.5,1.25,4.75,14.5,1.25,4.75,11.0,1.25,5.0,10.0,1.22,5.0,10.0,1.22,5.5,13.0,1.25,5.5,12.0,1.29,5.0,9.5,1.29,5.25,12.0,1.29,4.5,9.0,29,1.29,1.26,5.5,4.97,15.0,11.17,27,1.98,1.88,1.98,1.89,16.0,-1.5,1.93,1.88,2.02,1.95,,,,1762.73,1501.11
G1,05/01/11,Olympiakos Volou,Panionios,0,0,D,0,0,D,2.05,3.1,4.0,2.05,2.95,3.9,2.0,3.25,3.4,2.1,3.1,3.3,1.9,3.2,3.5,2.1,3.1,3.5,2.0,3.3,3.8,2.1,3.1,3.5,2.05,3.12,4.0,2.0,3.0,3.6,29,2.1,2.01,3.3,3.13,4.15,3.75,16,2.65,2.48,1.55,1.48,11.0,-0.5,2.05,2.01,1.88,1.82,,,,1461.64,1470.69
G1,05/01/11,Panserraikos,PAOK,1,1,D,0,1,A,3.75,3.1,2.1,3.9,2.9,2.1,3.6,3.1,2.0,3.7,3.3,1.9,3.5,3.0,2.0,3.8,3.1,2.1,3.6,3.2,2.1,3.6,3.1,2.05,3.8,3.1,2.15,3.3,3.0,2.1,30,4.03,3.63,3.23,3.07,2.16,2.07,17,2.75,2.55,1.5,1.46,13.0,0.25,2.13,2.08,1.83,1.8,,,,1411.3,1632.08
G1,08/01/11,Kavala,Larisa,1,0,H,0,0,D,2.0,3.2,3.9,1.91,3.1,4.25,2.0,3.2,3.5,1.9,3.3,3.7,2.0,3.2,3.2,2.0,3.2,3.75,2.05,3.1,4.0,2.0,3.25,3.6,1.95,3.12,4.0,1.8,3.2,4.2,29,2.08,1.97,3.36,3.15,4.25,3.84,18,2.63,2.49,1.55,1.48,14.0,-0.5,2.05,2.01,1.88,1.83,,,,1494.42,1463.59
G1,08/01/11,Panathinaikos,Aris,1,0,H,1,0,H,1.44,4.0,8.0,1.44,3.8,8.25,1.45,3.75,7.0,1.4,3.9,7.5,1.44,3.6,6.5,1.45,4.0,8.0,1.53,3.75,7.0,1.44,3.8,8.0,1.44,3.8,7.5,1.4,4.0,7.0,31,1.53,1.45,4.24,3.83,9.1,7.51,20,2.4,2.24,1.67,1.58,16.0,-1.0,1.84,1.8,2.13,2.05,,,,1739.27,1549.12
G1,09/01/11,Ergotelis,Olympiakos Volou,0,0,D,0,0,D,2.3,3.0,3.3,2.3,2.85,3.4,2.3,2.9,3.1,2.3,2.9,3.1,2.25,3.0,2.88,2.3,3.0,3.2,2.38,2.9,3.4,2.2,3.1,3.3,2.25,3.0,3.25,2.2,3.0,3.1,32,2.38,2.27,3.1,3.0,3.61,3.19,19,2.63,2.5,1.53,1.47,15.0,-0.25,1.99,1.95,1.96,1.91,,,,1479.44,1458.44
G1,09/01/11,Iraklis,Atromitos,1,0,H,1,0,H,2.25,3.0,3.5,2.25,2.85,3.5,2.1,3.0,3.4,2.0,3.1,3.5,1.91,3.0,3.75,2.1,3.0,3.75,2.38,2.9,3.4,2.1,3.1,3.6,2.2,2.88,3.5,2.0,3.0,3.7,33,2.39,2.24,3.15,2.98,3.6,3.31,20,2.67,2.53,1.53,1.46,15.0,-0.25,2.03,1.98,1.97,1.88,,,,1498.34,1489.7
G1,09/01/11,Kerkyra,Olympiakos,0,2,A,0,0,D,7.5,4.2,1.44,8.0,3.75,1.45,7.0,3.75,1.45,7.5,3.85,1.4,6.0,3.4,1.5,9.0,3.8,1.45,8.5,4.0,1.44,8.0,3.8,1.44,7.5,4.0,1.44,5.5,3.6,1.53,30,9.23,7.67,4.25,3.87,1.5,1.44,18,2.38,2.25,1.62,1.58,16.0,1.0,2.13,2.05,1.85,1.8,,,,1447.1,1765.5
G1,09/01/11,Panionios,Xanthi,0,2,A,0,2,A,2.1,3.1,3.8,2.05,2.95,3.9,1.9,3.0,4.0,1.9,3.1,3.9,1.91,3.0,3.75,2.0,3.0,4.0,2.2,2.9,3.75,2.0,3.1,3.8,2.1,3.0,3.75,2.1,3.0,3.4,32,2.2,2.06,3.2,3.06,4.07,3.66,20,2.75,2.58,1.5,1.44,13.0,-0.5,2.16,2.1,1.81,1.76,,,,1473.89,1509.97
G1,09/01/11,Panserraikos,AEK,1,3,A,1,2,A,3.8,3.1,2.1,4.25,3.1,1.91,4.0,3.0,1.9,3.7,3.3,1.9,4.33,3.2,1.73,3.6,3.2,2.05,3.6,3.2,2.1,4.0,3.1,1.95,3.8,3.1,2.0,3.7,3.0,2.0,33,4.25,3.73,3.25,3.1,2.11,2.01,20,2.5,2.28,1.6,1.56,17.0,0.5,1.85,1.79,2.13,2.07,,,,1415.48,1620.32
G1,09/01/11,PAOK,Asteras Tripolis,1,0,H,1,0,H,1.5,3.7,7.5,1.5,3.5,7.75,1.4,3.75,8.0,1.45,3.7,7.0,1.36,4.0,7.0,1.4,4.0,8.5,1.5,3.75,8.0,1.4,4.0,8.5,1.44,3.8,8.0,1.44,3.75,7.0,33,1.53,1.47,4.0,3.74,8.5,7.28,20,2.62,2.38,1.58,1.52,17.0,-1.0,2.01,1.93,2.0,1.91,,,,1627.9,1476.21
G1,15/01/11,Atromitos,Kerkyra,4,2,H,2,1,H,1.75,3.1,4.75,1.72,3.2,5.5,1.75,3.1,4.75,1.8,3.2,4.2,1.8,3.0,4.33,1.75,3.2,5.0,1.7,3.3,6.0,1.75,3.2,5.0,1.75,3.5,5.5,1.75,3.2,4.5,33,1.8,1.7,3.64,3.31,6.1,5.12,21,2.65,2.51,1.53,1.47,15.0,-0.5,1.75,1.67,2.38,2.25,,,,1480.99,1441.56
G1,15/01/11,Olympiakos,Panserraikos,4,2,H,0,0,D,1.14,6.5,15.0,1.12,7.0,23.0,1.15,6.5,13.0,1.12,7.0,14.0,1.14,6.0,12.0,1.12,7.0,19.0,1.18,6.5,17.0,1.14,7.0,17.0,1.18,7.5,17.0,1.17,6.0,11.0,30,1.18,1.15,7.5,6.54,23.0,15.51,21,1.73,1.67,2.2,2.09,15.0,-1.75,1.77,1.74,2.2,2.15,,,,1771.04,1406.64
G1,15/01/11,Olympiakos Volou,PAOK,0,3,A,0,2,A,2.88,3.0,2.4,3.2,2.85,2.4,2.85,3.0,2.4,2.9,3.0,2.4,2.7,3.0,2.38,2.9,3.0,2.6,3.1,2.8,2.62,3.1,2.88,2.4,3.12,3.0,2.6,2.88,2.88,2.4,32,3.2,2.94,3.0,2.9,2.73,2.48,20,3.0,2.64,1.5,1.42,21.0,0.0,2.1,2.03,1.88,1.78,,,,1462.63,1632.65
G1,16/01/11,Aris,Panionios,0,2,A,0,1,A,1.57,3.4,6.0,1.6,3.4,6.25,1.55,3.6,5.5,1.6,3.6,5.0,1.57,3.25,5.5,1.5,3.8,6.5,1.62,3.5,6.5,1.57,3.5,6.0,1.67,3.6,6.5,1.57,3.5,5.25,33,1.64,1.57,3.75,3.53,6.78,5.87,21,2.62,2.46,1.51,1.49,15.0,-0.75,1.86,1.8,2.13,2.07,,,,1545.16,1459.12
G1,16/01/11,Asteras Tripolis,AEK,0,3,A,0,0,D,3.25,3.0,2.2,3.5,2.85,2.25,3.3,3.0,2.15,3.2,3.2,2.1,3.0,3.0,2.2,3.3,3.2,2.25,3.4,3.1,2.25,3.4,3.1,2.15,3.5,3.12,2.38,3.2,3.0,2.15,32,3.63,3.28,3.13,3.02,2.38,2.22,21,2.62,2.44,1.55,1.5,15.0,0.25,1.97,1.93,1.97,1.93,,,,1471.46,1629.16
G1,16/01/11,Larisa,Iraklis,2,1,H,1,1,D,1.53,3.4,6.0,1.62,3.5,5.5,1.65,3.5,4.75,1.65,3.5,4.6,1.57,3.25,5.5,1.5,3.75,6.0,1.67,3.4,6.0,1.53,3.6,5.5,1.67,3.75,6.0,1.75,3.2,4.5,25,1.67,1.57,4.0,3.64,6.67,5.83,16,2.5,2.35,1.55,1.53,11.0,-0.5,1.63,1.57,2.53,2.39,,,,1455.59,1507.05
G1,16/01/11,Panathinaikos,Kavala,4,2,H,2,2,D,1.33,4.33,9.0,1.34,4.33,9.75,1.33,4.33,8.5,1.3,4.8,8.5,1.3,4.5,7.5,1.35,4.5,8.5,1.36,4.33,11.0,1.36,4.33,8.5,1.4,4.5,10.0,1.36,4.2,7.5,32,1.4,1.35,4.52,4.28,11.0,9.14,21,2.25,2.13,1.7,1.65,15.0,-1.2,1.94,1.91,2.01,1.96,,,,1743.23,1502.42
G1,16/01/11,Xanthi,Ergotelis,0,1,A,0,1,A,2.0,3.0,3.8,2.0,2.95,4.2,2.0,3.0,3.75,1.9,3.0,4.0,2.0,3.0,3.4,2.15,3.1,3.4,2.25,2.9,3.75,2.05,3.2,3.6,2.2,3.2,3.8,1.91,3.0,3.9,33,2.25,2.05,3.25,3.06,4.2,3.69,21,2.7,2.58,1.5,1.44,15.0,-0.5,2.2,2.13,1.8,1.75,,,,1524.74,1475.25
G1,22/01/11,AEK,Olympiakos Volou,0,4,A,0,2,A,1.5,3.75,7.5,1.5,3.75,6.75,1.5,3.75,6.5,1.4,3.9,7.5,1.4,3.75,7.0,1.45,4.0,7.0,1.6,3.75,6.0,1.44,3.9,7.5,1.57,3.8,7.5,1.44,3.75,6.5,30,1.6,1.51,4.0,3.68,7.5,6.49,28,2.16,2.06,1.78,1.71,16.0,-1.0,2.09,2.02,1.9,1.83,,,,1639.6,1452.62
G1,22/01/11,Kerkyra,Larisa,1,0,H,0,0,D,2.65,2.9,2.9,2.65,2.95,2.75,2.6,3.0,2.6,2.2,3.1,3.1,2.2,3.0,3.0,2.6,3.1,2.7,2.6,2.9,3.0,2.5,2.88,3.0,2.62,3.1,3.0,2.3,3.0,2.88,27,2.67,2.52,3.1,2.97,3.03,2.84,19,2.63,2.53,1.5,1.46,14.0,0.0,1.86,1.77,2.08,2.0,,,,1433.82,1466.35
G1,22/01/11,PAOK,Xanthi,2,1,H,1,0,H,1.5,3.75,7.5,1.5,3.6,7.5,1.5,3.6,6.5,1.5,3.8,5.7,1.44,3.6,6.5,1.5,3.6,7.5,1.57,3.5,7.0,1.44,3.8,7.5,1.57,3.8,7.5,1.5,3.6,6.0,31,1.58,1.52,3.87,3.59,7.67,6.62,22,2.72,2.45,1.55,1.49,16.0,-1.0,2.11,2.04,1.9,1.82,,,,1642.66,1507.17
G1,23/01/11,Asteras Tripolis,Olympiakos,0,1,A,0,1,A,8.5,3.8,1.45,8.0,3.75,1.45,7.5,3.6,1.45,7.5,3.9,1.4,7.0,3.75,1.4,7.0,4.0,1.5,8.0,3.6,1.5,8.0,3.8,1.44,8.5,3.8,1.53,6.5,3.75,1.44,30,8.5,7.22,4.04,3.73,1.55,1.48,20,2.34,2.21,1.67,1.6,16.0,1.0,1.96,1.89,2.02,1.96,,,,1461.02,1772.65
G1,23/01/11,Ergotelis,Aris,0,0,D,0,0,D,2.75,2.9,2.75,2.8,2.9,2.65,2.6,3.0,2.6,2.5,3.0,2.75,2.5,2.88,2.62,2.7,2.95,2.7,2.7,3.0,2.8,2.63,3.0,2.7,2.75,3.1,2.88,2.5,2.88,2.75,31,2.8,2.59,3.1,2.94,3.04,2.74,22,2.75,2.56,1.5,1.44,21.0,0.0,1.91,1.84,2.06,1.97,,,,1492.82,1526.54
G1,23/01/11,Kavala,Iraklis,3,0,H,0,0,D,1.91,3.25,4.2,1.88,3.0,4.6,1.9,3.1,4.0,1.9,3.1,4.0,2.0,3.0,3.4,1.85,3.2,4.5,1.91,3.1,4.75,1.85,3.2,4.33,1.95,3.3,4.6,1.85,3.1,4.0,31,1.95,1.88,3.33,3.14,4.75,4.2,22,2.65,2.53,1.5,1.45,16.0,-0.5,1.95,1.91,2.0,1.94,,,,1499.34,1496.29
G1,23/01/11,Panionios,Panathinaikos,1,1,D,0,0,D,5.0,3.4,1.75,5.5,3.25,1.7,4.75,3.2,1.73,4.7,3.4,1.65,5.0,3.25,1.62,4.75,3.4,1.8,4.6,3.3,1.85,4.6,3.4,1.75,5.0,3.4,1.83,4.5,3.3,1.7,30,5.5,4.55,3.46,3.28,1.88,1.78,22,2.3,2.23,1.62,1.57,14.0,0.75,1.75,1.73,2.2,2.16,,,,1477.74,1746.31
G1,23/01/11,Panserraikos,Atromitos,0,1,A,0,0,D,2.5,3.0,3.0,2.45,2.9,3.1,2.35,3.0,2.9,2.4,3.0,2.9,2.38,2.88,2.8,2.3,3.2,3.0,2.6,2.9,3.0,2.4,3.0,3.0,2.6,3.1,3.1,2.3,3.0,2.88,31,2.65,2.45,3.2,2.99,3.15,2.89,22,2.65,2.42,1.57,1.49,15.0,-0.25,2.21,2.17,1.76,1.73,,,,1405.03,1488.73
G1,29/01/11,Iraklis,Kerkyra,0,0,D,0,0,D,2.1,3.0,4.0,2.1,2.9,3.9,2.0,3.0,3.75,1.9,3.0,4.0,2.0,3.0,3.4,1.91,3.1,4.2,2.05,3.1,4.0,1.91,3.0,4.25,2.1,3.1,4.33,1.91,3.0,4.0,36,2.13,2.02,3.15,3.02,4.33,3.81,19,2.69,2.54,1.5,1.45,16.0,-0.25,1.81,1.76,2.17,2.12,,,,1487.39,1443.92
G1,29/01/11,Panathinaikos,Ergotelis,2,0,H,2,0,H,1.25,5.5,12.0,1.25,5.0,12.5,1.25,5.0,10.0,1.27,4.8,8.5,1.25,5.0,8.0,1.25,5.2,11.0,1.29,5.0,11.0,1.22,5.5,11.0,1.3,5.5,12.0,1.3,4.33,9.0,35,1.3,1.26,5.5,4.97,12.5,10.0,30,1.98,1.88,1.98,1.87,19.0,-1.5,2.03,1.96,1.95,1.87,,,,1740.68,1490.46
G1,29/01/11,Xanthi,AEK,0,2,A,0,2,A,3.0,3.0,2.5,3.1,2.85,2.45,3.0,3.0,2.3,2.9,3.1,2.3,2.9,2.88,2.3,3.1,3.1,2.3,3.25,3.0,2.38,2.88,3.1,2.38,3.12,3.12,2.6,2.75,2.88,2.5,36,3.25,2.96,3.13,2.97,2.6,2.41,19,2.42,2.3,1.65,1.54,15.0,0.25,1.8,1.75,2.2,2.12,,,,1502.05,1618.62
G1,30/01/11,Aris,PAOK,0,0,D,0,0,D,2.4,3.1,2.8,2.5,2.8,3.1,2.4,3.0,2.85,2.5,3.0,2.7,2.4,2.88,2.8,2.4,3.0,3.2,2.5,2.88,3.2,2.5,3.1,2.88,2.6,3.0,3.2,2.5,2.88,2.75,36,2.6,2.43,3.1,2.94,3.28,2.96,19,2.75,2.6,1.48,1.43,16.0,-0.25,2.17,2.12,1.8,1.76,,,,1528.9,1647.78
G1,30/01/11,Atromitos,Asteras Tripolis,0,0,D,0,0,D,1.65,3.3,5.5,1.78,3.2,5.0,1.75,3.1,4.75,1.75,3.2,4.5,1.73,3.2,4.33,1.75,3.3,4.75,1.75,3.25,5.5,1.75,3.1,5.0,1.8,3.4,5.5,1.75,3.2,4.5,36,1.83,1.75,3.39,3.17,5.57,4.93,19,2.62,2.43,1.55,1.49,18.0,-0.5,1.81,1.77,2.17,2.09,,,,1501.82,1455.31
G1,30/01/11,Larisa,Panserraikos,2,1,H,1,0,H,1.53,3.4,6.5,1.6,3.3,6.5,1.55,3.4,6.25,1.55,3.7,5.4,1.57,3.5,5.0,1.55,3.6,6.25,1.62,3.4,7.0,1.53,3.4,6.5,1.57,3.75,7.5,1.57,3.6,5.0,32,1.62,1.54,3.79,3.53,7.54,6.46,17,2.75,2.61,1.5,1.44,15.0,-0.75,1.82,1.78,2.14,2.09,,,,1456.25,1391.94
G1,30/01/11,Olympiakos Volou,Olympiakos,0,1,A,0,1,A,6.0,3.5,1.55,6.5,3.3,1.6,6.0,3.5,1.55,5.4,3.7,1.55,5.5,3.4,1.53,6.5,3.5,1.6,6.5,3.5,1.62,6.0,3.6,1.53,7.0,3.8,1.62,5.0,3.6,1.57,31,7.5,6.09,3.9,3.59,1.63,1.54,18,2.38,2.25,1.65,1.58,15.0,1.0,1.76,1.72,2.38,2.15,,,,1473.6,1778.36
G1,30/01/11,Panionios,Kavala,1,1,D,0,0,D,2.15,3.1,3.25,2.1,2.95,3.8,2.0,3.0,3.75,1.8,3.3,4.1,2.2,3.0,3.0,2.0,3.15,3.8,2.25,2.9,3.75,2.0,3.2,3.6,2.25,3.12,3.75,2.3,2.88,3.0,36,2.3,2.12,3.2,3.04,3.9,3.45,19,2.75,2.54,1.55,1.45,15.0,-0.25,1.91,1.87,2.04,2.0,,,,1483.37,1508.24
G1,05/02/11,AEK,Aris,1,2,A,0,1,A,1.6,3.6,6.0,1.6,3.5,6.0,1.6,3.5,5.25,1.55,3.7,5.4,1.62,3.25,5.0,1.6,3.75,6.0,1.67,3.4,6.0,1.62,3.4,5.5,1.67,3.75,6.0,1.57,3.4,5.5,32,1.67,1.6,3.79,3.51,6.7,5.7,17,2.38,2.26,1.62,1.57,15.0,-0.75,1.87,1.82,2.13,2.05,,,,1630.52,1529.58
G1,05/02/11,Asteras Tripolis,Larisa,1,1,D,1,1,D,2.45,3.1,3.0,2.55,2.85,2.95,2.4,3.0,2.9,2.4,3.1,2.75,2.38,3.0,2.7,2.45,3.1,2.85,2.5,2.88,3.2,2.4,3.0,3.0,2.6,3.1,3.1,2.4,3.1,2.63,27,2.6,2.45,3.1,3.0,3.31,2.95,16,3.0,2.58,1.5,1.45,14.0,-0.25,2.16,2.09,1.84,1.78,,,,1460.29,1463.24
G1,05/02/11,Panserraikos,Iraklis,1,2,A,0,2,A,2.4,3.0,3.2,2.35,2.95,3.2,2.25,3.0,3.1,2.3,3.0,3.0,2.2,3.0,3.0,2.3,3.1,3.1,2.5,2.88,3.2,2.25,3.0,3.2,2.5,3.1,3.2,2.3,3.1,2.8,30,2.55,2.4,3.1,2.98,3.27,3.01,17,3.0,2.55,1.53,1.46,15.0,-0.25,2.16,2.11,1.8,1.77,,,,1384.95,1482.5
G1,06/02/11,Ergotelis,Panionios,2,0,H,1,0,H,2.4,3.0,3.2,2.4,2.85,3.2,2.3,3.0,3.0,2.3,2.8,3.2,2.2,3.0,3.0,2.45,3.1,2.85,2.5,2.88,3.2,2.5,3.0,2.75,2.5,3.1,3.2,2.4,3.1,2.62,32,2.56,2.42,3.1,3.0,3.24,2.94,17,2.75,2.54,1.5,1.46,15.0,-0.25,2.16,2.11,1.8,1.77,,,,1487.52,1480.71
G1,06/02/11,Kavala,Kerkyra,1,0,H,1,0,H,1.75,3.4,5.0,1.75,3.25,5.0,1.75,3.3,4.5,1.8,3.2,4.3,1.83,3.2,3.75,1.7,3.4,5.0,1.8,3.1,5.5,1.73,3.3,4.75,1.8,3.5,5.0,1.73,3.25,4.33,32,1.8,1.74,3.5,3.29,5.5,4.76,17,2.7,2.51,1.55,1.47,17.0,-0.5,1.79,1.76,2.17,2.11,,,,1510.9,1448.81
