Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,EloHome,EloAway
SC0,29/01/03,Hibernian,Rangers,0,2,A,0,0,D,K Clark,4.0,9.0,2.0,2.0,21.0,13.0,6.0,9.0,4,2,1,0,7.5,4.333,1.333,7.5,4.3,1.35,5.4,3.8,1.45,8.0,4.5,1.29,7.5,4.33,1.33,7.5,4.333,1.333,7.5,4.2,1.33,1.5,2.25,1599.07,1901.05
SC0,29/01/03,Kilmarnock,Motherwell,1,0,H,0,0,D,J Rowbotham,8.0,8.0,5.0,2.0,10.0,10.0,6.0,3.0,0,1,0,1,1.667,3.4,4.5,1.8,3.4,3.9,1.8,3.1,3.8,1.73,3.5,3.75,1.73,3.4,4.0,1.75,3.4,4.0,1.83,3.3,3.6,1.75,1.85,1609.14,1494.36
SC0,01/02/03,Dundee United,Motherwell,2,1,H,1,1,D,D Somers,13.0,9.0,8.0,2.0,20.0,21.0,7.0,6.0,3,3,1,0,2.25,3.25,2.75,2.28,3.25,2.75,2.2,3.0,2.9,2.25,3.4,2.62,2.3,3.2,2.7,2.3,3.2,2.7,2.3,3.2,2.62,1.8,1.8,1496.8,1488.73
SC0,01/02/03,Hearts,Dunfermline,3,0,H,1,0,H,D McDonald,20.0,8.0,10.0,5.0,12.0,14.0,14.0,2.0,1,2,0,1,1.83,3.25,3.75,1.92,3.3,3.48,1.85,3.1,3.6,1.91,3.4,3.25,1.91,3.25,3.5,1.91,3.25,3.5,2.0,3.2,3.2,1.7,1.9,1645.44,1594.92
SC0,01/02/03,Livingston,Kilmarnock,0,4,A,0,2,A,T Brown,12.0,8.0,6.0,7.0,14.0,14.0,7.0,1.0,0,1,0,0,2.37,3.2,2.62,2.4,3.3,2.55,2.3,3.0,2.7,2.4,3.25,2.5,2.38,3.2,2.62,2.38,3.2,2.62,2.4,3.1,2.6,1.85,1.75,1580.1,1614.77
SC0,01/02/03,Rangers,Aberdeen,2,1,H,1,0,H,W Young,15.0,14.0,5.0,5.0,8.0,9.0,12.0,1.0,0,0,0,0,1.11,7.0,13.0,1.12,6.5,15.5,1.15,6.0,12.0,1.14,6.0,12.0,1.14,6.0,13.0,1.14,6.0,13.0,1.14,6.0,12.0,1.4,2.5,1907.0,1559.08
SC0,02/02/03,Partick,Celtic,0,2,A,0,2,A,K Clark,6.0,14.0,4.0,7.0,16.0,15.0,1.0,3.0,1,1,0,0,10.0,5.0,1.22,11.0,5.0,1.22,9.0,4.5,1.25,11.0,5.0,1.2,10.0,5.0,1.22,10.0,5.0,1.22,8.0,5.0,1.25,1.5,2.25,1524.67,1937.48
SC0,08/02/03,Aberdeen,Partick,0,1,A,0,1,A,S Dougal,6.0,5.0,2.0,4.0,8.0,11.0,7.0,3.0,2,2,1,0,2.0,3.25,3.25,1.9,3.3,3.55,2.0,3.1,3.2,2.0,3.4,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.0,3.4,1.7,1.9,1557.32,1521.13
SC0,08/02/03,Dunfermline,Rangers,1,3,A,0,1,A,H Dallas,7.0,7.0,4.0,4.0,16.0,10.0,3.0,11.0,2,1,0,0,9.0,4.5,1.286,7.65,4.75,1.3,6.0,3.9,1.4,11.0,5.0,1.2,8.5,5.0,1.25,9.0,5.0,1.25,8.0,4.5,1.28,1.5,2.25,1587.52,1908.76
SC0,08/02/03,Hearts,Kilmarnock,3,0,H,0,0,D,C Thomson,14.0,4.0,8.0,1.0,15.0,22.0,8.0,2.0,1,4,0,1,1.8,3.4,3.75,1.8,3.5,3.75,1.9,3.1,3.5,2.0,3.4,3.0,1.83,3.25,3.75,1.85,3.25,3.75,1.83,3.3,3.6,1.7,1.9,1652.84,1629.59
SC0,08/02/03,Motherwell,Hibernian,2,1,H,2,0,H,C Richmond,6.0,7.0,4.0,3.0,19.0,24.0,1.0,5.0,3,6,0,0,2.625,3.2,2.375,2.6,3.15,2.45,2.5,3.0,2.5,2.38,3.5,2.38,2.62,3.2,2.38,2.6,3.2,2.4,2.62,3.2,2.3,1.85,1.75,1480.0,1593.12
SC0,09/02/03,Celtic,Livingston,2,1,H,0,0,D,Michael McCurry,11.0,5.0,9.0,5.0,14.0,18.0,9.0,2.0,2,3,0,0,1.1,7.0,15.0,1.11,6.5,15.0,1.15,6.0,12.0,1.1,6.5,17.0,1.11,6.5,17.0,1.111,6.5,17.0,1.11,6.5,15.0,1.4,2.5,1941.02,1565.28
SC0,09/02/03,Dundee United,Dundee,1,1,D,1,1,D,John Rowbotham,11.0,11.0,5.0,9.0,19.0,13.0,5.0,3.0,3,0,1,0,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.0,2.5,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.8,1.8,1505.53,1548.42
SC0,15/02/03,Hibernian,Dunfermline,1,3,A,0,2,A,M McCurry,15.0,10.0,8.0,6.0,22.0,11.0,7.0,1.0,1,1,0,1,2.0,3.25,3.25,2.2,3.25,3.1,2.0,3.1,3.2,2.0,3.4,3.0,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1.65,1.95,1580.15,1582.05
SC0,15/02/03,Rangers,Hearts,1,0,H,1,0,H,J Underhill,14.0,6.0,2.0,3.0,5.0,16.0,6.0,7.0,0,6,0,0,1.167,6.0,11.0,1.25,5.75,9.0,1.25,4.5,9.0,1.14,5.5,15.0,1.14,6.0,13.0,1.143,6.0,13.0,1.14,6.0,12.0,1.5,2.25,1914.23,1661.08
SC0,16/02/03,Aberdeen,Dundee United,3,0,H,1,0,H,K Clark,9.0,3.0,2.0,0.0,9.0,17.0,4.0,5.0,0,0,0,0,2.1,3.25,3.0,2.1,3.25,3.3,2.0,3.1,3.2,2.0,3.4,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,1.65,1.95,1540.16,1503.49
SC0,19/02/03,Motherwell,Dunfermline,2,1,H,1,0,H,D Somers,13.0,16.0,7.0,5.0,18.0,16.0,6.0,8.0,1,1,0,0,2.625,3.2,2.375,2.6,3.25,2.45,2.3,3.0,2.7,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.62,3.1,2.37,1.7,1.9,1492.97,1597.99
SC0,23/02/03,Kilmarnock,Partick,1,0,H,1,0,H,I Brines,6.0,5.0,1.0,0.0,17.0,15.0,5.0,16.0,1,2,0,0,1.727,3.4,4.0,1.75,3.35,4.15,1.75,3.2,4.0,1.73,3.4,4.0,1.73,3.4,4.0,1.727,3.4,4.0,1.72,3.4,4.0,1.75,1.85,1621.35,1538.29
SC0,25/02/03,Dundee,Hibernian,3,0,H,1,0,H,Alan Freeland,8.0,1.0,2.0,0.0,10.0,17.0,12.0,4.0,1,3,0,0,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.3,2.62,,,,,,,,,,,,,,,1550.46,1564.21
SC0,01/03/03,Dundee United,Dunfermline,3,0,H,1,0,H,Tom Brown,14.0,11.0,7.0,4.0,13.0,12.0,4.0,9.0,0,1,0,0,2.625,3.2,2.375,2.62,3.25,2.37,2.5,3.0,2.5,2.5,3.25,2.4,2.63,3.2,2.38,2.625,3.2,2.375,2.5,3.25,2.4,1.7,1.9,1495.67,1585.31
SC0,01/03/03,Hearts,Motherwell,2,1,H,1,0,H,Michael McCurry,16.0,8.0,4.0,4.0,16.0,17.0,5.0,5.0,1,3,0,0,1.533,3.5,5.5,1.61,3.45,5.0,1.65,3.3,4.4,1.67,3.6,4.0,1.62,3.4,5.0,1.615,3.4,5.0,1.61,3.5,4.5,1.65,1.95,1658.19,1505.65
SC0,01/03/03,Kilmarnock,Aberdeen,2,0,H,0,0,D,J Underhill,7.0,8.0,5.0,4.0,10.0,17.0,1.0,3.0,1,1,0,1,1.727,3.5,4.0,1.81,3.25,4.0,1.75,3.2,4.0,1.67,3.6,4.0,1.73,3.4,4.0,1.75,3.4,4.0,1.72,3.4,4.0,1.75,1.85,1627.81,1547.98
SC0,01/03/03,Partick,Dundee,1,3,A,1,2,A,K Clark,12.0,13.0,8.0,10.0,12.0,13.0,2.0,11.0,1,2,0,0,2.4,3.2,2.6,2.25,3.25,2.8,2.3,3.0,2.7,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.75,1.8,1.8,1531.83,1559.92
SC0,02/03/03,Celtic,Hibernian,3,2,H,2,1,H,W Young,13.0,6.0,9.0,4.0,12.0,18.0,6.0,5.0,0,1,0,0,1.125,7.0,12.0,1.15,6.66,11.0,1.15,6.0,12.0,1.14,5.5,15.0,1.13,6.5,13.0,1.125,6.5,13.0,1.14,6.0,12.0,1.65,1.95,1942.54,1554.75
SC0,02/03/03,Livingston,Rangers,1,2,A,0,2,A,J Rowbotham,9.0,7.0,3.0,4.0,10.0,14.0,8.0,7.0,0,3,0,0,10.0,5.0,1.222,10.0,5.5,1.21,9.0,4.5,1.25,11.0,5.0,1.2,10.0,5.0,1.22,10.0,5.0,1.222,9.5,5.0,1.22,1.55,2.15,1563.76,1917.12
SC0,05/03/03,Dundee,Livingston,0,0,D,0,0,D,W Young,8.0,7.0,4.0,5.0,8.0,19.0,6.0,5.0,0,2,0,0,1.8,3.25,4.0,1.75,3.4,4.2,1.9,3.1,3.5,1.67,3.6,4.0,1.73,3.25,4.33,1.73,3.25,4.33,1.72,3.5,3.8,1.75,1.85,1574.97,1559.04
SC0,08/03/03,Celtic,Rangers,1,0,H,0,0,D,M McCurry,11.0,4.0,6.0,3.0,16.0,20.0,13.0,2.0,1,2,0,0,2.25,3.2,2.8,2.4,3.2,2.7,2.4,3.0,2.6,2.25,3.2,2.75,2.25,3.25,2.75,2.3,3.2,2.75,2.3,3.1,2.75,1.7,2.0,1943.96,1921.84
SC0,08/03/03,Dundee,Kilmarnock,2,2,D,2,0,H,H Dallas,19.0,11.0,11.0,6.0,9.0,15.0,4.0,3.0,0,0,0,0,2.2,3.25,2.8,2.28,3.3,2.75,2.4,3.0,2.6,2.0,3.6,2.88,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.25,2.75,1.8,1.9,1570.95,1634.36
SC0,08/03/03,Livingston,Hearts,1,1,D,0,1,A,A Freeland,7.0,7.0,2.0,3.0,11.0,16.0,6.0,3.0,2,2,0,0,2.625,3.2,2.375,2.75,3.25,2.32,2.6,3.0,2.4,2.5,3.25,2.4,2.75,3.25,2.25,2.75,3.2,2.3,2.75,3.2,2.25,1.8,1.9,1563.06,1662.93
SC0,08/03/03,Motherwell,Aberdeen,0,1,A,0,1,A,D McDonald,10.0,5.0,7.0,3.0,22.0,24.0,5.0,6.0,2,3,1,0,2.2,3.25,2.8,2.18,3.3,2.92,2.2,3.0,2.9,2.1,3.4,2.8,2.2,3.25,2.8,2.2,3.25,2.8,2.1,3.3,2.87,1.85,1.85,1500.91,1541.43
SC0,09/03/03,Dunfermline,Partick,0,0,D,0,0,D,C Richmond,8.0,1.0,4.0,0.0,12.0,15.0,5.0,4.0,1,2,0,0,1.727,3.5,4.0,1.75,3.4,4.2,1.8,3.1,3.8,1.8,3.25,3.75,1.73,3.25,4.33,1.727,3.25,4.333,1.72,3.4,4.0,1.8,1.9,1573.18,1516.78
SC0,09/03/03,Hibernian,Dundee United,1,1,D,1,0,H,D Somers,6.0,2.0,1.0,0.0,14.0,15.0,5.0,6.0,1,1,0,0,1.8,3.4,3.75,1.8,3.45,3.85,1.85,3.1,3.6,1.8,3.4,3.6,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.4,3.6,1.7,2.0,1553.33,1507.8
SC0,15/03/03,Aberdeen,Dundee,3,3,D,0,2,A,I Fyfe,10.0,8.0,8.0,3.0,9.0,11.0,7.0,4.0,1,0,0,0,2.3,3.2,2.7,2.4,3.3,2.6,2.2,3.0,2.9,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.3,3.3,2.6,1.9,1.7,1556.05,1569.64
SC0,15/03/03,Dundee United,Livingston,0,1,A,0,0,D,C Thomson,6.0,10.0,3.0,3.0,13.0,18.0,4.0,6.0,0,3,0,0,2.2,3.25,2.8,2.15,3.3,3.0,2.2,3.0,2.9,2.0,3.4,3.0,2.2,3.2,2.88,2.2,3.2,2.88,2.1,3.2,3.0,1.8,1.8,1512.75,1563.06
SC0,15/03/03,Partick,Hibernian,0,1,A,0,1,A,G Mitchell,10.0,3.0,3.0,3.0,9.0,17.0,9.0,3.0,1,1,0,0,2.37,3.2,2.62,2.4,3.3,2.6,2.3,3.0,2.7,2.25,3.2,2.75,2.38,3.2,2.62,2.38,3.2,2.62,2.37,3.3,2.5,1.8,1.8,1522.06,1548.38
SC0,16/03/03,Kilmarnock,Dunfermline,1,1,D,0,0,D,D McDonald,10.0,10.0,7.0,7.0,13.0,8.0,2.0,3.0,0,2,0,0,1.83,3.25,3.75,1.91,3.3,3.6,1.8,3.1,3.8,1.8,3.25,3.75,1.91,3.25,3.5,1.91,3.25,3.5,1.9,3.4,3.25,1.75,1.85,1635.67,1567.9
SC0,19/03/03,Rangers,Motherwell,2,0,H,1,0,H,H Dallas,16.0,6.0,6.0,2.0,14.0,16.0,8.0,1.0,2,3,0,0,1.1,7.0,15.0,1.1,7.25,17.0,1.1,7.0,15.0,1.11,6.0,17.0,1.11,7.0,13.0,1.11,7.0,13.0,1.1,6.5,17.0,,,1913.56,1486.29
SC0,05/04/03,Dunfermline,Motherwell,3,0,H,1,0,H,D Somers,10.0,6.0,4.0,2.0,15.0,15.0,8.0,3.0,1,2,0,1,1.727,3.5,4.0,1.7,3.4,4.45,1.7,3.2,4.2,1.727,3.4,4.0,1.67,3.4,4.5,1.667,3.4,4.5,1.61,3.5,4.5,1.7,1.9,1573.51,1485.14
SC0,05/04/03,Hearts,Dundee United,2,1,H,0,1,A,I Brines,15.0,3.0,11.0,1.0,21.0,17.0,10.0,2.0,1,1,0,0,1.571,3.6,5.0,1.62,3.45,5.0,1.6,3.4,4.6,1.667,3.4,4.333,1.62,3.4,5.0,1.615,3.4,5.0,1.57,3.5,5.0,1.7,1.9,1662.93,1498.47
SC0,05/04/03,Kilmarnock,Hibernian,6,2,H,3,1,H,J Underhill,14.0,12.0,8.0,8.0,11.0,19.0,3.0,6.0,0,3,0,0,1.8,3.4,3.75,1.85,3.3,3.75,1.85,3.1,3.6,1.8,3.5,3.5,1.83,3.25,3.75,1.833,3.25,3.75,1.83,3.3,3.6,1.9,1.7,1630.06,1563.49
SC0,05/04/03,Livingston,Aberdeen,1,2,A,1,2,A,H Dallas,18.0,15.0,12.0,9.0,14.0,6.0,4.0,8.0,2,1,0,0,2.2,3.25,2.8,2.2,3.3,2.9,2.2,3.0,2.9,2.2,3.2,2.8,2.2,3.25,2.8,2.2,3.2,2.875,2.2,3.25,2.75,1.75,1.85,1577.34,1553.0
SC0,05/04/03,Rangers,Partick,2,0,H,0,0,D,K Clark,22.0,4.0,11.0,4.0,11.0,16.0,7.0,0.0,0,1,0,0,1.1,7.0,15.0,1.1,7.4,17.0,1.1,7.0,15.0,1.111,6.0,17.0,1.11,6.5,17.0,1.111,6.5,17.0,1.11,6.5,15.0,1.5,2.5,1914.71,1506.95
SC0,06/04/03,Dundee,Celtic,1,1,D,1,1,D,W Young,8.0,10.0,5.0,6.0,9.0,5.0,5.0,11.0,0,0,0,0,9.0,5.0,1.25,10.0,5.0,1.25,9.0,4.5,1.25,8.0,4.5,1.286,8.5,5.0,1.25,9.0,5.0,1.25,8.0,4.5,1.28,1.45,2.28,1572.69,1952.24
SC0,12/04/03,Aberdeen,Dunfermline,1,0,H,1,0,H,I Brines,9.0,5.0,3.0,2.0,8.0,11.0,3.0,5.0,1,2,0,1,2.4,3.2,2.6,2.37,3.2,2.72,2.1,3.1,3.0,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.37,3.3,2.5,1.7,1.9,1569.79,1579.83
SC0,12/04/03,Hibernian,Livingston,2,2,D,1,0,H,J Rowbotham,11.0,13.0,7.0,7.0,19.0,11.0,2.0,1.0,2,0,0,0,1.727,3.5,4.0,1.81,3.33,4.0,1.75,3.3,3.8,1.833,3.2,3.75,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.4,3.6,1.75,1.85,1556.56,1560.55
SC0,12/04/03,Motherwell,Dundee,1,2,A,0,2,A,J Underhill,14.0,10.0,5.0,5.0,12.0,14.0,7.0,3.0,0,2,0,0,2.625,3.4,2.25,2.8,3.2,2.3,2.6,3.1,2.3,2.5,3.25,2.4,2.63,3.2,2.38,2.6,3.25,2.375,2.75,3.2,2.25,1.7,1.9,1478.82,1581.02
SC0,12/04/03,Partick,Hearts,1,1,D,0,0,D,M McCurry,5.0,14.0,3.0,9.0,14.0,16.0,4.0,6.0,1,0,0,0,2.75,3.25,2.25,2.85,3.25,2.25,2.8,3.1,2.2,2.75,3.2,2.25,2.8,3.2,2.25,2.8,3.2,2.25,2.87,3.3,2.1,1.7,1.9,1505.67,1667.41
SC0,13/04/03,Celtic,Kilmarnock,2,0,H,1,0,H,A Freeland,17.0,2.0,10.0,1.0,9.0,13.0,15.0,1.0,1,4,0,0,1.143,6.5,12.0,1.15,6.0,13.0,1.15,6.0,12.0,1.167,5.5,12.0,1.14,6.0,13.0,1.143,6.0,13.0,1.16,5.5,12.0,1.4,2.5,1943.91,1636.99
SC0,13/04/03,Dundee United,Rangers,1,4,A,0,3,A,D McDonald,8.0,7.0,7.0,5.0,19.0,12.0,8.0,7.0,1,3,0,0,10.0,5.0,1.222,11.0,5.5,1.2,10.0,5.0,1.2,12.0,5.5,1.167,12.0,5.0,1.2,12.0,5.0,1.2,9.0,5.5,1.2,1.6,2.05,1493.99,1915.99
SC0,19/04/03,Hearts,Celtic,2,1,H,0,0,D,J Rowbotham,14.0,8.0,8.0,7.0,16.0,10.0,8.0,4.0,3,1,0,0,7.5,4.0,1.364,7.55,4.1,1.36,6.0,3.9,1.4,7.0,3.75,1.4,8.0,4.2,1.33,8.0,4.2,1.333,8.0,3.75,1.36,1.55,2.15,1665.21,1946.1
SC0,26/04/03,Aberdeen,Livingston,1,0,H,1,0,H,J Underhill,12.0,8.0,6.0,2.0,8.0,16.0,7.0,5.0,2,2,0,1,1.833,3.25,3.75,2.05,3.3,3.1,2.0,3.1,3.2,2.0,3.4,3.0,1.91,3.25,3.5,1.909,3.25,3.5,2.0,3.2,3.2,1.7,1.9,1579.12,1563.92
SC0,26/04/03,Dundee United,Hibernian,1,2,A,1,0,H,M McCurry,9.0,13.0,6.0,9.0,11.0,16.0,7.0,5.0,2,2,0,0,2.2,3.25,2.8,2.26,3.3,2.73,2.4,3.0,2.6,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.1,3.2,3.0,1.65,1.95,1490.6,1553.19
SC0,26/04/03,Dunfermline,Hearts,0,1,A,0,0,D,K Clark,3.0,5.0,1.0,4.0,16.0,18.0,3.0,5.0,0,1,0,0,2.6,3.2,2.4,2.52,3.25,2.46,2.2,3.1,2.8,2.625,3.4,2.25,2.5,3.2,2.5,2.5,3.2,2.5,2.3,3.3,2.6,1.85,1.75,1570.5,1683.69
SC0,26/04/03,Partick,Motherwell,3,0,H,1,0,H,I Brines,12.0,5.0,9.0,1.0,14.0,16.0,5.0,4.0,1,3,0,0,2.1,3.25,3.0,2.1,3.2,3.1,2.0,3.1,3.2,2.2,3.5,2.625,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.3,3.1,1.7,1.9,1507.87,1466.4
SC0,27/04/03,Dundee,Kilmarnock,0,1,A,0,0,D,S Conroy,12.0,6.0,8.0,4.0,8.0,15.0,13.0,5.0,0,2,0,0,2.3,3.2,2.7,2.37,3.3,2.56,2.4,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.3,2.62,1.7,1.9,1593.44,1634.8
SC0,27/04/03,Rangers,Celtic,1,2,A,0,2,A,H Dallas,10.0,7.0,0.0,1.0,18.0,19.0,5.0,6.0,3,4,0,0,2.2,3.25,2.8,2.3,3.35,2.7,2.2,3.0,2.9,2.1,3.4,2.875,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.1,2.87,1.55,2.15,1919.38,1927.62
SC0,03/05/03,Dunfermline,Celtic,1,4,A,0,3,A,A Freeland,8.0,8.0,5.0,5.0,14.0,11.0,7.0,5.0,1,0,0,0,10.0,5.5,1.2,8.5,5.0,1.26,9.0,4.5,1.25,11.0,5.0,1.2,8.5,5.0,1.25,9.0,5.0,1.25,9.5,5.0,1.22,,,1558.47,1943.35
SC0,03/05/03,Hibernian,Aberdeen,3,1,H,1,0,H,C Richmond,13.0,12.0,8.0,5.0,15.0,14.0,4.0,6.0,2,1,0,0,2.0,3.25,3.25,2.06,3.23,3.16,2.2,3.0,2.9,2.2,3.25,2.75,2.1,3.25,3.0,2.1,3.25,3.0,2.25,3.2,2.75,1.65,1.95,1567.03,1587.62
SC0,03/05/03,Kilmarnock,Hearts,1,0,H,1,0,H,D McDonald,11.0,6.0,6.0,4.0,23.0,23.0,2.0,2.0,6,4,0,2,2.4,3.2,2.6,2.37,3.23,2.63,2.4,2.8,2.8,2.25,3.2,2.75,2.38,3.2,2.63,2.375,3.2,2.625,2.37,3.1,2.62,1.9,1.7,1649.39,1695.72
SC0,03/05/03,Livingston,Partick,3,1,H,2,1,H,D Somers,13.0,7.0,9.0,3.0,25.0,17.0,4.0,7.0,3,1,0,0,2.0,3.25,3.25,2.1,3.25,3.1,2.0,2.9,3.4,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0,1.8,1.8,1555.42,1515.54
SC0,03/05/03,Motherwell,Dundee United,2,2,D,1,0,H,H Dallas,11.0,8.0,7.0,7.0,18.0,20.0,4.0,2.0,2,4,0,0,2.2,3.25,2.8,2.2,3.25,2.9,2.1,3.0,3.1,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.8,2.2,3.25,2.75,1.6,2.05,1458.73,1476.76
SC0,04/05/03,Dundee,Rangers,2,2,D,2,1,H,J Rowbotham,8.0,13.0,4.0,6.0,14.0,10.0,3.0,9.0,3,2,0,0,9.0,5.0,1.25,8.5,5.0,1.26,9.0,4.5,1.25,10.0,5.0,1.222,8.5,4.5,1.29,8.5,4.5,1.286,8.0,5.0,1.25,,,1578.85,1903.65
SC0,07/05/03,Motherwell,Celtic,0,4,A,0,1,A,D McDonald,4.0,16.0,3.0,11.0,21.0,9.0,9.0,5.0,4,1,1,0,10.0,5.5,1.2,12.0,5.3,1.2,10.0,5.0,1.2,12.0,6.0,1.143,11.0,6.0,1.17,11.0,6.0,1.167,10.0,6.0,1.16,1.35,2.75,1455.83,1947.41
SC0,10/05/03,Aberdeen,Partick,2,1,H,0,1,A,C Thomson,11.0,5.0,6.0,2.0,10.0,15.0,10.0,5.0,2,0,0,0,1.8,3.25,4.0,1.82,3.33,3.85,1.9,3.1,3.5,1.727,3.5,3.75,1.83,3.25,3.75,1.833,3.25,3.75,1.9,3.25,3.4,1.9,1.7,1577.93,1507.82
SC0,10/05/03,Celtic,Hearts,1,0,H,1,0,H,M McCurry,6.0,5.0,2.0,2.0,9.0,24.0,4.0,3.0,1,2,0,0,1.167,6.0,11.0,1.15,6.25,12.0,1.15,6.0,12.0,1.167,5.5,12.0,1.14,6.0,13.0,1.143,6.0,13.0,1.16,6.0,10.0,1.45,2.35,1949.78,1685.14
SC0,10/05/03,Dundee,Dunfermline,2,2,D,1,0,H,C Murray,13.0,6.0,8.0,5.0,10.0,16.0,7.0,6.0,1,2,0,0,2.0,3.25,3.25,2.0,3.25,3.4,2.0,3.1,3.2,1.8,3.25,3.75,2.0,3.25,3.25,2.0,3.25,3.25,1.9,3.3,3.3,1.7,1.95,1585.97,1554.41
SC0,10/05/03,Hibernian,Motherwell,1,0,H,0,0,D,W Young,2.0,4.0,0.0,3.0,10.0,11.0,3.0,1.0,3,2,0,0,1.8,3.5,3.5,1.7,3.5,4.25,,,,1.8,3.5,3.5,1.73,3.4,4.0,1.727,3.5,4.0,1.61,3.5,4.5,1.7,1.9,1576.72,1453.46
SC0,10/05/03,Livingston,Dundee United,1,2,A,0,1,A,K Clark,17.0,8.0,10.0,5.0,17.0,15.0,7.0,2.0,2,1,0,0,2.1,3.4,2.8,2.0,3.3,3.2,,,,2.0,3.4,3.0,1.91,3.4,3.4,1.909,3.4,3.4,2.0,3.3,3.1,1.8,1.8,1563.14,1479.66
SC0,11/05/03,Rangers,Kilmarnock,4,0,H,2,0,H,A Freeland,22.0,7.0,11.0,2.0,10.0,19.0,11.0,3.0,0,5,0,0,1.143,6.5,12.0,1.15,6.25,12.0,1.15,6.0,12.0,1.167,5.5,12.0,1.14,6.0,13.0,1.143,6.0,13.0,1.14,6.0,12.0,1.45,2.35,1896.53,1659.97
SC0,14/05/03,Celtic,Dundee,6,2,H,3,1,H,T Brown,12.0,7.0,7.0,4.0,10.0,8.0,11.0,1.0,1,0,0,0,1.11,7.0,13.0,1.13,6.0,15.0,1.15,6.0,12.0,1.13,6.5,12.0,1.13,6.5,13.0,1.13,6.5,13.0,1.12,6.0,15.0,,,1952.51,1581.45
SC0,17/05/03,Dunfermline,Kilmarnock,2,2,D,2,1,H,M McCurry,10.0,9.0,6.0,4.0,12.0,19.0,4.0,2.0,1,3,0,0,2.5,3.2,2.5,2.5,3.2,2.55,,,,2.75,3.25,2.2,2.5,3.2,2.5,2.5,3.2,2.5,2.25,3.2,2.75,1.7,1.9,1558.93,1656.82
SC0,17/05/03,Livingston,Hibernian,1,2,A,0,1,A,I Fyfe,8.0,9.0,2.0,2.0,16.0,22.0,3.0,6.0,0,2,0,0,2.5,3.2,2.5,2.45,3.2,2.6,,,,2.6,3.2,2.38,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.25,2.5,1.7,1.9,1544.59,1582.14
SC0,17/05/03,Motherwell,Aberdeen,2,3,A,1,3,A,J Rowbotham,13.0,10.0,9.0,7.0,9.0,15.0,11.0,8.0,0,1,0,0,1.91,3.5,3.25,2.05,3.5,3.0,,,,2.25,3.5,2.5,2.0,3.5,3.0,2.0,3.5,3.0,2.3,3.3,2.6,1.7,1.9,1448.04,1584.76
SC0,17/05/03,Partick,Dundee United,0,1,A,0,0,D,D McDonald,10.0,9.0,2.0,6.0,13.0,9.0,8.0,3.0,0,0,0,0,2.6,3.5,2.25,2.4,3.3,2.6,,,,2.63,3.5,2.2,2.5,3.4,2.38,2.5,3.4,2.38,2.4,3.25,2.5,1.8,1.8,1500.99,1498.21
SC0,18/05/03,Hearts,Rangers,0,2,A,0,0,D,H Dallas,7.0,11.0,0.0,1.0,19.0,9.0,6.0,13.0,1,2,0,0,7.0,4.5,1.33,8.0,5.0,1.27,7.0,4.0,1.35,8.0,4.5,1.29,8.5,5.0,1.25,9.0,5.0,1.25,10.0,4.5,1.25,1.4,2.5,1682.41,1899.68
SC0,24/05/03,Dundee United,Aberdeen,0,2,A,0,0,D,H Dallas,5.0,11.0,2.0,5.0,16.0,7.0,2.0,5.0,1,0,0,0,2.4,3.2,2.6,2.4,3.3,2.5,,,,2.6,3.2,2.375,2.4,3.2,2.6,2.4,3.2,2.6,2.4,3.25,2.5,1.7,1.9,1514.3,1595.94
