Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,EloHome,EloAway
SC3,17/08/02,Peterhead,Morton,4,2,H,4,0,H,2.6,3.5,2.2,2.4,3.4,2.4,2.5,3.5,2.25,2.5,3.3,2.3,2.37,3.5,2.37,1047.05,1111.94
SC3,17/08/02,Queens Park,East Fife,0,0,D,0,0,D,2.3,3.4,2.5,2.3,3.4,2.5,2.375,3.5,2.375,2.3,3.3,2.5,2.37,3.5,2.37,987.96,1042.53
SC3,17/08/02,Stirling,Elgin,1,1,D,1,1,D,2.375,3.5,2.375,2.4,3.4,2.4,2.375,3.5,2.375,2.375,3.4,2.375,2.37,3.5,2.37,955.88,1019.65
SC3,24/08/02,East Fife,Montrose,2,0,H,0,0,D,2.375,3.5,2.375,2.45,3.5,2.4,2.2,3.5,2.625,2.375,3.4,2.375,2.5,3.4,2.3,1044.16,1047.3
SC3,24/08/02,Elgin,Peterhead,3,0,H,1,0,H,2.5,3.4,2.3,2.5,3.4,2.33,2.375,3.5,2.375,2.4,3.5,2.3,2.5,3.4,2.3,1020.95,1058.29
SC3,24/08/02,Gretna,Albion Rvs,2,0,H,0,0,D,2.375,3.5,2.375,2.4,3.5,2.37,2.5,3.5,2.25,2.375,3.4,2.375,2.37,3.5,2.37,1153.83,1136.38
SC3,24/08/02,Morton,Queens Park,3,0,H,3,0,H,1.667,3.6,4.0,1.64,3.75,4.2,1.667,3.6,4.0,1.615,3.6,4.2,1.61,3.75,4.2,1100.7,986.33
SC3,24/08/02,Stirling,East Stirling,3,0,H,0,0,D,2.1,3.5,2.75,2.35,3.6,3.1,2.0,3.5,2.875,2.2,3.4,2.6,1.9,3.6,3.1,954.58,952.52
SC3,31/08/02,Albion Rvs,East Fife,1,5,A,1,2,A,2.2,3.5,2.6,2.15,3.5,2.65,2.1,3.5,2.75,2.05,3.5,2.75,2.1,3.5,2.75,1127.95,1053.26
SC3,31/08/02,East Stirling,Morton,1,1,D,0,1,A,3.75,3.6,1.727,3.65,3.75,1.7,3.75,3.5,1.727,3.5,3.6,1.75,3.8,3.8,1.66,943.59,1106.34
SC3,31/08/02,Montrose,Elgin,1,0,H,1,0,H,2.1,3.5,2.75,2.1,3.5,2.75,2.25,3.5,2.5,2.05,3.5,2.75,2.1,3.5,2.75,1038.2,1031.22
SC3,31/08/02,Peterhead,Stirling,1,0,H,0,0,D,1.909,3.5,3.2,1.81,3.5,3.5,1.8,3.5,3.5,1.75,3.6,3.5,1.8,3.6,3.4,1048.02,963.51
SC3,31/08/02,Queens Park,Gretna,1,0,H,1,0,H,2.5,3.4,2.3,2.55,3.5,2.25,2.625,3.5,2.2,2.5,3.4,2.25,2.5,3.5,2.25,980.69,1162.26
SC3,14/09/02,Elgin,East Fife,1,1,D,0,0,D,2.5,3.5,2.25,2.55,3.5,2.15,2.625,3.5,2.2,2.75,3.4,2.1,2.75,3.5,2.1,1022.45,1071.56
SC3,14/09/02,Gretna,Peterhead,1,4,A,0,1,A,2.2,3.5,2.6,2.15,3.5,2.55,2.2,3.5,2.625,2.2,3.4,2.6,2.25,3.5,2.5,1146.88,1054.44
SC3,14/09/02,Morton,Albion Rvs,0,1,A,0,1,A,,,,,,,,,,,,,2.0,3.6,2.87,1104.11,1109.65
SC3,14/09/02,Queens Park,East Stirling,0,2,A,0,1,A,1.833,3.5,3.4,1.81,3.5,3.3,1.8,3.5,3.5,1.8,3.6,3.3,1.8,3.6,3.4,996.07,945.82
SC3,14/09/02,Stirling,Montrose,1,1,D,0,0,D,2.375,3.5,2.375,2.42,3.5,2.27,2.25,3.5,2.5,2.5,3.5,2.25,2.5,3.5,2.25,957.09,1046.97
SC3,21/09/02,Albion Rvs,Elgin,1,1,D,0,0,D,2.0,3.4,3.0,1.95,3.45,3.05,2.0,3.4,3.0,1.909,3.5,3.1,1.9,3.6,3.1,1125.47,1020.63
SC3,21/09/02,East Fife,Stirling,1,1,D,0,1,A,1.615,3.6,4.333,1.6,3.55,4.4,1.615,3.5,4.5,1.6,3.6,4.333,1.66,3.6,4.0,1073.38,956.73
SC3,21/09/02,East Stirling,Gretna,0,4,A,0,0,D,2.5,3.4,2.3,2.6,3.45,2.2,2.5,3.5,2.25,2.5,3.6,2.2,2.62,3.5,2.2,963.41,1128.09
SC3,21/09/02,Montrose,Morton,2,5,A,1,2,A,2.3,3.4,2.5,2.38,3.4,2.42,2.25,3.5,2.5,2.375,3.4,2.375,2.37,3.5,2.37,1047.33,1088.29
SC3,21/09/02,Peterhead,Queens Park,3,0,H,1,0,H,1.667,3.6,4.0,1.7,3.55,3.85,1.727,3.5,3.75,1.667,3.5,4.0,1.72,3.6,3.75,1073.23,978.48
SC3,28/09/02,East Stirling,Elgin,1,2,A,1,1,D,2.5,3.5,2.3,2.58,3.5,2.24,2.62,3.5,2.2,2.6,3.4,2.2,2.62,3.5,2.2,953.21,1027.25
SC3,28/09/02,Gretna,Stirling,0,2,A,0,2,A,1.833,3.5,3.4,1.8,3.48,3.57,1.8,3.5,3.5,1.75,3.5,3.6,1.8,3.5,3.5,1138.29,963.65
SC3,28/09/02,Montrose,Peterhead,0,3,A,0,1,A,2.5,3.4,2.3,2.45,3.5,2.34,2.38,3.5,2.38,2.5,3.5,2.25,2.37,3.5,2.37,1032.73,1079.38
SC3,28/09/02,Morton,East Fife,2,1,H,2,0,H,2.2,3.5,2.6,2.22,3.5,2.62,2.0,3.4,3.0,2.25,3.5,2.5,2.25,3.5,2.5,1102.89,1066.46
SC3,28/09/02,Queens Park,Albion Rvs,2,4,A,0,2,A,2.6,3.5,2.2,2.68,3.5,2.14,2.75,3.5,2.1,2.7,3.5,2.1,2.75,3.5,2.1,972.33,1118.85
SC3,05/10/02,Albion Rvs,Montrose,1,1,D,0,0,D,1.727,3.6,3.75,1.91,3.5,3.45,1.8,3.5,3.5,1.667,3.5,4.0,1.9,3.5,3.2,1129.69,1018.33
SC3,05/10/02,East Fife,Gretna,3,2,H,1,2,A,2.0,3.4,3.0,2.12,3.5,2.9,1.83,3.5,3.4,1.909,3.4,3.2,2.1,3.5,2.75,1058.63,1117.56
SC3,05/10/02,Elgin,Morton,0,1,A,0,0,D,2.5,3.5,2.25,2.6,3.45,2.2,2.5,3.5,2.25,2.4,3.5,2.3,2.62,3.5,2.2,1040.68,1110.72
SC3,05/10/02,Peterhead,East Stirling,5,0,H,1,0,H,1.533,4.0,4.5,1.54,3.8,5.0,1.44,4.0,5.5,1.533,3.6,5.0,1.53,3.6,5.0,1093.78,939.78
SC3,05/10/02,Stirling,Queens Park,1,0,H,1,0,H,1.833,3.5,3.4,1.9,3.45,3.2,1.8,3.5,3.5,1.909,3.4,3.25,1.9,3.5,3.2,984.38,961.49
SC3,19/10/02,East Stirling,East Fife,1,4,A,1,1,D,4.0,3.75,1.667,3.45,3.5,1.8,3.2,3.5,1.91,3.25,3.5,1.85,3.4,3.6,1.8,935.08,1069.66
SC3,19/10/02,Gretna,Elgin,0,0,D,0,0,D,2.2,3.5,2.6,2.25,3.5,2.5,2.25,3.5,2.5,2.2,3.4,2.6,2.25,3.5,2.5,1106.53,1027.1
SC3,19/10/02,Peterhead,Albion Rvs,2,0,H,0,0,D,2.0,3.4,3.0,1.9,3.5,3.15,1.83,3.5,3.4,1.909,3.5,3.1,1.9,3.5,3.2,1098.48,1122.9
SC3,19/10/02,Queens Park,Montrose,0,1,A,0,1,A,2.375,3.5,2.375,2.45,3.5,2.3,2.5,3.5,2.25,2.375,3.4,2.375,2.5,3.5,2.25,953.24,1025.12
SC3,19/10/02,Stirling,Morton,2,0,H,0,0,D,2.5,3.5,2.25,2.65,3.5,2.15,2.62,3.5,2.2,2.6,3.4,2.2,2.62,3.5,2.2,992.63,1124.3
SC3,26/10/02,Albion Rvs,Stirling,1,3,A,1,1,D,2.1,3.5,2.75,2.15,3.5,2.65,2.2,3.5,2.62,2.2,3.4,2.6,2.3,3.4,2.5,1113.08,1006.27
SC3,26/10/02,East Fife,Peterhead,3,3,D,1,0,H,2.25,3.5,2.5,2.27,3.45,2.52,2.2,3.5,2.62,2.25,3.5,2.5,2.37,3.5,2.37,1080.92,1108.3
SC3,26/10/02,Elgin,Queens Park,2,2,D,2,1,H,1.727,3.6,3.75,1.7,3.5,4.0,1.73,3.5,3.75,1.727,3.5,3.75,1.72,3.6,3.75,1033.04,939.73
SC3,26/10/02,Montrose,East Stirling,2,2,D,0,0,D,1.615,3.75,4.2,1.7,3.5,4.0,1.73,3.75,3.5,1.727,3.5,3.75,1.72,3.6,3.75,1038.63,923.82
SC3,26/10/02,Morton,Gretna,2,2,D,1,0,H,1.8,3.5,3.5,1.85,3.5,3.3,1.73,3.5,3.75,1.8,3.4,3.5,1.83,3.6,3.3,1110.66,1100.59
SC3,02/11/02,East Fife,Albion Rvs,0,4,A,0,2,A,2.0,3.4,3.0,1.91,3.5,3.15,1.8,3.5,3.5,1.909,3.5,3.1,2.0,3.4,3.0,1078.34,1093.91
SC3,02/11/02,Elgin,Montrose,0,0,D,0,0,D,2.25,3.5,2.5,2.27,3.45,2.52,2.1,3.5,2.75,2.25,3.4,2.5,2.37,3.5,2.37,1026.72,1031.76
SC3,02/11/02,Gretna,Queens Park,2,2,D,1,1,D,1.667,3.6,4.0,1.71,3.5,3.9,1.73,3.5,3.75,1.75,3.5,3.6,1.72,3.6,3.75,1104.42,946.05
SC3,02/11/02,Morton,East Stirling,4,1,H,2,0,H,1.5,3.8,5.0,1.5,3.75,5.1,1.44,4.0,5.5,1.533,3.6,5.0,1.5,3.8,5.0,1106.83,930.69
SC3,02/11/02,Stirling,Peterhead,1,0,H,1,0,H,2.375,3.5,2.375,2.37,3.4,2.42,2.2,3.5,2.62,2.25,3.4,2.5,2.5,3.4,2.3,1025.44,1110.88
SC3,09/11/02,Albion Rvs,Gretna,2,1,H,0,0,D,2.1,3.5,2.75,2.15,3.5,2.65,2.0,3.4,3.0,2.0,3.5,2.875,2.2,3.5,2.6,1109.39,1096.53
SC3,09/11/02,East Stirling,Stirling,1,1,D,0,0,D,3.5,3.5,1.8,3.3,3.5,1.85,3.75,3.5,1.73,3.25,3.5,1.833,3.4,3.6,1.8,926.45,1037.42
SC3,09/11/02,Montrose,East Fife,0,5,A,0,0,D,2.375,3.5,2.375,2.52,3.5,2.27,2.62,3.5,2.2,2.5,3.5,2.25,2.5,3.5,2.25,1035.09,1062.86
SC3,09/11/02,Peterhead,Elgin,2,2,D,1,2,A,1.667,3.6,4.0,1.65,3.5,4.3,1.73,3.5,3.75,1.615,3.6,4.2,1.72,3.4,4.0,1098.9,1023.39
SC3,09/11/02,Queens Park,Morton,1,1,D,0,0,D,3.75,3.6,1.727,3.6,3.6,1.75,3.75,3.5,1.73,3.4,3.5,1.8,3.6,3.75,1.72,953.94,1111.07
SC3,16/11/02,Albion Rvs,Morton,2,1,H,0,1,A,2.375,3.5,2.375,2.4,3.3,2.45,2.25,3.5,2.5,2.375,3.4,2.375,2.37,3.5,2.37,1117.97,1109.03
SC3,16/11/02,East Fife,Elgin,4,0,H,2,0,H,1.727,3.6,3.75,1.7,3.45,4.0,1.8,3.5,3.5,1.7,3.6,3.75,1.72,3.6,3.75,1077.92,1029.22
SC3,16/11/02,East Stirling,Queens Park,0,4,A,0,2,A,2.375,3.5,2.375,2.3,3.4,2.5,2.25,3.4,2.62,2.3,3.5,2.4,2.37,3.5,2.37,926.84,955.98
SC3,16/11/02,Montrose,Stirling,1,1,D,1,1,D,2.5,3.4,2.3,2.7,3.4,2.15,3.0,3.4,2.0,2.6,3.4,2.2,2.62,3.5,2.2,1020.03,1037.03
SC3,16/11/02,Peterhead,Gretna,1,1,D,1,1,D,1.667,3.6,4.0,1.7,3.45,4.0,1.67,3.6,4.0,1.7,3.6,3.75,1.66,3.6,4.0,1093.07,1087.95
SC3,23/11/02,Albion Rvs,Elgin,1,1,D,0,0,D,1.727,3.6,3.75,1.7,3.5,4.0,1.73,3.5,3.75,1.667,3.5,4.0,1.8,3.6,3.4,1126.67,1021.77
SC3,23/11/02,Gretna,East Stirling,2,2,D,2,0,H,1.667,3.6,4.0,1.65,3.6,4.05,1.73,3.5,3.75,1.667,3.5,4.0,1.72,3.6,3.75,1091.62,911.83
SC3,23/11/02,Morton,Montrose,4,2,H,2,0,H,1.667,3.6,4.0,1.68,3.6,4.05,1.57,3.75,4.5,1.6,3.6,4.333,1.72,3.6,3.75,1100.33,1017.1
SC3,23/11/02,Queens Park,Peterhead,2,0,H,1,0,H,3.0,3.4,2.0,3.28,3.35,1.9,2.62,3.5,2.2,3.2,3.4,1.909,3.1,3.6,1.9,970.99,1089.4
SC3,23/11/02,Stirling,East Fife,0,0,D,0,0,D,2.375,3.5,2.375,2.35,3.5,2.38,2.25,3.4,2.62,2.375,3.4,2.375,2.37,3.5,2.37,1039.96,1085.37
SC3,30/11/02,East Stirling,Peterhead,1,4,A,1,2,A,3.2,3.5,1.909,3.35,3.5,1.88,3.2,3.5,1.91,3.2,3.5,1.85,3.1,3.6,1.9,920.17,1076.24
SC3,30/11/02,Gretna,East Fife,2,3,A,0,0,D,2.75,3.5,2.1,2.75,3.5,2.15,2.88,3.4,2.1,2.75,3.4,2.1,2.87,3.6,2.0,1083.28,1087.32
SC3,30/11/02,Montrose,Albion Rvs,0,1,A,0,0,D,2.75,3.5,2.1,2.65,3.5,2.22,2.62,3.5,2.2,2.7,3.5,2.1,2.87,3.6,2.0,1010.64,1120.05
SC3,30/11/02,Morton,Elgin,4,0,H,3,0,H,1.667,3.6,4.0,1.7,3.65,4.0,1.67,3.6,4.0,1.615,3.5,4.333,1.57,3.75,4.5,1106.79,1028.39
SC3,30/11/02,Queens Park,Stirling,0,1,A,0,1,A,2.5,3.4,2.3,2.55,3.4,2.33,2.5,3.5,2.25,2.375,3.4,2.375,2.5,3.4,2.3,984.15,1038.01
SC3,07/12/02,Elgin,Peterhead,0,4,A,0,2,A,2.5,3.5,2.25,2.65,3.55,2.15,2.62,3.5,2.2,2.6,3.4,2.2,2.75,3.5,2.1,1021.8,1086.74
SC3,07/12/02,Gretna,Albion Rvs,1,2,A,1,0,H,2.625,3.4,2.2,2.65,3.55,2.15,2.75,3.5,2.1,2.75,3.4,2.1,3.1,3.6,1.9,1067.41,1132.21
SC3,07/12/02,Morton,Queens Park,1,1,D,0,0,D,1.5,3.8,5.0,1.55,3.55,5.0,1.53,3.75,5.0,1.5,3.75,5.0,1.44,4.0,5.5,1113.38,970.0
SC3,14/12/02,Albion Rvs,Queens Park,0,2,A,0,2,A,1.571,3.75,4.5,1.57,3.75,4.35,1.67,3.6,4.0,1.571,3.6,4.5,1.57,4.0,4.2,1145.97,977.56
SC3,14/12/02,East Fife,Morton,1,4,A,0,2,A,2.25,3.5,2.5,2.2,3.45,2.6,2.2,3.5,2.62,2.2,3.4,2.6,2.25,3.6,2.5,1103.19,1105.82
SC3,14/12/02,Peterhead,Montrose,4,2,H,0,2,A,1.667,3.6,4.0,1.65,3.6,4.1,1.62,3.5,4.5,1.615,3.5,4.333,1.66,3.75,3.8,1100.5,998.48
SC3,14/12/02,Stirling,Gretna,0,1,A,0,1,A,1.8,3.5,3.5,1.8,3.5,3.45,1.67,3.6,4.0,1.8,3.5,3.4,1.8,3.6,3.4,1052.16,1053.65
SC3,17/12/02,Elgin,East Stirling,3,1,H,0,1,A,1.8,3.5,3.5,1.8,3.6,3.4,1.83,3.5,3.4,1.75,3.5,3.6,1.9,3.6,3.1,1008.04,909.67
SC3,21/12/02,Peterhead,East Fife,2,2,D,2,0,H,2.2,3.5,2.6,2.15,3.5,2.7,2.1,3.5,2.75,2.1,3.4,2.75,2.2,3.5,2.62,1106.45,1087.28
SC3,21/12/02,Queens Park,Elgin,3,2,H,1,1,D,2.2,3.5,2.6,2.0,3.5,3.0,2.0,3.4,3.0,2.0,3.5,2.875,2.1,3.5,2.75,998.17,1014.09
SC3,28/12/02,Albion Rvs,East Stirling,6,0,H,3,0,H,1.444,3.75,6.0,1.5,3.7,5.4,1.44,4.0,5.5,1.5,3.75,5.0,1.53,3.6,5.0,1125.36,903.62
SC3,28/12/02,East Fife,Queens Park,1,1,D,0,0,D,1.909,3.5,3.2,1.75,3.4,3.9,1.91,3.5,3.2,1.833,3.5,3.25,1.72,3.6,3.75,1091.41,1007.7
SC3,28/12/02,Elgin,Stirling,0,3,A,0,2,A,2.375,3.5,2.375,2.42,3.5,2.37,2.5,3.5,2.25,2.375,3.4,2.375,2.75,3.5,2.1,1004.56,1036.21
SC3,28/12/02,Montrose,Gretna,0,2,A,0,1,A,2.375,3.5,2.375,2.42,3.5,2.37,2.1,3.5,2.75,2.375,3.4,2.375,2.25,3.4,2.6,992.53,1069.6
SC3,28/12/02,Morton,Peterhead,1,0,H,1,0,H,2.2,3.5,2.6,2.15,3.4,2.75,2.38,3.5,2.38,2.2,3.4,2.625,2.5,3.4,2.3,1121.73,1102.32
SC3,01/01/03,East Fife,Montrose,2,0,H,0,0,D,1.667,3.6,4.0,1.65,3.65,4.5,1.53,3.75,5.0,1.6,3.6,4.333,1.72,3.75,3.6,1085.35,979.21
SC3,01/01/03,Stirling,East Stirling,2,1,H,2,1,H,1.5,3.8,5.0,1.55,3.75,5.21,1.53,3.75,5.0,1.533,3.75,4.6,1.57,4.0,4.2,1051.14,900.23
SC3,11/01/03,Queens Park,Gretna,1,2,A,0,2,A,2.25,3.5,2.5,2.1,3.45,2.75,2.1,3.5,2.75,2.1,3.5,2.7,2.1,3.5,2.75,1013.76,1082.92
SC3,18/01/03,Elgin,East Fife,0,1,A,0,0,D,3.0,3.4,2.0,2.95,3.5,2.0,3.5,3.5,1.8,2.875,3.5,2.0,3.3,3.6,1.83,989.63,1091.2
SC3,18/01/03,Gretna,Peterhead,1,1,D,1,0,H,2.5,3.5,2.25,2.5,3.45,2.3,2.38,3.5,2.38,2.375,3.4,2.375,2.5,3.6,2.25,1096.53,1093.95
SC3,18/01/03,Morton,Albion Rvs,2,1,H,1,1,D,2.0,3.4,3.0,2.05,3.5,2.85,2.2,3.5,2.62,2.0,3.5,2.875,2.1,3.5,2.75,1130.1,1128.75
SC3,18/01/03,Queens Park,East Stirling,3,4,A,3,1,H,1.571,3.75,4.5,1.6,3.65,4.4,1.57,3.75,4.5,1.615,3.5,4.333,1.61,3.6,4.33,1000.15,895.46
SC3,18/01/03,Stirling,Montrose,1,1,D,0,0,D,1.615,3.6,4.333,1.6,3.65,4.45,1.57,3.5,5.0,1.6,3.5,4.5,1.66,3.75,3.8,1055.91,973.36
SC3,25/01/03,Albion Rvs,East Fife,0,0,D,0,0,D,2.3,3.4,2.5,,,,,,,2.25,3.5,2.5,2.37,3.5,2.37,1119.8,1103.64
SC3,25/01/03,Montrose,Elgin,2,0,H,1,0,H,2.2,3.5,2.6,2.33,3.5,2.5,2.25,3.5,2.5,2.25,3.5,2.5,2.37,3.3,2.5,979.38,977.19
SC3,08/02/03,East Stirling,Elgin,2,2,D,1,1,D,2.375,3.5,2.375,2.6,3.5,2.3,2.25,3.5,2.5,2.375,3.4,2.375,2.5,3.4,2.3,914.58,968.26
SC3,08/02/03,Gretna,Stirling,0,0,D,0,0,D,2.375,3.5,2.375,2.5,3.4,2.45,2.2,3.5,2.62,2.375,3.4,2.375,2.5,3.4,2.3,1092.94,1049.89
SC3,08/02/03,Montrose,Peterhead,1,2,A,0,1,A,2.75,3.5,2.1,3.15,3.5,2.0,2.75,3.5,2.1,2.875,3.5,2.0,3.1,3.6,1.9,988.31,1097.54
SC3,08/02/03,Morton,East Fife,1,1,D,1,1,D,2.1,3.5,2.75,2.18,3.5,2.78,2.0,3.4,3.0,2.2,3.4,2.6,2.1,3.5,2.75,1139.05,1107.67
SC3,08/02/03,Queens Park,Albion Rvs,1,1,D,0,0,D,2.5,3.5,2.25,2.63,3.5,2.28,2.5,3.5,2.25,2.6,3.4,2.2,2.62,3.5,2.2,981.03,1115.77
SC3,11/02/03,East Fife,Stirling,2,1,H,1,1,D,2.0,3.4,3.0,2.1,3.3,3.0,2.0,3.4,3.0,1.85,3.5,3.25,2.1,3.5,2.75,1112.18,1054.76
SC3,12/02/03,East Stirling,Morton,0,1,A,0,1,A,4.333,3.75,1.615,4.3,3.7,1.63,4.0,3.6,1.67,4.2,3.6,1.62,4.2,3.75,1.61,912.92,1134.54
SC3,15/02/03,Elgin,Morton,0,0,D,0,0,D,3.5,3.5,1.8,3.5,3.45,1.85,4.0,4.0,1.62,3.5,3.4,1.8,3.5,3.5,1.8,969.92,1142.83
SC3,15/02/03,Peterhead,East Stirling,6,0,H,2,0,H,1.5,3.6,5.5,1.52,3.65,5.5,1.5,4.0,5.0,1.5,3.5,5.5,1.5,3.6,5.5,1109.71,904.63
SC3,22/02/03,East Fife,East Stirling,3,0,H,1,0,H,1.4,3.75,7.0,1.4,4.0,6.55,1.4,4.0,6.0,1.364,4.0,6.5,1.4,4.33,5.5,1119.37,900.95
SC3,22/02/03,Elgin,Gretna,2,2,D,1,1,D,2.5,3.5,2.25,2.6,3.4,2.3,2.75,3.25,2.2,2.5,3.4,2.25,2.5,3.6,2.25,972.51,1088.07
SC3,22/02/03,Montrose,Queens Park,1,1,D,1,0,H,2.25,3.5,2.5,2.45,3.25,2.5,2.38,3.5,2.38,2.25,3.4,2.5,2.5,3.3,2.37,976.14,982.28
SC3,25/02/03,Montrose,Morton,0,0,D,0,0,D,4.0,3.6,1.667,3.8,3.6,1.7,4.0,3.6,1.67,3.6,3.6,1.727,3.8,3.75,1.66,972.84,1140.24
SC3,26/02/03,East Stirling,Gretna,1,2,A,0,1,A,3.2,3.5,1.909,3.2,3.5,1.9,3.4,3.5,1.83,2.875,3.5,2.0,3.1,3.6,1.9,897.5,1087.51
SC3,26/02/03,Stirling,Albion Rvs,3,4,A,0,3,A,2.3,3.4,2.5,2.35,3.35,2.5,2.2,3.25,2.75,2.3,3.3,2.5,2.37,3.5,2.37,1047.57,1114.52
SC3,01/03/03,East Stirling,Albion Rvs,0,4,A,0,2,A,3.8,3.75,1.667,3.6,3.6,1.75,3.75,3.5,1.73,3.5,3.5,1.8,3.8,3.75,1.66,888.17,1128.21
SC3,01/03/03,Gretna,Montrose,2,2,D,2,0,H,1.833,3.5,3.4,1.8,3.5,3.5,1.67,3.6,4.0,1.75,3.6,3.6,1.9,3.6,3.1,1096.84,975.23
SC3,01/03/03,Peterhead,Morton,3,1,H,2,0,H,2.375,3.5,2.375,2.25,3.4,2.55,2.25,3.4,2.62,2.3,3.4,2.5,2.3,3.4,2.5,1113.39,1137.85
SC3,01/03/03,Queens Park,East Fife,1,2,A,0,1,A,2.75,3.5,2.1,3.1,3.4,1.95,3.5,3.5,1.8,3.0,3.4,2.0,3.1,3.6,1.9,985.58,1122.82
SC3,01/03/03,Stirling,Elgin,4,0,H,3,0,H,1.727,3.6,3.75,1.75,3.6,3.6,1.62,3.5,4.5,1.727,3.5,3.8,1.8,3.6,3.4,1033.88,973.07
SC3,04/03/03,Albion Rvs,Montrose,3,0,H,1,0,H,1.57,3.75,4.5,1.6,3.75,4.75,1.57,3.75,4.5,1.57,3.6,4.5,1.61,3.5,4.5,1135.93,982.27
SC3,04/03/03,East Fife,Gretna,2,1,H,1,1,D,1.72,3.6,3.75,1.65,3.65,4.5,1.73,3.5,3.75,1.6,3.5,4.5,1.66,3.75,3.8,1133.99,1089.8
SC3,04/03/03,Peterhead,Stirling,6,0,H,3,0,H,1.8,3.5,3.5,1.8,3.65,3.65,1.8,3.5,3.5,1.8,3.5,3.4,1.8,3.6,3.4,1123.21,1040.97
SC3,08/03/03,Albion Rvs,Gretna,1,1,D,0,1,A,1.727,3.6,3.75,1.85,3.5,3.35,1.91,3.5,3.2,1.727,3.6,3.6,1.9,3.6,3.1,1140.64,1082.21
SC3,08/03/03,East Stirling,Stirling,1,3,A,0,2,A,3.75,3.6,1.727,3.75,3.5,1.75,3.5,3.5,1.8,3.4,3.4,1.833,3.75,3.6,1.72,880.45,1034.48
SC3,08/03/03,Montrose,East Fife,0,2,A,0,1,A,3.75,3.6,1.727,3.75,3.5,1.75,3.75,3.5,1.73,4.0,3.5,1.667,3.75,3.6,1.72,977.56,1141.58
SC3,08/03/03,Peterhead,Elgin,3,2,H,1,1,D,1.533,3.75,4.75,1.55,3.6,5.0,1.4,4.33,5.5,1.5,3.5,5.5,1.44,4.0,5.5,1129.7,965.98
SC3,08/03/03,Queens Park,Morton,0,1,A,0,0,D,3.2,3.5,1.909,3.1,3.45,1.95,3.5,3.5,1.8,3.2,3.4,1.909,3.0,3.4,2.0,974.41,1128.03
SC3,11/03/03,Albion Rvs,Peterhead,0,0,D,0,0,D,2.25,3.5,2.5,2.37,3.5,2.42,2.25,3.5,2.5,2.25,3.4,2.5,2.4,3.4,2.4,1135.3,1134.19
