Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,EloHome,EloAway
E3,24/08/02,Swansea,Bournemouth,2,0,H,1,0,H,T Parkes,6.0,4.0,4.0,2.0,6.0,15.0,5.0,5.0,2.0,2.0,0.0,1.0,2.375,3.2,2.625,2.35,3.2,2.7,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.3,3.2,2.7,2.25,3.2,2.75,1099.39,1189.92
E3,24/08/02,Torquay,Hartlepool,1,1,D,0,0,D,S Tomlin,12.0,12.0,4.0,7.0,11.0,12.0,11.0,9.0,1.0,1.0,1.0,0.0,2.625,3.2,2.375,2.7,3.2,2.35,2.6,3.0,2.2,2.75,3.25,2.2,2.8,3.25,2.2,2.75,3.25,2.25,2.62,3.25,2.3,1119.87,1246.21
E3,26/08/02,Bury,Shrewsbury,4,3,H,1,0,H,J P Robinson,11.0,9.0,7.0,4.0,12.0,13.0,7.0,5.0,3.0,1.0,0.0,0.0,2.2,3.25,2.8,2.32,3.25,2.8,2.2,3.0,2.6,2.25,3.2,2.75,,,,2.3,3.2,2.7,,,,1159.76,1182.62
E3,26/08/02,Exeter,Torquay,1,2,A,1,2,A,L Cable,7.0,9.0,2.0,5.0,18.0,10.0,6.0,4.0,5.0,2.0,0.0,0.0,,,,1.97,3.25,3.6,1.9,3.1,3.0,1.909,3.25,3.4,,,,2.0,3.2,3.3,,,,1107.63,1120.82
E3,26/08/02,Hartlepool,Hull,2,0,H,1,0,H,A Kaye,12.0,2.0,4.0,0.0,12.0,14.0,10.0,2.0,1.0,2.0,0.0,0.0,2.1,3.2,3.0,2.25,3.2,2.92,2.2,3.0,2.6,2.2,3.25,2.75,,,,2.1,3.25,3.0,,,,1245.26,1116.77
E3,26/08/02,Leyton Orient,Kidderminster,0,0,D,0,0,D,M Thorpe,4.0,5.0,0.0,2.0,13.0,20.0,5.0,2.0,2.0,3.0,0.0,0.0,,,,1.76,3.35,4.35,1.7,3.2,3.7,1.727,3.5,3.75,,,,1.833,3.25,3.75,,,,1137.06,1156.22
E3,26/08/02,Lincoln,Macclesfield,3,0,H,1,0,H,E Ilderton,9.0,6.0,7.0,5.0,13.0,16.0,3.0,9.0,1.0,1.0,0.0,0.0,,,,2.21,3.25,2.95,2.2,3.0,2.6,2.2,3.25,2.75,,,,2.25,3.25,2.75,,,,1077.33,1146.95
E3,26/08/02,Rushden & D,Scunthorpe,2,0,H,1,0,H,P Crossley,9.0,14.0,7.0,7.0,14.0,13.0,1.0,6.0,2.0,1.0,1.0,0.0,,,,1.65,3.4,4.85,1.65,3.2,3.9,1.615,3.25,5.0,,,,1.615,3.4,5.0,,,,1252.58,1196.92
E3,26/08/02,Southend,Cambridge,2,1,H,2,1,H,A D'Urso,,12.0,,6.0,12.0,17.0,5.0,10.0,0.0,2.0,0.0,0.0,,,,2.26,3.2,2.92,2.2,3.0,2.6,2.25,3.2,2.75,,,,2.25,3.25,2.75,,,,1136.04,1159.85
E3,26/08/02,Wrexham,Rochdale,2,5,A,2,4,A,P Rejer,18.0,9.0,8.0,6.0,17.0,15.0,9.0,5.0,3.0,1.0,0.0,0.0,,,,2.02,3.25,3.45,2.0,3.0,2.9,2.2,3.2,2.8,,,,1.909,3.25,3.5,,,,1220.1,1223.02
E3,26/08/02,York,Boston,2,0,H,1,0,H,L Mason,20.0,9.0,8.0,5.0,16.0,21.0,5.0,4.0,2.0,5.0,0.0,0.0,,,,,,,1.85,3.1,3.2,1.909,3.4,3.25,,,,1.909,3.25,3.5,,,,1152.06,1234.54
E3,27/08/02,Bournemouth,Oxford,1,1,D,1,0,H,C Penton,22.0,1.0,4.0,1.0,19.0,12.0,6.0,1.0,3.0,4.0,0.0,1.0,2.1,3.25,3.0,2.1,3.3,3.12,2.1,3.0,2.8,2.25,3.2,2.75,2.1,3.25,3.0,2.0,3.25,3.25,2.1,3.2,3.0,1177.76,1075.65
E3,27/08/02,Bristol Rvs,Swansea,3,1,H,1,0,H,T Bates,9.0,10.0,5.0,5.0,10.0,7.0,6.0,6.0,2.0,1.0,0.0,0.0,2.0,3.25,3.25,2.1,3.3,3.12,2.1,3.0,2.8,2.2,3.25,2.75,2.1,3.25,3.0,2.0,3.25,3.25,2.1,3.2,3.0,1062.34,1111.55
E3,27/08/02,Darlington,Carlisle,2,0,H,0,0,D,H Webb,14.0,6.0,5.0,2.0,9.0,11.0,5.0,6.0,4.0,1.0,0.0,0.0,2.1,3.25,3.0,2.15,3.35,3.0,2.1,3.0,2.8,2.25,3.2,2.75,2.1,3.25,3.0,2.2,3.25,2.8,2.0,3.2,3.2,1119.66,1136.56
E3,31/08/02,Boston,Bury,1,1,D,0,0,D,G Frankland,7.0,6.0,3.0,5.0,14.0,14.0,4.0,7.0,1.0,2.0,0.0,0.0,2.0,3.25,3.25,,,,2.0,3.0,2.9,2.2,3.25,2.75,2.0,3.25,3.25,2.0,3.25,3.25,1.9,3.4,3.25,1222.67,1169.53
E3,31/08/02,Cambridge,Rushden & D,4,1,H,1,0,H,S Tomlin,12.0,13.0,7.0,3.0,14.0,13.0,6.0,5.0,1.0,4.0,0.0,0.0,2.75,3.25,2.25,2.75,3.3,2.3,2.4,3.0,2.3,2.4,3.25,2.5,2.75,3.25,2.25,2.75,3.25,2.25,2.5,3.25,2.4,1150.05,1259.83
E3,31/08/02,Carlisle,Exeter,0,2,A,0,2,A,T Bates,5.0,15.0,2.0,7.0,17.0,9.0,3.0,7.0,2.0,4.0,0.0,0.0,1.833,3.25,3.75,1.84,3.35,4.0,1.85,3.1,3.2,1.727,3.4,4.0,1.83,3.25,3.75,2.0,3.25,3.25,2.0,3.2,3.2,1126.99,1092.07
E3,31/08/02,Hull,Leyton Orient,1,1,D,1,1,D,N Barry,11.0,6.0,6.0,4.0,12.0,15.0,4.0,6.0,1.0,3.0,0.0,0.0,1.833,3.25,3.75,1.85,3.3,3.85,1.8,3.1,3.4,1.8,3.25,3.75,1.8,3.2,4.0,1.8,3.25,3.8,1.9,3.25,3.4,1111.48,1134.2
E3,31/08/02,Kidderminster,Darlington,1,1,D,0,0,D,P Walton,8.0,10.0,7.0,4.0,18.0,13.0,8.0,5.0,2.0,1.0,0.0,0.0,2.2,3.25,2.8,2.2,3.3,2.9,2.1,3.0,2.8,2.0,3.2,3.2,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.3,2.62,1159.08,1129.23
E3,31/08/02,Macclesfield,Bournemouth,0,1,A,0,1,A,M Ryan,8.0,8.0,3.0,5.0,9.0,17.0,5.0,8.0,2.0,1.0,0.0,0.0,2.375,3.2,2.625,2.4,3.3,2.6,2.3,3.0,2.4,2.2,3.25,2.75,2.38,3.2,2.63,2.4,3.2,2.6,2.37,3.1,2.62,1135.54,1171.21
E3,31/08/02,Oxford,Hartlepool,0,1,A,0,1,A,P Armstrong,13.0,7.0,9.0,4.0,7.0,20.0,8.0,1.0,1.0,2.0,0.0,0.0,2.5,3.2,2.5,2.45,3.3,2.55,2.3,3.0,2.4,2.375,3.2,2.6,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.25,2.5,1082.2,1250.55
E3,31/08/02,Rochdale,Southend,1,2,A,0,1,A,C Boyeson,19.0,7.0,13.0,6.0,16.0,17.0,5.0,6.0,3.0,3.0,0.0,0.0,1.667,3.4,4.5,1.7,3.5,4.4,1.7,3.2,3.7,1.727,3.4,4.0,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.4,4.33,1238.92,1145.84
E3,31/08/02,Scunthorpe,Bristol Rvs,2,2,D,2,0,H,M Clattenburg,11.0,6.0,4.0,1.0,7.0,5.0,2.0,8.0,1.0,1.0,0.0,0.0,1.909,3.25,3.5,1.93,3.3,3.6,1.9,3.1,3.0,1.909,3.25,3.4,2.0,3.25,3.25,2.0,3.25,3.25,1.9,3.4,3.25,1189.67,1073.03
E3,31/08/02,Shrewsbury,Lincoln,1,2,A,1,0,H,P Rejer,10.0,6.0,4.0,2.0,11.0,20.0,7.0,5.0,1.0,5.0,0.0,0.0,1.8,3.25,4.0,1.8,3.35,4.0,1.7,3.2,3.7,1.727,3.2,4.333,1.8,3.2,3.25,1.8,3.25,4.0,1.72,3.25,4.2,1172.85,1088.74
E3,31/08/02,Swansea,York,1,2,A,0,1,A,P Prosser,12.0,7.0,4.0,6.0,20.0,14.0,3.0,7.0,5.0,2.0,0.0,0.0,2.25,3.25,2.75,2.25,3.4,2.75,2.2,3.0,2.6,2.1,3.2,3.0,2.25,3.25,2.75,2.3,3.2,2.7,2.2,3.2,2.8,1100.86,1163.93
E3,31/08/02,Torquay,Wrexham,2,1,H,2,1,H,M Cooper,11.0,12.0,6.0,7.0,11.0,15.0,4.0,5.0,2.0,3.0,0.0,0.0,2.5,3.2,2.5,2.45,3.3,2.55,2.35,3.0,2.35,2.5,3.25,2.4,2.63,3.2,2.38,2.6,3.2,2.4,2.5,3.1,2.5,1136.38,1204.2
E3,06/09/02,Bury,York,2,1,H,2,0,H,A Penn,11.0,9.0,8.0,5.0,17.0,18.0,2.0,5.0,1.0,2.0,0.0,0.0,2.25,3.25,2.75,2.32,3.35,2.72,2.2,3.0,2.6,2.2,3.2,2.8,2.38,3.2,2.63,2.375,3.2,2.625,2.3,3.2,2.62,1174.71,1177.75
E3,06/09/02,Carlisle,Rochdale,0,2,A,0,2,A,R Pearson,15.0,15.0,6.0,7.0,12.0,13.0,11.0,5.0,2.0,0.0,0.0,0.0,2.375,3.2,2.625,2.53,3.4,2.48,2.3,3.0,2.4,2.25,3.2,2.75,2.4,3.2,2.6,2.6,3.2,2.4,2.5,3.1,2.5,1109.87,1220.11
E3,07/09/02,Cambridge,Hull,1,2,A,0,0,D,C Foy,11.0,11.0,7.0,9.0,17.0,20.0,9.0,10.0,2.0,2.0,0.0,0.0,2.0,3.25,3.25,2.22,3.35,3.0,2.1,3.0,2.8,2.2,3.2,2.8,2.1,3.25,3.0,1.95,3.25,3.4,2.1,3.2,3.0,1162.9,1108.74
E3,07/09/02,Exeter,Bournemouth,1,3,A,1,2,A,M Cooper,7.0,9.0,4.0,8.0,22.0,15.0,5.0,1.0,5.0,2.0,1.0,0.0,2.3,3.2,2.7,2.25,3.35,2.8,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.1,3.2,3.0,1109.19,1186.0
E3,07/09/02,Kidderminster,Boston,0,0,D,0,0,D,P Danson,14.0,10.0,9.0,3.0,13.0,23.0,3.0,5.0,2.0,2.0,0.0,0.0,1.833,3.25,3.75,,,,1.9,3.1,3.0,2.1,3.25,3.0,1.83,3.4,3.75,1.833,3.25,3.8,2.0,3.2,3.2,1154.61,1217.49
