Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,EloHome,EloAway
SP1,25/01/04,Celta,Sociedad,2,5,A,1,2,A,2.2,3.25,2.8,2.3,3.1,2.95,2.1,3.0,3.1,2.38,3.2,2.6,2.25,3.1,2.88,2.25,3.1,2.88,2.2,3.1,2.87,1.85,1.85,1.95,1.85,2.05,1.8,-0.25,2.0,1.85,-0.25,2.075,1.825,-0.25,,,,,,,,1702.82,1720.65
SP1,25/01/04,Espanol,Betis,1,2,A,0,2,A,2.6,3.2,2.4,2.45,3.1,2.7,2.5,3.0,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.4,3.2,2.6,2.62,3.2,2.3,1.9,1.79,2.05,1.75,1.77,2.1,0.0,2.1,1.75,-0.25,1.8,2.1,0.0,,,,,,,,1591.18,1680.15
SP1,25/01/04,Malaga,Valladolid,2,3,A,1,1,D,1.9,3.2,3.6,2.05,3.1,3.5,2.0,3.0,3.3,2.0,3.2,3.2,1.91,3.2,3.6,1.91,3.2,3.6,2.1,3.0,3.2,1.95,1.75,1.95,1.85,1.85,2.0,-0.25,1.85,2.0,-0.25,1.825,2.075,-0.25,,,,,,,,1665.37,1671.38
SP1,25/01/04,Santander,Murcia,3,2,H,1,1,D,1.61,3.4,5.0,1.65,3.45,4.9,1.65,3.3,4.4,1.62,3.25,5.0,1.62,3.4,5.0,1.62,3.4,5.0,1.61,3.1,5.5,1.85,1.85,2.0,1.8,2.0,1.85,-0.75,2.0,1.85,-0.75,1.975,1.925,-0.75,,,,,,,,1672.22,1593.55
SP1,25/01/04,Sevilla,Barcelona,0,1,A,0,1,A,2.4,3.2,2.6,2.5,3.2,2.6,2.5,3.0,2.5,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.3,3.2,2.62,1.85,1.85,1.9,1.9,1.95,1.9,0.0,1.95,1.9,0.0,1.95,1.95,0.0,,,,,,,,1683.66,1718.73
SP1,25/01/04,Valencia,Osasuna,0,1,A,0,1,A,1.44,3.6,7.0,1.48,3.7,6.5,1.4,3.9,6.0,1.4,3.6,7.5,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.5,7.0,1.85,1.85,2.05,1.75,1.95,1.9,-1.0,1.95,1.9,-1.0,2.0,1.9,-1.0,,,,,,,,1824.76,1695.02
SP1,25/01/04,Zaragoza,Mallorca,1,3,A,0,2,A,2.2,3.25,2.8,2.25,3.1,3.0,2.1,3.0,3.1,2.1,3.2,3.0,2.25,3.1,2.88,2.25,3.1,2.88,2.1,3.1,3.1,1.95,1.75,2.05,1.75,2.0,1.85,-0.25,2.0,1.85,-0.25,2.025,1.875,-0.25,,,,,,,,1623.21,1655.9
SP1,31/01/04,Ath Madrid,Osasuna,1,1,D,0,1,A,1.833,3.25,3.75,1.9,3.15,3.9,1.8,3.0,4.0,1.833,3.2,3.75,1.85,3.25,3.75,1.85,3.25,3.75,1.72,3.2,4.33,2.0,1.71,2.15,1.66,1.75,2.1,-0.25,1.8,2.05,-0.25,1.775,2.125,-0.25,,,,,,,,1709.61,1714.76
SP1,31/01/04,Betis,Celta,1,0,H,1,0,H,2.0,3.2,3.75,2.05,3.15,3.35,1.9,3.1,3.5,1.909,3.2,3.5,,,,2.0,3.1,3.4,2.0,3.1,3.3,1.75,1.95,1.95,1.85,2.05,1.8,-0.5,2.05,1.8,-0.5,2.025,1.875,-0.5,,,,,,,,1693.05,1687.42
SP1,31/01/04,Malaga,Valencia,1,6,A,0,2,A,3.25,3.25,2.0,3.3,3.25,2.05,3.5,3.1,1.9,3.2,3.2,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.75,3.2,1.83,1.85,1.85,2.0,1.8,1.8,2.05,0.5,1.9,1.95,0.5,1.825,2.075,0.5,,,,,,,,1649.57,1805.02
SP1,01/02/04,Barcelona,Albacete,5,0,H,1,0,H,1.444,3.6,7.0,1.4,4.0,7.5,1.4,3.7,6.5,1.444,3.6,6.5,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.75,7.0,1.71,2.0,1.85,1.95,1.8,2.0,-1.0,2.05,1.8,-1.25,1.85,2.05,-1.0,,,,,,,,1733.54,1621.35
SP1,01/02/04,La Coruna,Sevilla,1,0,H,1,0,H,1.533,3.5,5.5,1.5,3.6,6.5,1.35,4.0,7.0,1.4,3.75,7.0,1.44,3.6,7.0,1.44,3.6,7.0,1.4,3.6,7.5,1.65,2.05,1.8,2.0,1.95,1.9,-1.0,1.95,1.9,-1.0,2.025,1.875,-1.0,,,,,,,,1803.72,1668.85
SP1,01/02/04,Mallorca,Ath Bilbao,1,3,A,1,1,D,2.2,3.2,2.875,2.2,3.2,3.0,2.1,3.0,3.1,2.25,3.2,2.75,2.2,3.1,3.0,2.2,3.1,3.0,2.25,3.2,2.75,1.9,1.79,1.9,1.9,2.0,1.85,-0.25,1.95,1.9,-0.25,2.025,1.875,-0.25,,,,,,,,1670.79,1727.6
SP1,01/02/04,Murcia,Zaragoza,1,0,H,1,0,H,2.3,3.0,2.875,2.35,3.15,2.8,2.3,2.9,2.8,2.25,3.2,2.75,2.3,3.1,2.8,2.3,3.1,2.8,2.25,3.1,2.8,1.85,1.85,2.0,1.8,1.95,1.9,-0.25,1.95,1.9,-0.25,1.95,1.95,-0.25,,,,,,,,1586.97,1608.32
SP1,01/02/04,Sociedad,Santander,1,0,H,0,0,D,1.909,3.25,3.5,1.85,3.25,4.0,1.8,3.1,3.8,1.727,3.2,4.333,1.8,3.25,4.0,1.8,3.25,4.0,1.72,3.2,4.33,1.75,1.95,1.95,1.85,2.0,1.85,-0.75,1.95,1.9,-0.75,2.1,1.8,-0.75,,,,,,,,1736.05,1678.8
SP1,01/02/04,Valladolid,Real Madrid,2,3,A,2,0,H,3.75,3.25,1.833,4.2,3.25,1.8,3.6,3.1,1.85,3.75,3.25,1.8,4.33,3.25,1.73,4.33,3.25,1.72,4.0,3.1,1.8,1.75,1.95,1.9,1.9,2.05,1.8,0.5,2.05,1.8,0.5,2.0,1.9,0.5,,,,,,,,1687.18,1876.96
SP1,01/02/04,Villarreal,Espanol,0,1,A,0,0,D,1.571,3.4,5.5,1.58,3.45,5.7,1.45,3.6,5.8,1.444,3.6,6.5,1.57,3.4,5.5,1.57,3.4,5.5,1.5,3.4,6.0,1.75,1.95,1.85,1.95,1.95,1.9,-1.0,1.9,1.95,-1.0,1.975,1.925,-1.0,,,,,,,,1708.5,1578.28
SP1,07/02/04,Real Madrid,Malaga,2,1,H,1,0,H,1.167,7.0,13.0,1.2,5.5,12.0,1.2,5.0,10.0,1.143,5.5,15.0,1.2,5.5,10.0,1.2,5.5,10.0,1.14,6.0,12.0,1.45,2.5,1.57,2.37,1.9,1.95,-1.75,1.9,1.95,-1.75,1.95,1.95,-1.75,,,,,,,,1886.3,1639.05
SP1,07/02/04,Valencia,Ath Madrid,3,0,H,1,0,H,1.615,3.4,5.0,1.6,3.4,5.5,1.6,3.3,4.8,1.571,3.25,5.5,1.67,3.4,4.5,1.66,3.4,4.5,1.61,3.3,5.0,1.79,1.9,1.9,1.9,2.15,1.65,-1.0,1.8,2.05,-0.75,1.875,2.025,-0.75,,,,,,,,1815.54,1706.28
SP1,08/02/04,Albacete,La Coruna,0,2,A,0,0,D,3.6,3.2,1.909,3.45,3.2,2.0,3.5,3.1,1.9,3.5,3.2,1.909,3.3,3.2,2.0,3.3,3.2,2.0,3.4,3.0,2.0,1.85,1.85,2.0,1.8,1.9,1.95,0.5,1.95,1.9,0.5,1.9,2.0,0.5,,,,,,,,1615.66,1808.86
SP1,08/02/04,Ath Bilbao,Murcia,2,1,H,2,1,H,1.533,3.4,6.0,1.55,3.5,5.85,1.45,3.6,5.8,1.444,3.6,6.5,1.5,3.5,6.0,1.5,3.5,6.0,1.5,3.4,6.0,1.75,1.95,2.0,1.8,2.3,1.55,-1.25,2.0,1.85,-1.0,2.1,1.8,-1.0,,,,,,,,1741.65,1596.69
SP1,08/02/04,Celta,Villarreal,2,1,H,1,0,H,2.2,3.25,2.8,2.25,3.1,3.0,2.0,3.1,3.2,2.2,3.2,2.8,2.3,3.1,2.8,2.3,3.1,2.8,2.25,3.1,2.8,1.79,1.9,2.0,1.8,1.65,2.15,0.0,1.9,1.95,-0.25,1.95,1.95,-0.25,,,,,,,,1678.61,1688.75
SP1,08/02/04,Espanol,Valladolid,2,0,H,0,0,D,2.2,3.25,2.8,2.3,3.2,2.8,2.3,3.0,2.7,2.25,3.2,2.75,1.61,3.1,2.7,2.37,3.1,2.7,2.25,3.1,2.8,1.95,1.75,1.95,1.85,1.7,2.05,0.0,2.0,1.85,-0.25,2.025,1.875,-0.25,,,,,,,,1598.03,1677.84
SP1,08/02/04,Osasuna,Barcelona,1,2,A,0,1,A,2.6,3.2,2.4,2.65,3.2,2.4,2.7,2.9,2.4,2.5,3.2,2.5,2.6,3.0,2.5,2.6,3.0,2.5,2.5,3.1,2.5,1.85,1.85,2.0,1.8,2.3,1.55,-0.25,2.0,1.85,0.0,2.025,1.875,0.0,,,,,,,,1718.09,1739.23
SP1,08/02/04,Santander,Betis,1,2,A,1,1,D,2.25,3.25,2.75,2.35,3.1,2.85,2.3,2.8,2.9,2.1,3.2,3.0,2.25,3.2,2.8,2.25,3.2,2.8,2.2,3.0,3.0,1.79,1.85,2.0,1.8,2.05,1.7,-0.25,1.8,2.05,0.0,2.05,1.85,-0.25,,,,,,,,1671.6,1701.86
SP1,08/02/04,Sevilla,Mallorca,3,0,H,0,0,D,2.0,3.25,3.25,2.1,3.1,3.35,1.9,3.1,3.5,2.0,3.2,3.2,2.1,3.2,3.1,2.1,3.2,3.1,2.0,3.1,3.3,1.85,1.85,2.0,1.8,1.5,2.45,0.0,1.8,2.05,-0.25,1.825,2.075,-0.25,,,,,,,,1663.71,1656.74
SP1,08/02/04,Zaragoza,Sociedad,2,1,H,1,1,D,2.875,3.25,2.375,2.75,3.2,2.35,2.8,2.9,2.3,2.8,3.2,2.2,2.75,3.25,2.25,2.75,3.2,2.3,2.75,3.1,2.3,1.85,1.79,1.95,1.85,1.8,2.05,0.25,1.8,2.05,0.25,1.85,2.05,0.25,,,,,,,,1598.6,1743.25
SP1,14/02/04,Murcia,Sevilla,1,3,A,0,1,A,2.375,3.2,2.625,2.37,3.2,2.75,2.4,2.8,2.8,2.375,3.0,2.75,2.38,3.0,2.75,2.37,3.0,2.75,2.37,3.1,2.62,2.0,1.71,2.1,1.7,2.05,1.7,-0.25,1.8,2.05,0.0,1.8,2.1,0.0,,,,,,,,1591.78,1672.48
SP1,14/02/04,Sociedad,Ath Bilbao,1,1,D,1,1,D,2.1,3.25,3.4,2.1,3.1,3.4,2.2,2.9,3.0,1.833,3.2,3.75,2.1,3.2,3.1,2.1,3.2,3.1,2.0,3.0,3.4,1.75,1.95,2.05,1.75,1.55,2.3,0.0,1.85,2.0,-0.25,1.9,2.0,-0.25,,,,,,,,1729.15,1746.56
SP1,15/02/04,Barcelona,Ath Madrid,3,1,H,3,1,H,1.727,3.25,4.333,1.7,3.4,4.75,1.7,3.1,4.4,1.667,3.25,4.5,1.73,3.2,4.5,1.72,3.2,4.5,1.72,3.2,4.33,1.75,1.95,1.9,1.9,2.2,1.6,-1.0,1.9,1.95,-0.75,1.95,1.95,-0.75,,,,,,,,1754.52,1700.51
SP1,15/02/04,Betis,Zaragoza,2,1,H,2,1,H,1.571,3.4,5.5,1.65,3.45,5.0,1.7,3.1,4.4,1.615,3.25,5.0,1.67,3.25,4.75,1.66,3.25,4.75,1.66,3.3,4.5,1.85,1.85,2.0,1.8,2.15,1.65,-1.0,1.9,1.95,-0.75,1.9,2.0,-0.75,,,,,,,,1716.84,1612.7
SP1,15/02/04,La Coruna,Osasuna,2,0,H,2,0,H,1.533,3.5,5.5,1.55,3.6,5.75,1.45,3.6,5.8,1.5,3.4,6.0,1.53,3.4,6.0,1.53,3.4,6.0,1.57,3.3,5.5,1.85,1.85,1.95,1.85,2.0,1.75,-1.0,1.8,2.05,-0.75,1.775,2.125,-0.75,,,,,,,,1818.09,1702.8
SP1,15/02/04,Malaga,Espanol,5,2,H,3,1,H,2.1,3.25,3.0,2.2,3.2,3.0,2.2,3.1,2.8,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0,1.85,1.85,1.85,1.95,1.6,2.2,0.0,,,,1.925,1.975,-0.25,,,,,,,,1636.07,1609.8
SP1,15/02/04,Mallorca,Albacete,0,0,D,0,0,D,1.727,3.25,4.333,1.75,3.35,4.35,1.75,3.1,4.2,1.667,3.25,4.5,1.73,3.25,4.33,1.72,3.25,4.33,1.72,3.1,4.5,1.79,1.9,1.9,1.9,2.2,1.6,-1.0,1.75,2.1,-0.5,1.85,2.05,-0.5,,,,,,,,1647.97,1606.43
SP1,15/02/04,Real Madrid,Valencia,1,1,D,0,0,D,1.727,3.4,5.0,1.75,3.3,4.65,1.7,3.1,4.4,1.727,3.2,4.333,1.73,3.25,4.33,1.66,3.25,4.75,1.66,3.3,4.5,1.65,2.05,1.85,1.95,2.2,1.6,-1.0,2.0,1.85,-0.75,2.1,1.8,-0.75,,,,,,,,1889.28,1821.31
SP1,15/02/04,Valladolid,Celta,0,2,A,0,0,D,2.25,3.25,2.75,2.35,3.1,2.9,2.3,2.8,2.9,2.25,3.2,2.75,2.25,3.1,2.88,2.25,3.1,2.87,2.2,3.1,2.87,1.95,1.75,1.95,1.85,1.7,2.05,0.0,2.0,1.85,-0.25,2.1,1.8,-0.25,,,,,,,,1666.07,1687.95
SP1,15/02/04,Villarreal,Santander,6,3,H,3,1,H,1.909,3.25,3.5,2.1,3.15,3.35,1.9,3.0,3.6,1.909,3.2,3.5,2.05,3.2,3.2,2.05,3.2,3.2,2.0,3.1,3.3,1.9,1.79,2.0,1.8,1.5,2.45,0.0,1.75,2.1,-0.25,2.1,1.8,-0.5,,,,,,,,1679.41,1656.62
SP1,21/02/04,Ath Madrid,La Coruna,0,0,D,0,0,D,2.5,3.2,2.5,2.6,3.25,2.55,2.4,3.0,2.6,2.5,3.2,2.5,2.6,3.2,2.4,2.6,3.2,2.4,2.4,3.1,2.6,1.85,1.85,2.0,1.8,1.9,1.95,0.0,1.95,1.9,0.0,1.95,1.95,0.0,,,,,,,,1693.21,1823.7
SP1,21/02/04,Celta,Malaga,0,2,A,0,1,A,1.8,3.25,4.0,1.78,3.3,4.5,1.8,3.1,3.8,1.727,3.2,4.333,1.83,3.25,3.75,1.72,3.2,4.5,1.83,3.2,3.75,1.75,1.95,1.9,1.9,1.78,1.9,-0.5,1.75,2.1,-0.5,1.825,2.075,-0.5,,,,,,,,1703.21,1644.22
SP1,21/02/04,Espanol,Real Madrid,2,4,A,1,1,D,5.0,3.4,1.615,5.0,3.6,1.65,4.4,3.3,1.65,5.0,3.25,1.615,5.2,3.8,1.6,5.0,3.4,1.61,5.0,3.3,1.61,1.65,2.05,1.85,1.95,2.09,1.65,0.5,2.1,1.75,0.75,2.1,1.8,0.75,,,,,,,,1601.65,1883.67
SP1,21/02/04,Sevilla,Sociedad,1,0,H,0,0,D,2.2,3.25,2.8,2.2,3.25,3.1,2.2,3.0,2.9,2.1,3.2,3.0,2.25,3.2,2.8,2.25,3.2,2.8,2.2,3.1,2.87,1.85,1.85,1.9,1.9,2.0,1.85,-0.25,1.95,1.9,-0.25,2.05,1.85,-0.25,,,,,,,,1685.67,1726.23
SP1,21/02/04,Valencia,Barcelona,0,1,A,0,0,D,1.909,3.25,4.0,1.9,3.3,3.9,1.9,3.1,3.5,1.8,3.25,3.75,1.8,3.25,4.0,1.9,3.2,3.6,1.83,3.3,3.6,1.71,2.0,2.0,1.8,1.9,1.79,-0.5,2.0,1.85,-0.5,2.0,1.9,-0.5,,,,,,,,1826.92,1761.82
SP1,22/02/04,Albacete,Murcia,1,0,H,1,0,H,1.833,3.25,3.75,1.85,3.4,4.0,1.7,3.1,4.4,1.8,3.25,3.75,1.83,3.25,3.75,1.85,3.25,3.75,1.83,3.2,3.75,2.0,1.71,2.15,1.66,1.85,1.84,-0.5,1.95,1.9,-0.5,2.05,1.85,-0.5,,,,,,,,1611.26,1578.59
SP1,22/02/04,Ath Bilbao,Betis,1,1,D,0,0,D,2.1,3.25,3.4,2.1,3.25,3.35,2.1,2.9,3.2,2.0,3.2,3.2,2.0,3.2,3.3,1.9,3.2,3.6,2.0,3.1,3.3,1.85,1.85,2.0,1.8,1.9,1.95,-0.25,1.85,2.0,-0.25,1.875,2.025,-0.25,,,,,,,,1749.48,1722.74
SP1,22/02/04,Osasuna,Mallorca,1,1,D,1,1,D,1.833,3.25,3.75,1.9,3.25,4.0,1.9,3.1,3.5,1.8,3.25,3.75,1.83,3.25,3.75,1.85,3.2,3.8,1.83,3.2,3.75,1.95,1.75,2.0,1.8,1.9,1.79,-0.5,2.05,1.8,-0.5,2.025,1.875,-0.5,,,,,,,,1697.19,1643.14
SP1,22/02/04,Santander,Valladolid,1,0,H,0,0,D,1.909,3.25,3.5,2.0,3.25,3.6,2.1,3.0,3.1,1.909,3.25,3.4,2.0,3.2,3.3,2.0,3.2,3.3,1.9,3.2,3.5,1.85,1.85,1.9,1.9,1.8,2.05,-0.25,2.1,1.75,-0.5,1.775,2.125,-0.25,,,,,,,,1648.36,1650.81
SP1,22/02/04,Zaragoza,Villarreal,4,1,H,3,0,H,2.4,3.2,2.6,2.55,3.25,2.6,2.5,3.0,2.5,2.25,3.2,2.75,2.5,3.0,2.6,2.5,3.0,2.62,2.5,3.1,2.5,1.9,1.79,2.0,1.8,2.2,1.6,-0.25,1.8,2.05,0.0,1.875,2.025,0.0,,,,,,,,1606.8,1687.67
SP1,28/02/04,Betis,Sevilla,1,1,D,1,1,D,2.25,3.2,3.1,2.3,3.0,3.15,2.3,2.7,3.0,2.2,3.0,3.0,2.2,3.0,3.1,2.2,3.0,3.1,2.2,2.8,3.2,1.95,1.75,2.05,1.75,2.0,1.85,-0.25,1.95,1.9,-0.25,1.975,1.925,-0.25,,,,,,,,1727.11,1696.05
SP1,28/02/04,Valladolid,Zaragoza,1,2,A,1,1,D,2.1,3.25,3.0,2.1,3.2,3.4,2.0,3.0,3.3,1.909,3.2,3.5,2.0,3.2,3.3,2.0,3.2,3.3,2.0,3.1,3.3,1.95,1.75,2.05,1.75,1.95,1.9,-0.25,1.9,1.95,-0.25,1.9,2.0,-0.25,,,,,,,,1641.73,1618.61
SP1,29/02/04,Espanol,Valencia,2,1,H,1,0,H,4.333,3.25,1.727,4.75,3.3,1.75,4.4,3.3,1.65,4.0,3.2,1.8,4.0,3.4,1.73,4.0,3.4,1.75,5.0,3.1,1.66,1.85,1.85,2.0,1.8,1.95,1.75,0.5,2.05,1.8,0.5,2.15,1.75,0.5,,,,,,,,1595.16,1808.89
SP1,29/02/04,La Coruna,Barcelona,2,3,A,0,2,A,2.1,3.25,3.4,2.15,3.2,3.25,1.85,3.1,3.6,2.1,3.2,3.0,2.0,3.2,3.3,2.0,3.2,3.3,2.0,3.1,3.3,1.85,1.85,2.0,1.8,1.85,2.0,-0.25,2.05,1.8,-0.5,2.1,1.8,-0.5,,,,,,,,1822.61,1779.85
SP1,29/02/04,Malaga,Santander,1,0,H,1,0,H,2.0,3.25,3.25,2.05,3.25,3.45,2.2,2.8,3.1,2.1,3.2,3.0,2.0,3.2,3.3,2.0,3.2,3.3,2.0,3.1,3.3,1.75,1.95,1.85,1.95,1.9,1.95,-0.25,1.9,1.95,-0.25,1.95,1.95,-0.25,,,,,,,,1662.07,1657.44
SP1,29/02/04,Mallorca,Ath Madrid,0,1,A,0,0,D,2.3,3.2,2.7,2.25,3.25,3.0,2.5,3.0,2.5,2.2,3.2,2.8,2.25,3.1,2.88,2.25,3.1,2.87,2.3,3.1,2.75,1.79,1.9,1.95,1.85,2.05,1.8,-0.25,2.0,1.85,-0.25,2.1,1.8,-0.25,,,,,,,,1648.35,1694.3
SP1,29/02/04,Murcia,Osasuna,0,1,A,0,1,A,2.5,3.2,2.5,2.7,3.1,2.55,2.6,2.8,2.6,2.5,3.2,2.5,2.6,3.0,2.5,2.6,3.0,2.5,2.5,3.1,2.5,2.0,1.71,2.2,1.65,1.9,1.95,0.0,1.9,1.95,0.0,1.95,1.95,0.0,,,,,,,,1570.64,1691.98
SP1,29/02/04,Real Madrid,Celta,4,2,H,0,1,A,1.333,4.5,9.0,1.35,4.3,9.0,1.4,3.9,6.0,1.3,4.0,9.0,1.29,4.5,8.5,1.28,4.5,8.5,1.28,4.5,8.0,1.65,2.05,1.7,2.1,1.8,2.05,-1.25,1.85,2.0,-1.25,1.85,2.05,-1.25,,,,,,,,1890.16,1685.36
SP1,29/02/04,Sociedad,Albacete,0,1,A,0,0,D,1.571,3.4,5.5,1.6,3.5,5.75,1.65,3.3,4.4,1.615,3.25,5.0,1.53,3.5,5.5,1.53,3.5,5.5,1.57,3.3,5.5,1.9,1.79,1.95,1.85,1.85,2.0,-0.75,1.8,2.05,-0.75,1.775,2.125,-0.75,,,,,,,,1715.85,1619.21
SP1,29/02/04,Villarreal,Ath Bilbao,0,1,A,0,1,A,2.2,3.25,2.8,2.25,3.1,3.15,2.2,2.9,3.0,2.25,3.0,2.875,2.25,3.1,2.88,2.25,3.1,2.87,2.2,3.0,3.0,1.9,1.79,1.9,1.9,1.95,1.9,-0.25,1.9,1.95,-0.25,1.95,1.95,-0.25,,,,,,,,1675.86,1745.11
SP1,06/03/04,Celta,Espanol,1,5,A,0,2,A,1.8,3.2,4.0,1.82,3.4,4.15,1.7,3.2,4.2,1.8,3.25,3.75,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.1,4.0,1.79,1.9,1.95,1.85,1.55,2.3,-0.25,1.8,2.05,-0.5,1.8,2.1,-0.5,,,,,,,,1681.67,1611.61
SP1,06/03/04,Osasuna,Sociedad,1,1,D,1,0,H,2.1,3.25,3.0,2.15,3.2,3.25,2.2,2.9,3.0,1.909,3.2,3.5,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.1,3.3,2.15,1.6,2.05,1.75,1.85,2.0,-0.25,1.85,2.0,-0.25,1.85,2.05,-0.25,,,,,,,,1703.71,1696.95
SP1,06/03/04,Santander,Real Madrid,1,1,D,1,1,D,5.0,3.4,1.727,4.7,3.4,1.75,3.8,3.1,1.8,4.333,3.2,1.727,4.5,3.4,1.67,4.5,3.4,1.66,4.0,3.1,1.8,1.75,1.95,1.8,2.0,1.97,1.75,0.5,1.75,2.1,0.75,2.1,1.8,0.5,,,,,,,,1648.59,1893.85
SP1,06/03/04,Valencia,La Coruna,3,0,H,1,0,H,2.1,3.2,3.5,2.1,3.2,3.4,2.0,3.1,3.2,1.909,3.2,3.5,2.1,3.1,3.2,2.1,3.1,3.2,2.1,2.87,3.3,1.9,1.79,2.05,1.75,1.8,2.05,-0.25,1.8,2.05,-0.25,1.875,2.025,-0.25,,,,,,,,1792.44,1805.24
SP1,07/03/04,Albacete,Betis,1,0,H,1,0,H,2.5,3.2,2.5,2.6,3.2,2.6,2.5,2.9,2.6,2.625,2.875,2.5,2.5,3.0,2.6,2.5,3.0,2.6,2.37,3.0,2.7,1.9,1.79,2.1,1.7,2.2,1.6,-0.25,1.9,1.95,0.0,1.8,2.1,0.0,,,,,,,,1638.11,1722.61
SP1,07/03/04,Ath Bilbao,Valladolid,1,4,A,0,3,A,1.615,3.4,5.0,1.65,3.5,5.15,1.65,3.2,4.6,1.571,3.25,5.5,1.57,3.5,5.25,1.57,3.5,5.25,1.57,3.3,5.5,1.9,1.79,2.0,1.8,1.9,1.95,-0.75,1.9,1.95,-0.75,1.85,2.05,-0.75,,,,,,,,1758.71,1624.98
SP1,07/03/04,Ath Madrid,Murcia,1,1,D,0,0,D,1.444,4.0,7.5,1.4,4.1,8.0,1.3,4.0,8.5,1.4,3.75,7.0,1.36,4.0,7.5,1.36,4.0,7.5,1.4,3.6,7.5,1.75,1.95,1.95,1.85,2.15,1.65,-1.25,1.95,1.9,-1.0,1.875,2.025,-1.0,,,,,,,,1708.73,1558.91
SP1,07/03/04,Barcelona,Mallorca,3,2,H,2,0,H,1.364,3.75,8.5,1.4,4.0,8.25,1.37,3.9,6.5,1.4,3.75,7.0,1.36,4.0,7.5,1.36,4.0,7.5,1.36,3.75,8.0,1.71,2.0,1.75,2.05,1.97,1.75,-1.25,1.85,2.0,-1.0,1.8,2.1,-1.0,,,,,,,,1797.22,1633.92
SP1,07/03/04,Sevilla,Villarreal,2,0,H,0,0,D,1.909,3.25,3.5,1.92,3.3,3.85,1.9,3.0,3.6,1.727,3.2,4.333,1.83,3.3,3.75,1.83,3.3,3.75,1.83,3.2,3.75,1.95,1.75,1.95,1.85,1.65,2.15,-0.25,1.9,1.95,-0.5,2.0,1.9,-0.5,,,,,,,,1700.55,1662.26
SP1,07/03/04,Zaragoza,Malaga,1,0,H,0,0,D,2.1,3.25,3.0,2.15,3.2,3.25,2.1,2.9,3.2,1.909,3.2,3.5,2.2,3.1,3.0,2.2,3.1,3.0,2.1,3.0,3.2,1.79,1.9,2.05,1.75,1.95,1.9,-0.25,1.9,1.95,-0.25,,,,,,,,,,,1635.36,1670.92
SP1,13/03/04,Real Madrid,Zaragoza,1,1,D,1,1,D,1.286,4.5,9.0,1.3,5.0,9.0,1.22,4.8,9.5,1.286,4.333,9.0,1.25,4.5,11.0,1.25,4.5,11.0,1.25,4.5,10.0,1.55,2.25,1.75,2.05,1.7,2.05,-1.25,2.0,1.85,-1.5,2.075,1.825,-1.5,,,,,,,,1888.91,1645.57
SP1,13/03/04,Sociedad,Ath Madrid,2,1,H,2,0,H,2.25,3.2,2.8,2.25,3.15,3.1,2.0,3.0,3.3,2.1,3.0,3.2,2.2,3.2,2.88,2.2,3.2,2.88,2.25,3.1,2.8,1.95,1.75,2.05,1.75,1.95,1.9,-0.25,1.9,1.95,-0.25,1.975,1.925,-0.25,,,,,,,,1700.67,1701.03
SP1,14/03/04,Betis,Osasuna,1,1,D,1,1,D,2.0,3.0,3.5,2.1,3.1,3.5,1.9,2.9,3.8,2.0,3.0,3.4,2.0,3.0,3.5,2.0,3.0,3.5,2.1,2.87,3.3,2.05,1.65,2.25,1.61,1.9,1.98,-0.25,1.9,1.95,-0.25,1.85,2.05,-0.25,,,,,,,,1710.67,1699.99
SP1,14/03/04,Celta,Valencia,0,2,A,0,1,A,3.4,3.25,2.1,3.3,3.25,2.1,3.1,3.0,2.1,3.5,3.2,1.909,3.75,3.25,1.83,3.4,3.1,2.0,3.6,3.1,1.9,1.79,1.9,1.95,1.85,1.64,2.1,0.5,1.9,1.95,0.25,1.975,1.925,0.25,,,,,,,,1663.5,1801.87
SP1,14/03/04,Espanol,Santander,0,1,A,0,0,D,2.1,3.25,3.0,2.15,3.25,3.25,2.0,3.0,3.3,2.0,3.2,3.2,2.1,3.2,3.1,2.1,3.2,3.1,2.1,3.1,3.1,1.79,1.9,2.0,1.8,1.85,2.0,-0.25,1.85,2.0,-0.25,1.925,1.975,-0.25,,,,,,,,1629.78,1653.53
