Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,EloHome,EloAway
P1,02/02/04,Alverca,Beira Mar,1,2,A,0,0,D,2.5,3.1,2.5,2.4,3.2,2.6,2.3,3.0,2.7,2.4,3.25,2.5,2.4,3.1,2.5,1.83,1.83,1.85,1.95,0.0,,,,,,,,,,,,,,,,,,1368.16,1485.66
P1,03/02/04,Benfica,Academica,2,0,H,1,0,H,1.25,4.5,10.0,1.2,5.2,11.0,1.25,4.5,9.0,1.25,4.5,10.0,1.2,5.0,11.0,1.2,5.0,11.0,1.79,1.85,,,2.0,1.8,-1.75,,,,,,,,,,,,,1667.42,1372.24
P1,06/02/04,Gil Vicente,Sp Braga,1,0,H,1,0,H,2.2,3.2,2.8,2.35,3.1,2.75,2.2,2.9,3.0,2.3,3.1,2.7,2.35,3.2,2.5,1.95,1.71,2.0,1.8,-0.25,,,,,,,,,,,,,,,,,,1425.39,1489.32
P1,07/02/04,Nacional,Sp Lisbon,3,3,D,1,1,D,3.75,3.25,1.8,3.8,3.25,1.85,3.8,3.3,1.75,3.6,3.3,1.83,3.75,3.2,1.83,1.75,1.9,1.9,1.9,0.5,,,,,,,,,,,,,,,,,,1473.01,1661.56
P1,07/02/04,Porto,Leiria,2,1,H,2,0,H,1.143,5.5,15.0,1.15,5.75,14.0,1.17,5.5,11.0,1.14,6.0,12.0,1.14,6.0,12.0,1.6,2.1,1.77,2.02,-1.75,,,,,,,,,,,,,,,,,,1783.76,1473.89
P1,08/02/04,Academica,Guimaraes,1,1,D,0,1,A,2.2,3.2,2.8,2.25,3.2,2.8,2.3,3.0,2.7,2.2,3.2,2.8,2.1,3.1,2.95,2.0,1.65,2.0,1.8,-0.25,,,,,,,,,,,,,,,,,,1369.91,1411.79
P1,08/02/04,Beira Mar,Rio Ave,1,1,D,1,1,D,1.8,3.25,4.0,1.8,3.25,4.0,1.85,3.1,3.6,1.75,3.3,4.0,1.7,3.3,4.1,1.95,1.71,1.85,1.95,-0.5,,,,,,,,,,,,,,,,,,1497.53,1451.82
P1,08/02/04,Belenenses,Benfica,0,2,A,0,0,D,4.333,3.4,1.667,4.8,3.35,1.65,4.4,3.3,1.65,4.75,3.4,1.61,5.0,3.5,1.57,1.71,1.95,1.8,2.0,0.75,,,,,,,,,,,,,,,,,,1439.18,1669.75
P1,08/02/04,Maritimo,Pacos Ferreira,2,0,H,1,0,H,1.667,3.4,4.333,1.65,3.35,4.8,1.65,3.3,4.4,1.61,3.4,4.75,1.55,3.4,5.0,1.95,1.71,1.85,1.95,-0.75,,,,,,,,,,,,,,,,,,1496.51,1411.47
P1,08/02/04,Moreirense,Est Amadora,1,0,H,1,0,H,1.571,3.5,5.0,1.5,3.6,6.0,1.55,3.5,4.8,1.5,3.6,5.5,1.45,3.6,5.9,1.83,1.83,1.85,1.95,-1.0,,,,,,,,,,,,,,,,,,1454.78,1324.97
P1,09/02/04,Boavista,Alverca,2,1,H,0,1,A,1.615,3.25,5.0,1.5,3.6,6.0,1.45,3.6,5.8,1.53,3.4,5.5,1.45,3.6,5.9,1.9,1.75,1.95,1.85,-1.0,,,,,,,,,,,,,,,,,,1536.04,1356.29
P1,13/02/04,Sp Lisbon,Moreirense,1,0,H,1,0,H,1.22,5.0,9.5,1.21,5.3,10.0,1.2,5.0,10.0,1.22,5.0,9.0,1.2,4.5,12.0,1.65,2.0,2.0,1.8,-1.5,,,,,,,,,,,,,,,,,,1658.44,1460.04
P1,14/02/04,Academica,Boavista,1,0,H,0,0,D,3.0,3.2,2.1,3.2,3.1,2.1,3.2,2.9,2.1,3.2,3.2,2.0,2.7,3.2,2.2,2.2,1.55,2.0,1.85,0.25,,,,,,,,,,,,,,,,,,1367.84,1540.2
P1,15/02/04,Benfica,Porto,1,1,D,0,1,A,2.625,3.0,2.5,2.5,3.1,2.55,2.5,3.0,2.5,2.5,3.1,2.5,2.5,3.1,2.5,1.9,1.75,1.85,2.0,0.0,,,,,,,,,,,,,,,,,,1677.76,1785.92
P1,15/02/04,Est Amadora,Gil Vicente,1,1,D,1,0,H,2.5,3.1,2.5,2.55,3.2,2.45,2.5,3.0,2.5,2.5,3.1,2.5,2.45,3.1,2.45,1.79,1.85,1.95,1.9,0.0,,,,,,,,,,,,,,,,,,1319.71,1436.6
P1,15/02/04,Leiria,Nacional,0,1,A,0,0,D,2.2,3.2,2.8,2.15,3.2,3.0,2.2,2.8,3.1,2.2,3.1,2.87,2.2,3.15,2.75,1.95,1.71,1.8,2.05,-0.25,,,,,,,,,,,,,,,,,,1471.73,1476.13
P1,15/02/04,Pacos Ferreira,Beira Mar,2,1,H,2,0,H,2.5,3.1,2.5,2.5,3.1,2.55,2.4,3.0,2.6,2.5,3.2,2.4,2.45,3.1,2.45,1.95,1.71,2.0,1.85,0.0,,,,,,,,,,,,,,,,,,1405.06,1492.57
P1,15/02/04,Sp Braga,Maritimo,0,0,D,0,0,D,2.1,3.2,3.0,2.0,3.2,3.35,2.0,3.0,3.3,2.0,3.2,3.2,1.85,3.2,3.5,2.0,1.65,1.8,2.05,-0.25,,,,,,,,,,,,,,,,,,1478.11,1502.92
P1,16/02/04,Guimaraes,Belenenses,0,1,A,0,0,D,2.1,3.2,3.0,2.0,3.2,3.3,2.0,3.0,3.3,2.05,3.2,3.1,2.05,3.1,3.0,1.95,1.71,1.8,2.05,-0.25,,,,,,,,,,,,,,,,,,1413.86,1431.17
P1,16/02/04,Rio Ave,Alverca,1,2,A,1,2,A,1.615,3.5,4.5,1.66,3.4,4.7,1.65,3.1,4.8,1.61,3.4,4.75,1.55,3.45,5.0,1.85,1.79,1.9,1.95,-0.75,,,,,,,,,,,,,,,,,,1456.78,1352.13
P1,20/02/04,Beira Mar,Sp Braga,0,2,A,0,0,D,1.909,3.25,3.4,1.91,3.25,3.55,1.9,3.1,3.5,1.9,3.2,3.5,1.9,3.25,3.4,1.95,1.71,1.91,1.7,-0.5,,,,,,,,,,,,,,,,,,1480.52,1475.45
P1,21/02/04,Belenenses,Academica,0,5,A,0,2,A,1.909,3.25,3.4,1.8,3.3,3.9,1.8,3.1,3.8,1.85,3.25,3.6,2.0,3.2,3.1,2.0,1.65,2.1,1.75,-0.75,,,,,,,,,,,,,,,,,,1446.59,1382.91
P1,21/02/04,Porto,Guimaraes,3,0,H,2,0,H,1.143,6.0,12.0,1.16,5.75,12.0,1.15,6.0,12.0,1.14,6.0,12.0,1.12,6.0,15.0,1.6,2.1,,,,,,,,,,,,,,,,,,,,,1785.63,1398.44
P1,22/02/04,Alverca,Pacos Ferreira,2,1,H,2,1,H,2.2,3.25,2.75,2.0,3.25,3.25,2.0,3.1,3.2,2.1,3.2,3.0,2.1,3.05,3.0,1.9,1.75,1.65,2.2,-0.25,,,,,,,,,,,,,,,,,,1371.24,1417.11
P1,22/02/04,Gil Vicente,Sp Lisbon,1,1,D,1,0,H,4.5,3.3,1.667,4.25,3.6,1.67,4.4,3.3,1.65,4.33,3.2,1.72,4.33,3.4,1.66,1.75,1.9,1.95,1.67,0.5,,,,,,,,,,,,,,,,,,1435.99,1662.24
P1,22/02/04,Maritimo,Est Amadora,1,0,H,0,0,D,1.286,4.5,8.0,1.3,4.5,8.3,1.4,3.9,6.0,1.33,4.0,8.0,1.3,4.0,8.5,1.75,1.9,1.95,1.85,-1.5,,,,,,,,,,,,,,,,,,1505.58,1320.32
P1,22/02/04,Moreirense,Leiria,0,0,D,0,0,D,1.727,3.4,4.0,1.8,3.3,3.9,1.85,3.1,3.6,1.72,3.2,4.33,1.85,3.3,3.4,1.95,1.71,1.8,1.79,-0.5,,,,,,,,,,,,,,,,,,1456.24,1455.87
P1,22/02/04,Nacional,Benfica,3,2,H,1,1,D,3.4,3.25,1.909,3.7,3.25,1.85,3.5,3.1,1.9,3.2,3.2,2.0,3.2,3.2,2.0,1.79,1.85,1.73,1.85,0.5,,,,,,,,,,,,,,,,,,1491.99,1678.05
P1,23/02/04,Boavista,Rio Ave,1,1,D,1,0,H,1.667,3.3,4.5,1.66,3.4,4.6,1.65,3.3,4.4,1.66,3.25,4.5,1.6,3.3,4.8,2.1,1.6,1.9,1.9,-0.75,,,,,,,,,,,,,,,,,,1525.13,1437.67
P1,27/02/04,Guimaraes,Nacional,2,1,H,1,0,H,2.625,3.2,2.3,2.6,3.2,2.4,2.5,3.0,2.5,2.62,3.2,2.3,2.6,3.15,2.3,2.0,1.65,2.1,1.75,0.0,,,,,,,,,,,,,,,,,,1397.01,1507.52
P1,28/02/04,Belenenses,Boavista,1,1,D,1,0,H,2.625,3.1,2.375,2.6,3.2,2.4,2.7,3.0,2.3,2.5,3.1,2.5,2.5,3.1,2.4,2.0,1.65,2.1,1.75,0.0,,,,,,,,,,,,,,,,,,1428.6,1518.97
P1,28/02/04,Sp Lisbon,Maritimo,1,0,H,0,0,D,1.364,4.0,7.0,1.31,4.5,7.8,1.33,4.0,7.5,1.36,4.0,7.0,1.33,4.2,7.5,1.71,1.95,1.8,2.0,-1.25,,,,,,,,,,,,,,,,,,1657.89,1509.63
P1,29/02/04,Benfica,Moreirense,1,1,D,0,0,D,1.333,4.333,7.0,1.28,4.75,8.25,1.25,4.5,9.0,1.28,4.5,8.0,1.25,5.0,8.0,1.6,2.1,1.95,1.85,-1.5,,,,,,,,,,,,,,,,,,1662.52,1452.73
P1,29/02/04,Est Amadora,Beira Mar,2,2,D,1,1,D,2.625,3.1,2.375,2.7,3.2,2.35,2.7,3.0,2.3,2.7,3.2,2.25,2.65,3.2,2.25,2.0,1.65,1.8,2.0,0.25,,,,,,,,,,,,,,,,,,1316.27,1464.35
P1,29/02/04,Leiria,Gil Vicente,2,2,D,0,1,A,2.0,3.2,3.2,2.05,3.2,3.2,1.9,3.1,3.5,2.0,3.2,3.2,2.0,3.1,3.2,1.9,1.75,1.75,2.1,-0.25,,,,,,,,,,,,,,,,,,1459.38,1440.34
P1,29/02/04,Pacos Ferreira,Rio Ave,1,2,A,0,1,A,2.25,3.2,2.75,2.25,3.2,2.8,2.3,3.0,2.7,2.25,3.1,2.8,2.25,3.2,2.65,2.0,1.65,2.0,1.8,-0.25,,,,,,,,,,,,,,,,,,1406.54,1443.83
P1,01/03/04,Academica,Porto,0,1,A,0,0,D,6.0,3.75,1.444,6.25,3.75,1.45,5.0,3.7,1.5,6.0,3.75,1.44,6.5,3.6,1.44,1.6,2.1,1.8,2.0,1.25,,,,,,,,,,,,,,,,,,1400.9,1787.06
P1,01/03/04,Sp Braga,Alverca,0,0,D,0,0,D,1.667,3.25,4.5,1.65,3.5,4.5,1.7,3.2,4.2,1.61,3.4,4.75,1.65,3.25,4.5,1.9,1.75,1.8,2.0,-0.75,,,,,,,,,,,,,,,,,,1491.62,1381.81
P1,05/03/04,Porto,Belenenses,4,1,H,1,0,H,1.167,5.5,12.0,1.2,5.5,10.4,1.22,4.8,9.5,1.16,5.5,11.0,1.16,5.5,12.0,1.6,2.1,2.15,1.7,-1.75,,,,,,,,,,,,,,,,,,1791.1,1428.25
P1,06/03/04,Beira Mar,Sp Lisbon,0,2,A,0,2,A,3.5,3.2,1.909,3.6,3.2,1.9,3.8,3.1,1.8,3.6,3.25,1.85,4.2,3.25,1.72,1.83,1.83,1.69,1.9,0.5,,,,,,,,,,,,,,,,,,1462.63,1662.72
P1,06/03/04,Boavista,Pacos Ferreira,1,1,D,1,1,D,1.571,3.5,5.0,1.5,3.8,5.5,1.55,3.4,5.0,1.53,3.4,5.5,1.5,3.3,6.0,2.0,1.65,1.5,2.25,-0.5,,,,,,,,,,,,,,,,,,1519.32,1391.81
P1,07/03/04,Alverca,Est Amadora,3,0,H,2,0,H,1.533,3.4,5.5,1.55,3.65,5.2,1.65,3.3,4.4,1.53,3.4,5.5,1.5,3.45,5.5,1.71,1.95,2.0,1.8,-1.0,,,,,,,,,,,,,,,,,,1388.56,1317.99
P1,07/03/04,Gil Vicente,Benfica,1,2,A,0,1,A,3.75,3.25,1.833,3.7,3.3,1.85,3.6,3.1,1.85,3.5,3.2,1.9,3.75,3.2,1.83,1.83,1.83,1.74,1.85,0.5,,,,,,,,,,,,,,,,,,1444.46,1653.62
P1,07/03/04,Maritimo,Leiria,2,2,D,1,2,A,1.667,3.4,4.333,1.65,3.35,4.8,1.65,3.3,4.4,1.61,3.4,4.75,1.6,3.3,4.8,2.0,1.65,1.65,1.97,-0.5,,,,,,,,,,,,,,,,,,1504.8,1455.26
P1,07/03/04,Moreirense,Guimaraes,1,1,D,0,1,A,1.727,3.4,4.0,1.7,3.4,4.35,1.85,3.1,3.6,1.72,3.3,4.2,1.8,3.25,3.65,2.1,1.6,1.7,1.91,-0.5,,,,,,,,,,,,,,,,,,1461.63,1409.89
P1,07/03/04,Nacional,Academica,2,1,H,0,1,A,1.615,3.5,4.5,1.6,3.6,4.8,1.6,3.4,4.6,1.57,3.4,5.2,1.5,3.45,5.5,1.75,1.9,1.6,2.06,-0.5,,,,,,,,,,,,,,,,,,1494.64,1396.86
P1,08/03/04,Rio Ave,Sp Braga,0,0,D,0,0,D,2.1,3.2,3.0,2.2,3.0,3.1,2.1,2.9,3.2,2.2,3.2,2.8,2.15,3.1,2.85,2.1,1.6,1.9,1.9,-0.25,,,,,,,,,,,,,,,,,,1458.56,1484.87
P1,13/03/04,Belenenses,Nacional,0,1,A,0,1,A,2.625,3.3,2.25,2.5,3.15,2.55,2.3,3.0,2.7,2.5,3.2,2.4,2.5,3.05,2.45,1.83,1.83,1.95,1.85,0.0,,,,,,,,,,,,,,,,,,1426.62,1500.7
P1,13/03/04,Porto,Boavista,1,0,H,0,0,D,1.364,3.75,8.0,1.4,3.7,7.9,1.4,3.7,6.5,1.36,3.75,8.0,1.33,4.0,8.0,1.83,1.83,1.4,2.52,-0.5,,,,,,,,,,,,,,,,,,1792.73,1512.13
P1,13/03/04,Sp Braga,Pacos Ferreira,2,1,H,1,0,H,1.533,3.5,5.5,1.6,3.5,5.0,1.65,3.2,4.6,1.57,3.5,5.0,1.6,3.2,5.0,1.9,1.75,1.9,1.9,-0.75,,,,,,,,,,,,,,,,,,1487.48,1399.0
P1,14/03/04,Academica,Moreirense,0,3,A,0,2,A,2.25,3.2,2.75,2.25,3.0,3.0,2.2,3.0,2.9,2.2,3.2,2.8,2.25,3.0,2.8,2.0,1.65,1.95,1.85,-0.25,,,,,,,,,,,,,,,,,,1390.8,1456.49
P1,14/03/04,Benfica,Maritimo,1,0,H,0,0,D,1.4,3.75,7.0,1.4,3.85,7.25,1.4,3.7,6.5,1.4,3.75,7.0,1.44,3.6,6.5,1.65,2.0,1.4,2.51,-0.5,,,,,,,,,,,,,,,,,,1662.32,1499.73
P1,14/03/04,Est Amadora,Rio Ave,1,4,A,0,0,D,2.5,3.25,2.375,2.8,3.05,2.35,2.7,3.0,2.3,2.62,3.2,2.3,2.55,3.1,2.35,1.95,1.71,2.8,1.33,-0.5,,,,,,,,,,,,,,,,,,1311.18,1455.95
P1,14/03/04,Guimaraes,Gil Vicente,0,2,A,0,1,A,2.1,3.2,3.0,2.1,3.1,3.2,2.0,3.0,2.2,2.1,3.2,3.0,2.1,3.1,2.95,1.95,1.71,1.85,1.95,-0.25,,,,,,,,,,,,,,,,,,1415.03,1435.76
P1,14/03/04,Leiria,Beira Mar,2,1,H,2,1,H,2.2,3.2,2.8,2.2,3.1,3.0,2.0,3.0,3.3,2.2,3.2,2.8,2.0,3.15,3.15,1.9,1.75,1.95,1.85,-0.25,,,,,,,,,,,,,,,,,,1460.33,1453.63
P1,15/03/04,Sp Lisbon,Alverca,2,0,H,1,0,H,1.25,4.5,10.0,1.25,5.0,9.0,1.25,4.5,9.0,1.2,5.0,11.0,1.22,5.0,9.5,1.6,2.1,,,,,,,,,,,,,,,,,,,,,1671.72,1395.37
P1,19/03/04,Maritimo,Guimaraes,1,1,D,0,1,A,1.533,3.6,5.0,1.6,3.4,5.2,1.65,3.3,4.4,1.57,3.5,5.0,1.55,3.4,5.5,2.0,1.65,1.95,1.85,-0.75,,,,,,,,,,,,,,,,,,1495.21,1399.73
P1,20/03/04,Rio Ave,Sp Lisbon,4,0,H,3,0,H,3.6,3.4,1.8,3.8,3.4,1.8,3.8,3.1,1.8,3.75,3.25,1.83,4.2,3.25,1.72,1.71,1.95,1.79,1.8,0.5,,,,,,,,,,,,,,,,,,1466.85,1674.29
P1,21/03/04,Alverca,Leiria,1,4,A,0,3,A,2.0,3.2,3.2,2.0,3.2,3.35,2.2,2.8,3.1,2.0,3.2,3.2,2.0,3.0,3.4,1.79,1.85,1.85,1.95,-0.25,,,,,,,,,,,,,,,,,,1392.8,1469.11
P1,21/03/04,Beira Mar,Benfica,0,1,A,0,0,D,3.75,3.25,1.833,3.75,3.25,1.85,3.8,3.1,1.8,3.75,3.3,1.8,4.2,3.25,1.72,1.75,1.9,1.74,1.85,0.5,,,,,,,,,,,,,,,,,,1444.85,1666.84
P1,21/03/04,Boavista,Sp Braga,1,1,D,0,0,D,1.909,3.2,3.5,1.91,3.25,3.6,1.9,3.1,3.5,2.0,3.1,3.3,2.0,3.1,3.3,2.1,1.6,1.91,1.71,-0.5,,,,,,,,,,,,,,,,,,1509.62,1493.79
P1,21/03/04,Gil Vicente,Academica,0,1,A,0,0,D,1.8,3.4,3.6,1.8,3.25,4.0,1.75,3.2,4.0,1.8,3.25,3.75,1.75,3.3,4.0,1.85,1.79,1.8,1.79,-0.5,,,,,,,,,,,,,,,,,,1451.06,1377.07
P1,21/03/04,Pacos Ferreira,Est Amadora,1,0,H,1,0,H,1.571,3.5,5.0,1.65,3.4,4.75,1.5,3.7,5.0,1.57,3.5,5.0,1.5,3.6,5.5,1.83,1.83,1.85,1.95,-0.75,,,,,,,,,,,,,,,,,,1392.69,1300.28
P1,22/03/04,Moreirense,Belenenses,0,0,D,0,0,D,1.727,3.2,4.333,1.75,3.5,3.9,1.8,3.1,3.8,1.75,3.3,4.0,1.8,3.3,3.75,1.95,1.71,1.75,1.84,-0.5,,,,,,,,,,,,,,,,,,1470.22,1413.19
P1,26/03/04,Academica,Maritimo,2,0,H,1,0,H,2.5,3.2,2.5,2.5,3.15,2.5,2.5,3.0,2.5,2.5,3.1,2.5,2.4,3.1,2.6,2.0,1.65,1.8,2.0,0.0,,,,,,,,,,,,,,,,,,1395.35,1488.84
P1,27/03/04,Nacional,Boavista,1,0,H,0,0,D,2.0,3.2,3.2,1.95,3.15,3.5,1.9,3.1,3.5,1.9,3.2,3.5,1.8,3.1,4.0,1.9,1.75,1.95,1.66,-0.5,,,,,,,,,,,,,,,,,,1514.13,1505.6
P1,27/03/04,Sp Lisbon,Pacos Ferreira,1,0,H,0,0,D,1.222,4.5,11.0,1.2,5.5,10.0,1.22,4.8,9.5,1.2,5.0,11.0,1.16,6.0,10.0,1.79,1.85,1.2,3.55,-0.5,,,,,,,,,,,,,,,,,,1658.04,1398.9
P1,28/03/04,Benfica,Alverca,2,0,H,2,0,H,1.286,4.5,8.5,1.25,5.0,8.5,1.25,4.5,9.0,1.25,4.75,9.0,1.25,4.5,10.0,1.75,1.9,1.95,1.85,-1.5,,,,,,,,,,,,,,,,,,1675.12,1379.45
P1,28/03/04,Est Amadora,Sp Braga,0,1,A,0,0,D,3.5,3.25,1.909,3.6,3.25,1.9,3.5,3.2,1.85,3.5,3.2,1.9,3.4,3.3,1.9,1.95,1.71,1.71,1.9,0.5,,,,,,,,,,,,,,,,,,1294.07,1497.81
P1,28/03/04,Guimaraes,Beira Mar,2,0,H,1,0,H,2.1,3.25,3.0,2.1,3.2,3.1,1.9,3.1,3.5,2.1,3.2,3.0,2.05,3.25,3.05,1.95,1.71,1.8,2.0,-0.25,,,,,,,,,,,,,,,,,,1406.1,1436.57
P1,28/03/04,Leiria,Rio Ave,1,1,D,0,1,A,2.25,3.2,2.75,2.25,3.1,2.85,2.2,2.9,3.0,2.2,3.1,2.87,2.2,3.1,2.9,1.9,1.75,1.95,1.85,-0.25,,,,,,,,,,,,,,,,,,1482.46,1483.1
P1,28/03/04,Porto,Moreirense,1,0,H,0,0,D,1.167,5.5,12.0,1.18,5.5,12.0,1.2,5.0,10.0,1.16,5.5,11.0,1.16,5.5,12.0,1.75,1.9,1.18,3.77,-0.5,,,,,,,,,,,,,,,,,,1795.24,1464.93
P1,29/03/04,Belenenses,Gil Vicente,2,0,H,1,0,H,2.2,3.2,2.8,2.2,3.2,2.85,2.3,2.8,2.9,2.2,3.1,2.9,2.15,3.1,2.95,1.9,1.75,1.95,1.85,-0.25,,,,,,,,,,,,,,,,,,1418.48,1432.78
P1,02/04/04,Alverca,Guimaraes,0,1,A,0,0,D,2.0,3.2,3.2,2.1,3.2,3.1,2.2,2.9,3.0,2.0,3.2,3.2,2.05,3.3,3.0,1.79,1.85,2.1,1.57,-0.5,,,,,,,,,,,,,,,,,,1377.13,1416.13
P1,03/04/04,Boavista,Est Amadora,1,2,A,1,1,D,1.28,4.5,8.0,1.3,4.5,8.25,1.3,4.2,8.0,1.3,4.33,8.0,1.25,4.75,9.0,1.83,1.83,,,,,,,,,,,,,,,,,,,,,1496.88,1285.2
P1,03/04/04,Gil Vicente,Porto,2,0,H,0,0,D,4.5,3.5,1.615,5.3,3.5,1.57,4.4,3.3,1.65,5.0,3.5,1.57,5.0,3.5,1.57,1.75,1.9,1.8,2.0,1.0,,,,,,,,,,,,,,,,,,1423.3,1797.18
P1,04/04/04,Beira Mar,Academica,0,0,D,0,0,D,2.0,3.2,3.2,2.0,3.25,3.3,2.1,3.0,3.1,1.9,3.25,3.4,2.15,3.25,2.85,1.9,1.75,2.0,1.64,-0.5,,,,,,,,,,,,,,,,,,1426.54,1407.62
P1,04/04/04,Moreirense,Nacional,2,1,H,1,0,H,2.375,3.2,2.625,2.4,3.15,2.65,2.3,2.9,2.8,2.37,3.1,2.62,2.45,2.95,2.65,2.2,1.55,1.8,2.0,0.0,,,,,,,,,,,,,,,,,,1462.99,1522.85
P1,04/04/04,Pacos Ferreira,Leiria,1,2,A,0,0,D,2.25,3.2,2.75,2.2,3.25,2.85,2.2,2.9,3.0,2.2,3.2,2.8,2.3,3.2,2.65,1.85,1.79,1.9,1.9,-0.25,,,,,,,,,,,,,,,,,,1396.09,1478.98
P1,04/04/04,Rio Ave,Benfica,1,1,D,0,0,D,3.0,3.2,2.1,3.45,3.25,1.95,3.2,3.1,2.0,3.4,3.25,1.9,3.4,3.25,1.9,1.83,1.83,1.67,1.95,0.5,,,,,,,,,,,,,,,,,,1486.58,1677.44
P1,04/04/04,Sp Braga,Sp Lisbon,2,3,A,0,2,A,3.2,3.2,2.0,3.3,3.25,2.0,3.1,3.0,2.1,3.2,3.2,2.0,3.2,3.2,2.0,1.83,1.83,1.64,2.0,0.5,,,,,,,,,,,,,,,,,,1506.68,1660.85
P1,05/04/04,Maritimo,Belenenses,2,0,H,2,0,H,1.727,3.2,4.333,1.65,3.4,4.75,1.8,3.1,3.8,1.66,3.4,4.33,1.65,3.35,4.5,2.0,1.65,1.9,1.9,-0.75,,,,,,,,,,,,,,,,,,1476.57,1427.96
P1,09/04/04,Moreirense,Boavista,2,1,H,1,0,H,2.1,3.2,3.0,2.05,3.1,3.3,2.1,2.9,3.2,2.1,3.2,3.0,1.9,3.3,3.3,2.3,1.5,2.05,1.6,-0.5,,,,,,,,,,,,,,,,,,1474.05,1475.44
P1,10/04/04,Academica,Alverca,4,0,H,1,0,H,2.1,3.2,3.0,2.0,3.0,3.6,2.0,3.0,3.3,2.0,3.1,3.3,2.0,2.85,3.7,2.1,1.6,2.0,1.64,-0.5,,,,,,,,,,,,,,,,,,1411.74,1362.46
P1,10/04/04,Benfica,Pacos Ferreira,2,1,H,0,0,D,1.2,5.5,9.0,1.2,5.25,11.0,1.22,4.8,9.5,1.25,5.0,8.0,1.2,5.0,11.0,1.6,2.1,,,,,,,,,,,,,,,,,,,,,1674.24,1382.97
P1,10/04/04,Guimaraes,Rio Ave,2,0,H,1,0,H,2.25,3.2,2.75,2.15,3.2,2.95,2.1,2.9,3.2,2.2,3.1,2.87,2.05,3.3,3.0,2.1,1.6,1.95,1.85,-0.25,,,,,,,,,,,,,,,,,,1430.8,1489.78
P1,10/04/04,Leiria,Sp Braga,2,2,D,1,1,D,2.375,3.1,2.625,2.35,3.1,2.75,2.2,2.9,3.0,2.37,3.0,2.7,2.3,3.15,2.7,2.1,1.6,1.75,2.05,0.0,,,,,,,,,,,,,,,,,,1492.1,1496.11
P1,10/04/04,Nacional,Gil Vicente,2,1,H,1,1,D,1.667,3.4,4.333,1.65,3.35,4.75,1.7,3.2,4.2,1.66,3.3,4.5,1.5,3.7,5.25,1.65,2.0,1.8,2.0,-0.75,,,,,,,,,,,,,,,,,,1511.79,1444.02
P1,10/04/04,Porto,Maritimo,1,0,H,0,0,D,1.25,4.5,10.0,1.23,5.0,10.0,1.25,4.5,9.0,1.22,5.0,9.0,1.22,5.0,9.5,1.6,2.1,,,,,,,,,,,,,,,,,,,,,1776.46,1484.03
P1,10/04/04,Sp Lisbon,Est Amadora,4,0,H,1,0,H,1.111,6.5,15.0,1.11,6.6,16.0,1.12,6.5,13.0,1.12,6.5,13.0,1.1,6.5,17.0,1.6,2.1,,,,,,,,,,,,,,,,,,,,,1671.42,1306.64
P1,12/04/04,Belenenses,Beira Mar,1,0,H,1,0,H,1.72,3.4,4.0,1.65,3.5,4.5,1.75,3.3,3.8,1.72,3.25,4.2,1.6,3.5,4.5,1.9,1.75,1.74,1.85,0.5,,,,,,,,,,,,,,,,,,1420.5,1422.42
P1,14/04/04,Nacional,Porto,0,0,D,0,0,D,3.4,3.25,1.9,3.7,3.3,1.85,3.6,3.1,1.85,3.75,2.9,2.0,3.5,3.25,1.91,3.4,3.25,1.9,1.9,1.75,,,,,,,,,,,,,,,,,,1518.68,1778.82
P1,17/04/04,Boavista,Sp Lisbon,2,1,H,0,0,D,4.0,3.4,1.727,3.6,3.3,1.85,4.0,3.2,1.75,3.5,3.2,1.9,3.6,3.4,1.8,1.9,1.75,1.72,1.85,0.5,,,,,,,,,,,,,,,,,,1466.4,1673.03
P1,17/04/04,Est Amadora,Leiria,0,0,D,0,0,D,2.75,3.2,2.25,2.85,3.3,2.15,,,,3.2,3.2,2.0,2.9,3.4,2.0,1.9,1.75,1.95,1.85,0.25,,,,,,,,,,,,,,,,,,1305.03,1488.73
P1,17/04/04,Sp Braga,Benfica,0,3,A,0,3,A,3.4,3.25,1.909,3.5,3.25,1.9,3.2,3.1,2.0,3.2,3.2,2.0,3.4,3.25,1.9,1.71,1.95,1.69,1.9,0.5,,,,,,,,,,,,,,,,,,1499.48,1676.62
P1,18/04/04,Alverca,Belenenses,1,0,H,1,0,H,2.2,3.2,2.8,2.2,3.1,2.9,2.4,2.9,2.7,2.2,3.2,2.8,2.25,3.0,2.9,1.9,1.75,1.95,1.85,-0.25,,,,,,,,,,,,,,,,,,1355.02,1429.56
P1,18/04/04,Beira Mar,Porto,0,0,D,0,0,D,4.333,3.4,1.667,5.3,3.5,1.57,4.4,3.3,1.65,4.33,3.4,1.66,5.5,3.6,1.5,1.75,1.9,1.85,1.95,0.75,,,,,,,,,,,,,,,,,,1413.36,1773.43
