Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,EloHome,EloAway
B1,15/02/04,Gent,Club Brugge,0,1,A,0,0,D,3.2,3.2,2.0,3.25,3.2,2.0,3.5,3.1,1.9,3.3,3.25,1.95,3.2,3.2,2.0,1.65,2.0,,,,,,,,,,,,,,,,,,,,,,,1569.88,1728.31
B1,16/02/04,Louvieroise,Germinal,0,0,D,0,0,D,2.1,3.2,3.0,2.1,3.1,3.1,2.1,3.0,3.1,2.1,3.1,3.1,2.1,3.1,2.95,1.85,1.79,,,,,,,,,,,,,,,,,,,,,,,1505.03,1537.96
B1,20/02/04,Bergen,Genk,0,1,A,0,0,D,2.75,3.25,2.2,2.8,3.2,2.2,2.9,3.0,2.2,2.62,3.2,2.3,2.55,3.15,2.35,1.65,2.0,1.49,2.2,0.5,,,,,,,,,,,,,,,,,,,,1502.18,1637.47
B1,21/02/04,Charleroi,Gent,2,0,H,2,0,H,2.5,3.1,2.5,2.5,3.1,2.5,2.4,3.0,2.6,2.5,3.2,2.4,2.45,3.1,2.45,1.85,1.79,,,,,,,,,,,,,,,,,,,,,,,1440.21,1559.46
B1,21/02/04,Club Brugge,St Truiden,2,1,H,1,1,D,1.364,4.0,7.0,1.3,4.5,7.5,1.27,4.3,8.5,1.3,4.33,8.0,1.25,4.6,8.5,1.5,2.3,1.3,2.81,-0.5,,,,,,,,,,,,,,,,,,,,1738.73,1595.77
B1,21/02/04,Lokeren,Lierse,3,0,H,2,0,H,2.1,3.25,3.0,2.1,3.2,3.0,2.0,3.1,3.2,2.1,3.2,3.0,2.1,3.05,3.0,1.79,1.85,2.1,1.55,-0.5,,,,,,,,,,,,,,,,,,,,1553.69,1533.12
B1,21/02/04,Mouscron,Louvieroise,2,1,H,0,1,A,1.533,3.4,5.5,1.5,3.6,5.65,1.5,3.7,5.0,1.53,3.4,5.5,1.55,3.4,5.0,1.6,2.1,1.53,2.18,-0.5,,,,,,,,,,,,,,,,,,,,1600.04,1502.65
B1,21/02/04,Standard,Cercle Brugge,7,0,H,3,0,H,1.333,4.0,8.0,1.3,4.5,7.5,1.3,4.2,8.0,1.3,4.33,8.0,1.35,3.9,7.1,1.5,2.3,1.3,2.81,-0.5,,,,,,,,,,,,,,,,,,,,1673.02,1493.83
B1,22/02/04,Germinal,Antwerp,1,0,H,1,0,H,1.615,3.5,4.5,1.65,3.4,4.5,1.75,3.2,4.0,1.66,3.4,4.33,1.75,3.1,4.1,1.71,1.95,1.65,1.94,-0.5,,,,,,,,,,,,,,,,,,,,1540.34,1420.32
B1,22/02/04,Heusden Zolder,Beveren,1,4,A,0,2,A,2.375,3.1,2.625,2.25,3.2,2.75,2.2,3.1,2.8,2.3,3.2,2.62,2.25,3.25,2.6,1.75,1.9,2.25,1.48,-0.5,,,,,,,,,,,,,,,,,,,,1468.05,1477.01
B1,22/02/04,Westerlo,Anderlecht,0,0,D,0,0,D,4.333,3.4,1.667,4.5,3.4,1.65,4.6,3.4,1.6,4.33,3.4,1.66,5.0,3.5,1.57,1.65,2.0,1.94,1.65,0.5,,,,,,,,,,,,,,,,,,,,1597.31,1849.58
B1,27/02/04,Louvieroise,Standard,3,2,H,2,1,H,3.75,3.25,1.8,3.5,3.25,1.9,3.8,3.1,1.8,3.75,3.2,1.83,3.75,3.2,1.83,1.75,1.9,1.69,1.9,0.5,,,,,,,,,,,,,,,,,,,,1496.57,1677.19
B1,28/02/04,Genk,Lierse,2,0,H,1,0,H,1.5,3.6,5.5,1.5,3.6,5.6,1.45,3.8,5.4,1.44,3.75,6.0,1.5,3.35,5.75,1.65,2.0,1.5,1.52,-0.5,,,,,,,,,,,,,,,,,,,,1648.7,1524.79
B1,28/02/04,Gent,Germinal,1,1,D,0,0,D,2.2,3.25,2.75,2.15,3.2,2.9,2.1,3.0,3.1,2.1,3.2,3.0,2.15,3.05,2.9,1.95,1.71,2.15,1.52,-0.5,,,,,,,,,,,,,,,,,,,,1546.27,1545.84
B1,28/02/04,St Truiden,Charleroi,1,2,A,0,1,A,1.667,3.3,4.5,1.57,3.5,5.0,1.65,3.3,4.4,1.61,3.3,5.0,1.65,3.25,4.5,1.71,1.95,1.57,2.06,-0.5,,,,,,,,,,,,,,,,,,,,1590.82,1453.4
B1,29/02/04,Beveren,Club Brugge,1,3,A,1,0,H,4.0,3.4,1.727,4.0,3.3,1.75,3.8,3.3,1.75,4.0,3.4,1.72,4.0,3.4,1.72,1.55,2.2,1.81,1.75,0.5,,,,,,,,,,,,,,,,,,,,1492.71,1743.68
B1,29/02/04,Cercle Brugge,Bergen,0,1,A,0,1,A,2.0,3.2,3.2,2.05,3.2,3.2,2.2,3.0,2.9,2.0,3.2,3.2,2.05,3.1,3.05,1.95,1.71,2.05,1.6,-0.5,,,,,,,,,,,,,,,,,,,,1489.66,1490.95
B1,29/02/04,Westerlo,Lokeren,7,3,H,3,2,H,1.615,3.5,4.5,1.65,3.4,4.5,1.7,3.2,4.2,1.66,3.3,4.5,1.55,3.35,5.2,1.71,1.95,1.65,1.94,-0.5,,,,,,,,,,,,,,,,,,,,1602.46,1562.02
B1,05/03/04,Heusden Zolder,Westerlo,0,1,A,0,0,D,2.75,3.2,2.25,2.9,3.1,2.2,2.9,3.0,2.2,2.9,3.2,2.1,2.95,3.0,2.15,1.71,1.95,1.5,2.2,0.5,,,,,,,,,,,,,,,,,,,,1452.35,1610.17
B1,06/03/04,Bergen,Louvieroise,1,0,H,1,0,H,2.1,3.2,3.0,2.2,3.1,2.9,2.3,2.9,2.8,2.2,3.1,2.87,2.3,3.1,2.65,1.71,1.95,2.2,1.5,-0.5,,,,,,,,,,,,,,,,,,,,1506.91,1511.92
B1,06/03/04,Charleroi,Beveren,0,1,A,0,1,A,2.2,3.2,2.8,2.2,3.1,2.9,2.0,3.2,3.1,2.25,3.2,2.75,2.2,3.15,2.75,1.71,1.95,2.2,1.5,-0.5,,,,,,,,,,,,,,,,,,,,1473.32,1485.32
B1,06/03/04,Lierse,Cercle Brugge,0,0,D,0,0,D,1.909,3.2,3.5,1.8,3.25,3.9,1.8,3.1,3.8,1.85,3.25,3.6,1.9,3.1,3.45,1.83,1.83,1.8,1.77,-0.5,,,,,,,,,,,,,,,,,,,,1519.39,1473.7
B1,06/03/04,Lokeren,Genk,2,1,H,1,0,H,2.625,3.2,2.375,2.75,3.2,2.25,2.5,3.1,2.4,2.6,3.25,2.3,2.55,3.1,2.35,1.6,2.1,1.48,2.25,0.5,,,,,,,,,,,,,,,,,,,,1554.31,1654.1
B1,06/03/04,Mouscron,Gent,2,1,H,0,0,D,1.615,3.5,4.5,1.6,3.4,4.9,1.55,3.5,4.8,1.57,3.5,5.0,1.55,3.4,5.0,1.65,2.0,1.6,2.01,-0.5,,,,,,,,,,,,,,,,,,,,1606.12,1542.75
B1,07/03/04,Club Brugge,Anderlecht,1,0,H,1,0,H,2.5,3.0,2.6,2.45,3.05,2.6,2.3,3.1,2.6,2.5,3.1,2.5,2.4,3.1,2.6,1.6,2.1,2.45,1.4,-0.5,,,,,,,,,,,,,,,,,,,,1751.07,1844.43
B1,07/03/04,Germinal,St Truiden,0,0,D,0,0,D,2.0,3.2,3.2,1.9,3.25,3.5,1.9,3.1,3.5,1.95,3.2,3.3,1.95,3.1,3.3,1.75,1.9,1.9,1.69,-0.5,,,,,,,,,,,,,,,,,,,,1549.36,1570.9
B1,07/03/04,Standard,Antwerp,3,0,H,1,0,H,1.222,5.0,9.5,1.2,5.1,10.7,1.22,4.7,9.5,1.2,5.2,10.0,1.22,5.0,9.5,1.45,2.45,,,,,,,,,,,,,,,,,,,,,,,1661.84,1414.82
B1,12/03/04,Heusden Zolder,Lokeren,2,3,A,2,0,H,2.5,3.1,2.5,2.45,3.2,2.5,2.7,3.0,2.3,2.4,3.2,2.5,2.4,3.1,2.5,1.75,1.9,,,,,,,,,,,,,,,,,,,,,,,1441.91,1566.8
B1,13/03/04,Anderlecht,Charleroi,3,2,H,0,2,A,1.167,5.0,15.0,1.17,5.9,10.0,1.2,5.0,10.0,1.17,5.5,12.0,1.16,5.5,12.0,1.45,2.45,1.17,3.71,-0.5,,,,,,,,,,,,,,,,,,,,1832.17,1457.72
B1,13/03/04,Antwerp,Bergen,0,0,D,0,0,D,2.5,3.1,2.5,2.4,3.15,2.6,2.4,3.0,2.6,2.4,3.2,2.5,2.45,3.1,2.45,1.79,1.85,,,,,,,,,,,,,,,,,,,,,,,1411.83,1516.08
B1,13/03/04,Beveren,Germinal,0,0,D,0,0,D,2.1,3.2,3.0,2.15,3.1,3.0,2.1,3.0,3.1,2.2,3.2,2.8,2.05,3.1,3.05,1.65,2.0,2.15,1.52,-0.5,,,,,,,,,,,,,,,,,,,,1500.92,1546.58
B1,13/03/04,Louvieroise,Lierse,0,1,A,0,0,D,1.833,3.25,3.75,1.85,3.1,3.9,2.0,3.1,3.2,1.85,3.25,3.6,1.9,3.15,3.4,1.79,1.85,1.85,1.73,-0.5,,,,,,,,,,,,,,,,,,,,1502.75,1514.44
B1,13/03/04,St Truiden,Mouscron,1,1,D,0,1,A,2.6,3.1,2.4,2.6,3.0,2.5,2.7,3.0,2.3,2.5,3.2,2.4,2.5,3.1,2.4,1.65,2.0,,,,,,,,,,,,,,,,,,,,,,,1573.68,1613.14
B1,14/03/04,Cercle Brugge,Genk,0,0,D,0,0,D,3.0,3.25,2.1,3.0,3.25,2.0,3.1,3.0,2.1,2.9,3.25,2.1,2.8,3.05,2.2,1.71,1.95,1.56,2.0,0.5,,,,,,,,,,,,,,,,,,,,1478.65,1641.61
B1,14/03/04,Gent,Standard,0,0,D,0,0,D,3.2,3.2,2.0,3.15,3.2,2.05,3.2,3.1,2.0,3.2,3.2,2.0,3.3,3.1,2.0,1.75,1.9,1.59,2.05,0.5,,,,,,,,,,,,,,,,,,,,1535.73,1664.83
B1,14/03/04,Westerlo,Club Brugge,2,3,A,0,2,A,3.2,3.2,2.0,3.25,3.2,2.0,3.2,3.1,2.0,3.2,3.2,2.0,3.4,3.25,1.9,1.65,2.0,1.61,2.0,0.5,,,,,,,,,,,,,,,,,,,,1620.61,1763.33
B1,20/03/04,Bergen,Gent,0,1,A,0,0,D,2.1,3.2,3.0,2.1,3.2,3.0,2.0,3.1,3.2,2.0,3.2,3.2,2.1,3.05,3.1,1.85,1.79,,,,,,,,,,,,,,,,,,,,,,,1515.93,1536.77
B1,20/03/04,Charleroi,Westerlo,3,1,H,1,0,H,2.625,3.25,2.3,2.55,3.2,2.4,2.6,3.1,2.3,2.62,3.2,2.3,2.65,3.2,2.3,1.85,1.79,,,,,,,,,,,,,,,,,,,,,,,1456.19,1609.64
B1,20/03/04,Club Brugge,Heusden Zolder,3,0,H,2,0,H,1.125,6.0,15.0,1.13,6.0,15.0,1.15,6.0,12.0,1.12,6.5,13.0,1.11,6.5,15.0,1.45,2.45,,,,,,,,,,,,,,,,,,,,,,,1774.3,1430.3
B1,20/03/04,Genk,Louvieroise,1,1,D,0,0,D,1.533,3.5,5.5,1.5,3.6,5.8,1.45,3.8,5.4,1.5,3.6,5.5,1.5,3.5,5.9,1.71,1.95,,,,,,,,,,,,,,,,,,,,,,,1639.37,1487.14
B1,20/03/04,Germinal,Anderlecht,1,0,H,0,0,D,4.5,3.5,1.615,4.4,3.5,1.65,3.8,3.3,1.75,4.5,3.5,1.61,5.0,3.5,1.57,1.71,1.95,,,,,,,,,,,,,,,,,,,,,,,1548.52,1833.7
B1,20/03/04,Standard,St Truiden,1,1,D,1,0,H,1.444,3.75,6.0,1.4,3.8,7.0,1.45,3.8,5.4,1.4,3.75,7.0,1.44,3.6,6.5,1.6,2.1,,,,,,,,,,,,,,,,,,,,,,,1663.79,1571.52
B1,21/03/04,Lierse,Antwerp,1,0,H,0,0,D,1.667,3.4,4.333,1.7,3.4,4.2,1.7,3.2,4.2,1.66,3.3,4.5,1.7,3.25,4.4,1.83,1.83,,,,,,,,,,,,,,,,,,,,,,,1530.05,1411.98
B1,21/03/04,Lokeren,Cercle Brugge,0,2,A,0,1,A,1.727,3.4,4.0,1.7,3.4,4.2,1.65,3.3,4.4,1.72,3.25,4.2,1.7,3.15,4.6,1.75,1.9,,,,,,,,,,,,,,,,,,,,,,,1578.41,1480.89
B1,21/03/04,Mouscron,Beveren,5,0,H,3,0,H,1.615,3.5,4.5,1.6,3.5,4.8,1.45,3.8,5.4,1.57,3.5,5.0,1.65,3.2,4.75,1.5,2.3,,,,,,,,,,,,,,,,,,,,,,,1615.3,1498.98
B1,23/03/04,Anderlecht,Heusden Zolder,6,0,H,3,0,H,1.12,6.5,12.0,1.12,6.5,12.0,1.2,5.0,10.0,1.12,6.25,13.0,,,,1.45,2.45,,,,,,,,,,,,,,,,,,,,,,,1815.1,1428.5
B1,24/03/04,Antwerp,Mouscron,3,1,H,2,0,H,3.25,3.4,1.9,3.25,3.4,1.9,3.5,3.1,1.9,3.4,3.25,1.91,3.4,3.25,1.9,1.6,2.1,,,,,,,,,,,,,,,,,,,,,,,1406.44,1620.89
B1,03/04/04,Anderlecht,Mouscron,0,0,D,0,0,D,1.4,3.75,7.0,1.4,3.85,7.0,1.45,3.8,5.4,1.4,3.75,7.0,1.4,3.6,7.5,1.5,2.35,1.4,2.48,-0.5,,,,,,,,,,,,,,,,,,,,1816.53,1604.42
B1,03/04/04,Antwerp,Genk,3,1,H,1,0,H,3.2,3.2,2.0,3.1,3.2,2.05,2.7,3.2,2.2,3.0,3.2,2.1,3.15,3.15,2.05,1.65,2.05,1.57,2.05,0.5,,,,,,,,,,,,,,,,,,,,1422.91,1631.61
B1,03/04/04,Beveren,Standard,0,2,A,0,1,A,3.0,3.25,2.1,3.0,3.25,2.1,3.0,3.1,2.1,2.9,3.3,2.1,3.1,3.1,2.1,1.79,1.9,1.56,2.1,0.5,,,,,,,,,,,,,,,,,,,,1493.39,1657.5
B1,03/04/04,Club Brugge,Lokeren,2,1,H,2,0,H,1.2,5.5,10.0,1.2,5.5,9.5,1.17,5.5,11.0,1.2,5.2,10.0,1.16,5.5,12.0,1.45,2.5,,,,,,,,,,,,,,,,,,,,,,,1776.1,1559.48
B1,03/04/04,Gent,Lierse,1,1,D,0,0,D,2.1,3.1,3.1,2.1,3.1,3.1,2.1,2.9,3.2,2.1,3.1,3.1,2.05,2.9,3.4,2.0,1.71,2.1,1.55,-0.5,,,,,,,,,,,,,,,,,,,,1552.07,1535.59
B1,03/04/04,St Truiden,Bergen,1,2,A,0,2,A,1.833,3.25,3.75,1.9,3.2,3.6,2.0,3.1,3.2,1.85,3.1,3.75,1.9,3.0,3.8,1.85,1.85,1.9,1.69,-0.5,,,,,,,,,,,,,,,,,,,,1577.81,1500.63
B1,03/04/04,Westerlo,Germinal,3,1,H,1,1,D,1.909,3.25,3.4,1.9,3.2,3.6,2.0,3.1,3.2,1.9,3.2,3.5,1.95,3.0,3.6,1.85,1.85,1.9,1.69,-0.5,,,,,,,,,,,,,,,,,,,,1595.23,1567.12
B1,04/04/04,Heusden Zolder,Charleroi,3,1,H,0,1,A,2.625,3.2,2.375,2.45,3.2,2.5,2.4,3.2,2.4,2.5,3.25,2.4,2.6,3.25,2.3,1.75,1.95,2.45,1.4,-0.5,,,,,,,,,,,,,,,,,,,,1427.07,1470.6
B1,04/04/04,Louvieroise,Cercle Brugge,2,0,H,1,0,H,1.909,3.0,3.75,1.95,3.1,3.5,2.0,2.9,3.4,1.9,3.2,3.5,2.0,3.0,3.45,1.7,2.0,1.95,1.64,-0.5,,,,,,,,,,,,,,,,,,,,1494.9,1499.82
B1,09/04/04,Genk,Gent,1,0,H,0,0,D,1.66,3.25,4.5,1.67,3.3,4.5,1.65,3.3,4.4,1.67,3.3,4.5,1.66,3.3,4.5,1.71,1.95,,,,,,,,,,,,,,,,,,,,,,,1615.32,1548.03
B1,09/04/04,Standard,Anderlecht,1,1,D,1,1,D,2.5,3.2,2.5,2.45,3.15,2.55,2.3,3.1,2.6,2.4,3.1,2.6,2.5,2.9,2.62,1.65,2.0,,,,,,,,,,,,,,,,,,,,,,,1667.72,1807.59
B1,10/04/04,Bergen,Beveren,2,2,D,1,1,D,2.0,3.2,3.2,2.0,3.15,3.3,1.85,3.1,3.6,2.0,3.2,3.2,1.95,3.25,3.25,1.65,2.0,2.0,1.61,-0.5,,,,,,,,,,,,,,,,,,,,1519.0,1483.17
B1,10/04/04,Germinal,Heusden Zolder,1,3,A,1,0,H,1.533,3.5,5.5,1.57,3.5,5.0,1.7,3.2,4.2,1.57,3.5,5.0,1.45,3.6,6.5,1.71,1.95,1.57,2.06,-0.5,,,,,,,,,,,,,,,,,,,,1559.03,1437.56
B1,10/04/04,Lierse,St Truiden,1,1,D,1,0,H,2.2,3.2,2.8,2.0,3.1,3.35,2.0,2.9,3.4,2.0,3.1,3.3,2.0,3.05,3.35,1.83,1.83,2.0,1.61,-0.5,,,,,,,,,,,,,,,,,,,,1539.63,1559.44
B1,10/04/04,Lokeren,Louvieroise,2,0,H,2,0,H,2.0,3.25,3.25,1.8,3.2,4.0,1.75,3.2,4.0,1.85,3.25,3.6,1.9,3.05,3.65,1.75,1.9,1.8,1.78,-0.5,,,,,,,,,,,,,,,,,,,,1556.0,1504.06
B1,11/04/04,Cercle Brugge,Antwerp,1,2,A,1,1,D,2.0,3.2,3.2,2.1,3.15,3.05,1.9,3.1,3.5,2.0,3.2,3.2,1.95,3.25,3.3,1.83,1.83,2.1,1.55,-0.5,,,,,,,,,,,,,,,,,,,,1490.66,1439.2
B1,11/04/04,Mouscron,Westerlo,3,2,H,2,0,H,1.8,3.25,4.0,1.72,3.25,4.25,1.7,3.2,4.2,1.8,3.25,3.8,1.75,3.3,4.0,1.6,2.1,1.72,1.84,-0.5,,,,,,,,,,,,,,,,,,,,1613.36,1603.32
B1,12/04/04,Charleroi,Club Brugge,1,1,D,1,0,H,5.5,3.5,1.53,4.35,3.4,1.67,4.6,3.4,1.6,4.2,3.5,1.67,5.0,3.35,1.6,1.55,2.2,1.91,1.67,0.5,,,,,,,,,,,,,,,,,,,,1460.11,1779.58
B1,16/04/04,Anderlecht,Bergen,4,1,H,0,0,D,1.25,4.5,9.5,1.25,5.0,8.5,1.33,4.2,8.0,1.25,4.75,9.0,1.25,5.0,8.0,1.6,2.1,1.25,3.15,-0.5,,,,,,,,,,,,,,,,,,,,1806.16,1514.35
B1,17/04/04,Antwerp,Louvieroise,1,3,A,0,2,A,2.0,3.2,3.2,1.9,3.25,3.5,1.9,3.1,3.5,2.0,3.2,3.2,,,,1.71,1.95,1.8,1.75,-0.5,,,,,,,,,,,,,,,,,,,,1456.83,1496.7
B1,17/04/04,Beveren,Lierse,0,1,A,0,0,D,2.1,3.2,3.0,2.15,2.9,3.25,2.3,2.8,2.9,2.1,3.2,3.0,,,,1.71,1.95,2.15,1.53,-0.5,,,,,,,,,,,,,,,,,,,,1487.82,1536.8
B1,17/04/04,Charleroi,Lokeren,1,2,A,0,0,D,2.2,3.25,2.75,2.0,3.2,3.3,2.1,3.0,3.1,2.1,3.2,3.0,,,,1.65,2.0,2.0,1.62,-0.5,,,,,,,,,,,,,,,,,,,,1467.1,1563.36
B1,17/04/04,Gent,Cercle Brugge,1,1,D,1,0,H,1.8,3.3,3.75,1.85,3.2,3.8,1.85,2.9,4.0,1.8,3.25,3.8,,,,1.9,1.75,1.85,1.74,-0.5,,,,,,,,,,,,,,,,,,,,1541.12,1473.03
B1,17/04/04,St Truiden,Genk,0,3,A,0,0,D,2.4,3.1,2.6,2.5,3.15,2.5,2.5,3.0,2.5,2.4,3.1,2.6,,,,1.65,2.0,2.5,1.39,-0.5,,,,,,,,,,,,,,,,,,,,1562.27,1622.23
B1,18/04/04,Club Brugge,Germinal,2,1,H,1,0,H,1.25,4.5,9.5,1.22,5.2,9.5,1.2,5.0,10.0,1.25,4.75,9.0,,,,1.61,2.13,1.22,3.36,-0.5,,,,,,,,,,,,,,,,,,,,1772.59,1539.49
B1,18/04/04,Heusden Zolder,Mouscron,1,1,D,0,1,A,2.875,3.3,2.1,3.25,3.2,2.0,3.4,3.2,1.9,3.2,3.2,2.0,,,,1.73,1.97,1.61,2.0,0.5,,,,,,,,,,,,,,,,,,,,1457.1,1622.03
B1,18/04/04,Westerlo,Standard,2,4,A,1,1,D,2.5,3.25,2.375,2.5,3.2,2.45,3.0,3.1,2.1,2.6,3.1,2.4,,,,1.71,1.95,1.4,2.45,0.5,,,,,,,,,,,,,,,,,,,,1594.65,1669.15
B1,23/04/04,Mouscron,Club Brugge,1,1,D,0,1,A,2.75,3.2,2.25,2.7,3.2,2.3,2.8,3.1,2.2,2.75,3.25,2.2,2.8,3.0,2.3,1.6,2.1,,,,,,,,,,,,,,,,,,,,,,,1619.72,1775.79
B1,24/04/04,Bergen,Westerlo,0,0,D,0,0,D,2.25,3.0,2.87,2.25,3.2,2.75,2.0,3.1,3.2,2.25,3.2,2.7,2.3,3.1,2.75,1.65,2.0,,,,,,,,,,,,,,,,,,,,,,,1511.98,1581.23
B1,24/04/04,Cercle Brugge,St Truiden,2,1,H,0,1,A,1.9,3.2,3.5,1.91,3.2,3.55,1.7,3.3,4.0,1.91,3.25,3.4,1.75,3.3,3.75,1.9,1.75,1.91,1.68,-0.5,,,,,,,,,,,,,,,,,,,,1478.65,1548.34
B1,24/04/04,Genk,Beveren,1,0,H,0,0,D,1.53,3.6,5.0,1.5,3.7,5.5,1.5,3.7,5.0,1.5,3.6,5.5,1.5,3.5,5.75,1.65,2.0,1.5,2.21,-0.5,,,,,,,,,,,,,,,,,,,,1636.16,1473.5
B1,24/04/04,Germinal,Charleroi,3,1,H,1,1,D,2.2,3.4,2.62,,,,2.4,3.0,2.4,,,,2.2,3.4,2.62,,,,,,,,,,,,,,,,,,,,,,,,,1536.29,1454.47
B1,24/04/04,Lierse,Anderlecht,1,1,D,0,1,A,4.0,3.4,1.72,3.7,3.4,1.8,3.5,3.2,1.85,4.0,3.4,1.73,4.0,3.4,1.72,2.0,1.71,1.77,1.8,0.5,,,,,,,,,,,,,,,,,,,,1551.12,1808.53
B1,24/04/04,Standard,Heusden Zolder,4,1,H,2,0,H,1.3,4.5,7.5,1.3,4.4,8.0,1.25,4.5,9.0,1.3,4.5,7.5,1.3,5.0,6.5,1.45,2.45,1.3,2.84,-0.5,,,,,,,,,,,,,,,,,,,,1682.57,1459.41
B1,25/04/04,Lokeren,Antwerp,3,0,H,0,0,D,2.1,3.0,3.2,2.0,3.3,3.15,2.0,3.1,3.2,1.91,3.25,3.4,1.85,3.4,3.3,1.71,1.95,2.0,1.61,-0.5,,,,,,,,,,,,,,,,,,,,1575.99,1442.19
B1,25/04/04,Louvieroise,Gent,2,2,D,0,1,A,2.1,3.0,3.2,2.1,3.1,3.1,2.1,3.0,3.1,2.1,3.1,3.1,,,,1.83,1.83,2.1,1.55,-0.5,,,,,,,,,,,,,,,,,,,,1511.34,1535.5
B1,30/04/04,Germinal,Lokeren,2,1,H,1,1,D,2.0,3.2,3.2,2.0,3.15,3.3,2.1,3.0,3.1,2.15,3.1,3.0,2.0,3.2,3.2,,,2.0,1.61,-0.5,,,,,,,,,,,,,,,,,,,,1542.79,1581.15
B1,01/05/04,Charleroi,Mouscron,1,0,H,0,0,D,2.25,3.5,2.5,2.4,3.3,2.5,2.2,3.2,2.7,2.4,3.5,2.35,2.3,3.25,2.6,1.75,1.9,2.4,1.42,-0.5,,,,,,,,,,,,,,,,,,,,1447.97,1621.72
B1,01/05/04,Club Brugge,Standard,1,0,H,1,0,H,2.0,3.0,3.5,1.85,3.25,3.7,1.8,3.1,3.8,1.8,3.1,4.0,1.91,3.2,3.5,1.65,2.0,1.85,1.73,-0.5,,,,,,,,,,,,,,,,,,,,1773.79,1685.94
B1,01/05/04,Gent,Antwerp,1,1,D,0,0,D,2.2,3.25,2.75,2.15,3.3,2.85,,,,2.2,3.35,2.7,2.25,3.3,2.62,1.75,1.9,2.15,1.53,-0.5,,,,,,,,,,,,,,,,,,,,1538.19,1437.03
B1,01/05/04,Westerlo,Lierse,2,1,H,1,1,D,1.83,3.2,3.75,1.85,3.2,3.75,1.9,3.1,3.5,1.95,3.05,3.5,1.85,3.25,3.6,1.71,1.95,1.85,1.73,-0.5,,,,,,,,,,,,,,,,,,,,1582.33,1556.43
B1,02/05/04,Anderlecht,Genk,2,1,H,1,1,D,1.61,3.75,4.2,1.55,3.75,4.85,1.6,3.4,4.6,1.61,3.3,5.0,1.53,3.4,5.5,1.65,2.0,1.55,2.11,-0.5,,,,,,,,,,,,,,,,,,,,1803.22,1640.68
B1,02/05/04,Beveren,Cercle Brugge,1,1,D,1,0,H,2.2,3.0,3.0,2.1,3.0,3.25,,,,2.2,2.6,3.5,2.2,2.75,3.25,1.85,1.79,2.1,1.56,-0.5,,,,,,,,,,,,,,,,,,,,1468.98,1490.06
B1,02/05/04,Heusden Zolder,Bergen,2,0,H,0,0,D,2.1,3.2,3.0,2.0,3.1,3.4,,,,1.9,3.05,3.75,1.91,3.2,3.4,1.83,1.83,2.0,1.62,-0.5,,,,,,,,,,,,,,,,,,,,1456.04,1510.88
B1,02/05/04,St Truiden,Louvieroise,1,2,A,0,1,A,2.1,3.2,3.0,2.15,3.0,3.1,2.2,2.8,3.0,2.2,3.0,3.0,2.1,3.1,3.1,1.71,1.95,2.15,1.52,-0.5,,,,,,,,,,,,,,,,,,,,1536.93,1508.65
B1,08/05/04,Antwerp,St Truiden,1,2,A,0,1,A,1.72,3.4,4.0,1.6,3.6,4.55,,,,1.57,3.5,5.0,1.6,3.6,4.5,,,1.6,2.01,-0.5,,,,,,,,,,,,,,,,,,,,1443.55,1520.01
B1,08/05/04,Bergen,Club Brugge,0,9,A,0,2,A,4.2,3.0,1.8,3.8,3.0,1.9,3.4,2.6,2.0,4.0,2.88,1.91,4.33,2.87,1.83,1.75,1.9,,,,,,,,,,,,,,,,,,,,,,,1500.0,1780.12
B1,08/05/04,Cercle Brugge,Anderlecht,0,2,A,0,1,A,4.0,3.1,1.8,3.8,3.0,1.9,3.8,2.6,1.9,4.0,2.88,1.91,4.2,2.75,1.9,1.71,1.95,1.68,1.9,0.5,,,,,,,,,,,,,,,,,,,,1492.85,1807.74
B1,08/05/04,Genk,Westerlo,1,0,H,1,0,H,1.8,3.3,3.75,1.7,3.3,4.35,1.65,3.3,4.4,1.75,3.3,4.0,1.75,3.2,4.2,1.71,1.95,1.7,1.88,-0.5,,,,,,,,,,,,,,,,,,,,1636.16,1590.49
B1,08/05/04,Gent,Lokeren,1,1,D,0,1,A,2.2,3.0,3.0,2.15,3.1,3.0,2.1,2.9,3.2,2.2,3.0,3.0,2.15,2.9,3.15,1.79,1.85,2.15,1.52,-0.5,,,,,,,,,,,,,,,,,,,,1531.67,1570.84
B1,08/05/04,Lierse,Heusden Zolder,4,0,H,3,0,H,2.3,3.3,2.6,2.45,3.45,2.45,,,,,,,,,,,,1.8,1.77,-0.5,,,,,,,,,,,,,,,,,,,,1548.27,1466.92
