method,model,strategy,selection,season,week,round_start,n_bets,round_staked,round_profit,bankroll_before,bankroll_after
train_4seasons_test_1season_weekly,lr,fixed_stake,top5,2024-25,31,2025-02-17,5,5000.0,-250.00000000000006,91900.0,91650.0
train_4seasons_test_1season_weekly,lr,fixed_stake,top5,2024-25,32,2025-02-24,5,5000.0,-1430.0,91650.0,90220.0
train_4seasons_test_1season_weekly,lr,fixed_stake,top5,2024-25,33,2025-03-03,5,5000.0,-380.00000000000006,90220.0,89840.0
train_4seasons_test_1season_weekly,lr,fixed_stake,top5,2024-25,34,2025-03-10,5,5000.0,10.0,89840.0,89850.0
train_4seasons_test_1season_weekly,lr,fixed_stake,top5,2024-25,35,2025-03-17,5,5000.0,-790.0,89850.0,89060.0
train_4seasons_test_1season_weekly,lr,fixed_stake,top5,2024-25,36,2025-03-24,5,5000.0,-380.0000000000002,89060.0,88680.0
train_4seasons_test_1season_weekly,lr,fixed_stake,top5,2024-25,37,2025-03-31,5,5000.0,-130.00000000000034,88680.0,88550.0
train_4seasons_test_1season_weekly,lr,fixed_stake,top5,2024-25,38,2025-04-07,5,5000.0,-1370.0,88550.0,87180.0
train_4seasons_test_1season_weekly,lr,fixed_stake,top5,2024-25,39,2025-04-14,5,5000.0,-350.0000000000002,87180.0,86830.0
train_4seasons_test_1season_weekly,lr,fixed_stake,top5,2024-25,40,2025-04-21,5,5000.0,839.9999999999998,86830.0,87670.0
train_4seasons_test_1season_weekly,lr,fixed_stake,top5,2024-25,41,2025-04-28,5,5000.0,729.9999999999999,87670.0,88400.0
train_4seasons_test_1season_weekly,lr,fixed_stake,top5,2024-25,42,2025-05-05,5,5000.0,-1490.0,88400.0,86910.0
train_4seasons_test_1season_weekly,lr,fixed_stake,top5,2024-25,43,2025-05-12,5,5000.0,680.0,86910.0,87590.0
train_4seasons_test_1season_weekly,lr,fixed_stake,top5,2024-25,44,2025-05-19,5,5000.0,-1410.0,87590.0,86180.0
train_4seasons_test_1season_weekly,lr,fixed_stake,top5,2024-25,45,2025-05-26,5,5000.0,-1120.0,86180.0,85060.0
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,1,2024-07-22,2,2052.76914691503,-2052.76914691503,100000.0,97947.23085308497
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,2,2024-07-29,3,10891.486777837541,-650.3134332450354,97947.23085308497,97296.91741983994
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,3,2024-08-05,2,2406.552322079013,414.6028922402263,97296.91741983994,97711.52031208017
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,4,2024-08-12,3,7653.54102622469,1806.8348052181595,97711.52031208017,99518.35511729834
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,5,2024-08-19,4,8475.25377911367,-3116.406747106044,99518.35511729834,96401.9483701923
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,6,2024-08-26,2,7229.0053509604495,1832.6965321752048,96401.9483701923,98234.64490236751
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,7,2024-09-02,0,0.0,0.0,98234.64490236751,98234.64490236751
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,8,2024-09-09,2,1683.9006787214835,252.56016059652336,98234.64490236751,98487.20506296403
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,9,2024-09-16,3,8279.657095604047,1223.0955775583463,98487.20506296403,99710.30064052239
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,10,2024-09-23,3,6192.530340178975,1238.506068035795,99710.30064052239,100948.80670855819
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,11,2024-09-30,2,1002.7745639608122,-263.3292361779963,100948.80670855819,100685.47747238018
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,12,2024-10-07,4,4957.264688470547,-3389.336227607363,100685.47747238018,97296.14124477284
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,13,2024-10-14,3,8936.955048725282,-2110.2844244554617,97296.14124477284,95185.85682031736
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,14,2024-10-21,3,9093.450005228793,1875.9610937484285,95185.85682031736,97061.81791406579
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,15,2024-10-28,4,9303.691953801108,1252.520034135961,97061.81791406579,98314.33794820175
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,16,2024-11-04,3,12759.335530674365,-1909.739294029847,98314.33794820175,96404.59865417189
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,17,2024-11-11,3,2371.5678065411603,-1967.5200329364366,96404.59865417189,94437.07862123546
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,18,2024-11-18,3,4044.0037591625132,-81.85752648576386,94437.07862123546,94355.22109474971
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,19,2024-11-25,3,4101.586096227224,-335.65316598256896,94355.22109474971,94019.56792876715
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,20,2024-12-02,2,8295.824597584553,-3464.4864345458636,94019.56792876715,90555.08149422129
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,21,2024-12-09,0,0.0,0.0,90555.08149422129,90555.08149422129
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,22,2024-12-16,1,827.8294056946226,165.56588113892448,90555.08149422129,90720.64737536022
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,23,2024-12-23,1,397.4948274868001,51.67432757328397,90720.64737536022,90772.3217029335
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,24,2024-12-30,3,9496.27994799419,2070.1248853371517,90772.3217029335,92842.44658827066
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,25,2025-01-06,2,2329.2247272815275,286.4842793357396,92842.44658827066,93128.9308676064
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,26,2025-01-13,3,5011.505048023518,-3332.032721464793,93128.9308676064,89796.8981461416
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,27,2025-01-20,4,9323.92104432506,1704.0669000596486,89796.8981461416,91500.96504620124
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,28,2025-01-27,4,11511.700706753825,1968.4227793606499,91500.96504620124,93469.38782556189
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,29,2025-02-03,3,5035.211017053008,508.0703320935381,93469.38782556189,93977.45815765542
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,30,2025-02-10,1,1570.5444348460085,314.10888696920165,93977.45815765542,94291.56704462462
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,31,2025-02-17,3,9764.553038420676,1981.1672730080077,94291.56704462462,96272.73431763262
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,32,2025-02-24,1,3860.8395420749507,1119.6434672017358,96272.73431763262,97392.37778483436
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,33,2025-03-03,2,2602.1104599307746,445.3213484003552,97392.37778483436,97837.69913323471
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,34,2025-03-10,5,7284.654849786155,1322.3634243817257,97837.69913323471,99160.06255761643
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,35,2025-03-17,1,487.87764647140074,214.6661644474163,99160.06255761643,99374.72872206385
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,36,2025-03-24,1,2003.888927998965,280.5444499198549,99374.72872206385,99655.2731719837
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,37,2025-03-31,2,5800.171161865314,2158.205592812238,99655.2731719837,101813.47876479595
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,38,2025-04-07,2,7044.202416912547,-692.3119477828736,101813.47876479595,101121.16681701307
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,39,2025-04-14,3,4699.542021924983,-1017.4047642516207,101121.16681701307,100103.76205276143
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,40,2025-04-21,4,11620.677395002405,2271.9795514995903,100103.76205276143,102375.74160426101
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,41,2025-04-28,1,1743.432312242268,313.8178162036081,102375.74160426101,102689.55942046462
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,42,2025-05-05,3,6341.6382868171095,-1892.021107289877,102689.55942046462,100797.53831317475
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,43,2025-05-12,1,5039.876915658738,1007.9753831317473,100797.53831317475,101805.5136963065
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,44,2025-05-19,3,10849.199689588011,-652.9454050115794,101805.5136963065,101152.56829129493
train_4seasons_test_1season_weekly,lr,fractional_kelly,top5,2024-25,45,2025-05-26,3,8027.771082694352,-4274.071271841237,101152.56829129493,96878.49701945369
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,1,2024-07-22,5,5000.0,-1930.0,100000.0,98070.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,2,2024-07-29,5,5000.0,-1230.0,98070.0,96840.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,3,2024-08-05,5,5000.0,-400.00000000000017,96840.0,96440.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,4,2024-08-12,5,5000.0,-10.0,96440.0,96430.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,5,2024-08-19,5,5000.0,-280.0,96430.0,96150.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,6,2024-08-26,5,5000.0,39.99999999999977,96150.0,96190.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,7,2024-09-02,5,5000.0,1420.0,96190.0,97610.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,8,2024-09-09,5,5000.0,-330.00000000000034,97610.0,97280.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,9,2024-09-16,5,5000.0,900.0,97280.0,98180.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,10,2024-09-23,5,5000.0,999.9999999999998,98180.0,99180.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,11,2024-09-30,5,5000.0,-390.00000000000034,99180.0,98790.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,12,2024-10-07,5,5000.0,-3520.0,98790.0,95270.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,13,2024-10-14,5,5000.0,-1039.9999999999998,95270.0,94230.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,14,2024-10-21,5,5000.0,840.0000000000001,94230.0,95070.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,15,2024-10-28,5,5000.0,699.9999999999999,95070.0,95770.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,16,2024-11-04,5,5000.0,-1330.0,95770.0,94440.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,17,2024-11-11,5,5000.0,-1830.0,94440.0,92610.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,18,2024-11-18,5,5000.0,1019.9999999999995,92610.0,93630.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,19,2024-11-25,5,5000.0,-2540.0,93630.0,91090.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,20,2024-12-02,5,5000.0,1030.0,91090.0,92120.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,21,2024-12-09,5,5000.0,-1560.0,92120.0,90560.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,22,2024-12-16,5,5000.0,-300.00000000000034,90560.0,90260.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,23,2024-12-23,5,5000.0,510.0000000000002,90260.0,90770.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,24,2024-12-30,5,5000.0,-179.99999999999977,90770.0,90590.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,25,2025-01-06,5,5000.0,649.9999999999999,90590.0,91240.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,26,2025-01-13,5,5000.0,-1560.0,91240.0,89680.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,27,2025-01-20,5,5000.0,770.0,89680.0,90450.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,28,2025-01-27,5,5000.0,729.9999999999998,90450.0,91180.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,29,2025-02-03,5,5000.0,-579.9999999999998,91180.0,90600.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,30,2025-02-10,5,5000.0,1029.9999999999998,90600.0,91630.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,31,2025-02-17,5,5000.0,-219.99999999999994,91630.0,91410.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,32,2025-02-24,5,5000.0,-209.99999999999991,91410.0,91200.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,33,2025-03-03,5,5000.0,-380.00000000000006,91200.0,90820.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,34,2025-03-10,5,5000.0,-1120.0,90820.0,89700.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,35,2025-03-17,5,5000.0,-560.0000000000001,89700.0,89140.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,36,2025-03-24,5,5000.0,949.9999999999998,89140.0,90090.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,37,2025-03-31,5,5000.0,-1530.0000000000005,90090.0,88560.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,38,2025-04-07,5,5000.0,-2500.0,88560.0,86060.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,39,2025-04-14,5,5000.0,-310.0000000000002,86060.0,85750.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,40,2025-04-21,5,5000.0,-340.0000000000001,85750.0,85410.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,41,2025-04-28,5,5000.0,769.9999999999998,85410.0,86180.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,42,2025-05-05,5,5000.0,-199.99999999999986,86180.0,85980.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,43,2025-05-12,5,5000.0,1030.0,85980.0,87010.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,44,2025-05-19,5,5000.0,-1410.0,87010.0,85600.0
train_4seasons_test_1season_weekly,mlp,fixed_stake,top5,2024-25,45,2025-05-26,5,5000.0,-1120.0,85600.0,84480.0
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,1,2024-07-22,1,501.2993612584557,285.74063591731976,100000.0,100285.74063591732
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,2,2024-07-29,2,7320.38650376919,-952.2419733884401,100285.74063591732,99333.49866252887
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,3,2024-08-05,0,0.0,0.0,99333.49866252887,99333.49866252887
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,4,2024-08-12,5,25464.266031935185,-209.21377787531674,99333.49866252887,99124.28488465356
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,5,2024-08-19,4,14760.579262851861,-3194.4633639376675,99124.28488465356,95929.82152071591
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,6,2024-08-26,4,19614.756785251746,-589.2189434270358,95929.82152071591,95340.60257728887
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,7,2024-09-02,0,0.0,0.0,95340.60257728887,95340.60257728887
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,8,2024-09-09,1,4767.030128864443,1048.7466283501774,95340.60257728887,96389.34920563904
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,9,2024-09-16,4,18098.48234127448,3752.0256502464954,96389.34920563904,100141.37485588553
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,10,2024-09-23,4,15279.819754081971,3048.8537275533263,100141.37485588553,103190.22858343886
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,11,2024-09-30,2,6544.405704543637,1012.9577041381799,103190.22858343886,104203.18628757705
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,12,2024-10-07,1,2191.721432551214,-2191.721432551214,104203.18628757705,102011.46485502583
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,13,2024-10-14,2,9724.002624647368,-3263.880268520875,102011.46485502583,98747.58458650496
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,14,2024-10-21,3,9406.123464080261,1419.0637192927022,98747.58458650496,100166.64830579766
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,15,2024-10-28,4,15146.172150732687,2139.1891466208317,100166.64830579766,102305.83745241849
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,16,2024-11-04,3,15214.796263626862,-8820.681422850706,102305.83745241849,93485.15602956778
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,17,2024-11-11,0,0.0,0.0,93485.15602956778,93485.15602956778
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,18,2024-11-18,1,4674.257801478389,1776.2179645617875,93485.15602956778,95261.37399412956
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,19,2024-11-25,2,6171.937312407066,204.99078691622913,95261.37399412956,95466.36478104579
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,20,2024-12-02,4,13894.059958986683,3118.854694210223,95466.36478104579,98585.21947525602
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,21,2024-12-09,3,11706.591603648762,-9179.064501898232,98585.21947525602,89406.15497335778
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,22,2024-12-16,1,4445.730598220342,1111.4326495550854,89406.15497335778,90517.58762291288
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,23,2024-12-23,1,4525.879381145644,588.3643195489333,90517.58762291288,91105.9519424618
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,24,2024-12-30,4,15289.220253623138,714.7667321946624,91105.9519424618,91820.71867465647
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,25,2025-01-06,2,4798.309756141063,442.211569173108,91820.71867465647,92262.93024382957
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,26,2025-01-13,3,8094.279227822162,-4837.421543068523,92262.93024382957,87425.50870076104
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,27,2025-01-20,3,11854.921835764733,2129.230914936611,87425.50870076104,89554.73961569766
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,28,2025-01-27,2,8966.668304021729,852.3372342924023,89554.73961569766,90407.07684999007
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,29,2025-02-03,3,9116.205787905421,820.7562032395174,90407.07684999007,91227.8330532296
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,30,2025-02-10,1,3172.7809369180345,793.1952342295086,91227.8330532296,92021.0282874591
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,31,2025-02-17,2,3991.773361825744,795.5736100905394,92021.0282874591,92816.60189754964
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,32,2025-02-24,1,3873.695005520223,1123.3715516008647,92816.60189754964,93939.97344915051
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,33,2025-03-03,2,8185.104035283922,1355.2008867093323,93939.97344915051,95295.17433585983
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,34,2025-03-10,3,2976.2744488246444,-1620.1591068541181,95295.17433585983,93675.01522900572
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,35,2025-03-17,2,4428.6767253582375,-920.8810923888013,93675.01522900572,92754.13413661692
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,36,2025-03-24,2,5824.559370582736,1698.170127433456,92754.13413661692,94452.30426405037
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,37,2025-03-31,2,3709.2791284653736,-88.11526150878348,94452.30426405037,94364.18900254159
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,38,2025-04-07,2,2259.817560030374,-294.1282891767446,94364.18900254159,94070.06071336486
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,39,2025-04-14,2,9439.930592586163,1605.7759363771374,94070.06071336486,95675.83664974199
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,40,2025-04-21,3,12886.955929544403,-1348.4500295855191,95675.83664974199,94327.38662015648
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,41,2025-04-28,2,7484.35406110719,1299.773141132517,94327.38662015648,95627.15976128899
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,42,2025-05-05,2,7961.708942375635,-2603.695195169811,95627.15976128899,93023.46456611918
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,43,2025-05-12,1,4651.173228305959,2465.1218110021587,93023.46456611918,95488.58637712133
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,44,2025-05-19,4,11680.597452892544,955.8811589719141,95488.58637712133,96444.46753609325
train_4seasons_test_1season_weekly,mlp,fractional_kelly,top5,2024-25,45,2025-05-26,1,1650.0670986729483,-1650.0670986729483,96444.46753609325,94794.40043742029
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,1,2024-07-22,5,5000.0,-1930.0,100000.0,98070.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,2,2024-07-29,5,5000.0,-1230.0,98070.0,96840.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,3,2024-08-05,5,5000.0,-420.0000000000001,96840.0,96420.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,4,2024-08-12,5,5000.0,919.9999999999998,96420.0,97340.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,5,2024-08-19,5,5000.0,-150.00000000000009,97340.0,97190.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,6,2024-08-26,5,5000.0,-149.9999999999999,97190.0,97040.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,7,2024-09-02,5,5000.0,1390.0000000000002,97040.0,98430.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,8,2024-09-09,5,5000.0,-310.00000000000034,98430.0,98120.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,9,2024-09-16,5,5000.0,690.0,98120.0,98810.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,10,2024-09-23,5,5000.0,1069.9999999999998,98810.0,99880.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,11,2024-09-30,5,5000.0,-1560.0000000000002,99880.0,98320.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,12,2024-10-07,5,5000.0,-3520.0,98320.0,94800.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,13,2024-10-14,5,5000.0,-1070.0,94800.0,93730.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,14,2024-10-21,5,5000.0,-410.0,93730.0,93320.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,15,2024-10-28,5,5000.0,620.0,93320.0,93940.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,16,2024-11-04,5,5000.0,-80.00000000000006,93940.0,93860.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,17,2024-11-11,5,5000.0,-29.999999999999773,93860.0,93830.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,18,2024-11-18,5,5000.0,909.9999999999998,93830.0,94740.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,19,2024-11-25,5,5000.0,-2650.0,94740.0,92090.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,20,2024-12-02,5,5000.0,-240.0,92090.0,91850.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,21,2024-12-09,5,5000.0,-400.0000000000001,91850.0,91450.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,22,2024-12-16,5,5000.0,-360.0000000000002,91450.0,91090.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,23,2024-12-23,5,5000.0,570.0000000000001,91090.0,91660.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,24,2024-12-30,5,5000.0,-179.99999999999966,91660.0,91480.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,25,2025-01-06,5,5000.0,-530.0,91480.0,90950.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,26,2025-01-13,5,5000.0,-420.0000000000004,90950.0,90530.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,27,2025-01-20,5,5000.0,720.0,90530.0,91250.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,28,2025-01-27,5,5000.0,779.9999999999998,91250.0,92030.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,29,2025-02-03,5,5000.0,-579.9999999999998,92030.0,91450.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,30,2025-02-10,5,5000.0,-130.00000000000014,91450.0,91320.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,31,2025-02-17,5,5000.0,-250.00000000000006,91320.0,91070.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,32,2025-02-24,5,5000.0,-1500.0,91070.0,89570.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,33,2025-03-03,5,5000.0,859.9999999999998,89570.0,90430.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,34,2025-03-10,5,5000.0,90.0,90430.0,90520.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,35,2025-03-17,5,5000.0,1259.9999999999995,90520.0,91780.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,36,2025-03-24,5,5000.0,949.9999999999998,91780.0,92730.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,37,2025-03-31,5,5000.0,1009.9999999999998,92730.0,93740.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,38,2025-04-07,5,5000.0,-120.00000000000017,93740.0,93620.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,39,2025-04-14,5,5000.0,-260.0000000000002,93620.0,93360.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,40,2025-04-21,5,5000.0,930.0,93360.0,94290.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,41,2025-04-28,5,5000.0,749.9999999999999,94290.0,95040.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,42,2025-05-05,5,5000.0,-1290.0,95040.0,93750.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,43,2025-05-12,5,5000.0,750.0,93750.0,94500.0
weekly_walk_forward,gbm,fixed_stake,top5,2024-25,44,2025-05-19,5,5000.0,-109.99999999999994,94500.0,94390.0
