Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SYH,SYD,SYA,WHH,WHD,WHA,EloHome,EloAway
I2,19/05/02,Sampdoria,Como,2,1,H,0,0,D,1.5,2.85,8.0,,,,,,,,,,1498.11,1593.5
I2,26/05/02,Ancona,Empoli,3,2,H,1,1,D,,,,,,,,,,,,,1459.46,1604.28
I2,26/05/02,Como,Cittadella,4,3,H,1,1,D,,,,,,,,,,,,,1581.17,1415.91
I2,26/05/02,Cosenza,Palermo,3,2,H,2,0,H,,,,,,,,,,,,,1446.17,1487.25
I2,26/05/02,Genoa,Cagliari,3,3,D,2,2,D,,,,,,,,,,,,,1489.83,1506.65
I2,26/05/02,Messina,Modena,2,0,H,1,0,H,,,,,,,,,,,,,1453.47,1594.53
I2,26/05/02,Pistoiese,Crotone,4,1,H,4,1,H,,,,,,,,,,,,,1406.51,1378.32
I2,26/05/02,Salernitana,Bari,2,3,A,1,1,D,,,,,,,,,,,,,1506.66,1476.37
I2,26/05/02,Siena,Napoli,2,1,H,0,0,D,,,,,,,,,,,,,1479.64,1595.06
I2,26/05/02,Ternana,Reggina,1,0,H,1,0,H,,,,,,,,,,,,,1519.36,1606.87
I2,26/05/02,Vicenza,Sampdoria,0,1,A,0,1,A,,,,,,,,,,,,,1500.48,1510.44
I2,02/06/02,Bari,Ternana,2,1,H,2,0,H,,,,,,,,,,,,,1493.35,1531.41
I2,02/06/02,Cagliari,Vicenza,2,2,D,1,0,H,,,,,,,,,,,,,1509.59,1484.81
I2,02/06/02,Cittadella,Pistoiese,2,1,H,1,1,D,,,,,,,,,,,,,1411.45,1414.6
I2,02/06/02,Crotone,Messina,1,2,A,1,2,A,,,,,,,,,,,,,1370.23,1467.44
I2,02/06/02,Empoli,Cosenza,1,2,A,1,2,A,,,,,,,,,,,,,1590.18,1456.57
I2,02/06/02,Modena,Salernitana,5,2,H,1,0,H,,,,,,,,,,,,,1580.56,1489.68
I2,02/06/02,Napoli,Como,1,2,A,1,2,A,,,,,,,,,,,,,1582.01,1585.63
I2,02/06/02,Palermo,Ancona,2,3,A,1,2,A,,,,,,,,,,,,,1476.85,1473.56
I2,02/06/02,Reggina,Genoa,2,2,D,1,2,A,,,,,,,,,,,,,1594.82,1486.89
I2,02/06/02,Sampdoria,Siena,0,1,A,0,0,D,,,,,,,,,,,,,1526.11,1492.69
