Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA,Unnamed: 25,Unnamed: 26,EloHome,EloAway
B1,12/04/02,Standard,Club Brugge,1,1,D,0,1,A,2.85,3.3,2.1,2.4,3.1,2.4,2.7,3.2,2.25,2.6,3.1,2.375,,,,,,1636.27,1736.83
B1,13/04/02,Charleroi,Aalst,2,1,H,1,0,H,1.35,4.35,6.25,1.35,4.0,6.2,,,,,,,,,,,,1502.02,1387.93
B1,13/04/02,Germinal,Beveren,4,1,H,3,0,H,1.25,4.8,7.85,1.25,4.5,8.0,,,,1.4,4.0,6.5,1.35,3.6,8.5,,,1575.51,1353.49
B1,13/04/02,Lommel,Gent,2,4,A,1,1,D,2.55,3.3,2.3,2.4,3.1,2.4,2.5,3.25,2.375,2.625,3.2,2.3,2.55,3.25,2.3,,,1479.65,1605.31
B1,13/04/02,Molenbeek,Lierse,1,0,H,0,0,D,2.0,3.2,3.2,1.9,3.1,3.4,,,,,,,2.25,3.4,2.5,,,1502.55,1489.92
B1,13/04/02,St Truiden,Genk,0,1,A,0,1,A,3.5,3.4,1.82,3.5,3.1,1.9,3.3,3.3,1.909,3.1,3.3,2.0,2.85,3.35,2.05,,,1556.81,1680.2
B1,13/04/02,Westerlo,Louvieroise,0,1,A,0,0,D,1.85,3.35,3.45,1.9,3.0,3.5,1.909,3.25,3.4,2.0,3.3,3.1,1.9,3.3,3.25,,,1521.04,1524.84
B1,14/04/02,Lokeren,Antwerp,0,0,D,0,0,D,1.35,4.5,5.95,1.4,3.9,6.0,1.4,3.75,7.0,1.4,4.0,6.5,1.45,3.75,5.5,,,1623.14,1468.69
B1,14/04/02,Mouscron,Anderlecht,1,1,D,1,1,D,2.3,3.3,2.55,2.3,3.1,2.6,2.4,3.25,2.5,2.4,3.2,2.5,2.35,3.2,2.5,,,1622.23,1749.93
B1,16/04/02,Germinal,Standard,2,2,D,1,2,A,2.4,3.2,2.5,2.3,3.1,2.6,2.5,3.25,2.4,,,,2.55,3.2,2.3,,,1578.9,1636.29
B1,20/04/02,Gent,Charleroi,3,0,H,2,0,H,1.42,4.0,6.0,1.45,3.7,5.0,1.5,3.4,6.0,1.571,3.5,5.0,1.6,3.4,4.6,,,1616.89,1507.66
B1,20/04/02,Anderlecht,Westerlo,3,3,D,2,2,D,1.27,4.8,8.0,1.25,4.5,9.0,1.286,4.5,8.0,1.286,4.5,8.0,1.3,4.5,6.8,,,1748.94,1505.16
B1,20/04/02,Antwerp,Beveren,4,0,H,1,0,H,1.45,3.85,5.85,1.4,3.9,6.0,,,,1.5,3.4,6.0,1.45,3.5,6.0,,,1476.5,1350.1
B1,20/04/02,Louvieroise,Lokeren,0,1,A,0,0,D,2.35,3.15,2.65,2.4,3.1,2.4,2.25,3.25,2.625,2.25,3.3,2.625,2.15,3.25,2.75,,,1540.72,1615.33
B1,20/04/02,Lierse,St Truiden,0,2,A,0,1,A,2.25,3.15,2.75,2.2,3.0,2.7,2.375,3.25,2.5,2.375,3.1,2.6,2.4,3.1,2.5,,,1481.34,1545.15
B1,20/04/02,Lommel,Germinal,2,2,D,1,1,D,2.35,3.05,2.7,2.4,3.1,2.4,2.3,3.0,2.75,2.25,3.1,2.8,2.2,3.15,2.75,,,1468.07,1577.37
B1,21/04/02,Aalst,Standard,1,2,A,0,0,D,,,,6.0,3.9,1.4,,,,,,,4.8,3.8,1.5,,,1382.29,1637.82
B1,21/04/02,Club Brugge,Molenbeek,1,1,D,0,1,A,1.15,6.0,11.0,1.2,5.0,10.0,,,,,,,1.2,5.4,8.5,,,1736.81,1511.13
B1,21/04/02,Genk,Mouscron,3,1,H,0,1,A,1.47,3.8,5.5,1.5,3.4,4.7,1.5,3.5,5.5,1.444,3.75,6.0,1.5,3.7,5.0,,,1691.86,1623.22
B1,27/04/02,Charleroi,Lommel,1,3,A,0,1,A,1.7,3.35,4.1,1.8,3.1,3.8,,,,1.8,3.4,3.6,,,,,,1501.89,1468.4
B1,28/04/02,Antwerp,Germinal,2,3,A,2,1,H,2.35,3.2,2.55,2.4,3.1,2.4,,,,2.375,3.0,2.7,,,,,,1481.84,1577.04
B1,28/04/02,Beveren,Louvieroise,0,3,A,0,0,D,3.1,3.25,2.0,,,,,,,3.1,3.3,2.0,,,,,,1344.76,1527.31
B1,28/04/02,Lokeren,Anderlecht,0,1,A,0,0,D,2.5,3.25,2.35,2.4,3.1,2.4,,,,2.4,3.2,2.5,,,,,,1628.74,1739.48
B1,28/04/02,Molenbeek,Aalst,4,3,H,1,1,D,1.4,4.0,5.95,1.35,4.0,7.0,,,,,,,,,,,,1520.31,1375.04
B1,28/04/02,Mouscron,Lierse,2,0,H,1,0,H,1.4,3.8,6.5,1.55,3.5,4.5,,,,1.364,4.0,7.0,,,,,,1616.35,1467.54
B1,28/04/02,St Truiden,Club Brugge,5,3,H,1,1,D,4.55,3.5,1.6,4.0,3.3,1.7,,,,4.333,3.4,1.667,,,,,,1558.95,1727.63
B1,28/04/02,Standard,Gent,0,1,A,0,1,A,1.9,3.2,3.4,1.8,3.1,3.8,,,,1.909,3.25,3.4,,,,,,1645.07,1622.66
B1,28/04/02,Westerlo,Genk,0,0,D,0,0,D,4.85,3.6,1.55,4.4,3.5,1.6,,,,6.0,3.75,1.444,,,,,,1514.62,1698.73
B1,04/05/02,Germinal,Charleroi,4,1,H,2,0,H,1.6,3.6,4.4,1.6,3.4,4.6,,,,,,,1.5,3.6,5.2,,,1589.71,1484.81
B1,04/05/02,Louvieroise,Antwerp,3,0,H,2,0,H,1.65,3.5,4.25,1.6,3.4,4.6,,,,1.667,3.4,4.333,1.65,3.4,4.2,,,1536.89,1469.17
B1,05/05/02,Gent,Molenbeek,3,5,A,1,2,A,1.4,4.0,6.1,1.4,3.9,6.0,,,,,,,1.45,3.3,7.0,,,1639.39,1525.21
B1,05/05/02,Aalst,St Truiden,1,1,D,1,0,H,3.55,3.6,1.75,,,,,,,,,,,,,,,1370.14,1573.89
B1,05/05/02,Anderlecht,Beveren,3,0,H,3,0,H,1.15,6.0,11.0,1.15,6.0,12.0,,,,1.143,6.0,12.0,1.12,6.1,12.0,,,1751.59,1335.18
B1,05/05/02,Club Brugge,Mouscron,2,0,H,1,0,H,1.5,3.75,5.2,1.5,3.7,5.0,1.571,3.3,5.0,1.533,3.6,5.0,1.55,3.55,4.75,,,1712.69,1621.17
B1,05/05/02,Genk,Lokeren,3,3,D,1,2,A,1.48,3.65,5.6,1.4,3.9,6.0,1.533,3.6,4.75,1.615,3.6,5.0,1.55,3.6,4.7,,,1695.76,1616.63
B1,05/05/02,Lierse,Westerlo,4,1,H,2,0,H,1.95,3.25,3.25,1.85,3.2,3.4,,,,2.1,3.2,3.0,2.0,3.3,3.0,,,1462.72,1517.59
B1,05/05/02,Lommel,Standard,1,1,D,1,1,D,2.6,3.2,2.33,2.35,3.1,2.35,2.7,3.2,2.2,,,,2.5,3.2,2.35,,,1485.48,1628.34
