Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,LBH,LBD,LBA,SYH,SYD,SYA,WHH,WHD,WHA,EloHome,EloAway
SC2,23/03/02,Cowdenbeath,Clydebank,2.0,1.0,H,1.0,0.0,H,344.0,"Mitchell, G. P.",7.0,9.0,4.0,4.0,0.0,0.0,2.0,4.0,6.0,9.0,3.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,2.7,3.35,2.25,2.62,3.5,2.2,2.8,3.4,2.1,,,,1199.33,1234.82
SC2,23/03/02,Morton,Berwick,3.0,2.0,H,1.0,2.0,A,1011.0,"Mack, E. D.",9.0,11.0,5.0,5.0,0.0,1.0,2.0,4.0,13.0,23.0,3.0,7.0,3.0,5.0,0.0,2.0,30.0,100.0,2.55,3.35,2.35,2.62,3.5,2.2,2.5,3.6,2.25,,,,1180.54,1220.36
SC2,23/03/02,Stenhousemuir,Queen of Sth,1.0,4.0,A,1.0,3.0,A,612.0,"Thomson, G",9.0,15.0,3.0,10.0,0.0,1.0,3.0,6.0,10.0,13.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,3.4,2.15,2.62,3.5,2.2,3.0,3.4,2.0,,,,1177.22,1267.7
SC2,23/03/02,Stranraer,Hamilton,3.0,2.0,H,1.0,0.0,H,370.0,"Richmond, C",16.0,8.0,13.0,4.0,0.0,0.0,7.0,7.0,9.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.35,2.4,2.62,3.5,2.2,2.375,3.5,2.375,2.62,3.5,2.2,1188.52,1266.59
SC2,26/03/02,Forfar,Stenhousemuir,2.0,0.0,H,0.0,0.0,D,340.0,"Mitchell, G. P.",12.0,5.0,5.0,2.0,1.0,0.0,11.0,3.0,6.0,11.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,3.4,3.15,2.0,3.4,3.0,2.0,3.4,3.0,1.9,3.5,3.2,1204.68,1164.38
SC2,26/03/02,Morton,Cowdenbeath,0.0,0.0,D,0.0,0.0,D,1171.0,"Smith, D",13.0,9.0,5.0,3.0,1.0,1.0,6.0,8.0,15.0,17.0,3.0,5.0,1.0,3.0,0.0,0.0,10.0,30.0,,,,,,,,,,2.3,3.4,2.5,1190.9,1209.54
SC2,30/03/02,Clydebank,Stenhousemuir,0.0,0.0,D,0.0,0.0,D,207.0,"Clyde, G. T.",20.0,10.0,8.0,8.0,0.0,0.0,8.0,4.0,8.0,13.0,4.0,4.0,1.0,2.0,0.0,0.0,10.0,20.0,1.75,3.5,3.7,1.73,3.5,3.75,1.727,3.6,3.75,1.72,3.6,3.75,1224.61,1156.67
SC2,30/03/02,Cowdenbeath,Morton,2.0,2.0,D,1.0,1.0,D,635.0,"Brown, T.",6.0,15.0,3.0,5.0,0.0,0.0,7.0,6.0,8.0,11.0,2.0,3.0,1.0,1.0,0.0,0.0,10.0,10.0,1.95,3.4,3.1,1.91,3.5,3.2,2.0,3.6,2.875,2.1,3.5,2.75,1212.41,1188.03
SC2,30/03/02,Forfar,Stranraer,3.0,2.0,H,0.0,2.0,A,427.0,"Frickleton, I. G.",6.0,10.0,4.0,5.0,1.0,1.0,1.0,8.0,7.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.25,2.9,2.0,3.4,3.0,2.0,3.6,2.875,2.1,3.5,2.75,1212.39,1200.23
SC2,30/03/02,Hamilton,Alloa,1.0,1.0,D,0.0,1.0,A,1963.0,"Cassidy, B. W.",16.0,11.0,3.0,2.0,1.0,0.0,9.0,6.0,14.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,2.37,3.25,2.52,2.2,3.25,2.75,2.375,3.5,2.375,2.37,3.5,2.37,1254.88,1275.65
SC2,30/03/02,Queen of Sth,Berwick,0.0,0.0,D,0.0,0.0,D,2758.0,"Smith, D",10.0,6.0,3.0,0.0,0.0,0.0,7.0,3.0,21.0,24.0,1.0,0.0,1.0,2.0,1.0,0.0,35.0,20.0,1.6,3.5,4.6,1.61,3.5,4.5,1.533,3.6,5.0,1.5,3.8,5.0,1280.54,1210.0
SC2,02/04/02,Alloa,Stenhousemuir,4.0,0.0,H,1.0,0.0,H,571.0,"Brown, T.",12.0,5.0,10.0,3.0,0.0,0.0,11.0,3.0,11.0,12.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,1.6,3.75,4.5,1.67,3.6,4.0,1.615,3.6,4.333,1.66,3.6,4.0,1278.45,1162.28
SC2,02/04/02,Morton,Queen of Sth,0.0,3.0,A,0.0,1.0,A,1343.0,"Mack, E. D.",8.0,12.0,5.0,4.0,0.0,0.0,7.0,8.0,12.0,13.0,2.0,3.0,3.0,1.0,1.0,0.0,55.0,10.0,3.3,3.5,1.9,2.87,3.6,2.0,3.4,3.5,1.833,3.4,3.5,1.83,1192.32,1274.85
SC2,03/04/02,Clydebank,Berwick,0.0,2.0,A,0.0,2.0,A,176.0,"Smith, D",13.0,7.0,3.0,3.0,0.0,0.0,1.0,6.0,20.0,14.0,2.0,6.0,2.0,2.0,0.0,0.0,20.0,20.0,1.8,3.6,3.55,1.8,3.5,3.5,1.8,3.4,3.6,1.9,3.4,3.25,1219.0,1215.69
SC2,06/04/02,Alloa,Queen of Sth,4.0,1.0,H,2.0,0.0,H,1442.0,"Brines, I",11.0,12.0,8.0,9.0,0.0,0.0,2.0,11.0,7.0,10.0,1.0,0.0,2.0,1.0,0.0,0.0,20.0,10.0,2.25,3.35,2.6,2.25,3.4,2.62,2.25,3.4,2.6,2.25,3.3,2.62,1284.04,1287.98
SC2,06/04/02,Berwick,Forfar,0.0,2.0,A,0.0,0.0,D,430.0,"Hardie, C.",20.0,4.0,9.0,2.0,1.0,0.0,2.0,2.0,11.0,9.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,2.35,3.5,2.4,2.25,3.5,2.5,2.25,3.6,2.5,2.37,3.5,2.37,1231.8,1220.99
SC2,06/04/02,Morton,Hamilton,0.0,0.0,D,0.0,0.0,D,907.0,"Fyfe, I. M.",10.0,14.0,5.0,8.0,0.0,0.0,5.0,8.0,13.0,19.0,4.0,4.0,2.0,1.0,0.0,0.0,20.0,10.0,2.5,3.45,2.28,2.5,3.5,2.25,2.5,3.6,2.25,2.5,3.5,2.25,1179.19,1252.08
SC2,06/04/02,Stenhousemuir,Cowdenbeath,0.0,1.0,A,0.0,0.0,D,423.0,"Thompson, C",13.0,14.0,5.0,9.0,2.0,0.0,8.0,10.0,13.0,10.0,4.0,5.0,3.0,0.0,0.0,0.0,30.0,0.0,2.32,3.55,2.4,2.2,3.5,2.62,2.25,3.6,2.5,2.37,3.5,2.37,1156.69,1208.12
SC2,06/04/02,Stranraer,Clydebank,1.0,1.0,D,0.0,0.0,D,285.0,"Gilmore, J",6.0,15.0,1.0,4.0,1.0,2.0,3.0,8.0,7.0,12.0,5.0,0.0,1.0,2.0,0.0,0.0,10.0,20.0,2.35,3.55,2.38,2.5,3.5,2.25,2.6,3.5,2.2,2.37,3.5,2.37,1191.63,1202.89
SC2,09/04/02,Morton,Forfar,1.0,4.0,A,1.0,2.0,A,681.0,"Hunter, A",15.0,14.0,6.0,9.0,1.0,1.0,5.0,5.0,8.0,13.0,4.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,2.8,3.65,2.0,2.75,3.5,2.1,,,,2.875,3.6,2.0,1178.22,1237.35
SC2,13/04/02,Alloa,Berwick,1.0,1.0,D,0.0,1.0,A,675.0,"MacKay, C. J.",10.0,11.0,6.0,8.0,0.0,1.0,5.0,4.0,13.0,17.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,30.0,1.55,3.7,5.0,1.57,3.5,5.0,1.533,3.6,5.0,1.53,4.0,4.5,1293.17,1215.44
SC2,13/04/02,Clydebank,Forfar,1.0,0.0,H,0.0,0.0,D,201.0,"Thomson, G",14.0,4.0,6.0,1.0,1.0,0.0,7.0,1.0,18.0,17.0,4.0,8.0,3.0,0.0,0.0,1.0,30.0,25.0,2.5,3.35,2.4,2.75,3.5,2.1,2.6,3.5,2.2,2.75,3.5,2.1,1206.02,1251.31
SC2,13/04/02,Cowdenbeath,Stranraer,1.0,1.0,D,1.0,0.0,H,309.0,"Conroy, M",6.0,9.0,3.0,3.0,0.0,1.0,5.0,7.0,8.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,2.3,3.25,2.7,2.25,3.5,2.5,2.2,3.25,2.75,2.2,3.1,2.87,1222.36,1188.5
SC2,13/04/02,Queen of Sth,Hamilton,3.0,1.0,H,0.0,0.0,D,3062.0,"Frickleton, I. G.",14.0,10.0,4.0,4.0,2.0,0.0,2.0,5.0,10.0,8.0,1.0,1.0,1.0,2.0,0.0,0.0,10.0,20.0,1.53,3.8,5.0,1.61,3.5,4.5,1.5,4.333,4.333,1.44,4.33,5.0,1278.85,1253.05
SC2,13/04/02,Stenhousemuir,Morton,2.0,3.0,A,0.0,1.0,A,518.0,"Murray, C",14.0,12.0,7.0,6.0,0.0,0.0,11.0,5.0,9.0,16.0,4.0,6.0,1.0,0.0,0.0,0.0,10.0,0.0,1.85,3.5,3.5,1.91,3.5,3.2,2.1,3.5,2.75,1.8,4.0,3.1,1142.45,1164.26
SC2,20/04/02,Berwick,Cowdenbeath,1.0,0.0,H,1.0,0.0,H,631.0,"Underhill, J. R.",8.0,6.0,4.0,3.0,1.0,1.0,6.0,2.0,11.0,15.0,8.0,2.0,1.0,3.0,0.0,0.0,10.0,30.0,2.25,3.35,2.7,2.1,3.5,2.75,2.2,3.2,2.8,2.2,3.25,2.75,1221.33,1217.77
SC2,20/04/02,Forfar,Queen of Sth,0.0,3.0,A,0.0,1.0,A,1022.0,"Fyfe, I. M.",4.0,12.0,2.0,8.0,0.0,0.0,1.0,2.0,12.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,3.5,2.3,2.25,3.5,2.5,2.25,3.6,2.5,2.37,3.5,2.37,1240.76,1287.01
SC2,20/04/02,Hamilton,Clydebank,2.0,0.0,H,1.0,0.0,H,2030.0,"Melville, C. J.",8.0,8.0,5.0,1.0,1.0,0.0,5.0,2.0,14.0,7.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,30.0,2.2,3.35,2.75,2.2,3.5,2.62,2.25,3.6,2.5,2.1,3.5,2.75,1244.89,1216.57
SC2,20/04/02,Morton,Alloa,0.0,0.0,D,0.0,0.0,D,928.0,"Smith, D",12.0,5.0,5.0,0.0,0.0,1.0,3.0,7.0,10.0,10.0,4.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,4.5,3.75,1.6,3.75,3.5,1.73,4.5,3.75,1.571,4.2,4.0,1.57,1179.53,1287.28
SC2,20/04/02,Stranraer,Stenhousemuir,1.0,0.0,H,0.0,0.0,D,240.0,"Mack, E. D.",12.0,5.0,6.0,3.0,0.0,1.0,5.0,3.0,9.0,9.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,1.85,3.55,3.4,1.8,3.5,3.5,1.833,3.4,3.5,1.9,3.6,3.1,1193.09,1127.18
SC2,27/04/02,Alloa,Stranraer,0.0,0.0,D,0.0,0.0,D,613.0,"Thompson, C",9.0,11.0,7.0,8.0,0.0,0.0,2.0,8.0,12.0,10.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0,1.7,3.65,4.0,1.727,3.5,3.75,1.727,3.4,4.0,1.8,3.4,3.6,1287.0,1200.04
SC2,27/04/02,Clydebank,Berwick,1.0,2.0,A,1.0,2.0,A,218.0,"Hunter, A",15.0,8.0,8.0,4.0,0.0,1.0,3.0,2.0,18.0,15.0,3.0,13.0,1.0,0.0,1.0,0.0,35.0,0.0,2.05,3.4,3.0,2.2,3.5,2.625,1.909,3.5,3.2,2.1,3.4,2.8,1208.49,1230.21
SC2,27/04/02,Cowdenbeath,Hamilton,2.0,1.0,H,1.0,0.0,H,412.0,"Somers, D.",8.0,9.0,4.0,3.0,1.0,0.0,5.0,4.0,14.0,13.0,3.0,1.0,3.0,4.0,0.0,0.0,30.0,40.0,2.3,3.3,2.65,2.375,3.5,2.375,2.375,3.25,2.5,2.375,3.5,2.375,1208.89,1252.97
SC2,27/04/02,Queen of Sth,Morton,4.0,0.0,H,2.0,0.0,H,6158.0,"Hardie, C.",11.0,5.0,7.0,1.0,0.0,0.0,12.0,3.0,12.0,8.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,20.0,1.55,3.7,5.0,1.571,3.75,4.5,1.5,3.6,5.5,1.533,3.6,5.0,1301.43,1179.81
SC2,27/04/02,Stenhousemuir,Forfar,0.0,0.0,D,0.0,0.0,D,476.0,"Martindale, E.",16.0,5.0,7.0,3.0,1.0,0.0,9.0,5.0,13.0,11.0,1.0,3.0,1.0,0.0,0.0,0.0,10.0,0.0,2.8,3.4,2.15,2.625,3.5,2.2,2.75,3.5,2.1,3.1,3.6,1.909,1120.23,1226.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
