Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA,EloHome,EloAway
N1,20/04/02,Willem II,Graafschap,2,2,D,1,2,A,1.8,3.6,3.5,1.9,3.1,3.1,1.8,3.4,3.6,1.8,3.5,3.5,1.85,3.3,3.4,1575.72,1451.72
N1,21/04/02,Ajax,Utrecht,1,0,H,1,0,H,1.25,5.1,8.4,1.25,4.5,9.0,1.25,4.6,9.0,1.3,4.333,8.0,1.3,4.3,7.5,1712.55,1618.86
N1,21/04/02,Nijmegen,Den Bosch,2,1,H,0,0,D,1.88,3.4,3.4,1.9,3.1,3.1,1.85,3.4,3.5,1.833,3.3,3.6,1.8,3.3,3.6,1535.25,1469.71
N1,24/04/02,Heerenveen,Groningen,2,0,H,0,0,D,1.35,4.2,7.3,1.5,3.5,5.4,1.364,4.2,6.5,1.364,4.333,6.0,1.35,4.2,6.5,1659.82,1476.2
N1,24/04/02,PSV Eindhoven,Willem II,6,0,H,3,0,H,1.2,5.35,10.0,1.2,5.0,10.0,1.222,5.0,9.5,1.2,5.0,11.0,1.2,5.0,10.0,1789.93,1568.62
N1,24/04/02,Utrecht,AZ Alkmaar,3,2,H,0,1,A,1.6,3.5,4.6,1.6,3.4,4.6,1.571,3.5,5.0,1.615,3.5,4.5,1.65,3.4,4.25,1612.69,1499.73
N1,25/04/02,Graafschap,Feyenoord,1,0,H,0,0,D,5.0,3.6,1.52,4.6,3.4,1.6,4.8,3.4,1.6,4.5,3.5,1.615,4.25,3.4,1.65,1458.82,1677.38
N1,28/04/02,Ajax,Den Bosch,2,0,H,1,0,H,1.15,6.0,11.0,1.15,6.0,12.0,,,,,,,,,,1718.72,1462.75
N1,28/04/02,AZ Alkmaar,Nijmegen,5,0,H,2,0,H,1.77,3.3,3.9,1.85,3.1,3.6,,,,,,,,,,1494.06,1542.21
N1,28/04/02,Feyenoord,Heerenveen,3,2,H,1,1,D,1.47,3.8,5.5,1.45,3.8,5.4,,,,,,,,,,1660.77,1663.91
N1,28/04/02,Groningen,Graafschap,2,0,H,0,0,D,1.83,3.3,3.6,1.8,3.1,3.8,,,,,,,,,,1472.11,1475.43
N1,28/04/02,NAC Breda,For Sittard,3,1,H,1,0,H,1.25,4.85,8.25,1.25,4.5,8.0,,,,,,,,,,1589.04,1382.22
N1,28/04/02,PSV Eindhoven,Sparta,3,0,H,2,0,H,1.1,6.75,14.0,1.1,7.0,14.0,,,,,,,,,,1793.33,1382.29
N1,28/04/02,Roda JC,Waalwijk,1,0,H,0,0,D,1.75,3.4,3.85,1.9,3.1,3.4,,,,,,,,,,1564.58,1580.45
N1,28/04/02,Twente,Utrecht,2,0,H,0,0,D,1.9,3.25,3.4,1.9,3.1,3.4,,,,,,,,,,1534.09,1618.36
N1,28/04/02,Vitesse,Willem II,4,2,H,2,1,H,1.33,4.3,7.0,1.4,3.9,6.0,,,,,,,,,,1683.27,1565.22
N1,05/05/02,Graafschap,PSV Eindhoven,2,2,D,2,0,H,4.6,3.5,1.6,,,,5.0,3.5,1.533,,,,5.5,3.5,1.5,1466.32,1794.58
N1,05/05/02,Den Bosch,AZ Alkmaar,0,1,A,0,0,D,1.55,3.7,4.7,,,,1.571,3.5,4.75,1.571,3.5,5.0,1.6,3.5,4.5,1459.9,1504.71
N1,05/05/02,For Sittard,Roda JC,0,0,D,0,0,D,3.15,3.2,2.0,,,,,,,3.0,3.0,2.2,2.9,2.9,2.25,1378.57,1574.11
N1,05/05/02,Heerenveen,Twente,0,0,D,0,0,D,1.42,3.9,6.0,,,,,,,1.5,3.6,5.5,1.4,3.75,6.5,1654.81,1546.02
N1,05/05/02,Nijmegen,Ajax,0,2,A,0,2,A,6.75,3.2,1.5,,,,5.5,3.1,1.6,5.5,3.4,1.533,4.8,3.3,1.6,1531.56,1721.57
N1,05/05/02,Waalwijk,Vitesse,3,2,H,1,1,D,2.5,3.15,2.45,,,,,,,2.4,3.2,2.5,2.35,3.2,2.5,1570.92,1688.82
N1,05/05/02,Sparta,Groningen,0,0,D,0,0,D,4.4,2.7,1.8,,,,,,,,,,4.0,2.8,1.9,1381.04,1481.22
N1,05/05/02,Utrecht,NAC Breda,0,0,D,0,0,D,1.9,3.2,3.45,,,,,,,2.0,3.4,3.0,1.85,3.25,3.5,1606.43,1592.69
N1,05/05/02,Willem II,Feyenoord,0,0,D,0,0,D,2.25,3.25,2.6,,,,,,,,,,2.3,3.3,2.5,1559.67,1669.87
