Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA,EloHome,EloAway
P1,19/04/02,Guimaraes,Belenenses,2,1,H,1,1,D,2.4,3.15,2.55,2.4,3.1,2.4,2.4,3.2,2.5,2.375,3.1,2.6,2.3,3.1,2.65,1427.0,1520.2
P1,20/04/02,Boavista,Varzim,1,2,A,1,2,A,1.22,5.25,8.8,1.15,6.0,12.0,1.2,5.0,10.0,1.2,5.0,11.0,1.2,5.0,9.5,1676.41,1384.87
P1,20/04/02,Sp Braga,Porto,0,4,A,0,2,A,4.0,3.4,1.72,4.0,3.2,1.75,4.2,3.2,1.727,4.333,3.2,1.727,4.1,3.3,1.7,1463.44,1628.9
P1,21/04/02,Gil Vicente,Leiria,0,0,D,0,0,D,1.97,3.2,3.25,2.1,3.0,3.0,1.95,3.25,3.2,,,,2.1,3.1,3.0,1422.29,1522.81
P1,21/04/02,Pacos Ferreira,Setubal,1,0,H,1,0,H,1.95,3.2,3.35,2.1,3.0,3.0,1.909,3.2,3.5,1.909,3.1,3.6,1.95,3.15,3.25,1464.63,1425.89
P1,21/04/02,Santa Clara,Beira Mar,0,0,D,0,0,D,1.95,3.0,3.55,2.0,3.0,3.2,2.0,3.2,3.2,2.0,3.0,3.4,1.95,3.05,3.4,1404.69,1440.72
P1,21/04/02,Farense,Alverca,2,1,H,1,1,D,2.25,3.2,2.7,2.0,3.0,3.2,2.25,3.3,2.6,2.2,3.25,2.75,2.2,3.0,2.85,1319.83,1338.65
P1,21/04/02,Sp Lisbon,Benfica,1,1,D,0,0,D,1.73,3.35,4.0,1.85,3.1,3.6,1.8,3.25,3.75,1.833,3.2,3.75,1.83,3.2,3.75,1677.12,1575.79
P1,22/04/02,Maritimo,Salgueiros,4,0,H,3,0,H,1.7,3.5,4.0,1.75,3.3,3.6,1.667,3.5,4.0,,,,1.55,3.6,4.7,1486.3,1346.67
P1,26/04/02,Belenenses,Sp Braga,1,1,D,0,0,D,1.6,3.4,4.75,1.6,3.4,4.6,,,,1.571,3.5,5.0,,,,1507.94,1453.27
P1,27/04/02,Porto,Santa Clara,5,3,H,1,2,A,1.18,5.5,10.5,1.2,5.0,10.0,,,,1.167,5.5,12.0,,,,1639.07,1402.41
P1,27/04/02,Setubal,Sp Lisbon,2,2,D,2,1,H,5.5,3.8,1.47,4.4,3.3,1.65,,,,5.5,3.6,1.5,,,,1418.13,1670.59
P1,28/04/02,Beira Mar,Pacos Ferreira,0,2,A,0,1,A,1.85,3.15,3.7,2.0,3.0,3.3,,,,2.0,3.2,3.2,,,,1443.0,1472.39
P1,28/04/02,Gil Vicente,Salgueiros,3,2,H,2,0,H,2.1,3.5,2.75,,,,,,,,,,,,,1422.31,1341.64
P1,28/04/02,Benfica,Boavista,2,1,H,0,1,A,2.12,3.1,3.0,1.9,3.1,3.5,,,,2.2,3.1,2.875,,,,1582.32,1653.79
P1,28/04/02,Leiria,Farense,4,1,H,2,1,H,1.3,4.5,7.25,1.35,4.0,6.5,,,,1.333,4.0,8.0,,,,1522.79,1329.46
P1,28/04/02,Varzim,Maritimo,0,1,A,0,1,A,1.8,3.4,3.6,,,,,,,1.909,3.25,3.4,,,,1407.49,1491.33
P1,29/04/02,Alverca,Guimaraes,3,2,H,1,1,D,2.45,3.1,2.52,2.4,3.1,2.4,,,,,,,2.35,3.2,2.55,1329.02,1439.26
P1,05/05/02,Boavista,Setubal,4,1,H,2,1,H,1.17,5.75,10.0,1.15,6.0,12.0,1.167,5.5,10.0,1.2,5.5,9.0,1.2,5.0,10.0,1642.31,1423.29
P1,05/05/02,Maritimo,Benfica,3,2,H,0,1,A,3.2,3.2,2.0,3.2,3.1,2.0,3.25,3.3,1.909,,,,3.0,3.3,2.0,1504.41,1593.8
P1,05/05/02,Pacos Ferreira,Porto,1,2,A,1,1,D,5.0,3.65,1.53,5.0,3.9,1.45,5.0,3.4,1.571,5.0,3.25,1.615,5.0,3.2,1.6,1487.4,1642.22
P1,05/05/02,Salgueiros,Varzim,2,1,H,1,1,D,1.9,3.3,3.35,1.85,3.0,3.3,,,,,,,2.0,3.2,3.1,1335.11,1394.41
P1,05/05/02,Santa Clara,Belenenses,2,3,A,2,0,H,2.5,3.0,2.55,2.4,3.1,2.4,2.5,3.0,2.5,2.5,3.1,2.5,2.4,3.1,2.5,1399.26,1502.72
P1,05/05/02,Sp Braga,Alverca,5,3,H,3,0,H,1.43,3.8,6.1,1.45,3.8,5.4,,,,1.4,3.75,7.0,1.45,3.7,5.75,1458.49,1341.89
P1,05/05/02,Farense,Gil Vicente,3,2,H,1,2,A,2.1,3.1,3.05,2.0,3.0,3.3,,,,2.3,3.1,2.7,2.3,3.2,2.6,1325.56,1428.84
P1,05/05/02,Sp Lisbon,Beira Mar,2,1,H,1,0,H,1.23,5.0,8.6,1.25,4.5,9.0,,,,1.286,4.5,8.0,1.3,4.5,7.0,1665.43,1427.99
P1,05/05/02,Guimaraes,Leiria,2,4,A,2,1,H,2.15,3.05,3.0,2.3,3.0,2.7,2.2,3.25,2.7,2.2,3.0,3.0,2.15,3.2,2.8,1426.39,1526.69
