Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA,Unnamed: 25,Unnamed: 26,EloHome,EloAway
T1,13/04/02,Goztep,Genclerbirligi,1,1,D,0,0,D,2.25,3.1,2.85,2.4,3.1,2.4,2.25,3.0,2.8,,,,2.2,3.0,2.85,,,1410.77,1480.66
T1,13/04/02,Istanbulspor,Galatasaray,0,2,A,0,2,A,5.0,3.6,1.52,5.0,3.7,1.5,4.5,3.5,1.6,,,,5.0,3.5,1.55,,,1436.76,1690.29
T1,13/04/02,Samsunspor,Denizlispor,3,4,A,1,2,A,1.8,3.25,3.5,2.2,3.1,2.8,1.75,3.4,3.6,,,,1.85,3.4,3.3,,,1419.22,1490.55
T1,14/04/02,Besiktas,Fenerbahce,0,2,A,0,1,A,2.3,3.1,2.8,2.3,3.0,2.7,2.25,3.0,2.8,2.2,3.1,2.8,2.25,3.1,2.8,,,1642.53,1661.5
T1,14/04/02,Bursaspor,Antalyaspor,0,1,A,0,0,D,1.7,3.8,3.2,1.6,3.5,4.4,1.6,3.5,4.5,,,,1.6,3.5,4.4,,,1474.63,1400.64
T1,14/04/02,Diyarbakirspor,Rizespor,1,0,H,0,0,D,1.8,3.3,3.6,2.0,3.1,3.2,1.9,3.25,3.3,1.8,3.3,3.6,1.9,3.3,3.3,,,1430.06,1443.18
T1,14/04/02,Gaziantepspor,Kocaelispor,3,5,A,1,2,A,1.85,3.3,3.7,1.8,3.2,3.6,1.9,3.2,3.4,1.909,3.1,3.5,1.9,3.1,3.5,,,1517.63,1443.24
T1,20/04/02,Genclerbirligi,Besiktas,1,1,D,1,0,H,3.15,3.25,1.95,2.8,3.1,2.2,2.8,3.25,2.111,,,,3.1,3.2,2.0,,,1481.74,1627.17
T1,21/04/02,Antalyaspor,Diyarbakirspor,0,0,D,0,0,D,1.55,3.4,4.3,1.65,3.3,4.4,1.75,3.3,3.8,,,,1.85,3.3,3.4,,,1418.92,1439.5
T1,21/04/02,Denizlispor,Istanbulspor,1,1,D,1,1,D,1.65,3.4,4.25,1.6,3.4,4.6,1.7,3.4,4.0,,,,1.7,3.3,4.1,,,1504.08,1429.45
T1,21/04/02,Fenerbahce,Trabzonspor,3,0,H,0,0,D,1.22,5.0,9.0,1.25,4.5,9.0,1.222,5.0,8.5,,,,1.2,5.0,9.5,,,1676.86,1469.01
T1,21/04/02,Gaziantepspor,Goztep,4,0,H,0,0,D,2.0,2.8,3.6,2.0,2.6,3.5,2.0,2.875,3.5,,,,2.1,2.85,3.25,,,1499.33,1409.69
T1,21/04/02,Galatasaray,Ankaragucu,2,0,H,1,0,H,1.25,4.5,8.5,1.2,5.0,10.0,1.286,4.5,7.5,,,,1.2,5.0,9.5,,,1697.6,1544.49
T1,21/04/02,Kocaelispor,Yozgatspor,4,3,H,1,2,A,,,,1.4,3.9,6.0,1.5,4.0,4.5,,,,1.55,3.7,4.6,,,1461.54,1402.61
T1,21/04/02,Malatyaspor,Bursaspor,2,1,H,0,1,A,1.6,3.4,4.0,,,,1.8,3.3,3.6,,,,1.83,3.25,3.5,,,1426.2,1456.35
T1,21/04/02,Samsunspor,Rizespor,1,0,H,1,0,H,,,,2.0,3.3,3.0,,,,,,,1.9,3.25,3.3,,,1405.69,1433.74
T1,27/04/02,Ankaragucu,Denizlispor,1,1,D,1,1,D,1.95,3.4,3.15,,,,,,,,,,,,,,,1539.77,1498.28
T1,27/04/02,Besiktas,Goztep,1,2,A,1,1,D,1.35,4.25,6.5,1.25,4.5,8.0,,,,,,,,,,,,1625.54,1403.41
T1,27/04/02,Diyarbakirspor,Malatyaspor,0,0,D,0,0,D,1.95,2.75,4.0,,,,,,,,,,,,,,,1442.31,1436.22
T1,27/04/02,Istanbulspor,Rizespor,3,1,H,0,0,D,,,,,,,,,,,,,,,,,,1435.25,1423.79
T1,27/04/02,Samsunspor,Antalyaspor,2,0,H,1,0,H,1.8,3.2,3.9,1.9,3.1,3.5,,,,,,,,,,,,1415.64,1416.11
T1,27/04/02,Trabzonspor,Genclerbirligi,0,0,D,0,0,D,1.85,3.3,3.5,2.0,3.0,3.0,,,,,,,,,,,,1465.38,1483.37
T1,27/04/02,Yozgatspor,Gaziantepspor,1,2,A,0,1,A,2.8,3.15,2.2,,,,,,,,,,,,,,,1395.46,1505.61
T1,28/04/02,Bursaspor,Fenerbahce,0,1,A,0,0,D,4.75,4.0,1.5,4.0,3.5,1.65,,,,,,,,,,,,1446.33,1680.49
T1,28/04/02,Kocaelispor,Galatasaray,0,2,A,0,1,A,5.25,3.8,1.48,4.6,3.4,1.6,,,,,,,,,,,,1468.69,1702.32
T1,03/05/02,Goztep,Trabzonspor,4,2,H,3,2,H,,,,,,,,,,,,,,,,,,1425.03,1462.48
T1,04/05/02,Antalyaspor,Istanbulspor,2,0,H,0,0,D,2.3,3.25,2.6,,,,,,,,,,3.0,3.3,2.0,,,1407.1,1443.87
T1,04/05/02,Denizlispor,Kocaelispor,4,0,H,2,0,H,1.57,3.7,4.5,,,,,,,,,,1.45,3.8,5.5,,,1503.11,1460.77
T1,04/05/02,Fenerbahce,Diyarbakirspor,3,1,H,1,0,H,1.15,5.75,12.0,,,,,,,,,,1.22,4.8,9.0,,,1688.39,1438.61
T1,04/05/02,Gaziantepspor,Besiktas,1,0,H,1,0,H,2.2,3.45,2.6,,,,,,,,,,2.15,3.5,2.6,,,1517.74,1603.92
T1,04/05/02,Genclerbirligi,Bursaspor,3,2,H,1,0,H,2.2,3.2,2.77,,,,,,,,,,2.2,3.3,2.65,,,1486.27,1438.43
T1,04/05/02,Galatasaray,Yozgatspor,5,0,H,2,0,H,1.1,6.5,15.0,1.05,5.0,30.0,,,,,,,1.12,6.0,12.0,,,1710.24,1383.33
T1,04/05/02,Rizespor,Ankaragucu,3,2,H,3,0,H,1.7,3.65,3.3,,,,,,,,,,1.9,3.5,3.1,,,1415.17,1534.94
T1,04/05/02,Samsunspor,Malatyaspor,1,1,D,1,1,D,1.45,3.2,8.0,,,,,,,,,,1.5,3.4,5.75,,,1424.65,1439.92
