Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA,EloHome,EloAway
D2,17/03/02,Union Berlin,Bielefeld,2,1,H,1,0,H,13000,"Sippel, P",11.0,13.0,5.0,5.0,0.0,1.0,7.0,4.0,17.0,14.0,3.0,2.0,1,2,0,0,10,20,2.0,3.1,3.3,2.0,3.0,3.3,2.1,3.1,3.1,2.1,3.1,3.1,,,,1552.98,1572.07
D2,18/03/02,Mainz,Mannheim,3,0,H,2,0,H,7500,"Keßler, J",18.0,10.0,9.0,3.0,2.0,0.0,4.0,6.0,15.0,13.0,1.0,5.0,2,2,0,0,20,20,1.45,3.7,5.8,1.65,3.3,4.4,1.65,3.1,5.0,1.615,3.5,4.5,,,,1548.51,1500.47
D2,20/03/02,Bochum,Reutlingen,3,1,H,2,0,H,11000,"Voss, K",20.0,10.0,9.0,5.0,2.0,0.0,7.0,1.0,24.0,22.0,1.0,3.0,3,3,0,0,30,30,1.4,3.65,7.4,1.4,3.9,6.0,1.615,3.25,5.0,1.5,3.6,5.5,,,,1556.84,1486.56
D2,20/03/02,Oberhausen,Hannover,0,0,D,0,0,D,6445,"Kammerer, S",10.0,5.0,3.0,2.0,2.0,1.0,5.0,9.0,7.0,16.0,7.0,4.0,1,3,0,0,10,30,3.05,3.25,2.05,2.8,3.1,2.2,3.1,3.25,2.0,3.6,3.3,1.833,,,,1446.48,1630.91
D2,23/03/02,Babelsberg,Ahlen,1,2,A,1,2,A,2317,"Perl, G.",7.0,11.0,3.0,7.0,0.0,1.0,4.0,9.0,7.0,10.0,1.0,2.0,3,2,1,0,55,20,3.3,3.2,1.95,2.8,3.1,2.2,3.0,3.25,2.0,3.1,3.3,2.0,,,,1348.15,1515.33
D2,23/03/02,Bielefeld,Aachen,4,1,H,2,1,H,12184,"Lange, P",19.0,7.0,7.0,2.0,1.0,0.0,3.0,4.0,13.0,18.0,5.0,2.0,2,2,0,1,20,45,1.4,3.85,6.5,1.4,3.7,6.4,1.444,3.5,6.0,1.444,3.6,6.5,1.45,3.55,6.0,1562.43,1465.24
D2,23/03/02,Ein Frankfurt,Unterhaching,3,2,H,2,0,H,5000,"Meyer, F",16.0,17.0,9.0,7.0,0.0,2.0,5.0,8.0,13.0,13.0,4.0,2.0,1,0,0,1,10,25,1.6,3.4,4.75,1.75,3.2,4.0,1.615,3.4,4.333,1.615,3.25,5.0,1.65,3.3,4.4,1536.24,1475.73
D2,23/03/02,Greuther Furth,Karlsruhe,1,1,D,0,1,A,6190,Scheppe. D,15.0,5.0,11.0,1.0,0.0,1.0,6.0,7.0,10.0,16.0,4.0,2.0,3,2,0,0,30,20,1.42,3.8,6.25,1.45,3.8,5.4,1.444,3.5,6.0,1.5,3.6,5.5,1.45,3.55,6.0,1600.78,1421.85
D2,23/03/02,Schweinfurt,Mainz,0,3,A,0,1,A,4720,"Wezel, V",7.0,10.0,3.0,7.0,1.0,1.0,4.0,4.0,20.0,13.0,6.0,3.0,3,2,0,0,30,20,3.2,3.2,2.0,3.2,3.1,2.0,2.75,3.25,2.1,3.0,3.2,2.1,2.8,3.15,2.15,1402.56,1555.98
D2,24/03/02,Duisburg,Union Berlin,1,1,D,1,1,D,8031,"Pickel, M.",9.0,8.0,5.0,4.0,0.0,0.0,9.0,7.0,17.0,15.0,5.0,1.0,2,1,0,0,20,10,2.35,3.1,2.65,2.3,2.9,2.8,2.3,3.1,2.6,2.2,3.2,2.8,2.35,3.15,2.55,1519.74,1562.62
D2,24/03/02,Reutlingen,Oberhausen,0,2,A,0,0,D,4500,"Trautmann, S",11.0,7.0,3.0,4.0,1.0,0.0,2.0,8.0,15.0,19.0,4.0,1.0,0,2,0,1,0,45,1.93,3.15,3.4,1.9,3.1,3.5,1.9,3.25,3.3,1.909,3.4,3.25,2.0,3.2,3.1,1479.74,1449.46
D2,24/03/02,Saarbrucken,Bochum,0,2,A,0,1,A,2000,"Koop, T",13.0,9.0,7.0,5.0,0.0,1.0,3.0,4.0,15.0,20.0,1.0,0.0,0,0,0,0,0,0,5.5,3.6,1.45,5.0,3.7,1.5,4.75,3.4,1.571,4.5,3.25,1.667,4.8,3.5,1.55,1404.91,1563.66
D2,25/03/02,Mannheim,Hannover,0,1,A,0,0,D,5000,"Wack, F.-X.",13.0,14.0,6.0,7.0,0.0,2.0,3.0,3.0,17.0,19.0,2.0,1.0,1,1,0,0,10,10,3.2,3.15,2.0,2.8,2.9,2.3,2.75,3.25,2.1,3.0,3.2,2.1,3.0,3.15,2.05,1493.0,1627.93
D2,28/03/02,Aachen,Duisburg,2,1,H,1,0,H,14000,"Fleischer, H",16.0,16.0,6.0,8.0,0.0,2.0,4.0,6.0,17.0,21.0,2.0,2.0,1,2,0,0,10,20,2.12,3.1,3.0,2.1,3.0,3.1,2.1,3.2,3.0,2.25,3.2,2.7,2.2,3.15,2.75,1459.16,1517.7
D2,28/03/02,Mainz,Saarbrucken,2,1,H,1,0,H,13501,"Kammerer, S",20.0,3.0,7.0,2.0,0.0,0.0,11.0,1.0,11.0,17.0,1.0,3.0,0,0,0,0,0,0,1.22,5.0,9.5,1.2,5.0,10.0,1.2,5.25,10.0,1.2,5.0,11.0,1.2,5.0,9.5,1566.57,1394.5
D2,28/03/02,Union Berlin,Greuther Furth,0,0,D,0,0,D,12395,"Gagelmann, P",17.0,13.0,3.0,5.0,0.0,0.0,5.0,9.0,18.0,25.0,2.0,0.0,2,1,0,0,20,10,1.9,3.3,3.35,2.0,3.1,3.2,2.1,3.2,3.0,2.0,3.2,3.2,1.85,3.25,3.45,1564.66,1592.46
D2,30/03/02,Hannover,Schweinfurt,6,0,H,4,0,H,41519,"Margenberg, D.",26.0,10.0,16.0,6.0,2.0,0.0,12.0,3.0,18.0,9.0,1.0,0.0,0,3,0,0,0,30,1.2,5.5,10.0,1.15,6.0,12.0,1.2,5.2,10.0,1.2,5.0,11.0,1.15,5.5,12.0,1639.18,1391.97
D2,30/03/02,Karlsruhe,Babelsberg,2,1,H,2,0,H,10400,"Stachowiak, A",8.0,7.0,3.0,4.0,0.0,1.0,2.0,3.0,14.0,15.0,1.0,5.0,3,2,0,1,30,45,1.37,3.8,6.7,1.4,3.7,6.4,1.4,3.75,7.0,1.444,3.75,6.0,1.35,4.1,6.5,1430.17,1338.04
D2,31/03/02,Ahlen,Reutlingen,1,2,A,0,2,A,4500,"Anklam, M",13.0,7.0,6.0,4.0,0.0,0.0,8.0,6.0,18.0,17.0,2.0,1.0,4,3,0,0,40,30,1.8,3.25,3.75,2.0,3.1,3.2,1.833,3.3,3.6,1.727,3.4,4.0,1.7,3.35,4.0,1525.44,1462.76
D2,31/03/02,Oberhausen,Mannheim,1,1,D,1,1,D,4770,"Weber, S",13.0,10.0,5.0,3.0,1.0,2.0,6.0,3.0,21.0,24.0,2.0,1.0,3,3,0,0,30,30,1.8,3.3,3.7,1.9,3.1,3.5,1.909,3.25,3.4,1.833,3.2,3.75,1.8,3.25,3.65,1466.44,1481.75
D2,31/03/02,Unterhaching,Bielefeld,1,3,A,1,0,H,3500,"Weiner, M",7.0,9.0,2.0,4.0,0.0,0.0,5.0,9.0,22.0,16.0,0.0,3.0,2,4,0,0,20,40,2.6,3.2,2.4,2.5,3.0,2.5,2.625,3.2,2.3,2.625,3.2,2.3,2.55,3.15,2.35,1468.63,1568.51
D2,01/04/02,Bochum,Ein Frankfurt,3,0,H,2,0,H,17800,"Fröhlich, L.-M.",12.0,10.0,9.0,6.0,0.0,0.0,3.0,3.0,18.0,17.0,4.0,1.0,1,3,0,0,10,30,1.7,3.3,4.45,1.65,3.3,4.4,1.7,3.4,4.2,1.8,3.25,3.75,1.7,3.35,4.0,1574.07,1543.34
D2,05/04/02,Saarbrucken,Hannover,1,1,D,1,1,D,2300,"Schößling, C",11.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,1,1,0,0,10,10,6.0,3.85,1.4,4.0,3.5,1.65,6.0,3.75,1.444,,,,6.0,3.9,1.4,1390.18,1642.16
D2,05/04/02,Schweinfurt,Oberhausen,0,3,A,0,1,A,3710,"Schmidt, M",10.0,16.0,4.0,7.0,0.0,0.0,3.0,5.0,19.0,11.0,3.0,4.0,0,1,0,0,0,10,3.1,3.35,1.95,3.1,3.0,2.1,2.5,3.2,2.4,,,,2.55,3.25,2.3,1388.99,1463.45
D2,05/04/02,Union Berlin,Karlsruhe,1,3,A,1,2,A,9000,"Meyer, F",12.0,8.0,4.0,4.0,1.0,0.0,5.0,4.0,18.0,14.0,1.0,3.0,1,4,0,0,10,40,1.4,3.75,6.25,1.5,3.5,5.4,1.5,3.5,5.75,,,,1.4,3.8,6.3,1562.1,1436.39
D2,06/04/02,Greuther Furth,Aachen,3,0,H,2,0,H,8000,"Kinhöfer, T",8.0,2.0,4.0,1.0,0.0,0.0,5.0,2.0,15.0,17.0,0.0,1.0,0,2,0,0,0,20,1.3,4.3,7.1,1.4,3.7,6.4,1.4,3.75,7.0,,,,1.4,3.8,6.3,1595.02,1470.18
D2,06/04/02,Mannheim,Ahlen,2,0,H,0,0,D,4400,"Brych, F",5.0,3.0,2.0,1.0,0.0,1.0,4.0,1.0,16.0,11.0,0.0,0.0,2,0,0,0,20,0,1.7,3.4,3.85,1.65,3.3,4.4,1.8,3.25,3.75,,,,1.8,3.2,3.7,1484.74,1507.48
D2,07/04/02,Bielefeld,Bochum,3,0,H,1,0,H,26601,"Stark, W",15.0,6.0,9.0,2.0,1.0,0.0,6.0,1.0,12.0,20.0,5.0,1.0,1,4,0,1,10,65,2.05,3.05,3.1,2.1,2.9,3.2,2.1,3.2,3.0,,,,2.1,2.9,3.15,1581.01,1582.08
D2,07/04/02,Duisburg,Unterhaching,4,0,H,1,0,H,6000,"Wezel, V",15.0,8.0,6.0,3.0,0.0,0.0,4.0,6.0,14.0,13.0,5.0,1.0,3,2,0,0,30,20,1.85,3.3,3.35,2.0,3.0,3.3,1.8,3.25,3.75,,,,1.7,3.4,3.9,1506.68,1456.13
D2,07/04/02,Reutlingen,Babelsberg,3,2,H,2,1,H,6000,"Frank, T",15.0,8.0,8.0,5.0,1.0,0.0,3.0,5.0,19.0,21.0,1.0,0.0,5,3,0,0,50,30,1.25,4.55,8.15,1.25,4.5,9.0,1.333,4.0,8.0,,,,1.3,4.3,7.5,1480.72,1331.82
D2,08/04/02,Ein Frankfurt,Mainz,0,0,D,0,0,D,10000,"Albrecht, H",9.0,7.0,4.0,3.0,1.0,0.0,4.0,8.0,20.0,17.0,2.0,5.0,2,0,0,0,20,0,2.55,3.25,2.3,2.4,3.1,2.4,2.5,3.2,2.4,,,,2.5,3.1,2.4,1535.33,1570.89
D2,12/04/02,Babelsberg,Mannheim,1,2,A,1,1,D,3264,"Voss, K",9.0,7.0,5.0,4.0,0.0,0.0,6.0,7.0,19.0,14.0,3.0,2.0,4,0,0,0,40,0,4.8,3.5,1.55,,,,3.75,3.4,1.75,4.0,3.4,1.727,3.8,3.5,1.7,1327.0,1494.51
D2,12/04/02,Bochum,Duisburg,3,0,H,0,0,D,15720,"Sippel, P",16.0,8.0,6.0,3.0,0.0,0.0,5.0,4.0,11.0,10.0,1.0,1.0,2,1,0,0,20,10,1.4,3.8,6.3,1.6,3.4,4.6,1.444,3.6,6.0,1.444,3.6,6.5,1.5,3.6,5.25,1573.05,1514.08
D2,12/04/02,Karlsruhe,Reutlingen,1,0,H,0,0,D,12500,"Gräfe, M",20.0,13.0,8.0,5.0,1.0,0.0,4.0,8.0,18.0,22.0,0.0,4.0,4,3,0,0,40,30,1.75,3.25,4.0,1.8,3.1,3.8,1.833,3.2,3.6,1.8,3.1,4.0,1.75,3.3,3.8,1456.03,1485.54
D2,13/04/02,Ahlen,Schweinfurt,3,1,H,2,0,H,3130,"Rafati, B",7.0,2.0,4.0,2.0,0.0,0.0,11.0,2.0,12.0,13.0,3.0,2.0,1,1,0,0,10,10,1.25,4.3,9.35,1.4,3.9,6.0,1.364,3.8,7.0,1.333,4.333,7.0,1.35,4.0,6.8,1497.71,1375.57
D2,13/04/02,Hannover,Ein Frankfurt,1,2,A,1,2,A,25375,"Kircher, K",15.0,7.0,7.0,3.0,0.0,0.0,12.0,2.0,14.0,8.0,2.0,4.0,0,1,0,0,0,10,1.55,3.5,4.9,1.55,3.5,4.8,1.55,3.4,5.0,1.444,3.6,6.5,1.5,3.45,5.5,1637.02,1533.04
D2,14/04/02,Aachen,Union Berlin,1,2,A,1,1,D,8500,"Berg, A",16.0,10.0,8.0,5.0,0.0,0.0,6.0,4.0,13.0,18.0,1.0,1.0,3,1,0,0,30,10,2.1,3.15,2.9,2.2,3.0,2.9,2.0,3.2,3.1,2.1,3.2,3.0,2.1,3.25,2.85,1464.8,1542.46
D2,14/04/02,Oberhausen,Saarbrucken,2,1,H,1,0,H,4276,"Spaker, R.",15.0,9.0,7.0,3.0,0.0,0.0,5.0,5.0,17.0,20.0,2.0,2.0,0,2,0,0,0,20,1.25,4.4,9.0,1.25,4.5,9.0,1.333,4.2,7.0,1.286,4.5,8.0,1.25,4.8,7.7,1476.87,1395.32
D2,14/04/02,Unterhaching,Greuther Furth,1,1,D,1,1,D,6000,"Steinborn, E.",6.0,11.0,4.0,5.0,0.0,0.0,3.0,9.0,23.0,18.0,0.0,2.0,3,3,0,0,30,30,2.85,3.15,2.15,2.9,3.0,2.2,2.75,3.1,2.25,2.7,3.2,2.25,2.45,3.3,2.35,1448.73,1600.4
D2,15/04/02,Mainz,Bielefeld,4,1,H,2,1,H,15000,"Wack, F.-X.",10.0,8.0,6.0,3.0,0.0,0.0,5.0,1.0,14.0,15.0,3.0,1.0,2,1,0,1,20,35,2.1,3.1,2.95,2.2,2.9,3.0,2.1,3.0,3.2,2.0,3.1,3.3,2.1,3.1,2.95,1573.18,1590.04
D2,19/04/02,Ein Frankfurt,Oberhausen,2,2,D,1,1,D,7000,"Gräfe, M",6.0,11.0,2.0,6.0,0.0,0.0,7.0,9.0,18.0,16.0,2.0,1.0,3,1,0,0,30,10,2.0,3.3,3.1,2.0,3.1,3.2,1.909,3.25,3.4,,,,1.95,3.1,3.3,1552.14,1483.37
D2,19/04/02,Greuther Furth,Bochum,1,1,D,1,1,D,11026,"Meyer, F",8.0,9.0,4.0,3.0,0.0,0.0,4.0,5.0,16.0,22.0,0.0,2.0,1,2,0,0,10,20,2.05,3.1,3.15,2.1,3.0,3.1,1.95,3.1,3.5,2.1,3.1,3.1,2.0,3.1,3.2,1598.55,1580.2
D2,19/04/02,Union Berlin,Unterhaching,0,2,A,0,0,D,5886,"Wagner, L",8.0,9.0,5.0,6.0,0.0,0.0,9.0,4.0,15.0,17.0,1.0,1.0,0,0,0,0,0,0,1.6,3.65,4.2,1.6,3.4,4.6,1.667,3.6,4.0,,,,1.5,4.0,4.5,1555.76,1450.58
D2,20/04/02,Karlsruhe,Aachen,1,2,A,1,2,A,11500,"Wezel, V",17.0,6.0,4.0,4.0,0.0,0.0,6.0,3.0,18.0,22.0,0.0,5.0,2,5,0,1,20,75,1.8,3.0,4.2,1.8,3.1,3.8,1.833,3.0,4.0,1.8,3.0,4.333,1.75,2.9,4.5,1466.03,1451.5
D2,20/04/02,Schweinfurt,Babelsberg,3,3,D,1,1,D,2740,"Koop, T",9.0,11.0,4.0,6.0,1.0,1.0,5.0,8.0,20.0,16.0,0.0,0.0,2,2,0,0,20,20,1.65,3.5,4.25,1.8,3.1,3.8,,,,1.727,3.4,4.0,1.75,3.3,3.8,1370.13,1316.9
D2,21/04/02,Duisburg,Mainz,1,1,D,0,1,A,9455,"Fröhlich, L.-M.",11.0,12.0,6.0,3.0,0.0,0.0,4.0,3.0,17.0,17.0,1.0,2.0,4,2,0,1,40,45,3.15,3.2,2.0,,,,3.2,3.2,2.0,3.0,3.2,2.1,2.8,3.25,2.1,1506.93,1582.74
D2,21/04/02,Reutlingen,Mannheim,3,0,H,2,0,H,6174,"Sippel, P",11.0,4.0,7.0,2.0,0.0,0.0,11.0,5.0,15.0,18.0,2.0,1.0,1,4,0,0,10,40,2.05,2.8,3.55,2.2,2.5,3.5,2.0,2.875,3.6,2.1,2.875,3.3,2.15,2.8,3.15,1475.54,1504.61
D2,21/04/02,Saarbrucken,Ahlen,2,4,A,1,2,A,1000,"Lange, P",10.0,17.0,4.0,6.0,1.0,1.0,4.0,1.0,16.0,13.0,8.0,2.0,3,1,1,0,55,10,2.65,3.25,2.25,2.4,3.1,2.4,,,,,,,,,,1388.82,1503.15
D2,22/04/02,Bielefeld,Hannover,3,2,H,2,1,H,19000,"Gagelmann, P",11.0,9.0,5.0,6.0,0.0,1.0,4.0,3.0,145.0,21.0,5.0,1.0,4,2,0,0,40,20,1.65,3.6,3.95,1.65,3.2,3.8,,,,1.727,3.4,4.0,1.6,3.5,4.4,1580.48,1617.92
D2,28/04/02,Ahlen,Ein Frankfurt,0,1,A,0,0,D,5500,"Kammerer, S",7.0,2.0,4.0,1.0,0.0,0.0,6.0,2.0,13.0,17.0,0.0,4.0,0,1,0,0,0,10,2.25,3.0,2.85,2.2,3.0,2.9,,,,2.2,3.1,2.875,,,,1515.13,1546.5
D2,28/04/02,Babelsberg,Saarbrucken,1,2,A,1,1,D,2696,"Minskowski, F",11.0,8.0,6.0,3.0,0.0,0.0,1.0,2.0,16.0,18.0,2.0,0.0,0,2,0,0,0,20,1.9,3.2,3.45,1.8,3.1,3.8,,,,1.909,3.2,3.5,,,,1322.08,1376.84
D2,28/04/02,Bochum,Union Berlin,2,1,H,1,1,D,17523,"Keßler, J",17.0,8.0,12.0,2.0,1.0,0.0,12.0,2.0,12.0,14.0,3.0,3.0,1,3,1,0,35,30,1.35,4.25,6.65,1.4,3.9,6.0,,,,1.444,3.75,6.0,,,,1584.3,1536.63
D2,28/04/02,Hannover,Duisburg,4,1,H,4,0,H,18377,"Kinhöfer, T",20.0,7.0,9.0,3.0,0.0,0.0,5.0,4.0,10.0,16.0,2.0,4.0,0,3,0,0,0,30,1.5,3.6,5.5,1.55,3.5,4.8,,,,1.533,3.6,5.0,,,,1607.65,1506.06
D2,28/04/02,Mainz,Greuther Furth,1,1,D,0,0,D,15500,"Weiner, M",16.0,10.0,5.0,2.0,1.0,0.0,4.0,5.0,18.0,14.0,3.0,3.0,3,3,0,0,30,30,1.8,3.25,3.75,1.9,3.0,3.6,,,,1.833,3.1,3.8,,,,1583.61,1594.45
D2,28/04/02,Mannheim,Karlsruhe,2,1,H,1,0,H,8300,"Kemmling, U",9.0,10.0,5.0,3.0,1.0,0.0,1.0,3.0,18.0,15.0,3.0,0.0,4,3,0,1,40,55,1.92,3.0,3.65,2.1,2.5,3.6,,,,,,,,,,1494.63,1449.55
D2,28/04/02,Oberhausen,Bielefeld,0,0,D,0,0,D,8417,"Meyer, F",8.0,10.0,3.0,3.0,0.0,0.0,5.0,6.0,20.0,18.0,1.0,2.0,3,1,0,0,30,10,3.15,2.65,2.0,3.2,2.7,2.2,,,,3.2,3.2,2.0,,,,1489.01,1590.75
D2,28/04/02,Reutlingen,Schweinfurt,3,1,H,3,1,H,5000,"Aust, J",10.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,1,1,0,0,10,10,1.3,4.5,7.5,,,,,,,,,,,,,1485.52,1364.95
D2,28/04/02,Unterhaching,Aachen,2,0,H,1,0,H,7200,"Jansen, J",6.0,2.0,4.0,1.0,0.0,0.0,4.0,0.0,8.0,11.0,1.0,0.0,0,1,0,0,0,10,1.67,3.45,4.2,1.7,3.2,4.2,,,,1.8,3.4,3.6,,,,1469.71,1467.98
D2,05/05/02,Aachen,Bochum,1,3,A,0,2,A,20000,"Weiner, M",11.0,7.0,6.0,5.0,0.0,1.0,2.0,7.0,16.0,15.0,1.0,3.0,5,5,1,1,75,75,,,,,,,4.333,3.6,1.571,,,,5.0,4.0,1.45,1459.04,1591.79
D2,05/05/02,Bielefeld,Ahlen,3,1,H,2,1,H,26601,"Strampe, H",13.0,8.0,7.0,1.0,0.0,0.0,4.0,8.0,12.0,16.0,1.0,0.0,2,3,0,0,20,30,1.2,5.25,9.1,1.2,5.0,10.0,1.2,5.0,10.0,1.2,5.0,11.0,1.2,5.5,9.0,1590.69,1500.19
D2,05/05/02,Duisburg,Oberhausen,1,4,A,1,2,A,8162,"Rafati, B",8.0,8.0,3.0,5.0,0.0,0.0,11.0,2.0,12.0,12.0,1.0,0.0,1,2,0,0,10,20,2.05,3.05,3.25,2.1,3.0,3.1,,,,,,,2.1,3.1,2.95,1500.1,1489.07
D2,05/05/02,Ein Frankfurt,Babelsberg,1,1,D,1,1,D,7000,"Fleischer, H",7.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,12.0,12.0,0.0,0.0,0,1,0,0,0,10,1.3,4.3,8.2,1.3,4.2,8.0,,,,1.286,4.5,8.0,1.25,4.75,8.0,1561.44,1307.96
D2,05/05/02,Greuther Furth,Hannover,1,5,A,1,2,A,10000,"Koop, T",7.0,10.0,3.0,7.0,0.0,0.0,5.0,2.0,6.0,9.0,0.0,0.0,0,1,0,0,0,10,1.9,3.15,3.6,1.9,3.1,3.5,1.85,3.4,3.25,,,,1.7,3.4,3.9,1597.59,1613.61
D2,05/05/02,Karlsruhe,Unterhaching,3,0,H,1,0,H,14000,"Merk, M",15.0,3.0,5.0,1.0,0.0,0.0,6.0,1.0,10.0,23.0,3.0,1.0,0,2,0,0,0,20,1.95,3.15,3.4,2.0,3.0,3.3,2.0,3.0,3.4,2.0,3.1,3.3,2.0,2.9,3.4,1441.99,1478.65
D2,05/05/02,Saarbrucken,Reutlingen,4,3,H,1,2,A,1500,"Perl, G.",11.0,7.0,7.0,6.0,0.0,0.0,0.0,8.0,10.0,12.0,1.0,1.0,4,1,0,0,40,10,,,,,,,,,,,,,,,,1390.96,1491.0
D2,05/05/02,Schweinfurt,Mannheim,0,1,A,0,1,A,1500,Scheppe. D,12.0,4.0,4.0,3.0,2.0,0.0,5.0,3.0,9.0,11.0,0.0,0.0,0,2,0,0,0,20,2.55,3.1,2.45,2.4,3.1,2.4,,,,,,,2.65,3.3,2.2,1359.47,1502.19
D2,05/05/02,Union Berlin,Mainz,3,1,H,0,0,D,14400,"Stark, W",6.0,7.0,5.0,4.0,0.0,0.0,4.0,11.0,15.0,15.0,2.0,2.0,1,2,0,0,10,20,,,,,,,,,,,,,3.75,2.55,2.1,1529.14,1580.47
