Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,LBH,LBD,LBA,WHH,WHD,WHA,EloHome,EloAway
SC3,19/08/00,Albion Rvs,Elgin,1,1,D,0,1,A,402,Ian Brines,20.0,8.0,7.0,1.0,0.0,0.0,11.0,5.0,12.0,19.0,8.0,4.0,2,2,0,1,20,45,2.35,3.5,2.35,2.37,3.5,2.37,927.57,1112.49
SC3,19/08/00,Brechin,Cowdenbeath,0,0,D,0,0,D,337,Craig Thompson,13.0,9.0,6.0,4.0,2.0,1.0,4.0,2.0,18.0,12.0,1.0,8.0,2,3,0,0,20,30,2.35,3.5,2.35,2.37,3.5,2.37,1080.61,1102.2
SC3,19/08/00,East Stirling,East Fife,2,5,A,2,0,H,304,Charlie Richmond,6.0,7.0,3.0,4.0,0.0,0.0,2.0,0.0,4.0,6.0,0.0,0.0,2,2,1,0,45,20,2.6,3.5,2.2,2.5,3.5,2.25,1030.11,1146.22
SC3,19/08/00,Hamilton,Montrose,6,0,H,0,0,D,426,Alan Gemmill,13.0,9.0,8.0,2.0,0.0,0.0,4.0,5.0,10.0,6.0,7.0,6.0,0,0,0,0,0,0,1.4,4.0,6.5,1.44,4.33,5.0,1160.82,979.79
SC3,19/08/00,Peterhead,Dumbarton,2,0,H,1,0,H,720,Craig Thompson,13.0,9.0,8.0,5.0,0.0,0.0,5.0,7.0,15.0,15.0,4.0,2.0,2,2,0,0,20,20,2.1,3.5,2.75,2.0,3.4,3.0,1148.68,1091.11
SC3,26/08/00,Albion Rvs,Dumbarton,0,1,A,0,1,A,343,Eddie Mack,13.0,8.0,3.0,4.0,1.0,0.0,5.0,3.0,18.0,14.0,3.0,7.0,2,2,0,0,20,20,2.5,3.5,2.25,2.37,3.5,2.37,930.57,1083.92
SC3,26/08/00,Cowdenbeath,Elgin,3,1,H,0,1,A,354,Steve Conroy,13.0,4.0,10.0,3.0,0.0,0.0,13.0,3.0,6.0,3.0,3.0,2.0,0,1,0,0,0,10,1.45,4.0,5.5,1.57,3.75,4.5,1104.97,1109.49
SC3,26/08/00,East Stirling,Hamilton,0,0,D,0,0,D,435,Calum Murray,6.0,10.0,2.0,6.0,0.0,1.0,3.0,11.0,8.0,15.0,1.0,8.0,0,0,0,0,0,0,4.0,3.6,1.65,4.0,3.6,1.66,1018.19,1164.96
SC3,26/08/00,Montrose,East Fife,0,1,A,0,0,D,403,Brian McGarry,18.0,10.0,12.0,5.0,0.0,0.0,8.0,4.0,16.0,16.0,2.0,2.0,2,2,0,0,20,20,3.5,3.5,1.8,4.5,3.75,1.57,975.65,1158.14
SC3,26/08/00,Peterhead,Brechin,1,2,A,1,1,D,548,Ian Frickleton,13.0,9.0,5.0,5.0,0.0,1.0,15.0,2.0,9.0,14.0,2.0,1.0,3,2,1,0,55,20,2.25,3.5,2.5,2.37,3.5,2.37,1155.87,1077.84
SC3,09/09/00,Brechin,Montrose,6,1,H,3,0,H,465,Ian Brines,14.0,12.0,8.0,4.0,0.0,0.0,4.0,4.0,17.0,14.0,4.0,11.0,0,2,0,0,0,20,1.45,4.0,5.5,1.44,3.75,6.0,1096.24,966.06
SC3,09/09/00,Dumbarton,East Stirling,1,2,A,1,2,A,259,Martin Doran,12.0,5.0,4.0,2.0,2.0,0.0,7.0,2.0,9.0,10.0,5.0,6.0,1,1,0,0,10,10,2.1,3.5,2.75,2.37,3.5,2.37,1094.52,1019.86
SC3,09/09/00,East Fife,Cowdenbeath,0,2,A,0,0,D,735,Craig Thompson,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,7.0,12.0,2.0,0.0,4,5,3,0,115,50,2.25,3.4,2.62,2.25,3.5,2.5,1167.73,1114.12
SC3,09/09/00,Elgin,Peterhead,1,3,A,1,1,D,1016,John Underhill,10.0,14.0,4.0,9.0,0.0,1.0,5.0,9.0,9.0,10.0,5.0,0.0,1,0,0,0,10,0,2.6,3.5,2.2,2.87,3.6,2.0,1100.34,1137.47
SC3,09/09/00,Hamilton,Albion Rvs,0,2,A,0,2,A,487,Craig Thompson,7.0,9.0,3.0,5.0,0.0,1.0,3.0,7.0,6.0,8.0,0.0,0.0,4,3,1,0,65,30,1.3,4.3,7.0,1.36,4.5,6.0,1163.29,919.97
SC3,16/09/00,Albion Rvs,Brechin,1,3,A,1,1,D,254,Charlie Richmond,9.0,11.0,4.0,6.0,0.0,0.0,3.0,2.0,15.0,7.0,7.0,7.0,1,2,0,0,10,20,3.2,3.5,1.9,3.4,3.5,1.83,941.93,1101.49
SC3,16/09/00,Cowdenbeath,Hamilton,2,0,H,2,0,H,448,Eddie Mack,12.0,13.0,6.0,2.0,0.0,0.0,2.0,3.0,17.0,9.0,8.0,1.0,3,0,0,0,30,0,2.25,3.5,2.5,2.25,3.5,2.5,1131.81,1141.33
SC3,16/09/00,East Fife,Elgin,1,1,D,1,0,H,444,George Clyde,10.0,2.0,5.0,2.0,0.0,0.0,2.0,1.0,7.0,17.0,2.0,0.0,3,2,0,0,30,20,1.55,3.75,4.5,1.5,3.8,5.0,1150.04,1085.6
SC3,16/09/00,Montrose,Dumbarton,2,2,D,2,1,H,347,Mike Ritchie,15.0,15.0,8.0,6.0,0.0,1.0,3.0,10.0,11.0,12.0,2.0,9.0,2,1,0,0,20,10,2.6,3.5,2.2,2.62,3.5,2.2,960.81,1076.22
SC3,16/09/00,Peterhead,East Stirling,2,4,A,0,3,A,650,Steve Conroy,9.0,8.0,5.0,7.0,0.0,0.0,3.0,7.0,12.0,9.0,3.0,3.0,0,2,0,0,0,20,2.0,3.6,2.85,2.1,3.5,2.75,1152.21,1038.16
SC3,23/09/00,Brechin,East Fife,3,1,H,2,1,H,403,Calum Murray,14.0,10.0,9.0,7.0,0.0,0.0,7.0,4.0,17.0,13.0,1.0,7.0,0,0,0,0,0,0,2.1,3.5,2.75,2.2,3.5,2.62,1111.87,1144.53
SC3,23/09/00,Dumbarton,Cowdenbeath,2,4,A,1,1,D,348,Craig Thompson,14.0,10.0,5.0,6.0,1.0,0.0,8.0,4.0,10.0,14.0,8.0,5.0,3,3,0,0,30,30,3.5,3.5,1.8,4.33,3.6,1.61,1075.67,1141.13
SC3,23/09/00,East Stirling,Albion Rvs,1,1,D,0,0,D,271,Tom Brown,15.0,13.0,7.0,7.0,1.0,0.0,2.0,9.0,21.0,17.0,2.0,8.0,3,1,0,0,30,10,1.83,3.6,3.25,1.8,3.6,3.4,1057.51,931.55
SC3,23/09/00,Elgin,Montrose,1,1,D,1,1,D,816,John Rowbotham,13.0,6.0,5.0,6.0,1.0,0.0,2.0,3.0,7.0,10.0,3.0,2.0,0,2,0,0,0,20,2.0,3.6,2.85,2.2,3.5,2.62,1091.11,961.36
SC3,23/09/00,Hamilton,Peterhead,3,0,H,2,0,H,369,Cammy Melville,12.0,3.0,6.0,1.0,1.0,0.0,6.0,2.0,8.0,8.0,2.0,3.0,0,0,0,0,0,0,1.7,3.75,3.5,1.72,3.6,3.75,1132.01,1132.86
SC3,30/09/00,Albion Rvs,Peterhead,0,0,D,0,0,D,358,Calum Murray,10.0,4.0,1.0,1.0,1.0,0.0,4.0,4.0,13.0,20.0,5.0,6.0,2,3,0,0,20,30,2.75,3.5,2.1,2.25,3.5,2.5,938.7,1123.83
SC3,30/09/00,Brechin,East Stirling,4,1,H,1,0,H,342,Alan Freeland,11.0,7.0,7.0,2.0,0.0,0.0,2.0,9.0,10.0,5.0,7.0,3.0,1,1,0,0,10,10,1.65,3.6,4.0,1.72,3.6,3.75,1121.98,1050.36
SC3,30/09/00,Cowdenbeath,Montrose,2,0,H,0,0,D,374,Charlie Richmond,13.0,3.0,5.0,1.0,2.0,0.0,7.0,5.0,9.0,7.0,4.0,0.0,1,2,0,0,10,20,1.45,4.0,5.5,1.4,3.75,7.0,1154.87,968.6
SC3,30/09/00,East Fife,Hamilton,1,2,A,0,0,D,549,Steve Conroy,11.0,14.0,3.0,5.0,0.0,0.0,3.0,5.0,19.0,21.0,5.0,5.0,2,3,0,0,20,30,2.35,3.5,2.35,2.5,3.5,2.25,1134.42,1141.04
SC3,30/09/00,Elgin,Dumbarton,2,0,H,0,0,D,752,Brian McGarry,9.0,9.0,4.0,3.0,0.0,0.0,4.0,2.0,12.0,12.0,1.0,3.0,1,1,0,0,10,10,2.35,3.5,2.35,2.37,3.5,2.37,1083.87,1061.93
SC3,07/10/00,Dumbarton,East Fife,2,3,A,1,2,A,256,Eddie Mack,7.0,11.0,5.0,4.0,0.0,0.0,2.0,4.0,13.0,15.0,0.0,6.0,2,1,0,0,20,10,2.85,3.6,2.0,2.87,3.6,2.0,1053.65,1118.64
SC3,07/10/00,East Stirling,Elgin,0,2,A,0,1,A,248,G P Thompson,7.0,14.0,3.0,6.0,1.0,1.0,6.0,3.0,12.0,27.0,2.0,7.0,0,4,0,0,0,40,1.85,3.5,3.4,1.83,3.5,3.4,1043.58,1092.15
SC3,07/10/00,Hamilton,Brechin,4,1,H,1,1,D,422,Alan Gemmill,14.0,6.0,7.0,1.0,0.0,0.0,2.0,5.0,16.0,14.0,4.0,3.0,2,2,0,0,20,20,2.1,3.5,2.75,2.1,3.5,2.75,1156.82,1128.76
SC3,07/10/00,Montrose,Albion Rvs,0,2,A,0,1,A,234,John Gilmore,6.0,14.0,4.0,6.0,0.0,0.0,3.0,11.0,8.0,11.0,5.0,3.0,3,1,0,0,30,10,2.35,3.5,2.35,2.62,3.5,2.2,964.57,941.7
SC3,07/10/00,Peterhead,Cowdenbeath,3,0,H,2,0,H,653,Campell Carson,9.0,13.0,5.0,8.0,0.0,0.0,7.0,11.0,12.0,10.0,1.0,4.0,2,4,1,0,45,40,3.2,3.5,1.9,3.4,3.5,1.83,1120.83,1158.9
SC3,14/10/00,Cowdenbeath,East Stirling,3,0,H,2,0,H,389,Brian Cassidy,10.0,7.0,5.0,3.0,0.0,1.0,10.0,3.0,12.0,7.0,2.0,3.0,1,1,0,0,10,10,1.6,4.0,4.0,1.57,3.75,4.5,1148.6,1029.24
SC3,14/10/00,Dumbarton,Hamilton,2,3,A,1,1,D,368,Ian Frickleton,9.0,15.0,6.0,6.0,1.0,0.0,7.0,8.0,18.0,8.0,1.0,4.0,5,3,0,0,50,30,4.0,3.6,1.65,5.0,3.8,1.5,1039.89,1164.91
SC3,14/10/00,East Fife,Albion Rvs,0,0,D,0,0,D,425,John Underhill,7.0,5.0,5.0,2.0,0.0,0.0,10.0,4.0,6.0,11.0,3.0,5.0,0,2,0,0,0,20,1.8,3.5,3.5,1.9,3.6,3.1,1132.4,958.45
SC3,14/10/00,Elgin,Brechin,2,2,D,0,0,D,834,Cammy Melville,8.0,5.0,5.0,4.0,0.0,0.0,7.0,2.0,14.0,7.0,0.0,0.0,2,1,0,0,20,10,2.85,3.6,2.0,3.5,3.5,1.8,1106.49,1120.67
SC3,14/10/00,Montrose,Peterhead,0,2,A,0,1,A,431,Hugh Dallas,11.0,14.0,3.0,8.0,0.0,1.0,2.0,7.0,14.0,14.0,5.0,9.0,2,2,0,0,20,20,3.5,3.5,1.8,4.0,3.6,1.66,947.82,1131.13
SC3,21/10/00,Albion Rvs,Cowdenbeath,1,0,H,1,0,H,429,G P Thompson,11.0,8.0,7.0,4.0,0.0,0.0,3.0,10.0,16.0,21.0,0.0,2.0,3,3,0,0,30,30,3.2,3.5,1.9,3.5,3.5,1.8,966.67,1154.11
SC3,21/10/00,Brechin,Dumbarton,3,1,H,0,0,D,455,Douglas McDonald,15.0,9.0,10.0,2.0,0.0,0.0,4.0,8.0,11.0,14.0,4.0,2.0,3,1,0,0,30,10,1.45,4.0,5.5,1.5,3.8,5.0,1123.7,1028.29
SC3,21/10/00,East Stirling,Montrose,1,2,A,0,2,A,258,Dougie Smith,10.0,13.0,4.0,9.0,0.0,0.0,6.0,4.0,5.0,9.0,2.0,1.0,1,1,0,0,10,10,1.65,4.0,3.75,1.72,3.6,3.75,1023.73,938.26
SC3,21/10/00,Hamilton,Elgin,4,1,H,1,0,H,414,George Clyde,12.0,4.0,4.0,2.0,2.0,1.0,8.0,8.0,10.0,12.0,1.0,1.0,2,3,0,0,20,30,1.5,4.0,5.0,1.57,3.75,4.5,1176.51,1103.46
SC3,21/10/00,Peterhead,East Fife,0,0,D,0,0,D,640,Brian Cassidy,8.0,9.0,1.0,3.0,1.0,1.0,5.0,11.0,20.0,12.0,4.0,2.0,0,2,0,0,0,20,2.0,3.6,2.85,2.2,3.5,2.62,1140.69,1124.18
SC3,24/10/00,Hamilton,East Stirling,4,0,H,2,0,H,344,Colin Hardie,19.0,3.0,10.0,1.0,0.0,0.0,6.0,2.0,12.0,12.0,5.0,4.0,0,0,0,0,0,0,1.4,4.3,5.5,1.4,3.75,7.0,1183.25,1005.13
SC3,28/10/00,Brechin,Peterhead,3,2,H,2,1,H,469,John Gilmore,12.0,14.0,8.0,6.0,1.0,0.0,4.0,5.0,12.0,10.0,7.0,5.0,2,1,0,0,20,10,1.7,3.5,3.75,1.8,3.5,3.5,1129.83,1136.65
SC3,28/10/00,Dumbarton,Albion Rvs,0,1,A,0,1,A,277,Steve Conroy,7.0,9.0,2.0,4.0,0.0,1.0,9.0,1.0,19.0,10.0,1.0,1.0,3,1,0,0,30,10,3.2,3.5,1.9,2.87,3.6,2.0,1022.16,982.25
SC3,28/10/00,East Fife,Montrose,3,1,H,1,0,H,475,C Hunter,5.0,3.0,3.0,1.0,0.0,0.0,4.0,2.0,11.0,11.0,3.0,0.0,1,1,0,0,10,10,1.6,4.0,4.0,1.72,3.6,3.75,1128.22,956.86
SC3,28/10/00,Elgin,Cowdenbeath,2,3,A,2,2,D,836,Tom Brown,10.0,9.0,6.0,6.0,0.0,0.0,6.0,10.0,3.0,9.0,3.0,7.0,0,0,0,0,0,0,2.75,3.5,2.1,2.87,3.6,2.0,1096.72,1138.53
SC3,04/11/00,Albion Rvs,Hamilton,1,1,D,1,0,H,608,Charlie Richmond,4.0,15.0,2.0,5.0,0.0,2.0,4.0,4.0,11.0,10.0,4.0,5.0,3,3,2,0,80,30,3.0,3.4,2.0,3.75,3.6,1.72,999.53,1187.45
SC3,04/11/00,Cowdenbeath,East Fife,1,0,H,1,0,H,626,Calum Murray,8.0,10.0,2.0,4.0,1.0,1.0,5.0,7.0,13.0,15.0,4.0,0.0,1,3,0,0,10,30,1.8,3.5,3.5,1.66,3.6,4.0,1153.1,1132.55
SC3,04/11/00,East Stirling,Dumbarton,1,1,D,1,0,H,238,R.J. MacKay,9.0,5.0,4.0,1.0,0.0,0.0,3.0,10.0,10.0,23.0,5.0,5.0,0,1,0,0,0,10,2.1,3.5,2.75,2.0,3.6,2.87,1000.93,1004.88
SC3,04/11/00,Montrose,Brechin,1,1,D,0,0,D,669,Eddie Mack,4.0,11.0,2.0,5.0,0.0,1.0,3.0,4.0,13.0,10.0,7.0,2.0,1,2,0,1,10,45,4.0,3.6,1.65,4.33,3.6,1.61,952.53,1139.06
SC3,04/11/00,Peterhead,Elgin,1,0,H,1,0,H,850,Ian Frickleton,5.0,8.0,3.0,2.0,0.0,0.0,7.0,4.0,10.0,17.0,1.0,1.0,2,0,0,0,20,0,1.7,3.5,3.75,1.83,3.6,3.3,1127.42,1082.15
SC3,11/11/00,Albion Rvs,East Stirling,2,1,H,1,1,D,334,Steve Conroy,12.0,9.0,5.0,5.0,0.0,0.0,3.0,6.0,16.0,8.0,2.0,5.0,1,1,0,0,10,10,1.7,3.4,3.6,1.66,3.6,4.0,1002.63,997.56
SC3,11/11/00,Cowdenbeath,Dumbarton,1,1,D,0,1,A,341,Charlie Richmond,10.0,17.0,3.0,12.0,1.0,0.0,7.0,8.0,13.0,10.0,3.0,1.0,2,1,1,0,45,10,1.3,4.3,7.0,1.36,4.0,7.0,1161.43,1008.25
SC3,11/11/00,East Fife,Brechin,1,0,H,0,0,D,549,G P Thompson,5.0,3.0,3.0,3.0,0.0,0.0,2.0,4.0,11.0,5.0,3.0,2.0,4,1,0,0,40,10,2.5,3.5,2.25,2.75,3.5,2.1,1124.22,1136.01
SC3,11/11/00,Montrose,Elgin,0,0,D,0,0,D,459,Eric Martindale,13.0,14.0,6.0,2.0,0.0,0.0,7.0,8.0,9.0,11.0,3.0,1.0,1,0,0,0,10,0,2.35,3.5,2.35,2.5,3.5,2.25,955.58,1074.59
SC3,11/11/00,Peterhead,Hamilton,1,1,D,1,1,D,790,Steven Kaney,8.0,13.0,4.0,6.0,1.0,0.0,5.0,4.0,7.0,16.0,3.0,0.0,2,1,1,0,45,10,2.6,3.5,2.2,2.87,3.6,2.0,1134.98,1184.35
SC3,18/11/00,Brechin,Albion Rvs,2,1,H,1,0,H,337,Ian Brines,9.0,12.0,6.0,8.0,0.0,0.0,0.0,4.0,16.0,19.0,5.0,3.0,2,3,0,0,20,30,1.9,3.25,3.4,2.0,3.4,3.0,1126.62,1011.46
SC3,18/11/00,Dumbarton,Montrose,1,0,H,1,0,H,238,G Evans,13.0,14.0,6.0,9.0,1.0,1.0,4.0,6.0,13.0,17.0,8.0,3.0,1,1,0,0,10,10,2.1,3.5,2.75,2.37,3.5,2.37,1016.03,956.26
SC3,18/11/00,East Stirling,Peterhead,1,3,A,0,2,A,246,Craig Thompson,14.0,11.0,6.0,9.0,0.0,0.0,4.0,3.0,11.0,14.0,5.0,6.0,1,2,0,0,10,20,2.85,3.6,2.0,3.4,3.5,1.83,988.73,1133.17
SC3,18/11/00,Elgin,East Fife,1,3,A,0,1,A,730,Alan Freeland,8.0,6.0,4.0,3.0,0.0,0.0,8.0,3.0,6.0,10.0,1.0,0.0,3,1,0,0,30,10,2.6,3.5,2.2,3.1,3.6,1.9,1073.91,1133.61
SC3,18/11/00,Hamilton,Cowdenbeath,0,0,D,0,0,D,598,John Gilmore,12.0,11.0,6.0,4.0,0.0,1.0,4.0,5.0,14.0,13.0,0.0,2.0,2,2,0,0,20,20,1.85,3.5,3.4,2.1,3.5,2.75,1186.16,1153.65
SC3,25/11/00,Albion Rvs,Montrose,3,2,H,0,0,D,311,Ian Frickleton,17.0,9.0,10.0,5.0,0.0,0.0,3.0,7.0,11.0,13.0,2.0,5.0,5,1,0,0,50,10,1.61,4.0,4.0,1.57,3.75,4.5,1005.84,949.13
SC3,25/11/00,Brechin,Hamilton,0,0,D,0,0,D,483,Brian McGarry,11.0,9.0,5.0,5.0,0.0,0.0,2.0,6.0,12.0,7.0,3.0,6.0,1,0,0,0,10,0,2.25,3.5,2.5,2.1,3.6,2.7,1132.24,1181.61
SC3,25/11/00,Cowdenbeath,Peterhead,2,0,H,0,0,D,404,Paul Barnes,15.0,6.0,6.0,4.0,2.0,0.0,12.0,3.0,9.0,6.0,5.0,0.0,1,2,0,1,10,45,1.8,3.5,3.5,1.8,3.5,3.5,1158.2,1144.08
SC3,25/11/00,East Fife,Dumbarton,1,0,H,1,0,H,465,Craig MacKay,14.0,6.0,5.0,4.0,0.0,0.0,2.0,5.0,9.0,9.0,1.0,1.0,0,0,0,1,0,25,1.67,3.6,4.0,1.61,3.6,4.33,1147.55,1023.16
SC3,25/11/00,Elgin,East Stirling,1,2,A,0,0,D,629,Gary Mitchell,9.0,10.0,4.0,5.0,0.0,1.0,2.0,7.0,8.0,6.0,2.0,0.0,0,0,0,0,0,0,2.2,3.5,2.62,2.25,3.5,2.5,1059.97,977.82
SC3,02/12/00,Dumbarton,Elgin,3,0,H,1,0,H,1876,Alan Gemmill,9.0,5.0,4.0,2.0,1.0,0.0,8.0,3.0,9.0,11.0,3.0,5.0,2,2,0,0,20,20,,,,2.25,3.5,2.5,1017.77,1041.46
SC3,02/12/00,East Stirling,Brechin,0,1,A,0,0,D,249,George Clyde,8.0,7.0,3.0,4.0,0.0,0.0,6.0,0.0,9.0,8.0,4.0,3.0,3,3,0,0,30,30,,,,3.4,3.5,1.83,996.33,1130.43
SC3,02/12/00,Hamilton,East Fife,1,1,D,0,1,A,518,Calum Murray,15.0,5.0,10.0,4.0,0.0,0.0,6.0,8.0,8.0,16.0,1.0,1.0,0,3,0,1,0,55,,,,1.8,3.5,3.5,1183.42,1152.94
SC3,02/12/00,Montrose,Cowdenbeath,1,2,A,0,0,D,341,Eddie Mack,12.0,8.0,8.0,5.0,1.0,0.0,6.0,4.0,7.0,14.0,2.0,2.0,1,1,0,0,10,10,,,,4.5,3.75,1.57,941.91,1166.74
SC3,02/12/00,Peterhead,Albion Rvs,1,2,A,1,0,H,550,I. M. Fyfe ,6.0,9.0,3.0,6.0,0.0,0.0,2.0,5.0,21.0,16.0,6.0,1.0,1,4,0,0,10,40,,,,2.25,3.5,2.5,1135.54,1013.06
SC3,16/12/00,Brechin,Elgin,2,1,H,1,0,H,333,Steve Conroy,6.0,6.0,4.0,3.0,1.0,1.0,9.0,1.0,7.0,21.0,3.0,3.0,1,4,0,0,10,40,1.4,4.33,5.5,1.4,4.33,5.5,1141.71,1031.66
SC3,16/12/00,Hamilton,Dumbarton,2,0,H,0,0,D,485,Tom Brown,8.0,9.0,3.0,5.0,0.0,0.0,7.0,9.0,16.0,18.0,5.0,3.0,3,2,0,0,30,20,1.61,3.5,4.5,1.5,3.8,5.0,1178.93,1027.57
SC3,23/12/00,Albion Rvs,East Fife,1,2,A,0,1,A,372,Eddie Mack,9.0,9.0,3.0,5.0,0.0,0.0,4.0,5.0,16.0,11.0,3.0,3.0,5,3,0,0,50,30,,,,,,,1032.62,1157.43
SC3,23/12/00,Cowdenbeath,Brechin,2,1,H,0,1,A,434,Dougie Smith,11.0,11.0,4.0,4.0,0.0,1.0,4.0,3.0,14.0,13.0,3.0,4.0,1,2,0,1,10,45,2.0,3.4,3.0,2.2,3.5,2.62,1174.93,1147.46
SC3,23/12/00,Dumbarton,Peterhead,1,3,A,1,2,A,821,John Rowbotham,12.0,12.0,4.0,8.0,0.0,0.0,6.0,2.0,13.0,11.0,2.0,4.0,2,1,0,0,20,10,2.5,3.5,2.25,2.75,3.5,2.1,1022.81,1115.98
SC3,26/12/00,East Fife,East Stirling,3,1,H,1,0,H,492,Eric Martindale,10.0,5.0,6.0,1.0,0.0,0.0,7.0,4.0,9.0,8.0,3.0,4.0,2,2,0,0,20,20,,,,1.66,3.6,4.0,1169.04,985.05
SC3,30/12/00,Peterhead,Brechin,0,2,A,0,2,A,835,Kevin Toner,12.0,16.0,5.0,4.0,0.0,0.0,6.0,3.0,11.0,12.0,4.0,2.0,0,2,0,0,0,20,2.37,3.5,2.37,2.75,3.5,2.1,1128.73,1139.35
SC3,02/01/01,Dumbarton,East Stirling,3,0,H,1,0,H,658,Ian Brines,6.0,12.0,4.0,6.0,0.0,0.0,5.0,7.0,15.0,14.0,4.0,5.0,1,0,0,0,10,0,2.25,3.5,2.5,2.37,3.5,2.37,1010.06,980.97
SC3,02/01/01,East Fife,Cowdenbeath,1,2,A,1,1,D,1003,John Gilmore,10.0,5.0,2.0,5.0,0.0,0.0,3.0,5.0,9.0,7.0,5.0,5.0,1,1,0,0,10,10,2.1,3.5,2.75,2.25,3.5,2.5,1173.12,1183.04
SC3,02/01/01,Hamilton,Albion Rvs,3,2,H,1,0,H,540,Steve Conroy,14.0,7.0,7.0,3.0,0.0,0.0,7.0,6.0,11.0,17.0,4.0,1.0,1,1,0,0,10,10,1.67,3.6,4.0,1.66,3.6,4.0,1183.69,1021.01
SC3,13/01/01,Peterhead,East Stirling,1,2,A,0,0,D,706,Steven Kaney,13.0,15.0,6.0,5.0,0.0,1.0,8.0,5.0,16.0,15.0,0.0,10.0,2,3,0,0,20,30,1.67,3.6,4.0,1.8,3.5,3.5,1113.08,972.91
SC3,20/01/01,Hamilton,Peterhead,3,0,H,0,0,D,645,Cammy Melville,15.0,4.0,8.0,3.0,1.0,1.0,6.0,2.0,17.0,10.0,6.0,8.0,1,2,0,0,10,20,1.57,3.75,4.5,1.57,3.5,5.0,1188.21,1093.1
SC3,27/01/01,Albion Rvs,Dumbarton,1,3,A,0,0,D,369,Craig Thompson,14.0,7.0,6.0,4.0,1.0,0.0,8.0,6.0,16.0,11.0,3.0,1.0,4,3,0,0,40,30,,,,,,,1016.49,1018.12
SC3,27/01/01,East Stirling,Hamilton,1,4,A,1,1,D,346,John Rowbotham,7.0,18.0,3.0,9.0,1.0,0.0,1.0,6.0,7.0,7.0,8.0,9.0,3,1,0,0,30,10,,,,,,,992.89,1194.35
SC3,03/02/01,Dumbarton,East Fife,2,0,H,1,0,H,711,George Clyde,13.0,8.0,10.0,1.0,0.0,0.0,11.0,5.0,9.0,10.0,7.0,5.0,1,1,0,0,10,10,2.62,3.5,2.2,3.4,3.5,1.83,1034.07,1157.45
SC3,03/02/01,East Stirling,Elgin,1,0,H,1,0,H,240,John Gilmore,11.0,5.0,3.0,2.0,0.0,0.0,3.0,4.0,7.0,15.0,4.0,4.0,0,3,0,0,0,30,2.0,3.6,2.87,2.1,3.5,2.75,983.94,1025.91
